Date;Heures;Consommation;Tmin;Tmoy;Tmax;Gaz;Taux de Co2
01/01/2016;00:00;5570;3.32;13.58;8.45;2226;31
01/01/2016;00:30;5663;3.32;13.58;8.45;2227;31
01/01/2016;01:00;5595;3.32;13.58;8.45;2205;32
01/01/2016;01:30;5636;3.32;13.58;8.45;2212;32
01/01/2016;02:00;5492;3.32;13.58;8.45;2209;32
01/01/2016;02:30;5547;3.32;13.58;8.45;2231;33
01/01/2016;03:00;5249;3.32;13.58;8.45;2240;34
01/01/2016;03:30;5082;3.32;13.58;8.45;2195;35
01/01/2016;04:00;4832;3.32;13.58;8.45;2219;36
01/01/2016;04:30;4775;3.32;13.58;8.45;2221;35
01/01/2016;05:00;4730;3.32;13.58;8.45;2234;36
01/01/2016;05:30;4741;3.32;13.58;8.45;2200;35
01/01/2016;06:00;4778;3.32;13.58;8.45;2191;35
01/01/2016;06:30;4838;3.32;13.58;8.45;2207;35
01/01/2016;07:00;4843;3.32;13.58;8.45;2220;35
01/01/2016;07:30;4843;3.32;13.58;8.45;2221;35
01/01/2016;08:00;4918;3.32;13.58;8.45;2210;35
01/01/2016;08:30;4821;3.32;13.58;8.45;2218;37
01/01/2016;09:00;4797;3.32;13.58;8.45;2200;36
01/01/2016;09:30;4751;3.32;13.58;8.45;2217;34
01/01/2016;10:00;4798;3.32;13.58;8.45;2190;33
01/01/2016;10:30;4961;3.32;13.58;8.45;2207;32
01/01/2016;11:00;4960;3.32;13.58;8.45;2229;32
01/01/2016;11:30;4998;3.32;13.58;8.45;2232;32
01/01/2016;12:00;5020;3.32;13.58;8.45;2231;31
01/01/2016;12:30;5065;3.32;13.58;8.45;2230;31
01/01/2016;13:00;5279;3.32;13.58;8.45;2229;30
01/01/2016;13:30;5075;3.32;13.58;8.45;2222;30
01/01/2016;14:00;5044;3.32;13.58;8.45;2229;31
01/01/2016;14:30;4956;3.32;13.58;8.45;2234;31
01/01/2016;15:00;4602;3.32;13.58;8.45;2207;32
01/01/2016;15:30;4650;3.32;13.58;8.45;2208;32
01/01/2016;16:00;4464;3.32;13.58;8.45;2231;32
01/01/2016;16:30;4436;3.32;13.58;8.45;2232;32
01/01/2016;17:00;4562;3.32;13.58;8.45;2231;32
01/01/2016;17:30;4680;3.32;13.58;8.45;2244;31
01/01/2016;18:00;4934;3.32;13.58;8.45;2252;30
01/01/2016;18:30;5094;3.32;13.58;8.45;2252;29
01/01/2016;19:00;5219;3.32;13.58;8.45;2254;28
01/01/2016;19:30;5165;3.32;13.58;8.45;2262;28
01/01/2016;20:00;5161;3.32;13.58;8.45;2233;28
01/01/2016;20:30;5126;3.32;13.58;8.45;2245;29
01/01/2016;21:00;4941;3.32;13.58;8.45;2255;30
01/01/2016;21:30;4778;3.32;13.58;8.45;2255;30
01/01/2016;22:00;4727;3.32;13.58;8.45;2242;30
01/01/2016;22:30;4780;3.32;13.58;8.45;2241;30
01/01/2016;23:00;5156;3.32;13.58;8.45;2252;29
01/01/2016;23:30;4959;3.32;13.58;8.45;2251;31
02/01/2016;00:00;4892;7.63;11.82;9.73;2243;30
02/01/2016;00:30;4966;7.63;11.82;9.73;2231;31
02/01/2016;01:00;4768;7.63;11.82;9.73;2233;33
02/01/2016;01:30;4967;7.63;11.82;9.73;2239;34
02/01/2016;02:00;4767;7.63;11.82;9.73;2232;34
02/01/2016;02:30;4625;7.63;11.82;9.73;2221;34
02/01/2016;03:00;4409;7.63;11.82;9.73;2229;35
02/01/2016;03:30;4388;7.63;11.82;9.73;2233;35
02/01/2016;04:00;4216;7.63;11.82;9.73;2227;36
02/01/2016;04:30;4099;7.63;11.82;9.73;2226;36
02/01/2016;05:00;4144;7.63;11.82;9.73;2242;36
02/01/2016;05:30;4198;7.63;11.82;9.73;2253;36
02/01/2016;06:00;4269;7.63;11.82;9.73;2231;35
02/01/2016;06:30;4478;7.63;11.82;9.73;2234;34
02/01/2016;07:00;4475;7.63;11.82;9.73;2216;34
02/01/2016;07:30;4621;7.63;11.82;9.73;2254;34
02/01/2016;08:00;4714;7.63;11.82;9.73;2243;33
02/01/2016;08:30;4739;7.63;11.82;9.73;2198;32
02/01/2016;09:00;4779;7.63;11.82;9.73;2242;31
02/01/2016;09:30;5065;7.63;11.82;9.73;2256;30
02/01/2016;10:00;5061;7.63;11.82;9.73;2219;29
02/01/2016;10:30;5245;7.63;11.82;9.73;2247;29
02/01/2016;11:00;5268;7.63;11.82;9.73;2249;29
02/01/2016;11:30;5308;7.63;11.82;9.73;2175;28
02/01/2016;12:00;5396;7.63;11.82;9.73;2186;28
02/01/2016;12:30;5333;7.63;11.82;9.73;2190;28
02/01/2016;13:00;5652;7.63;11.82;9.73;2205;27
02/01/2016;13:30;5545;7.63;11.82;9.73;2202;28
02/01/2016;14:00;5468;7.63;11.82;9.73;2228;29
02/01/2016;14:30;5437;7.63;11.82;9.73;2246;28
02/01/2016;15:00;5064;7.63;11.82;9.73;2254;29
02/01/2016;15:30;5071;7.63;11.82;9.73;2255;29
02/01/2016;16:00;4934;7.63;11.82;9.73;2241;29
02/01/2016;16:30;4904;7.63;11.82;9.73;2287;29
02/01/2016;17:00;4880;7.63;11.82;9.73;2296;29
02/01/2016;17:30;5054;7.63;11.82;9.73;2404;28
02/01/2016;18:00;5424;7.63;11.82;9.73;2419;28
02/01/2016;18:30;5670;7.63;11.82;9.73;2431;27
02/01/2016;19:00;5736;7.63;11.82;9.73;2406;27
02/01/2016;19:30;5702;7.63;11.82;9.73;2419;27
02/01/2016;20:00;5687;7.63;11.82;9.73;2408;28
02/01/2016;20:30;5609;7.63;11.82;9.73;2407;28
02/01/2016;21:00;5448;7.63;11.82;9.73;2431;29
02/01/2016;21:30;5286;7.63;11.82;9.73;2424;29
02/01/2016;22:00;5185;7.63;11.82;9.73;2428;30
02/01/2016;22:30;5246;7.63;11.82;9.73;2387;30
02/01/2016;23:00;5552;7.63;11.82;9.73;2329;28
02/01/2016;23:30;5520;7.63;11.82;9.73;2372;29
03/01/2016;00:00;5431;5.44;11.67;8.56;2370;29
03/01/2016;00:30;5458;5.44;11.67;8.56;2415;31
03/01/2016;01:00;5170;5.44;11.67;8.56;2299;31
03/01/2016;01:30;5448;5.44;11.67;8.56;2276;32
03/01/2016;02:00;5207;5.44;11.67;8.56;2276;33
03/01/2016;02:30;5115;5.44;11.67;8.56;2288;34
03/01/2016;03:00;4887;5.44;11.67;8.56;2298;36
03/01/2016;03:30;4658;5.44;11.67;8.56;2293;37
03/01/2016;04:00;4604;5.44;11.67;8.56;2296;38
03/01/2016;04:30;4402;5.44;11.67;8.56;2293;37
03/01/2016;05:00;4394;5.44;11.67;8.56;2301;38
03/01/2016;05:30;4414;5.44;11.67;8.56;2277;39
03/01/2016;06:00;4396;5.44;11.67;8.56;2295;38
03/01/2016;06:30;4527;5.44;11.67;8.56;2273;37
03/01/2016;07:00;4659;5.44;11.67;8.56;2284;37
03/01/2016;07:30;4668;5.44;11.67;8.56;2287;36
03/01/2016;08:00;4711;5.44;11.67;8.56;2277;36
03/01/2016;08:30;4794;5.44;11.67;8.56;2267;35
03/01/2016;09:00;4908;5.44;11.67;8.56;2287;34
03/01/2016;09:30;5056;5.44;11.67;8.56;2284;33
03/01/2016;10:00;5120;5.44;11.67;8.56;2279;32
03/01/2016;10:30;5314;5.44;11.67;8.56;2290;31
03/01/2016;11:00;5407;5.44;11.67;8.56;2291;31
03/01/2016;11:30;5546;5.44;11.67;8.56;2296;30
03/01/2016;12:00;5594;5.44;11.67;8.56;2293;29
03/01/2016;12:30;5829;5.44;11.67;8.56;2295;29
03/01/2016;13:00;5980;5.44;11.67;8.56;2296;29
03/01/2016;13:30;5694;5.44;11.67;8.56;2294;29
03/01/2016;14:00;5713;5.44;11.67;8.56;2284;30
03/01/2016;14:30;5769;5.44;11.67;8.56;2277;29
03/01/2016;15:00;5463;5.44;11.67;8.56;2270;30
03/01/2016;15:30;5451;5.44;11.67;8.56;2282;30
03/01/2016;16:00;5341;5.44;11.67;8.56;2288;30
03/01/2016;16:30;5262;5.44;11.67;8.56;2239;30
03/01/2016;17:00;5208;5.44;11.67;8.56;2195;29
03/01/2016;17:30;5247;5.44;11.67;8.56;2182;28
03/01/2016;18:00;5589;5.44;11.67;8.56;2139;27
03/01/2016;18:30;5791;5.44;11.67;8.56;2131;26
03/01/2016;19:00;5887;5.44;11.67;8.56;2127;25
03/01/2016;19:30;5839;5.44;11.67;8.56;2124;26
03/01/2016;20:00;5744;5.44;11.67;8.56;2133;26
03/01/2016;20:30;5574;5.44;11.67;8.56;2129;27
03/01/2016;21:00;5467;5.44;11.67;8.56;2136;27
03/01/2016;21:30;5352;5.44;11.67;8.56;2135;28
03/01/2016;22:00;5147;5.44;11.67;8.56;2156;28
03/01/2016;22:30;5140;5.44;11.67;8.56;2128;28
03/01/2016;23:00;5516;5.44;11.67;8.56;2120;27
03/01/2016;23:30;5341;5.44;11.67;8.56;2087;28
04/01/2016;00:00;5324;7.59;11.39;9.49;2166;29
04/01/2016;00:30;5421;7.59;11.39;9.49;2189;29
04/01/2016;01:00;5243;7.59;11.39;9.49;2201;31
04/01/2016;01:30;5352;7.59;11.39;9.49;2247;31
04/01/2016;02:00;5129;7.59;11.39;9.49;2246;31
04/01/2016;02:30;5126;7.59;11.39;9.49;2254;31
04/01/2016;03:00;4940;7.59;11.39;9.49;2292;32
04/01/2016;03:30;4765;7.59;11.39;9.49;2292;32
04/01/2016;04:00;4573;7.59;11.39;9.49;2290;32
04/01/2016;04:30;4517;7.59;11.39;9.49;2285;32
04/01/2016;05:00;4575;7.59;11.39;9.49;2433;33
04/01/2016;05:30;4766;7.59;11.39;9.49;2545;33
04/01/2016;06:00;4992;7.59;11.39;9.49;2685;33
04/01/2016;06:30;5409;7.59;11.39;9.49;3019;35
04/01/2016;07:00;5725;7.59;11.39;9.49;3483;36
04/01/2016;07:30;5936;7.59;11.39;9.49;4056;38
04/01/2016;08:00;6050;7.59;11.39;9.49;4651;40
04/01/2016;08:30;6178;7.59;11.39;9.49;5226;42
04/01/2016;09:00;6193;7.59;11.39;9.49;5657;44
04/01/2016;09:30;6197;7.59;11.39;9.49;6101;45
04/01/2016;10:00;6324;7.59;11.39;9.49;6342;46
04/01/2016;10:30;6293;7.59;11.39;9.49;6391;46
04/01/2016;11:00;6355;7.59;11.39;9.49;6372;45
04/01/2016;11:30;6371;7.59;11.39;9.49;6568;45
04/01/2016;12:00;6412;7.59;11.39;9.49;6598;45
04/01/2016;12:30;6433;7.59;11.39;9.49;6688;47
04/01/2016;13:00;6526;7.59;11.39;9.49;6699;46
04/01/2016;13:30;6404;7.59;11.39;9.49;6776;48
04/01/2016;14:00;6522;7.59;11.39;9.49;6766;48
04/01/2016;14:30;6508;7.59;11.39;9.49;6799;48
04/01/2016;15:00;6262;7.59;11.39;9.49;6770;49
04/01/2016;15:30;6221;7.59;11.39;9.49;6621;49
04/01/2016;16:00;6101;7.59;11.39;9.49;6684;49
04/01/2016;16:30;6157;7.59;11.39;9.49;6781;50
04/01/2016;17:00;6259;7.59;11.39;9.49;6870;51
04/01/2016;17:30;6247;7.59;11.39;9.49;6789;51
04/01/2016;18:00;6406;7.59;11.39;9.49;6863;50
04/01/2016;18:30;6467;7.59;11.39;9.49;6854;48
04/01/2016;19:00;6667;7.59;11.39;9.49;6893;48
04/01/2016;19:30;6505;7.59;11.39;9.49;6844;47
04/01/2016;20:00;6410;7.59;11.39;9.49;6885;48
04/01/2016;20:30;6194;7.59;11.39;9.49;6812;49
04/01/2016;21:00;6025;7.59;11.39;9.49;6805;50
04/01/2016;21:30;5709;7.59;11.39;9.49;5824;47
04/01/2016;22:00;5535;7.59;11.39;9.49;5622;47
04/01/2016;22:30;5584;7.59;11.39;9.49;4723;43
04/01/2016;23:00;5982;7.59;11.39;9.49;4665;42
04/01/2016;23:30;5758;7.59;11.39;9.49;4175;40
05/01/2016;00:00;5799;5.44;9.13;7.29;3865;39
05/01/2016;00:30;5859;5.44;9.13;7.29;3264;37
05/01/2016;01:00;5577;5.44;9.13;7.29;2805;36
05/01/2016;01:30;5747;5.44;9.13;7.29;2546;35
05/01/2016;02:00;5497;5.44;9.13;7.29;2507;35
05/01/2016;02:30;5470;5.44;9.13;7.29;2519;35
05/01/2016;03:00;5244;5.44;9.13;7.29;2507;36
05/01/2016;03:30;5131;5.44;9.13;7.29;2545;36
05/01/2016;04:00;4975;5.44;9.13;7.29;2528;37
05/01/2016;04:30;5011;5.44;9.13;7.29;2538;37
05/01/2016;05:00;5046;5.44;9.13;7.29;2550;38
05/01/2016;05:30;5202;5.44;9.13;7.29;2497;37
05/01/2016;06:00;5413;5.44;9.13;7.29;2723;37
05/01/2016;06:30;5841;5.44;9.13;7.29;3345;38
05/01/2016;07:00;6336;5.44;9.13;7.29;3989;39
05/01/2016;07:30;6454;5.44;9.13;7.29;4898;43
05/01/2016;08:00;6659;5.44;9.13;7.29;5753;46
05/01/2016;08:30;6778;5.44;9.13;7.29;6172;48
05/01/2016;09:00;6684;5.44;9.13;7.29;6657;49
05/01/2016;09:30;6582;5.44;9.13;7.29;6733;49
05/01/2016;10:00;6594;5.44;9.13;7.29;6900;49
05/01/2016;10:30;6583;5.44;9.13;7.29;6978;49
05/01/2016;11:00;6629;5.44;9.13;7.29;7059;50
05/01/2016;11:30;6735;5.44;9.13;7.29;7063;50
05/01/2016;12:00;6706;5.44;9.13;7.29;7096;51
05/01/2016;12:30;6757;5.44;9.13;7.29;7038;51
05/01/2016;13:00;6812;5.44;9.13;7.29;7015;51
05/01/2016;13:30;6698;5.44;9.13;7.29;6951;51
05/01/2016;14:00;6887;5.44;9.13;7.29;6963;52
05/01/2016;14:30;6891;5.44;9.13;7.29;6892;52
05/01/2016;15:00;6591;5.44;9.13;7.29;7016;54
05/01/2016;15:30;6472;5.44;9.13;7.29;6996;54
05/01/2016;16:00;6356;5.44;9.13;7.29;7058;53
05/01/2016;16:30;6332;5.44;9.13;7.29;7044;53
05/01/2016;17:00;6444;5.44;9.13;7.29;7081;53
05/01/2016;17:30;6497;5.44;9.13;7.29;7095;52
05/01/2016;18:00;6823;5.44;9.13;7.29;7117;50
05/01/2016;18:30;7002;5.44;9.13;7.29;7260;50
05/01/2016;19:00;7244;5.44;9.13;7.29;7291;50
05/01/2016;19:30;7057;5.44;9.13;7.29;7261;50
05/01/2016;20:00;6853;5.44;9.13;7.29;7208;51
05/01/2016;20:30;6629;5.44;9.13;7.29;6869;51
05/01/2016;21:00;6349;5.44;9.13;7.29;6617;51
05/01/2016;21:30;6041;5.44;9.13;7.29;6686;53
05/01/2016;22:00;5959;5.44;9.13;7.29;6644;52
05/01/2016;22:30;5952;5.44;9.13;7.29;6121;50
05/01/2016;23:00;6325;5.44;9.13;7.29;5886;48
05/01/2016;23:30;6104;5.44;9.13;7.29;3869;40
06/01/2016;00:00;6073;5.56;13.61;9.58;3772;40
06/01/2016;00:30;6119;5.56;13.61;9.58;3119;38
06/01/2016;01:00;5945;5.56;13.61;9.58;2756;37
06/01/2016;01:30;6140;5.56;13.61;9.58;2574;38
06/01/2016;02:00;5869;5.56;13.61;9.58;2574;38
06/01/2016;02:30;5826;5.56;13.61;9.58;2565;38
06/01/2016;03:00;5504;5.56;13.61;9.58;2581;38
06/01/2016;03:30;5370;5.56;13.61;9.58;2516;38
06/01/2016;04:00;5253;5.56;13.61;9.58;2552;39
06/01/2016;04:30;5360;5.56;13.61;9.58;2578;41
06/01/2016;05:00;5286;5.56;13.61;9.58;2566;41
06/01/2016;05:30;5370;5.56;13.61;9.58;2611;41
06/01/2016;06:00;5660;5.56;13.61;9.58;2830;43
06/01/2016;06:30;5959;5.56;13.61;9.58;3797;46
06/01/2016;07:00;6226;5.56;13.61;9.58;4593;48
06/01/2016;07:30;6586;5.56;13.61;9.58;5639;51
06/01/2016;08:00;6839;5.56;13.61;9.58;6410;53
06/01/2016;08:30;6888;5.56;13.61;9.58;6825;54
06/01/2016;09:00;6905;5.56;13.61;9.58;6723;53
06/01/2016;09:30;6827;5.56;13.61;9.58;6761;54
06/01/2016;10:00;6804;5.56;13.61;9.58;6776;54
06/01/2016;10:30;6824;5.56;13.61;9.58;6762;53
06/01/2016;11:00;6716;5.56;13.61;9.58;6825;54
06/01/2016;11:30;6869;5.56;13.61;9.58;6847;55
06/01/2016;12:00;6800;5.56;13.61;9.58;6828;56
06/01/2016;12:30;6732;5.56;13.61;9.58;6817;56
06/01/2016;13:00;6819;5.56;13.61;9.58;6828;56
06/01/2016;13:30;6810;5.56;13.61;9.58;6745;56
06/01/2016;14:00;6923;5.56;13.61;9.58;6704;56
06/01/2016;14:30;6863;5.56;13.61;9.58;6790;57
06/01/2016;15:00;6577;5.56;13.61;9.58;6719;56
06/01/2016;15:30;6406;5.56;13.61;9.58;6674;57
06/01/2016;16:00;6371;5.56;13.61;9.58;6751;57
06/01/2016;16:30;6217;5.56;13.61;9.58;6822;57
06/01/2016;17:00;6322;5.56;13.61;9.58;7217;58
06/01/2016;17:30;6395;5.56;13.61;9.58;7285;57
06/01/2016;18:00;6670;5.56;13.61;9.58;7318;56
06/01/2016;18:30;6890;5.56;13.61;9.58;7291;56
06/01/2016;19:00;7100;5.56;13.61;9.58;7339;55
06/01/2016;19:30;6990;5.56;13.61;9.58;7342;56
06/01/2016;20:00;6743;5.56;13.61;9.58;7266;57
06/01/2016;20:30;6509;5.56;13.61;9.58;7121;58
06/01/2016;21:00;6304;5.56;13.61;9.58;7113;60
06/01/2016;21:30;6147;5.56;13.61;9.58;5233;53
06/01/2016;22:00;5924;5.56;13.61;9.58;4752;52
06/01/2016;22:30;5916;5.56;13.61;9.58;4017;48
06/01/2016;23:00;6269;5.56;13.61;9.58;3808;47
06/01/2016;23:30;6040;5.56;13.61;9.58;3242;45
07/01/2016;00:00;6121;7.23;15.03;11.13;3020;44
07/01/2016;00:30;5953;7.23;15.03;11.13;2934;44
07/01/2016;01:00;5764;7.23;15.03;11.13;2867;44
07/01/2016;01:30;5930;7.23;15.03;11.13;2866;44
07/01/2016;02:00;5793;7.23;15.03;11.13;2886;44
07/01/2016;02:30;5797;7.23;15.03;11.13;2717;42
07/01/2016;03:00;5501;7.23;15.03;11.13;2698;42
07/01/2016;03:30;5185;7.23;15.03;11.13;2654;42
07/01/2016;04:00;5025;7.23;15.03;11.13;2673;42
07/01/2016;04:30;5103;7.23;15.03;11.13;2659;42
07/01/2016;05:00;5023;7.23;15.03;11.13;2693;42
07/01/2016;05:30;5230;7.23;15.03;11.13;2695;41
07/01/2016;06:00;5291;7.23;15.03;11.13;3032;43
07/01/2016;06:30;5715;7.23;15.03;11.13;3566;45
07/01/2016;07:00;5995;7.23;15.03;11.13;4718;49
07/01/2016;07:30;6223;7.23;15.03;11.13;5651;50
07/01/2016;08:00;6435;7.23;15.03;11.13;6063;51
07/01/2016;08:30;6366;7.23;15.03;11.13;6350;51
07/01/2016;09:00;6321;7.23;15.03;11.13;6646;52
07/01/2016;09:30;6232;7.23;15.03;11.13;7000;53
07/01/2016;10:00;6412;7.23;15.03;11.13;6852;52
07/01/2016;10:30;6267;7.23;15.03;11.13;6931;52
07/01/2016;11:00;6341;7.23;15.03;11.13;6902;52
07/01/2016;11:30;6367;7.23;15.03;11.13;6886;51
07/01/2016;12:00;6345;7.23;15.03;11.13;6915;51
07/01/2016;12:30;6171;7.23;15.03;11.13;6808;52
07/01/2016;13:00;6369;7.23;15.03;11.13;6895;53
07/01/2016;13:30;6167;7.23;15.03;11.13;6727;52
07/01/2016;14:00;6194;7.23;15.03;11.13;6645;52
07/01/2016;14:30;6221;7.23;15.03;11.13;6534;52
07/01/2016;15:00;6032;7.23;15.03;11.13;6511;52
07/01/2016;15:30;6102;7.23;15.03;11.13;6681;53
07/01/2016;16:00;6031;7.23;15.03;11.13;6902;55
07/01/2016;16:30;5894;7.23;15.03;11.13;7058;56
07/01/2016;17:00;5951;7.23;15.03;11.13;7139;56
07/01/2016;17:30;5933;7.23;15.03;11.13;7105;56
07/01/2016;18:00;6253;7.23;15.03;11.13;7191;54
07/01/2016;18:30;6478;7.23;15.03;11.13;7126;55
07/01/2016;19:00;6556;7.23;15.03;11.13;7233;54
07/01/2016;19:30;6571;7.23;15.03;11.13;7173;54
07/01/2016;20:00;6326;7.23;15.03;11.13;6930;54
07/01/2016;20:30;6190;7.23;15.03;11.13;5719;50
07/01/2016;21:00;5816;7.23;15.03;11.13;5282;50
07/01/2016;21:30;5717;7.23;15.03;11.13;5047;50
07/01/2016;22:00;5554;7.23;15.03;11.13;4776;50
07/01/2016;22:30;5553;7.23;15.03;11.13;4478;49
07/01/2016;23:00;5956;7.23;15.03;11.13;4060;46
07/01/2016;23:30;5648;7.23;15.03;11.13;3027;42
08/01/2016;00:00;5753;8.08;14.09;11.08;3054;42
08/01/2016;00:30;5664;8.08;14.09;11.08;2917;42
08/01/2016;01:00;5461;8.08;14.09;11.08;2585;43
08/01/2016;01:30;5619;8.08;14.09;11.08;2553;42
08/01/2016;02:00;5395;8.08;14.09;11.08;2592;43
08/01/2016;02:30;5358;8.08;14.09;11.08;2545;43
08/01/2016;03:00;5186;8.08;14.09;11.08;2592;44
08/01/2016;03:30;5005;8.08;14.09;11.08;2584;44
08/01/2016;04:00;4929;8.08;14.09;11.08;2664;45
08/01/2016;04:30;4809;8.08;14.09;11.08;2737;45
08/01/2016;05:00;4821;8.08;14.09;11.08;2753;45
08/01/2016;05:30;4976;8.08;14.09;11.08;2751;44
08/01/2016;06:00;5114;8.08;14.09;11.08;2779;43
08/01/2016;06:30;5601;8.08;14.09;11.08;2903;42
08/01/2016;07:00;5865;8.08;14.09;11.08;3213;45
08/01/2016;07:30;6013;8.08;14.09;11.08;4364;48
08/01/2016;08:00;6277;8.08;14.09;11.08;5291;52
08/01/2016;08:30;6267;8.08;14.09;11.08;5758;52
08/01/2016;09:00;6264;8.08;14.09;11.08;5853;52
08/01/2016;09:30;6268;8.08;14.09;11.08;5914;52
08/01/2016;10:00;6303;8.08;14.09;11.08;6076;53
08/01/2016;10:30;6285;8.08;14.09;11.08;6383;55
08/01/2016;11:00;6272;8.08;14.09;11.08;6491;52
08/01/2016;11:30;6261;8.08;14.09;11.08;6654;54
08/01/2016;12:00;6226;8.08;14.09;11.08;6636;54
08/01/2016;12:30;6001;8.08;14.09;11.08;6625;54
08/01/2016;13:00;6194;8.08;14.09;11.08;6631;51
08/01/2016;13:30;6118;8.08;14.09;11.08;6568;52
08/01/2016;14:00;6015;8.08;14.09;11.08;6536;52
08/01/2016;14:30;6208;8.08;14.09;11.08;6523;53
08/01/2016;15:00;5880;8.08;14.09;11.08;6435;52
08/01/2016;15:30;5885;8.08;14.09;11.08;6524;54
08/01/2016;16:00;5768;8.08;14.09;11.08;6404;53
08/01/2016;16:30;5669;8.08;14.09;11.08;6598;54
08/01/2016;17:00;5707;8.08;14.09;11.08;6482;53
08/01/2016;17:30;5702;8.08;14.09;11.08;6740;53
08/01/2016;18:00;6059;8.08;14.09;11.08;6806;51
08/01/2016;18:30;6233;8.08;14.09;11.08;6880;51
08/01/2016;19:00;6301;8.08;14.09;11.08;6994;51
08/01/2016;19:30;6199;8.08;14.09;11.08;6989;51
08/01/2016;20:00;6031;8.08;14.09;11.08;6926;52
08/01/2016;20:30;5894;8.08;14.09;11.08;5952;49
08/01/2016;21:00;5736;8.08;14.09;11.08;5442;48
08/01/2016;21:30;5527;8.08;14.09;11.08;4754;46
08/01/2016;22:00;5389;8.08;14.09;11.08;4630;46
08/01/2016;22:30;5489;8.08;14.09;11.08;4513;47
08/01/2016;23:00;5835;8.08;14.09;11.08;4485;44
08/01/2016;23:30;5556;8.08;14.09;11.08;4300;43
09/01/2016;00:00;5618;8.1;13.92;11.01;4002;40
09/01/2016;00:30;5548;8.1;13.92;11.01;2963;33
09/01/2016;01:00;5269;8.1;13.92;11.01;2797;34
09/01/2016;01:30;5417;8.1;13.92;11.01;2767;35
09/01/2016;02:00;5106;8.1;13.92;11.01;2572;34
09/01/2016;02:30;5053;8.1;13.92;11.01;2546;34
09/01/2016;03:00;4891;8.1;13.92;11.01;2581;35
09/01/2016;03:30;4543;8.1;13.92;11.01;2530;35
09/01/2016;04:00;4516;8.1;13.92;11.01;2545;35
09/01/2016;04:30;4466;8.1;13.92;11.01;2539;34
09/01/2016;05:00;4439;8.1;13.92;11.01;2547;34
09/01/2016;05:30;4519;8.1;13.92;11.01;2550;35
09/01/2016;06:00;4603;8.1;13.92;11.01;2529;35
09/01/2016;06:30;4781;8.1;13.92;11.01;2549;35
09/01/2016;07:00;4807;8.1;13.92;11.01;2516;34
09/01/2016;07:30;4957;8.1;13.92;11.01;2557;33
09/01/2016;08:00;5071;8.1;13.92;11.01;2580;33
09/01/2016;08:30;5270;8.1;13.92;11.01;2608;32
09/01/2016;09:00;5330;8.1;13.92;11.01;2608;32
09/01/2016;09:30;5475;8.1;13.92;11.01;2611;31
09/01/2016;10:00;5470;8.1;13.92;11.01;2645;30
09/01/2016;10:30;5495;8.1;13.92;11.01;2616;30
09/01/2016;11:00;5526;8.1;13.92;11.01;2647;30
09/01/2016;11:30;5420;8.1;13.92;11.01;2621;29
09/01/2016;12:00;5558;8.1;13.92;11.01;2649;29
09/01/2016;12:30;5579;8.1;13.92;11.01;2648;30
09/01/2016;13:00;5751;8.1;13.92;11.01;2657;29
09/01/2016;13:30;5567;8.1;13.92;11.01;2662;30
09/01/2016;14:00;5577;8.1;13.92;11.01;2658;30
09/01/2016;14:30;5507;8.1;13.92;11.01;2611;30
09/01/2016;15:00;5113;8.1;13.92;11.01;2627;31
09/01/2016;15:30;5046;8.1;13.92;11.01;2611;31
09/01/2016;16:00;4923;8.1;13.92;11.01;2614;31
09/01/2016;16:30;4937;8.1;13.92;11.01;2617;32
09/01/2016;17:00;4912;8.1;13.92;11.01;2574;31
09/01/2016;17:30;4919;8.1;13.92;11.01;2573;31
09/01/2016;18:00;5263;8.1;13.92;11.01;2567;29
09/01/2016;18:30;5541;8.1;13.92;11.01;2551;29
09/01/2016;19:00;5690;8.1;13.92;11.01;2550;29
09/01/2016;19:30;5562;8.1;13.92;11.01;2554;29
09/01/2016;20:00;5523;8.1;13.92;11.01;2582;30
09/01/2016;20:30;5460;8.1;13.92;11.01;2607;30
09/01/2016;21:00;5383;8.1;13.92;11.01;2551;30
09/01/2016;21:30;5153;8.1;13.92;11.01;2543;31
09/01/2016;22:00;5039;8.1;13.92;11.01;2553;31
09/01/2016;22:30;5137;8.1;13.92;11.01;2544;32
09/01/2016;23:00;5505;8.1;13.92;11.01;2569;31
09/01/2016;23:30;5400;8.1;13.92;11.01;2547;32
10/01/2016;00:00;5477;7.73;11.87;9.8;2567;32
10/01/2016;00:30;5415;7.73;11.87;9.8;2536;32
10/01/2016;01:00;5265;7.73;11.87;9.8;2551;33
10/01/2016;01:30;5412;7.73;11.87;9.8;2530;34
10/01/2016;02:00;5227;7.73;11.87;9.8;2519;34
10/01/2016;02:30;5145;7.73;11.87;9.8;2549;34
10/01/2016;03:00;4779;7.73;11.87;9.8;2548;35
10/01/2016;03:30;4653;7.73;11.87;9.8;2547;35
10/01/2016;04:00;4519;7.73;11.87;9.8;2547;36
10/01/2016;04:30;4416;7.73;11.87;9.8;2553;36
10/01/2016;05:00;4304;7.73;11.87;9.8;2547;36
10/01/2016;05:30;4518;7.73;11.87;9.8;2559;36
10/01/2016;06:00;4545;7.73;11.87;9.8;2553;35
10/01/2016;06:30;4749;7.73;11.87;9.8;2549;36
10/01/2016;07:00;4757;7.73;11.87;9.8;2546;35
10/01/2016;07:30;4781;7.73;11.87;9.8;2561;36
10/01/2016;08:00;4878;7.73;11.87;9.8;2560;35
10/01/2016;08:30;5033;7.73;11.87;9.8;2565;35
