Date;Heures;Consommation;Tmin;Tmoy;Tmax
01/01/2019;00:00;6513;3.93;6.44;5.18
01/01/2019;00:30;6601;3.93;6.44;5.18
01/01/2019;01:00;6402;3.93;6.44;5.18
01/01/2019;01:30;6560;3.93;6.44;5.18
01/01/2019;02:00;6363;3.93;6.44;5.18
01/01/2019;02:30;6401;3.93;6.44;5.18
01/01/2019;03:00;6136;3.93;6.44;5.18
01/01/2019;03:30;5950;3.93;6.44;5.18
01/01/2019;04:00;5730;3.93;6.44;5.18
01/01/2019;04:30;5630;3.93;6.44;5.18
01/01/2019;05:00;5555;3.93;6.44;5.18
01/01/2019;05:30;5592;3.93;6.44;5.18
01/01/2019;06:00;5604;3.93;6.44;5.18
01/01/2019;06:30;5702;3.93;6.44;5.18
01/01/2019;07:00;5684;3.93;6.44;5.18
01/01/2019;07:30;5716;3.93;6.44;5.18
01/01/2019;08:00;5726;3.93;6.44;5.18
01/01/2019;08:30;5659;3.93;6.44;5.18
01/01/2019;09:00;5631;3.93;6.44;5.18
01/01/2019;09:30;5754;3.93;6.44;5.18
01/01/2019;10:00;5832;3.93;6.44;5.18
01/01/2019;10:30;5911;3.93;6.44;5.18
01/01/2019;11:00;5979;3.93;6.44;5.18
01/01/2019;11:30;6116;3.93;6.44;5.18
01/01/2019;12:00;6263;3.93;6.44;5.18
01/01/2019;12:30;6387;3.93;6.44;5.18
01/01/2019;13:00;6536;3.93;6.44;5.18
01/01/2019;13:30;6349;3.93;6.44;5.18
01/01/2019;14:00;6304;3.93;6.44;5.18
01/01/2019;14:30;6245;3.93;6.44;5.18
01/01/2019;15:00;6053;3.93;6.44;5.18
01/01/2019;15:30;6060;3.93;6.44;5.18
01/01/2019;16:00;5939;3.93;6.44;5.18
01/01/2019;16:30;5993;3.93;6.44;5.18
01/01/2019;17:00;5950;3.93;6.44;5.18
01/01/2019;17:30;5979;3.93;6.44;5.18
01/01/2019;18:00;6257;3.93;6.44;5.18
01/01/2019;18:30;6432;3.93;6.44;5.18
01/01/2019;19:00;6503;3.93;6.44;5.18
01/01/2019;19:30;6568;3.93;6.44;5.18
01/01/2019;20:00;6531;3.93;6.44;5.18
01/01/2019;20:30;6404;3.93;6.44;5.18
01/01/2019;21:00;6286;3.93;6.44;5.18
01/01/2019;21:30;6154;3.93;6.44;5.18
01/01/2019;22:00;6023;3.93;6.44;5.18
01/01/2019;22:30;6108;3.93;6.44;5.18
01/01/2019;23:00;6357;3.93;6.44;5.18
01/01/2019;23:30;6180;3.93;6.44;5.18
02/01/2019;00:00;6227;3.3;7.99;5.64
02/01/2019;00:30;6160;3.3;7.99;5.64
02/01/2019;01:00;5950;3.3;7.99;5.64
02/01/2019;01:30;6090;3.3;7.99;5.64
02/01/2019;02:00;5878;3.3;7.99;5.64
02/01/2019;02:30;5948;3.3;7.99;5.64
02/01/2019;03:00;5702;3.3;7.99;5.64
02/01/2019;03:30;5537;3.3;7.99;5.64
02/01/2019;04:00;5421;3.3;7.99;5.64
02/01/2019;04:30;5408;3.3;7.99;5.64
02/01/2019;05:00;5433;3.3;7.99;5.64
02/01/2019;05:30;5587;3.3;7.99;5.64
02/01/2019;06:00;5720;3.3;7.99;5.64
02/01/2019;06:30;5920;3.3;7.99;5.64
02/01/2019;07:00;6060;3.3;7.99;5.64
02/01/2019;07:30;6213;3.3;7.99;5.64
02/01/2019;08:00;6360;3.3;7.99;5.64
02/01/2019;08:30;6462;3.3;7.99;5.64
02/01/2019;09:00;6578;3.3;7.99;5.64
02/01/2019;09:30;6695;3.3;7.99;5.64
02/01/2019;10:00;6801;3.3;7.99;5.64
02/01/2019;10:30;6786;3.3;7.99;5.64
02/01/2019;11:00;6768;3.3;7.99;5.64
02/01/2019;11:30;6772;3.3;7.99;5.64
02/01/2019;12:00;6785;3.3;7.99;5.64
02/01/2019;12:30;6771;3.3;7.99;5.64
02/01/2019;13:00;6855;3.3;7.99;5.64
02/01/2019;13:30;6682;3.3;7.99;5.64
02/01/2019;14:00;6708;3.3;7.99;5.64
02/01/2019;14:30;6724;3.3;7.99;5.64
02/01/2019;15:00;6487;3.3;7.99;5.64
02/01/2019;15:30;6452;3.3;7.99;5.64
02/01/2019;16:00;6334;3.3;7.99;5.64
02/01/2019;16:30;6329;3.3;7.99;5.64
02/01/2019;17:00;6348;3.3;7.99;5.64
02/01/2019;17:30;6418;3.3;7.99;5.64
02/01/2019;18:00;6782;3.3;7.99;5.64
02/01/2019;18:30;7048;3.3;7.99;5.64
02/01/2019;19:00;7206;3.3;7.99;5.64
02/01/2019;19:30;7194;3.3;7.99;5.64
02/01/2019;20:00;7051;3.3;7.99;5.64
02/01/2019;20:30;6895;3.3;7.99;5.64
02/01/2019;21:00;6732;3.3;7.99;5.64
02/01/2019;21:30;6612;3.3;7.99;5.64
02/01/2019;22:00;6524;3.3;7.99;5.64
02/01/2019;22:30;6561;3.3;7.99;5.64
02/01/2019;23:00;6880;3.3;7.99;5.64
02/01/2019;23:30;6700;3.3;7.99;5.64
03/01/2019;00:00;6742;-1.49;6.08;2.3
03/01/2019;00:30;6675;-1.49;6.08;2.3
03/01/2019;01:00;6482;-1.49;6.08;2.3
03/01/2019;01:30;6643;-1.49;6.08;2.3
03/01/2019;02:00;6469;-1.49;6.08;2.3
03/01/2019;02:30;6538;-1.49;6.08;2.3
03/01/2019;03:00;6324;-1.49;6.08;2.3
03/01/2019;03:30;6176;-1.49;6.08;2.3
03/01/2019;04:00;6112;-1.49;6.08;2.3
03/01/2019;04:30;6153;-1.49;6.08;2.3
03/01/2019;05:00;6208;-1.49;6.08;2.3
03/01/2019;05:30;6381;-1.49;6.08;2.3
03/01/2019;06:00;6538;-1.49;6.08;2.3
03/01/2019;06:30;6917;-1.49;6.08;2.3
03/01/2019;07:00;7172;-1.49;6.08;2.3
03/01/2019;07:30;7357;-1.49;6.08;2.3
03/01/2019;08:00;7631;-1.49;6.08;2.3
03/01/2019;08:30;7755;-1.49;6.08;2.3
03/01/2019;09:00;7804;-1.49;6.08;2.3
03/01/2019;09:30;7850;-1.49;6.08;2.3
03/01/2019;10:00;7881;-1.49;6.08;2.3
03/01/2019;10:30;7841;-1.49;6.08;2.3
03/01/2019;11:00;7803;-1.49;6.08;2.3
03/01/2019;11:30;7812;-1.49;6.08;2.3
03/01/2019;12:00;7765;-1.49;6.08;2.3
03/01/2019;12:30;7672;-1.49;6.08;2.3
03/01/2019;13:00;7666;-1.49;6.08;2.3
