Date;Heures;Consommation;Tmin;Tmax;Tmoy
01/01/2017;00:00;6399;0.78;12.45;6.62
01/01/2017;00:30;6177;0.78;12.45;6.62
01/01/2017;01:00;5980;0.78;12.45;6.62
01/01/2017;01:30;5971;0.78;12.45;6.62
01/01/2017;02:00;5884;0.78;12.45;6.62
01/01/2017;02:30;6197;0.78;12.45;6.62
01/01/2017;03:00;6001;0.78;12.45;6.62
01/01/2017;03:30;5844;0.78;12.45;6.62
01/01/2017;04:00;5676;0.78;12.45;6.62
01/01/2017;04:30;5493;0.78;12.45;6.62
01/01/2017;05:00;5228;0.78;12.45;6.62
01/01/2017;05:30;5247;0.78;12.45;6.62
01/01/2017;06:00;5196;0.78;12.45;6.62
01/01/2017;06:30;5141;0.78;12.45;6.62
01/01/2017;07:00;5147;0.78;12.45;6.62
01/01/2017;07:30;5096;0.78;12.45;6.62
01/01/2017;08:00;5072;0.78;12.45;6.62
01/01/2017;08:30;5085;0.78;12.45;6.62
01/01/2017;09:00;5170;0.78;12.45;6.62
01/01/2017;09:30;5260;0.78;12.45;6.62
01/01/2017;10:00;5335;0.78;12.45;6.62
01/01/2017;10:30;5395;0.78;12.45;6.62
01/01/2017;11:00;5426;0.78;12.45;6.62
01/01/2017;11:30;5446;0.78;12.45;6.62
01/01/2017;12:00;5475;0.78;12.45;6.62
01/01/2017;12:30;5535;0.78;12.45;6.62
01/01/2017;13:00;5461;0.78;12.45;6.62
01/01/2017;13:30;5549;0.78;12.45;6.62
01/01/2017;14:00;5379;0.78;12.45;6.62
01/01/2017;14:30;5376;0.78;12.45;6.62
01/01/2017;15:00;5283;0.78;12.45;6.62
01/01/2017;15:30;5165;0.78;12.45;6.62
01/01/2017;16:00;5089;0.78;12.45;6.62
01/01/2017;16:30;4925;0.78;12.45;6.62
01/01/2017;17:00;4993;0.78;12.45;6.62
01/01/2017;17:30;5234;0.78;12.45;6.62
01/01/2017;18:00;5619;0.78;12.45;6.62
01/01/2017;18:30;5914;0.78;12.45;6.62
01/01/2017;19:00;6022;0.78;12.45;6.62
01/01/2017;19:30;6111;0.78;12.45;6.62
01/01/2017;20:00;6106;0.78;12.45;6.62
01/01/2017;20:30;6101;0.78;12.45;6.62
01/01/2017;21:00;6017;0.78;12.45;6.62
01/01/2017;21:30;5611;0.78;12.45;6.62
01/01/2017;22:00;5523;0.78;12.45;6.62
01/01/2017;22:30;5727;0.78;12.45;6.62
01/01/2017;23:00;5734;0.78;12.45;6.62
01/01/2017;23:30;6289;0.78;12.45;6.62
02/01/2017;00:00;6034;2.02;12.33;7.18
02/01/2017;00:30;5759;2.02;12.33;7.18
02/01/2017;01:00;5598;2.02;12.33;7.18
02/01/2017;01:30;5511;2.02;12.33;7.18
02/01/2017;02:00;5374;2.02;12.33;7.18
02/01/2017;02:30;5593;2.02;12.33;7.18
02/01/2017;03:00;5275;2.02;12.33;7.18
02/01/2017;03:30;5209;2.02;12.33;7.18
02/01/2017;04:00;5126;2.02;12.33;7.18
02/01/2017;04:30;5226;2.02;12.33;7.18
02/01/2017;05:00;5201;2.02;12.33;7.18
02/01/2017;05:30;4945;2.02;12.33;7.18
02/01/2017;06:00;5054;2.02;12.33;7.18
02/01/2017;06:30;5415;2.02;12.33;7.18
02/01/2017;07:00;5475;2.02;12.33;7.18
02/01/2017;07:30;5512;2.02;12.33;7.18
02/01/2017;08:00;5626;2.02;12.33;7.18
02/01/2017;08:30;5723;2.02;12.33;7.18
02/01/2017;09:00;5886;2.02;12.33;7.18
02/01/2017;09:30;5950;2.02;12.33;7.18
02/01/2017;10:00;5972;2.02;12.33;7.18
02/01/2017;10:30;5941;2.02;12.33;7.18
02/01/2017;11:00;5908;2.02;12.33;7.18
02/01/2017;11:30;5938;2.02;12.33;7.18
02/01/2017;12:00;6015;2.02;12.33;7.18
02/01/2017;12:30;6033;2.02;12.33;7.18
02/01/2017;13:00;5915;2.02;12.33;7.18
02/01/2017;13:30;5991;2.02;12.33;7.18
02/01/2017;14:00;5831;2.02;12.33;7.18
02/01/2017;14:30;5865;2.02;12.33;7.18
02/01/2017;15:00;5743;2.02;12.33;7.18
02/01/2017;15:30;5725;2.02;12.33;7.18
02/01/2017;16:00;5635;2.02;12.33;7.18
02/01/2017;16:30;5560;2.02;12.33;7.18
02/01/2017;17:00;5719;2.02;12.33;7.18
02/01/2017;17:30;6036;2.02;12.33;7.18
02/01/2017;18:00;6240;2.02;12.33;7.18
02/01/2017;18:30;6406;2.02;12.33;7.18
02/01/2017;19:00;6488;2.02;12.33;7.18
02/01/2017;19:30;6481;2.02;12.33;7.18
02/01/2017;20:00;6453;2.02;12.33;7.18
02/01/2017;20:30;6287;2.02;12.33;7.18
02/01/2017;21:00;6117;2.02;12.33;7.18
02/01/2017;21:30;5845;2.02;12.33;7.18
02/01/2017;22:00;5730;2.02;12.33;7.18
02/01/2017;22:30;5805;2.02;12.33;7.18
02/01/2017;23:00;5880;2.02;12.33;7.18
02/01/2017;23:30;6440;2.02;12.33;7.18
03/01/2017;00:00;6192;1.77;9.55;5.66
03/01/2017;00:30;5858;1.77;9.55;5.66
03/01/2017;01:00;5674;1.77;9.55;5.66
03/01/2017;01:30;5701;1.77;9.55;5.66
03/01/2017;02:00;5633;1.77;9.55;5.66
03/01/2017;02:30;5807;1.77;9.55;5.66
03/01/2017;03:00;5562;1.77;9.55;5.66
03/01/2017;03:30;5441;1.77;9.55;5.66
03/01/2017;04:00;5337;1.77;9.55;5.66
03/01/2017;04:30;5287;1.77;9.55;5.66
03/01/2017;05:00;5281;1.77;9.55;5.66
03/01/2017;05:30;5415;1.77;9.55;5.66
03/01/2017;06:00;5439;1.77;9.55;5.66
03/01/2017;06:30;5765;1.77;9.55;5.66
03/01/2017;07:00;6128;1.77;9.55;5.66
03/01/2017;07:30;6259;1.77;9.55;5.66
03/01/2017;08:00;6382;1.77;9.55;5.66
03/01/2017;08:30;6381;1.77;9.55;5.66
03/01/2017;09:00;6424;1.77;9.55;5.66
03/01/2017;09:30;6445;1.77;9.55;5.66
03/01/2017;10:00;6371;1.77;9.55;5.66
03/01/2017;10:30;6350;1.77;9.55;5.66
03/01/2017;11:00;6226;1.77;9.55;5.66
03/01/2017;11:30;6219;1.77;9.55;5.66
03/01/2017;12:00;6252;1.77;9.55;5.66
03/01/2017;12:30;6263;1.77;9.55;5.66
03/01/2017;13:00;6149;1.77;9.55;5.66
03/01/2017;13:30;6257;1.77;9.55;5.66
03/01/2017;14:00;6115;1.77;9.55;5.66
03/01/2017;14:30;6096;1.77;9.55;5.66
03/01/2017;15:00;6009;1.77;9.55;5.66
03/01/2017;15:30;5969;1.77;9.55;5.66
03/01/2017;16:00;5920;1.77;9.55;5.66
03/01/2017;16:30;5867;1.77;9.55;5.66
03/01/2017;17:00;5976;1.77;9.55;5.66
03/01/2017;17:30;6294;1.77;9.55;5.66
03/01/2017;18:00;6558;1.77;9.55;5.66
03/01/2017;18:30;6803;1.77;9.55;5.66
03/01/2017;19:00;7005;1.77;9.55;5.66
03/01/2017;19:30;7018;1.77;9.55;5.66
03/01/2017;20:00;6914;1.77;9.55;5.66
03/01/2017;20:30;6724;1.77;9.55;5.66
03/01/2017;21:00;6471;1.77;9.55;5.66
03/01/2017;21:30;6185;1.77;9.55;5.66
03/01/2017;22:00;6049;1.77;9.55;5.66
03/01/2017;22:30;6179;1.77;9.55;5.66
03/01/2017;23:00;6215;1.77;9.55;5.66
03/01/2017;23:30;6669;1.77;9.55;5.66
04/01/2017;00:00;6395;0.32;11.62;5.97
04/01/2017;00:30;6145;0.32;11.62;5.97
04/01/2017;01:00;5937;0.32;11.62;5.97
04/01/2017;01:30;5987;0.32;11.62;5.97
04/01/2017;02:00;5926;0.32;11.62;5.97
04/01/2017;02:30;6123;0.32;11.62;5.97
04/01/2017;03:00;5934;0.32;11.62;5.97
04/01/2017;03:30;5745;0.32;11.62;5.97
04/01/2017;04:00;5628;0.32;11.62;5.97
04/01/2017;04:30;5561;0.32;11.62;5.97
04/01/2017;05:00;5533;0.32;11.62;5.97
04/01/2017;05:30;5657;0.32;11.62;5.97
04/01/2017;06:00;5747;0.32;11.62;5.97
04/01/2017;06:30;6023;0.32;11.62;5.97
04/01/2017;07:00;6322;0.32;11.62;5.97
04/01/2017;07:30;6416;0.32;11.62;5.97
04/01/2017;08:00;6511;0.32;11.62;5.97
04/01/2017;08:30;6620;0.32;11.62;5.97
04/01/2017;09:00;6638;0.32;11.62;5.97
04/01/2017;09:30;6579;0.32;11.62;5.97
04/01/2017;10:00;6547;0.32;11.62;5.97
04/01/2017;10:30;6539;0.32;11.62;5.97
04/01/2017;11:00;6522;0.32;11.62;5.97
04/01/2017;11:30;6495;0.32;11.62;5.97
04/01/2017;12:00;6443;0.32;11.62;5.97
04/01/2017;12:30;6457;0.32;11.62;5.97
04/01/2017;13:00;6323;0.32;11.62;5.97
04/01/2017;13:30;6412;0.32;11.62;5.97
04/01/2017;14:00;6258;0.32;11.62;5.97
04/01/2017;14:30;6290;0.32;11.62;5.97
04/01/2017;15:00;6159;0.32;11.62;5.97
04/01/2017;15:30;6047;0.32;11.62;5.97
04/01/2017;16:00;5988;0.32;11.62;5.97
04/01/2017;16:30;5983;0.32;11.62;5.97
04/01/2017;17:00;6043;0.32;11.62;5.97
04/01/2017;17:30;6360;0.32;11.62;5.97
04/01/2017;18:00;6699;0.32;11.62;5.97
04/01/2017;18:30;6830;0.32;11.62;5.97
04/01/2017;19:00;7063;0.32;11.62;5.97
04/01/2017;19:30;7038;0.32;11.62;5.97
04/01/2017;20:00;6954;0.32;11.62;5.97
04/01/2017;20:30;6748;0.32;11.62;5.97
04/01/2017;21:00;6540;0.32;11.62;5.97
04/01/2017;21:30;6313;0.32;11.62;5.97
04/01/2017;22:00;6167;0.32;11.62;5.97
04/01/2017;22:30;6134;0.32;11.62;5.97
04/01/2017;23:00;6188;0.32;11.62;5.97
04/01/2017;23:30;6757;0.32;11.62;5.97
05/01/2017;00:00;6469;2.68;8.87;5.78
05/01/2017;00:30;6168;2.68;8.87;5.78
05/01/2017;01:00;5947;2.68;8.87;5.78
05/01/2017;01:30;6040;2.68;8.87;5.78
05/01/2017;02:00;5954;2.68;8.87;5.78
05/01/2017;02:30;6086;2.68;8.87;5.78
05/01/2017;03:00;5839;2.68;8.87;5.78
05/01/2017;03:30;5704;2.68;8.87;5.78
05/01/2017;04:00;5523;2.68;8.87;5.78
05/01/2017;04:30;5486;2.68;8.87;5.78
05/01/2017;05:00;5469;2.68;8.87;5.78
05/01/2017;05:30;5563;2.68;8.87;5.78
05/01/2017;06:00;5631;2.68;8.87;5.78
05/01/2017;06:30;6023;2.68;8.87;5.78
05/01/2017;07:00;6268;2.68;8.87;5.78
05/01/2017;07:30;6375;2.68;8.87;5.78
05/01/2017;08:00;6466;2.68;8.87;5.78
05/01/2017;08:30;6416;2.68;8.87;5.78
05/01/2017;09:00;6557;2.68;8.87;5.78
05/01/2017;09:30;6546;2.68;8.87;5.78
05/01/2017;10:00;6524;2.68;8.87;5.78
05/01/2017;10:30;6472;2.68;8.87;5.78
05/01/2017;11:00;6417;2.68;8.87;5.78
05/01/2017;11:30;6395;2.68;8.87;5.78
05/01/2017;12:00;6405;2.68;8.87;5.78
05/01/2017;12:30;6418;2.68;8.87;5.78
05/01/2017;13:00;6308;2.68;8.87;5.78
05/01/2017;13:30;6442;2.68;8.87;5.78
05/01/2017;14:00;6273;2.68;8.87;5.78
05/01/2017;14:30;6324;2.68;8.87;5.78
05/01/2017;15:00;6205;2.68;8.87;5.78
05/01/2017;15:30;6154;2.68;8.87;5.78
05/01/2017;16:00;6120;2.68;8.87;5.78
05/01/2017;16:30;6105;2.68;8.87;5.78
05/01/2017;17:00;6207;2.68;8.87;5.78
05/01/2017;17:30;6491;2.68;8.87;5.78
05/01/2017;18:00;6823;2.68;8.87;5.78
05/01/2017;18:30;7025;2.68;8.87;5.78
05/01/2017;19:00;7195;2.68;8.87;5.78
05/01/2017;19:30;7177;2.68;8.87;5.78
05/01/2017;20:00;7073;2.68;8.87;5.78
05/01/2017;20:30;6880;2.68;8.87;5.78
05/01/2017;21:00;6693;2.68;8.87;5.78
05/01/2017;21:30;6453;2.68;8.87;5.78
05/01/2017;22:00;6342;2.68;8.87;5.78
05/01/2017;22:30;6356;2.68;8.87;5.78
05/01/2017;23:00;6447;2.68;8.87;5.78
05/01/2017;23:30;6966;2.68;8.87;5.78
06/01/2017;00:00;6707;-0.57;6.15;2.79
06/01/2017;00:30;6418;-0.57;6.15;2.79
06/01/2017;01:00;6255;-0.57;6.15;2.79
06/01/2017;01:30;6314;-0.57;6.15;2.79
06/01/2017;02:00;6166;-0.57;6.15;2.79
06/01/2017;02:30;6393;-0.57;6.15;2.79
06/01/2017;03:00;6193;-0.57;6.15;2.79
06/01/2017;03:30;6026;-0.57;6.15;2.79
06/01/2017;04:00;5903;-0.57;6.15;2.79
06/01/2017;04:30;5829;-0.57;6.15;2.79
06/01/2017;05:00;5792;-0.57;6.15;2.79
06/01/2017;05:30;5903;-0.57;6.15;2.79
06/01/2017;06:00;5991;-0.57;6.15;2.79
06/01/2017;06:30;6133;-0.57;6.15;2.79
06/01/2017;07:00;6506;-0.57;6.15;2.79
06/01/2017;07:30;6717;-0.57;6.15;2.79
06/01/2017;08:00;6838;-0.57;6.15;2.79
06/01/2017;08:30;6820;-0.57;6.15;2.79
06/01/2017;09:00;6905;-0.57;6.15;2.79
06/01/2017;09:30;6996;-0.57;6.15;2.79
06/01/2017;10:00;6914;-0.57;6.15;2.79
06/01/2017;10:30;6889;-0.57;6.15;2.79
06/01/2017;11:00;6847;-0.57;6.15;2.79
06/01/2017;11:30;6885;-0.57;6.15;2.79
06/01/2017;12:00;6881;-0.57;6.15;2.79
06/01/2017;12:30;6886;-0.57;6.15;2.79
06/01/2017;13:00;6751;-0.57;6.15;2.79
06/01/2017;13:30;6914;-0.57;6.15;2.79
06/01/2017;14:00;6807;-0.57;6.15;2.79
06/01/2017;14:30;6735;-0.57;6.15;2.79
06/01/2017;15:00;6653;-0.57;6.15;2.79
06/01/2017;15:30;6517;-0.57;6.15;2.79
06/01/2017;16:00;6411;-0.57;6.15;2.79
06/01/2017;16:30;6357;-0.57;6.15;2.79
06/01/2017;17:00;6438;-0.57;6.15;2.79
06/01/2017;17:30;6706;-0.57;6.15;2.79
06/01/2017;18:00;7037;-0.57;6.15;2.79
06/01/2017;18:30;7192;-0.57;6.15;2.79
06/01/2017;19:00;7396;-0.57;6.15;2.79
06/01/2017;19:30;7366;-0.57;6.15;2.79
06/01/2017;20:00;7296;-0.57;6.15;2.79
06/01/2017;20:30;7120;-0.57;6.15;2.79
06/01/2017;21:00;6912;-0.57;6.15;2.79
06/01/2017;21:30;6714;-0.57;6.15;2.79
06/01/2017;22:00;6583;-0.57;6.15;2.79
06/01/2017;22:30;6690;-0.57;6.15;2.79
06/01/2017;23:00;6665;-0.57;6.15;2.79
06/01/2017;23:30;7330;-0.57;6.15;2.79
07/01/2017;00:00;7018;-1.67;6.73;2.53
07/01/2017;00:30;6760;-1.67;6.73;2.53
07/01/2017;01:00;6442;-1.67;6.73;2.53
07/01/2017;01:30;6523;-1.67;6.73;2.53
07/01/2017;02:00;6433;-1.67;6.73;2.53
07/01/2017;02:30;6559;-1.67;6.73;2.53
07/01/2017;03:00;6309;-1.67;6.73;2.53
07/01/2017;03:30;6097;-1.67;6.73;2.53
07/01/2017;04:00;6010;-1.67;6.73;2.53
07/01/2017;04:30;5956;-1.67;6.73;2.53
07/01/2017;05:00;5933;-1.67;6.73;2.53
07/01/2017;05:30;5962;-1.67;6.73;2.53
07/01/2017;06:00;5955;-1.67;6.73;2.53
07/01/2017;06:30;6007;-1.67;6.73;2.53
07/01/2017;07:00;6089;-1.67;6.73;2.53
07/01/2017;07:30;6215;-1.67;6.73;2.53
07/01/2017;08:00;6311;-1.67;6.73;2.53
07/01/2017;08:30;6385;-1.67;6.73;2.53
07/01/2017;09:00;6542;-1.67;6.73;2.53
07/01/2017;09:30;6753;-1.67;6.73;2.53
07/01/2017;10:00;6820;-1.67;6.73;2.53
07/01/2017;10:30;6821;-1.67;6.73;2.53
07/01/2017;11:00;6768;-1.67;6.73;2.53
07/01/2017;11:30;6810;-1.67;6.73;2.53
07/01/2017;12:00;6760;-1.67;6.73;2.53
07/01/2017;12:30;6821;-1.67;6.73;2.53
07/01/2017;13:00;6729;-1.67;6.73;2.53
07/01/2017;13:30;6790;-1.67;6.73;2.53
07/01/2017;14:00;6580;-1.67;6.73;2.53
07/01/2017;14:30;6573;-1.67;6.73;2.53
07/01/2017;15:00;6466;-1.67;6.73;2.53
07/01/2017;15:30;6338;-1.67;6.73;2.53
07/01/2017;16:00;6222;-1.67;6.73;2.53
07/01/2017;16:30;6165;-1.67;6.73;2.53
07/01/2017;17:00;6238;-1.67;6.73;2.53
07/01/2017;17:30;6581;-1.67;6.73;2.53
07/01/2017;18:00;6752;-1.67;6.73;2.53
07/01/2017;18:30;6974;-1.67;6.73;2.53
07/01/2017;19:00;7146;-1.67;6.73;2.53
07/01/2017;19:30;7124;-1.67;6.73;2.53
07/01/2017;20:00;7058;-1.67;6.73;2.53
07/01/2017;20:30;6926;-1.67;6.73;2.53
07/01/2017;21:00;6788;-1.67;6.73;2.53
07/01/2017;21:30;6603;-1.67;6.73;2.53
07/01/2017;22:00;6489;-1.67;6.73;2.53
07/01/2017;22:30;6502;-1.67;6.73;2.53
07/01/2017;23:00;6640;-1.67;6.73;2.53
07/01/2017;23:30;7263;-1.67;6.73;2.53
08/01/2017;00:00;6983;-0.2;9.63;4.72
08/01/2017;00:30;6732;-0.2;9.63;4.72
08/01/2017;01:00;6662;-0.2;9.63;4.72
08/01/2017;01:30;6652;-0.2;9.63;4.72
08/01/2017;02:00;6698;-0.2;9.63;4.72
08/01/2017;02:30;6770;-0.2;9.63;4.72
08/01/2017;03:00;6261;-0.2;9.63;4.72
08/01/2017;03:30;6098;-0.2;9.63;4.72
08/01/2017;04:00;5932;-0.2;9.63;4.72
08/01/2017;04:30;5864;-0.2;9.63;4.72
08/01/2017;05:00;5844;-0.2;9.63;4.72
08/01/2017;05:30;5810;-0.2;9.63;4.72
08/01/2017;06:00;5796;-0.2;9.63;4.72
08/01/2017;06:30;5818;-0.2;9.63;4.72
08/01/2017;07:00;5922;-0.2;9.63;4.72
08/01/2017;07:30;5865;-0.2;9.63;4.72
08/01/2017;08:00;5903;-0.2;9.63;4.72
08/01/2017;08:30;5983;-0.2;9.63;4.72
08/01/2017;09:00;6133;-0.2;9.63;4.72
08/01/2017;09:30;6299;-0.2;9.63;4.72
08/01/2017;10:00;6408;-0.2;9.63;4.72
08/01/2017;10:30;6544;-0.2;9.63;4.72
08/01/2017;11:00;6567;-0.2;9.63;4.72
08/01/2017;11:30;6549;-0.2;9.63;4.72
08/01/2017;12:00;6611;-0.2;9.63;4.72
08/01/2017;12:30;6711;-0.2;9.63;4.72
08/01/2017;13:00;6623;-0.2;9.63;4.72
08/01/2017;13:30;6637;-0.2;9.63;4.72
08/01/2017;14:00;6352;-0.2;9.63;4.72
08/01/2017;14:30;6312;-0.2;9.63;4.72
08/01/2017;15:00;6162;-0.2;9.63;4.72
08/01/2017;15:30;6109;-0.2;9.63;4.72
08/01/2017;16:00;5964;-0.2;9.63;4.72
08/01/2017;16:30;5891;-0.2;9.63;4.72
08/01/2017;17:00;5967;-0.2;9.63;4.72
08/01/2017;17:30;6193;-0.2;9.63;4.72
08/01/2017;18:00;6542;-0.2;9.63;4.72
08/01/2017;18:30;6816;-0.2;9.63;4.72
08/01/2017;19:00;7021;-0.2;9.63;4.72
08/01/2017;19:30;7059;-0.2;9.63;4.72
08/01/2017;20:00;6980;-0.2;9.63;4.72
08/01/2017;20:30;6797;-0.2;9.63;4.72
08/01/2017;21:00;6686;-0.2;9.63;4.72
08/01/2017;21:30;6482;-0.2;9.63;4.72
08/01/2017;22:00;6379;-0.2;9.63;4.72
08/01/2017;22:30;6378;-0.2;9.63;4.72
08/01/2017;23:00;6446;-0.2;9.63;4.72
08/01/2017;23:30;7006;-0.2;9.63;4.72
09/01/2017;00:00;6734;-0.13;8.57;4.22
09/01/2017;00:30;6470;-0.13;8.57;4.22
09/01/2017;01:00;6224;-0.13;8.57;4.22
09/01/2017;01:30;6265;-0.13;8.57;4.22
09/01/2017;02:00;6200;-0.13;8.57;4.22
09/01/2017;02:30;6369;-0.13;8.57;4.22
09/01/2017;03:00;6102;-0.13;8.57;4.22
09/01/2017;03:30;5983;-0.13;8.57;4.22
09/01/2017;04:00;5870;-0.13;8.57;4.22
09/01/2017;04:30;5797;-0.13;8.57;4.22
09/01/2017;05:00;5804;-0.13;8.57;4.22
09/01/2017;05:30;5885;-0.13;8.57;4.22
09/01/2017;06:00;5937;-0.13;8.57;4.22
09/01/2017;06:30;6200;-0.13;8.57;4.22
09/01/2017;07:00;6302;-0.13;8.57;4.22
09/01/2017;07:30;6395;-0.13;8.57;4.22
09/01/2017;08:00;6678;-0.13;8.57;4.22
09/01/2017;08:30;6863;-0.13;8.57;4.22
09/01/2017;09:00;6934;-0.13;8.57;4.22
09/01/2017;09:30;6911;-0.13;8.57;4.22
09/01/2017;10:00;6881;-0.13;8.57;4.22
09/01/2017;10:30;6849;-0.13;8.57;4.22
09/01/2017;11:00;6781;-0.13;8.57;4.22
09/01/2017;11:30;6819;-0.13;8.57;4.22
09/01/2017;12:00;6819;-0.13;8.57;4.22
09/01/2017;12:30;6847;-0.13;8.57;4.22
09/01/2017;13:00;6689;-0.13;8.57;4.22
09/01/2017;13:30;6759;-0.13;8.57;4.22
09/01/2017;14:00;6611;-0.13;8.57;4.22
09/01/2017;14:30;6609;-0.13;8.57;4.22
09/01/2017;15:00;6518;-0.13;8.57;4.22
09/01/2017;15:30;6349;-0.13;8.57;4.22
09/01/2017;16:00;6286;-0.13;8.57;4.22
09/01/2017;16:30;6246;-0.13;8.57;4.22
09/01/2017;17:00;6463;-0.13;8.57;4.22
09/01/2017;17:30;6691;-0.13;8.57;4.22
09/01/2017;18:00;6964;-0.13;8.57;4.22
09/01/2017;18:30;7308;-0.13;8.57;4.22
09/01/2017;19:00;7460;-0.13;8.57;4.22
09/01/2017;19:30;7457;-0.13;8.57;4.22
09/01/2017;20:00;7332;-0.13;8.57;4.22
09/01/2017;20:30;7135;-0.13;8.57;4.22
09/01/2017;21:00;6941;-0.13;8.57;4.22
09/01/2017;21:30;6791;-0.13;8.57;4.22
09/01/2017;22:00;6716;-0.13;8.57;4.22
09/01/2017;22:30;6732;-0.13;8.57;4.22
09/01/2017;23:00;6837;-0.13;8.57;4.22
09/01/2017;23:30;7341;-0.13;8.57;4.22
10/01/2017;00:00;6876;1.2;7.53;4.37
10/01/2017;00:30;6616;1.2;7.53;4.37
10/01/2017;01:00;6328;1.2;7.53;4.37
10/01/2017;01:30;6432;1.2;7.53;4.37
10/01/2017;02:00;6265;1.2;7.53;4.37
10/01/2017;02:30;6430;1.2;7.53;4.37
10/01/2017;03:00;6183;1.2;7.53;4.37
10/01/2017;03:30;6037;1.2;7.53;4.37
10/01/2017;04:00;5949;1.2;7.53;4.37
10/01/2017;04:30;5893;1.2;7.53;4.37
10/01/2017;05:00;5828;1.2;7.53;4.37
10/01/2017;05:30;5934;1.2;7.53;4.37
10/01/2017;06:00;6013;1.2;7.53;4.37
10/01/2017;06:30;6338;1.2;7.53;4.37
10/01/2017;07:00;6605;1.2;7.53;4.37
10/01/2017;07:30;6577;1.2;7.53;4.37
10/01/2017;08:00;6631;1.2;7.53;4.37
10/01/2017;08:30;6586;1.2;7.53;4.37
10/01/2017;09:00;6867;1.2;7.53;4.37
10/01/2017;09:30;6920;1.2;7.53;4.37
10/01/2017;10:00;6925;1.2;7.53;4.37
10/01/2017;10:30;6929;1.2;7.53;4.37
10/01/2017;11:00;6906;1.2;7.53;4.37
10/01/2017;11:30;7012;1.2;7.53;4.37
10/01/2017;12:00;7137;1.2;7.53;4.37
10/01/2017;12:30;7250;1.2;7.53;4.37
10/01/2017;13:00;7132;1.2;7.53;4.37
10/01/2017;13:30;7259;1.2;7.53;4.37
10/01/2017;14:00;7165;1.2;7.53;4.37
10/01/2017;14:30;7189;1.2;7.53;4.37
10/01/2017;15:00;7091;1.2;7.53;4.37
10/01/2017;15:30;7023;1.2;7.53;4.37
10/01/2017;16:00;6896;1.2;7.53;4.37
10/01/2017;16:30;6862;1.2;7.53;4.37
10/01/2017;17:00;6882;1.2;7.53;4.37
10/01/2017;17:30;7120;1.2;7.53;4.37
10/01/2017;18:00;7278;1.2;7.53;4.37
10/01/2017;18:30;7406;1.2;7.53;4.37
10/01/2017;19:00;7528;1.2;7.53;4.37
10/01/2017;19:30;7513;1.2;7.53;4.37
10/01/2017;20:00;7384;1.2;7.53;4.37
10/01/2017;20:30;7144;1.2;7.53;4.37
10/01/2017;21:00;6947;1.2;7.53;4.37
10/01/2017;21:30;6638;1.2;7.53;4.37
10/01/2017;22:00;6529;1.2;7.53;4.37
10/01/2017;22:30;6534;1.2;7.53;4.37
10/01/2017;23:00;6563;1.2;7.53;4.37
10/01/2017;23:30;7095;1.2;7.53;4.37
11/01/2017;00:00;6804;-0.95;8.73;3.89
11/01/2017;00:30;6588;-0.95;8.73;3.89
11/01/2017;01:00;6320;-0.95;8.73;3.89
11/01/2017;01:30;6336;-0.95;8.73;3.89
11/01/2017;02:00;6322;-0.95;8.73;3.89
11/01/2017;02:30;6593;-0.95;8.73;3.89
11/01/2017;03:00;6344;-0.95;8.73;3.89
11/01/2017;03:30;6069;-0.95;8.73;3.89
11/01/2017;04:00;5937;-0.95;8.73;3.89
11/01/2017;04:30;5896;-0.95;8.73;3.89
11/01/2017;05:00;5897;-0.95;8.73;3.89
11/01/2017;05:30;6014;-0.95;8.73;3.89
11/01/2017;06:00;6083;-0.95;8.73;3.89
11/01/2017;06:30;6385;-0.95;8.73;3.89
11/01/2017;07:00;6742;-0.95;8.73;3.89
11/01/2017;07:30;6866;-0.95;8.73;3.89
11/01/2017;08:00;6818;-0.95;8.73;3.89
11/01/2017;08:30;6894;-0.95;8.73;3.89
11/01/2017;09:00;7059;-0.95;8.73;3.89
11/01/2017;09:30;7120;-0.95;8.73;3.89
11/01/2017;10:00;7135;-0.95;8.73;3.89
11/01/2017;10:30;7041;-0.95;8.73;3.89
11/01/2017;11:00;6969;-0.95;8.73;3.89
11/01/2017;11:30;6923;-0.95;8.73;3.89
11/01/2017;12:00;6968;-0.95;8.73;3.89
11/01/2017;12:30;7048;-0.95;8.73;3.89
11/01/2017;13:00;6888;-0.95;8.73;3.89
11/01/2017;13:30;6944;-0.95;8.73;3.89
11/01/2017;14:00;6834;-0.95;8.73;3.89
11/01/2017;14:30;6796;-0.95;8.73;3.89
11/01/2017;15:00;6717;-0.95;8.73;3.89
11/01/2017;15:30;6587;-0.95;8.73;3.89
11/01/2017;16:00;6491;-0.95;8.73;3.89
11/01/2017;16:30;6484;-0.95;8.73;3.89
11/01/2017;17:00;6491;-0.95;8.73;3.89
11/01/2017;17:30;6727;-0.95;8.73;3.89
11/01/2017;18:00;7021;-0.95;8.73;3.89
11/01/2017;18:30;7247;-0.95;8.73;3.89
11/01/2017;19:00;7433;-0.95;8.73;3.89
11/01/2017;19:30;7506;-0.95;8.73;3.89
11/01/2017;20:00;7351;-0.95;8.73;3.89
11/01/2017;20:30;7145;-0.95;8.73;3.89
11/01/2017;21:00;7016;-0.95;8.73;3.89
11/01/2017;21:30;6689;-0.95;8.73;3.89
11/01/2017;22:00;6564;-0.95;8.73;3.89
11/01/2017;22:30;6552;-0.95;8.73;3.89
11/01/2017;23:00;6606;-0.95;8.73;3.89
11/01/2017;23:30;7124;-0.95;8.73;3.89
