Date;Heures;Consommation;Tmin;Tmoy;Tmax
01/01/2019;00:00;6259;2.67;13.27;7.97
01/01/2019;00:30;6060;2.67;13.27;7.97
01/01/2019;01:00;5899;2.67;13.27;7.97
01/01/2019;01:30;5885;2.67;13.27;7.97
01/01/2019;02:00;5834;2.67;13.27;7.97
01/01/2019;02:30;5955;2.67;13.27;7.97
01/01/2019;03:00;5705;2.67;13.27;7.97
01/01/2019;03:30;5540;2.67;13.27;7.97
01/01/2019;04:00;5385;2.67;13.27;7.97
01/01/2019;04:30;5267;2.67;13.27;7.97
01/01/2019;05:00;5200;2.67;13.27;7.97
01/01/2019;05:30;5184;2.67;13.27;7.97
01/01/2019;06:00;5082;2.67;13.27;7.97
01/01/2019;06:30;5079;2.67;13.27;7.97
01/01/2019;07:00;5106;2.67;13.27;7.97
01/01/2019;07:30;5102;2.67;13.27;7.97
01/01/2019;08:00;5085;2.67;13.27;7.97
01/01/2019;08:30;5080;2.67;13.27;7.97
01/01/2019;09:00;5138;2.67;13.27;7.97
01/01/2019;09:30;5213;2.67;13.27;7.97
01/01/2019;10:00;5287;2.67;13.27;7.97
01/01/2019;10:30;5314;2.67;13.27;7.97
01/01/2019;11:00;5326;2.67;13.27;7.97
01/01/2019;11:30;5326;2.67;13.27;7.97
01/01/2019;12:00;5368;2.67;13.27;7.97
01/01/2019;12:30;5428;2.67;13.27;7.97
01/01/2019;13:00;5378;2.67;13.27;7.97
01/01/2019;13:30;5388;2.67;13.27;7.97
01/01/2019;14:00;5197;2.67;13.27;7.97
01/01/2019;14:30;5214;2.67;13.27;7.97
01/01/2019;15:00;5112;2.67;13.27;7.97
01/01/2019;15:30;5076;2.67;13.27;7.97
01/01/2019;16:00;5055;2.67;13.27;7.97
01/01/2019;16:30;5025;2.67;13.27;7.97
01/01/2019;17:00;5120;2.67;13.27;7.97
01/01/2019;17:30;5409;2.67;13.27;7.97
01/01/2019;18:00;5667;2.67;13.27;7.97
01/01/2019;18:30;5818;2.67;13.27;7.97
01/01/2019;19:00;5949;2.67;13.27;7.97
01/01/2019;19:30;6031;2.67;13.27;7.97
01/01/2019;20:00;6023;2.67;13.27;7.97
01/01/2019;20:30;5954;2.67;13.27;7.97
01/01/2019;21:00;5793;2.67;13.27;7.97
01/01/2019;21:30;5643;2.67;13.27;7.97
01/01/2019;22:00;5595;2.67;13.27;7.97
01/01/2019;22:30;5645;2.67;13.27;7.97
01/01/2019;23:00;5748;2.67;13.27;7.97
01/01/2019;23:30;6242;2.67;13.27;7.97
02/01/2019;00:00;5943;3.45;12.77;8.11
02/01/2019;00:30;5701;3.45;12.77;8.11
02/01/2019;01:00;5470;3.45;12.77;8.11
02/01/2019;01:30;5516;3.45;12.77;8.11
02/01/2019;02:00;5458;3.45;12.77;8.11
02/01/2019;02:30;5596;3.45;12.77;8.11
02/01/2019;03:00;5315;3.45;12.77;8.11
02/01/2019;03:30;5245;3.45;12.77;8.11
02/01/2019;04:00;5121;3.45;12.77;8.11
02/01/2019;04:30;5095;3.45;12.77;8.11
02/01/2019;05:00;5105;3.45;12.77;8.11
02/01/2019;05:30;5203;3.45;12.77;8.11
02/01/2019;06:00;5212;3.45;12.77;8.11
02/01/2019;06:30;5367;3.45;12.77;8.11
02/01/2019;07:00;5492;3.45;12.77;8.11
02/01/2019;07:30;5578;3.45;12.77;8.11
02/01/2019;08:00;5731;3.45;12.77;8.11
02/01/2019;08:30;5848;3.45;12.77;8.11
02/01/2019;09:00;5920;3.45;12.77;8.11
02/01/2019;09:30;5986;3.45;12.77;8.11
02/01/2019;10:00;6017;3.45;12.77;8.11
02/01/2019;10:30;5973;3.45;12.77;8.11
