Date;Heures;Consommation;Tmin;Tmoy;Tmax
01/01/2020;00:00;6097;0.6;12.47;6.53
01/01/2020;00:30;5918;0.6;12.47;6.53
01/01/2020;01:00;5732;0.6;12.47;6.53
01/01/2020;01:30;5757;0.6;12.47;6.53
01/01/2020;02:00;5710;0.6;12.47;6.53
01/01/2020;02:30;5813;0.6;12.47;6.53
01/01/2020;03:00;5574;0.6;12.47;6.53
01/01/2020;03:30;5439;0.6;12.47;6.53
01/01/2020;04:00;5339;0.6;12.47;6.53
01/01/2020;04:30;5225;0.6;12.47;6.53
01/01/2020;05:00;5163;0.6;12.47;6.53
01/01/2020;05:30;5168;0.6;12.47;6.53
01/01/2020;06:00;5114;0.6;12.47;6.53
01/01/2020;06:30;5122;0.6;12.47;6.53
01/01/2020;07:00;5118;0.6;12.47;6.53
01/01/2020;07:30;5106;0.6;12.47;6.53
01/01/2020;08:00;5118;0.6;12.47;6.53
01/01/2020;08:30;5089;0.6;12.47;6.53
01/01/2020;09:00;5211;0.6;12.47;6.53
01/01/2020;09:30;5274;0.6;12.47;6.53
01/01/2020;10:00;5321;0.6;12.47;6.53
01/01/2020;10:30;5348;0.6;12.47;6.53
01/01/2020;11:00;5370;0.6;12.47;6.53
01/01/2020;11:30;5359;0.6;12.47;6.53
01/01/2020;12:00;5392;0.6;12.47;6.53
01/01/2020;12:30;5513;0.6;12.47;6.53
01/01/2020;13:00;5401;0.6;12.47;6.53
01/01/2020;13:30;5455;0.6;12.47;6.53
01/01/2020;14:00;5260;0.6;12.47;6.53
01/01/2020;14:30;5250;0.6;12.47;6.53
01/01/2020;15:00;5151;0.6;12.47;6.53
01/01/2020;15:30;5074;0.6;12.47;6.53
01/01/2020;16:00;5021;0.6;12.47;6.53
01/01/2020;16:30;5030;0.6;12.47;6.53
01/01/2020;17:00;5170;0.6;12.47;6.53
01/01/2020;17:30;5430;0.6;12.47;6.53
01/01/2020;18:00;5651;0.6;12.47;6.53
01/01/2020;18:30;5788;0.6;12.47;6.53
01/01/2020;19:00;5918;0.6;12.47;6.53
01/01/2020;19:30;6018;0.6;12.47;6.53
01/01/2020;20:00;5987;0.6;12.47;6.53
01/01/2020;20:30;5903;0.6;12.47;6.53
01/01/2020;21:00;5852;0.6;12.47;6.53
01/01/2020;21:30;5695;0.6;12.47;6.53
01/01/2020;22:00;5640;0.6;12.47;6.53
01/01/2020;22:30;5657;0.6;12.47;6.53
01/01/2020;23:00;5815;0.6;12.47;6.53
01/01/2020;23:30;6222;0.6;12.47;6.53
02/01/2020;00:00;5951;0.77;9.87;5.32
02/01/2020;00:30;5716;0.77;9.87;5.32
02/01/2020;01:00;5549;0.77;9.87;5.32
02/01/2020;01:30;5573;0.77;9.87;5.32
02/01/2020;02:00;5517;0.77;9.87;5.32
02/01/2020;02:30;5602;0.77;9.87;5.32
02/01/2020;03:00;5403;0.77;9.87;5.32
02/01/2020;03:30;5316;0.77;9.87;5.32
02/01/2020;04:00;5225;0.77;9.87;5.32
02/01/2020;04:30;5197;0.77;9.87;5.32
02/01/2020;05:00;5172;0.77;9.87;5.32
02/01/2020;05:30;5283;0.77;9.87;5.32
02/01/2020;06:00;5313;0.77;9.87;5.32
02/01/2020;06:30;5481;0.77;9.87;5.32
02/01/2020;07:00;5619;0.77;9.87;5.32
