Date;Heures;Consommation;Gaz;Taux de Co2;Tmin;Tmax;Tmoy
01/01/2016;00:00;5858;2226;31;5.3;12.77;9.03
01/01/2016;00:30;5477;2227;31;5.3;12.77;9.03
01/01/2016;01:00;5278;2205;32;5.3;12.77;9.03
01/01/2016;01:30;5262;2212;32;5.3;12.77;9.03
01/01/2016;02:00;5154;2209;32;5.3;12.77;9.03
01/01/2016;02:30;5294;2231;33;5.3;12.77;9.03
01/01/2016;03:00;4983;2240;34;5.3;12.77;9.03
01/01/2016;03:30;4790;2195;35;5.3;12.77;9.03
01/01/2016;04:00;4634;2219;36;5.3;12.77;9.03
01/01/2016;04:30;4533;2221;35;5.3;12.77;9.03
01/01/2016;05:00;4450;2234;36;5.3;12.77;9.03
01/01/2016;05:30;4444;2200;35;5.3;12.77;9.03
01/01/2016;06:00;4396;2191;35;5.3;12.77;9.03
01/01/2016;06:30;4378;2207;35;5.3;12.77;9.03
01/01/2016;07:00;4401;2220;35;5.3;12.77;9.03
01/01/2016;07:30;4370;2221;35;5.3;12.77;9.03
01/01/2016;08:00;4365;2210;35;5.3;12.77;9.03
01/01/2016;08:30;4318;2218;37;5.3;12.77;9.03
01/01/2016;09:00;4422;2200;36;5.3;12.77;9.03
01/01/2016;09:30;4522;2217;34;5.3;12.77;9.03
01/01/2016;10:00;4607;2190;33;5.3;12.77;9.03
01/01/2016;10:30;4671;2207;32;5.3;12.77;9.03
01/01/2016;11:00;4739;2229;32;5.3;12.77;9.03
01/01/2016;11:30;4849;2232;32;5.3;12.77;9.03
01/01/2016;12:00;4966;2231;31;5.3;12.77;9.03
01/01/2016;12:30;5091;2230;31;5.3;12.77;9.03
01/01/2016;13:00;5064;2229;30;5.3;12.77;9.03
01/01/2016;13:30;5190;2222;30;5.3;12.77;9.03
01/01/2016;14:00;5072;2229;31;5.3;12.77;9.03
01/01/2016;14:30;5096;2234;31;5.3;12.77;9.03
01/01/2016;15:00;4993;2207;32;5.3;12.77;9.03
01/01/2016;15:30;4960;2208;32;5.3;12.77;9.03
01/01/2016;16:00;4900;2231;32;5.3;12.77;9.03
01/01/2016;16:30;4875;2232;32;5.3;12.77;9.03
01/01/2016;17:00;4973;2231;32;5.3;12.77;9.03
01/01/2016;17:30;5167;2244;31;5.3;12.77;9.03
01/01/2016;18:00;5281;2252;30;5.3;12.77;9.03
01/01/2016;18:30;5342;2252;29;5.3;12.77;9.03
01/01/2016;19:00;5509;2254;28;5.3;12.77;9.03
01/01/2016;19:30;5557;2262;28;5.3;12.77;9.03
01/01/2016;20:00;5504;2233;28;5.3;12.77;9.03
01/01/2016;20:30;5451;2245;29;5.3;12.77;9.03
01/01/2016;21:00;5306;2255;30;5.3;12.77;9.03
01/01/2016;21:30;5134;2255;30;5.3;12.77;9.03
01/01/2016;22:00;5044;2242;30;5.3;12.77;9.03
01/01/2016;22:30;5146;2241;30;5.3;12.77;9.03
01/01/2016;23:00;5219;2252;29;5.3;12.77;9.03
01/01/2016;23:30;5808;2251;31;5.3;12.77;9.03
02/01/2016;00:00;5450;2243;30;7.78;11.22;9.5
02/01/2016;00:30;5131;2231;31;7.78;11.22;9.5
02/01/2016;01:00;4880;2233;33;7.78;11.22;9.5
02/01/2016;01:30;4895;2239;34;7.78;11.22;9.5
02/01/2016;02:00;4791;2232;34;7.78;11.22;9.5
02/01/2016;02:30;4954;2221;34;7.78;11.22;9.5
02/01/2016;03:00;4649;2229;35;7.78;11.22;9.5
02/01/2016;03:30;4526;2233;35;7.78;11.22;9.5
02/01/2016;04:00;4427;2227;36;7.78;11.22;9.5
02/01/2016;04:30;4380;2226;36;7.78;11.22;9.5
02/01/2016;05:00;4361;2242;36;7.78;11.22;9.5
02/01/2016;05:30;4391;2253;36;7.78;11.22;9.5
02/01/2016;06:00;4379;2231;35;7.78;11.22;9.5
02/01/2016;06:30;4434;2234;34;7.78;11.22;9.5
02/01/2016;07:00;4493;2216;34;7.78;11.22;9.5
02/01/2016;07:30;4479;2254;34;7.78;11.22;9.5
02/01/2016;08:00;4557;2243;33;7.78;11.22;9.5
02/01/2016;08:30;4616;2198;32;7.78;11.22;9.5
02/01/2016;09:00;4779;2242;31;7.78;11.22;9.5
02/01/2016;09:30;4946;2256;30;7.78;11.22;9.5
02/01/2016;10:00;5071;2219;29;7.78;11.22;9.5
02/01/2016;10:30;5180;2247;29;7.78;11.22;9.5
02/01/2016;11:00;5251;2249;29;7.78;11.22;9.5
02/01/2016;11:30;5320;2175;28;7.78;11.22;9.5
02/01/2016;12:00;5437;2186;28;7.78;11.22;9.5
02/01/2016;12:30;5583;2190;28;7.78;11.22;9.5
02/01/2016;13:00;5534;2205;27;7.78;11.22;9.5
02/01/2016;13:30;5649;2202;28;7.78;11.22;9.5
02/01/2016;14:00;5442;2228;29;7.78;11.22;9.5
02/01/2016;14:30;5505;2246;28;7.78;11.22;9.5
02/01/2016;15:00;5305;2254;29;7.78;11.22;9.5
02/01/2016;15:30;5305;2255;29;7.78;11.22;9.5
02/01/2016;16:00;5242;2241;29;7.78;11.22;9.5
02/01/2016;16:30;5174;2287;29;7.78;11.22;9.5
02/01/2016;17:00;5227;2296;29;7.78;11.22;9.5
02/01/2016;17:30;5323;2404;28;7.78;11.22;9.5
02/01/2016;18:00;5542;2419;28;7.78;11.22;9.5
02/01/2016;18:30;5657;2431;27;7.78;11.22;9.5
02/01/2016;19:00;5777;2406;27;7.78;11.22;9.5
02/01/2016;19:30;5815;2419;27;7.78;11.22;9.5
02/01/2016;20:00;5755;2408;28;7.78;11.22;9.5
02/01/2016;20:30;5616;2407;28;7.78;11.22;9.5
02/01/2016;21:00;5490;2431;29;7.78;11.22;9.5
02/01/2016;21:30;5305;2424;29;7.78;11.22;9.5
02/01/2016;22:00;5269;2428;30;7.78;11.22;9.5
02/01/2016;22:30;5350;2387;30;7.78;11.22;9.5
02/01/2016;23:00;5426;2329;28;7.78;11.22;9.5
02/01/2016;23:30;6033;2372;29;7.78;11.22;9.5
03/01/2016;00:00;5739;2370;29;4.03;9.58;6.81
03/01/2016;00:30;5458;2415;31;4.03;9.58;6.81
03/01/2016;01:00;5204;2299;31;4.03;9.58;6.81
03/01/2016;01:30;5213;2276;32;4.03;9.58;6.81
03/01/2016;02:00;5071;2276;33;4.03;9.58;6.81
03/01/2016;02:30;5208;2288;34;4.03;9.58;6.81
03/01/2016;03:00;4941;2298;36;4.03;9.58;6.81
03/01/2016;03:30;4801;2293;37;4.03;9.58;6.81
03/01/2016;04:00;4678;2296;38;4.03;9.58;6.81
03/01/2016;04:30;4636;2293;37;4.03;9.58;6.81
03/01/2016;05:00;4610;2301;38;4.03;9.58;6.81
03/01/2016;05:30;4643;2277;39;4.03;9.58;6.81
03/01/2016;06:00;4655;2295;38;4.03;9.58;6.81
03/01/2016;06:30;4657;2273;37;4.03;9.58;6.81
03/01/2016;07:00;4721;2284;37;4.03;9.58;6.81
03/01/2016;07:30;4729;2287;36;4.03;9.58;6.81
03/01/2016;08:00;4786;2277;36;4.03;9.58;6.81
03/01/2016;08:30;4793;2267;35;4.03;9.58;6.81
03/01/2016;09:00;4939;2287;34;4.03;9.58;6.81
03/01/2016;09:30;5071;2284;33;4.03;9.58;6.81
03/01/2016;10:00;5163;2279;32;4.03;9.58;6.81
03/01/2016;10:30;5253;2290;31;4.03;9.58;6.81
03/01/2016;11:00;5302;2291;31;4.03;9.58;6.81
03/01/2016;11:30;5358;2296;30;4.03;9.58;6.81
03/01/2016;12:00;5455;2293;29;4.03;9.58;6.81
03/01/2016;12:30;5597;2295;29;4.03;9.58;6.81
03/01/2016;13:00;5495;2296;29;4.03;9.58;6.81
03/01/2016;13:30;5571;2294;29;4.03;9.58;6.81
03/01/2016;14:00;5410;2284;30;4.03;9.58;6.81
03/01/2016;14:30;5459;2277;29;4.03;9.58;6.81
03/01/2016;15:00;5323;2270;30;4.03;9.58;6.81
03/01/2016;15:30;5300;2282;30;4.03;9.58;6.81
03/01/2016;16:00;5265;2288;30;4.03;9.58;6.81
03/01/2016;16:30;5250;2239;30;4.03;9.58;6.81
03/01/2016;17:00;5324;2195;29;4.03;9.58;6.81
03/01/2016;17:30;5576;2182;28;4.03;9.58;6.81
03/01/2016;18:00;5766;2139;27;4.03;9.58;6.81
03/01/2016;18:30;5926;2131;26;4.03;9.58;6.81
03/01/2016;19:00;6104;2127;25;4.03;9.58;6.81
03/01/2016;19:30;6134;2124;26;4.03;9.58;6.81
03/01/2016;20:00;6060;2133;26;4.03;9.58;6.81
03/01/2016;20:30;5895;2129;27;4.03;9.58;6.81
03/01/2016;21:00;5755;2136;27;4.03;9.58;6.81
03/01/2016;21:30;5568;2135;28;4.03;9.58;6.81
03/01/2016;22:00;5424;2156;28;4.03;9.58;6.81
03/01/2016;22:30;5413;2128;28;4.03;9.58;6.81
03/01/2016;23:00;5508;2120;27;4.03;9.58;6.81
03/01/2016;23:30;6048;2087;28;4.03;9.58;6.81
04/01/2016;00:00;5757;2166;29;5.78;11.0;8.39
04/01/2016;00:30;5450;2189;29;5.78;11.0;8.39
04/01/2016;01:00;5243;2201;31;5.78;11.0;8.39
04/01/2016;01:30;5235;2247;31;5.78;11.0;8.39
04/01/2016;02:00;5124;2246;31;5.78;11.0;8.39
04/01/2016;02:30;5294;2254;31;5.78;11.0;8.39
04/01/2016;03:00;5013;2292;32;5.78;11.0;8.39
04/01/2016;03:30;4878;2292;32;5.78;11.0;8.39
04/01/2016;04:00;4729;2290;32;5.78;11.0;8.39
04/01/2016;04:30;4690;2285;32;5.78;11.0;8.39
04/01/2016;05:00;4655;2433;33;5.78;11.0;8.39
04/01/2016;05:30;4780;2545;33;5.78;11.0;8.39
04/01/2016;06:00;4888;2685;33;5.78;11.0;8.39
04/01/2016;06:30;5211;3019;35;5.78;11.0;8.39
04/01/2016;07:00;5504;3483;36;5.78;11.0;8.39
04/01/2016;07:30;5615;4056;38;5.78;11.0;8.39
04/01/2016;08:00;5725;4651;40;5.78;11.0;8.39
04/01/2016;08:30;5716;5226;42;5.78;11.0;8.39
04/01/2016;09:00;5833;5657;44;5.78;11.0;8.39
04/01/2016;09:30;5875;6101;45;5.78;11.0;8.39
04/01/2016;10:00;5874;6342;46;5.78;11.0;8.39
04/01/2016;10:30;5891;6391;46;5.78;11.0;8.39
04/01/2016;11:00;5859;6372;45;5.78;11.0;8.39
04/01/2016;11:30;5893;6568;45;5.78;11.0;8.39
04/01/2016;12:00;5944;6598;45;5.78;11.0;8.39
04/01/2016;12:30;5989;6688;47;5.78;11.0;8.39
04/01/2016;13:00;5896;6699;46;5.78;11.0;8.39
04/01/2016;13:30;5998;6776;48;5.78;11.0;8.39
04/01/2016;14:00;5873;6766;48;5.78;11.0;8.39
04/01/2016;14:30;5935;6799;48;5.78;11.0;8.39
04/01/2016;15:00;5837;6770;49;5.78;11.0;8.39
04/01/2016;15:30;5814;6621;49;5.78;11.0;8.39
04/01/2016;16:00;5739;6684;49;5.78;11.0;8.39
04/01/2016;16:30;5746;6781;50;5.78;11.0;8.39
04/01/2016;17:00;5754;6870;51;5.78;11.0;8.39
04/01/2016;17:30;6059;6789;51;5.78;11.0;8.39
04/01/2016;18:00;6215;6863;50;5.78;11.0;8.39
04/01/2016;18:30;6336;6854;48;5.78;11.0;8.39
04/01/2016;19:00;6512;6893;48;5.78;11.0;8.39
04/01/2016;19:30;6524;6844;47;5.78;11.0;8.39
04/01/2016;20:00;6369;6885;48;5.78;11.0;8.39
04/01/2016;20:30;6201;6812;49;5.78;11.0;8.39
04/01/2016;21:00;5969;6805;50;5.78;11.0;8.39
04/01/2016;21:30;5773;5824;47;5.78;11.0;8.39
04/01/2016;22:00;5593;5622;47;5.78;11.0;8.39
04/01/2016;22:30;5600;4723;43;5.78;11.0;8.39
04/01/2016;23:00;5668;4665;42;5.78;11.0;8.39
04/01/2016;23:30;6212;4175;40;5.78;11.0;8.39
05/01/2016;00:00;5851;3865;39;4.62;11.3;7.96
05/01/2016;00:30;5644;3264;37;4.62;11.3;7.96
05/01/2016;01:00;5362;2805;36;4.62;11.3;7.96
05/01/2016;01:30;5292;2546;35;4.62;11.3;7.96
05/01/2016;02:00;5173;2507;35;4.62;11.3;7.96
05/01/2016;02:30;5409;2519;35;4.62;11.3;7.96
05/01/2016;03:00;5098;2507;36;4.62;11.3;7.96
05/01/2016;03:30;4960;2545;36;4.62;11.3;7.96
05/01/2016;04:00;4877;2528;37;4.62;11.3;7.96
05/01/2016;04:30;4802;2538;37;4.62;11.3;7.96
05/01/2016;05:00;4834;2550;38;4.62;11.3;7.96
05/01/2016;05:30;4923;2497;37;4.62;11.3;7.96
05/01/2016;06:00;5052;2723;37;4.62;11.3;7.96
05/01/2016;06:30;5317;3345;38;4.62;11.3;7.96
05/01/2016;07:00;5733;3989;39;4.62;11.3;7.96
05/01/2016;07:30;5787;4898;43;4.62;11.3;7.96
05/01/2016;08:00;5942;5753;46;4.62;11.3;7.96
05/01/2016;08:30;5877;6172;48;4.62;11.3;7.96
05/01/2016;09:00;5991;6657;49;4.62;11.3;7.96
05/01/2016;09:30;5936;6733;49;4.62;11.3;7.96
05/01/2016;10:00;5880;6900;49;4.62;11.3;7.96
05/01/2016;10:30;5832;6978;49;4.62;11.3;7.96
05/01/2016;11:00;5791;7059;50;4.62;11.3;7.96
05/01/2016;11:30;5857;7063;50;4.62;11.3;7.96
05/01/2016;12:00;5948;7096;51;4.62;11.3;7.96
05/01/2016;12:30;5950;7038;51;4.62;11.3;7.96
05/01/2016;13:00;5876;7015;51;4.62;11.3;7.96
05/01/2016;13:30;6004;6951;51;4.62;11.3;7.96
05/01/2016;14:00;5859;6963;52;4.62;11.3;7.96
05/01/2016;14:30;5951;6892;52;4.62;11.3;7.96
05/01/2016;15:00;5861;7016;54;4.62;11.3;7.96
05/01/2016;15:30;5803;6996;54;4.62;11.3;7.96
05/01/2016;16:00;5708;7058;53;4.62;11.3;7.96
05/01/2016;16:30;5703;7044;53;4.62;11.3;7.96
05/01/2016;17:00;5829;7081;53;4.62;11.3;7.96
05/01/2016;17:30;6050;7095;52;4.62;11.3;7.96
05/01/2016;18:00;6257;7117;50;4.62;11.3;7.96
05/01/2016;18:30;6478;7260;50;4.62;11.3;7.96
05/01/2016;19:00;6615;7291;50;4.62;11.3;7.96
05/01/2016;19:30;6579;7261;50;4.62;11.3;7.96
05/01/2016;20:00;6456;7208;51;4.62;11.3;7.96
05/01/2016;20:30;6358;6869;51;4.62;11.3;7.96
05/01/2016;21:00;6130;6617;51;4.62;11.3;7.96
05/01/2016;21:30;5836;6686;53;4.62;11.3;7.96
05/01/2016;22:00;5740;6644;52;4.62;11.3;7.96
05/01/2016;22:30;5806;6121;50;4.62;11.3;7.96
05/01/2016;23:00;5810;5886;48;4.62;11.3;7.96
05/01/2016;23:30;6395;3869;40;4.62;11.3;7.96
06/01/2016;00:00;6072;3772;40;1.8;10.35;6.08
06/01/2016;00:30;5806;3119;38;1.8;10.35;6.08
06/01/2016;01:00;5562;2756;37;1.8;10.35;6.08
06/01/2016;01:30;5565;2574;38;1.8;10.35;6.08
06/01/2016;02:00;5518;2574;38;1.8;10.35;6.08
06/01/2016;02:30;5625;2565;38;1.8;10.35;6.08
06/01/2016;03:00;5433;2581;38;1.8;10.35;6.08
06/01/2016;03:30;5346;2516;38;1.8;10.35;6.08
06/01/2016;04:00;5194;2552;39;1.8;10.35;6.08
06/01/2016;04:30;5212;2578;41;1.8;10.35;6.08
06/01/2016;05:00;5151;2566;41;1.8;10.35;6.08
06/01/2016;05:30;5263;2611;41;1.8;10.35;6.08
06/01/2016;06:00;5409;2830;43;1.8;10.35;6.08
06/01/2016;06:30;5708;3797;46;1.8;10.35;6.08
06/01/2016;07:00;5963;4593;48;1.8;10.35;6.08
06/01/2016;07:30;6165;5639;51;1.8;10.35;6.08
06/01/2016;08:00;6286;6410;53;1.8;10.35;6.08
06/01/2016;08:30;6276;6825;54;1.8;10.35;6.08
06/01/2016;09:00;6277;6723;53;1.8;10.35;6.08
06/01/2016;09:30;6353;6761;54;1.8;10.35;6.08
06/01/2016;10:00;6279;6776;54;1.8;10.35;6.08
06/01/2016;10:30;6334;6762;53;1.8;10.35;6.08
06/01/2016;11:00;6236;6825;54;1.8;10.35;6.08
06/01/2016;11:30;6237;6847;55;1.8;10.35;6.08
06/01/2016;12:00;6272;6828;56;1.8;10.35;6.08
06/01/2016;12:30;6356;6817;56;1.8;10.35;6.08
06/01/2016;13:00;6150;6828;56;1.8;10.35;6.08
06/01/2016;13:30;6263;6745;56;1.8;10.35;6.08
06/01/2016;14:00;6123;6704;56;1.8;10.35;6.08
06/01/2016;14:30;6125;6790;57;1.8;10.35;6.08
06/01/2016;15:00;6012;6719;56;1.8;10.35;6.08
06/01/2016;15:30;5954;6674;57;1.8;10.35;6.08
06/01/2016;16:00;5897;6751;57;1.8;10.35;6.08
06/01/2016;16:30;5789;6822;57;1.8;10.35;6.08
06/01/2016;17:00;5872;7217;58;1.8;10.35;6.08
06/01/2016;17:30;6160;7285;57;1.8;10.35;6.08
06/01/2016;18:00;6430;7318;56;1.8;10.35;6.08
06/01/2016;18:30;6621;7291;56;1.8;10.35;6.08
06/01/2016;19:00;6813;7339;55;1.8;10.35;6.08
06/01/2016;19:30;6835;7342;56;1.8;10.35;6.08
06/01/2016;20:00;6713;7266;57;1.8;10.35;6.08
06/01/2016;20:30;6506;7121;58;1.8;10.35;6.08
06/01/2016;21:00;6305;7113;60;1.8;10.35;6.08
06/01/2016;21:30;6159;5233;53;1.8;10.35;6.08
06/01/2016;22:00;5980;4752;52;1.8;10.35;6.08
06/01/2016;22:30;6036;4017;48;1.8;10.35;6.08
06/01/2016;23:00;6012;3808;47;1.8;10.35;6.08
06/01/2016;23:30;6590;3242;45;1.8;10.35;6.08
07/01/2016;00:00;6334;3020;44;3.07;10.67;6.87
07/01/2016;00:30;6042;2934;44;3.07;10.67;6.87
07/01/2016;01:00;5776;2867;44;3.07;10.67;6.87
07/01/2016;01:30;5742;2866;44;3.07;10.67;6.87
07/01/2016;02:00;5650;2886;44;3.07;10.67;6.87
07/01/2016;02:30;5782;2717;42;3.07;10.67;6.87
07/01/2016;03:00;5486;2698;42;3.07;10.67;6.87
07/01/2016;03:30;5386;2654;42;3.07;10.67;6.87
07/01/2016;04:00;5297;2673;42;3.07;10.67;6.87
07/01/2016;04:30;5226;2659;42;3.07;10.67;6.87
07/01/2016;05:00;5189;2693;42;3.07;10.67;6.87
07/01/2016;05:30;5289;2695;41;3.07;10.67;6.87
07/01/2016;06:00;5441;3032;43;3.07;10.67;6.87
07/01/2016;06:30;5670;3566;45;3.07;10.67;6.87
07/01/2016;07:00;6075;4718;49;3.07;10.67;6.87
07/01/2016;07:30;6153;5651;50;3.07;10.67;6.87
07/01/2016;08:00;6170;6063;51;3.07;10.67;6.87
07/01/2016;08:30;6172;6350;51;3.07;10.67;6.87
07/01/2016;09:00;6293;6646;52;3.07;10.67;6.87
07/01/2016;09:30;6289;7000;53;3.07;10.67;6.87
07/01/2016;10:00;6328;6852;52;3.07;10.67;6.87
07/01/2016;10:30;6324;6931;52;3.07;10.67;6.87
07/01/2016;11:00;6299;6902;52;3.07;10.67;6.87
07/01/2016;11:30;6377;6886;51;3.07;10.67;6.87
07/01/2016;12:00;6497;6915;51;3.07;10.67;6.87
07/01/2016;12:30;6498;6808;52;3.07;10.67;6.87
07/01/2016;13:00;6398;6895;53;3.07;10.67;6.87
07/01/2016;13:30;6484;6727;52;3.07;10.67;6.87
07/01/2016;14:00;6377;6645;52;3.07;10.67;6.87
07/01/2016;14:30;6391;6534;52;3.07;10.67;6.87
07/01/2016;15:00;6273;6511;52;3.07;10.67;6.87
07/01/2016;15:30;6180;6681;53;3.07;10.67;6.87
07/01/2016;16:00;6019;6902;55;3.07;10.67;6.87
07/01/2016;16:30;5944;7058;56;3.07;10.67;6.87
07/01/2016;17:00;6009;7139;56;3.07;10.67;6.87
07/01/2016;17:30;6240;7105;56;3.07;10.67;6.87
07/01/2016;18:00;6451;7191;54;3.07;10.67;6.87
07/01/2016;18:30;6558;7126;55;3.07;10.67;6.87
07/01/2016;19:00;6801;7233;54;3.07;10.67;6.87
07/01/2016;19:30;6774;7173;54;3.07;10.67;6.87
07/01/2016;20:00;6654;6930;54;3.07;10.67;6.87
07/01/2016;20:30;6424;5719;50;3.07;10.67;6.87
07/01/2016;21:00;6229;5282;50;3.07;10.67;6.87
07/01/2016;21:30;5975;5047;50;3.07;10.67;6.87
07/01/2016;22:00;5812;4776;50;3.07;10.67;6.87
07/01/2016;22:30;5812;4478;49;3.07;10.67;6.87
07/01/2016;23:00;5905;4060;46;3.07;10.67;6.87
07/01/2016;23:30;6414;3027;42;3.07;10.67;6.87
08/01/2016;00:00;6110;3054;42;5.63;13.57;9.6
08/01/2016;00:30;5772;2917;42;5.63;13.57;9.6
08/01/2016;01:00;5586;2585;43;5.63;13.57;9.6
08/01/2016;01:30;5610;2553;42;5.63;13.57;9.6
08/01/2016;02:00;5510;2592;43;5.63;13.57;9.6
08/01/2016;02:30;5634;2545;43;5.63;13.57;9.6
08/01/2016;03:00;5411;2592;44;5.63;13.57;9.6
08/01/2016;03:30;5225;2584;44;5.63;13.57;9.6
08/01/2016;04:00;5141;2664;45;5.63;13.57;9.6
08/01/2016;04:30;5072;2737;45;5.63;13.57;9.6
08/01/2016;05:00;5023;2753;45;5.63;13.57;9.6
08/01/2016;05:30;5118;2751;44;5.63;13.57;9.6
08/01/2016;06:00;5290;2779;43;5.63;13.57;9.6
08/01/2016;06:30;5484;2903;42;5.63;13.57;9.6
08/01/2016;07:00;5855;3213;45;5.63;13.57;9.6
08/01/2016;07:30;6001;4364;48;5.63;13.57;9.6
08/01/2016;08:00;6035;5291;52;5.63;13.57;9.6
08/01/2016;08:30;5951;5758;52;5.63;13.57;9.6
08/01/2016;09:00;6038;5853;52;5.63;13.57;9.6
08/01/2016;09:30;6026;5914;52;5.63;13.57;9.6
08/01/2016;10:00;6026;6076;53;5.63;13.57;9.6
08/01/2016;10:30;6001;6383;55;5.63;13.57;9.6
08/01/2016;11:00;5959;6491;52;5.63;13.57;9.6
08/01/2016;11:30;5967;6654;54;5.63;13.57;9.6
08/01/2016;12:00;5975;6636;54;5.63;13.57;9.6
08/01/2016;12:30;5971;6625;54;5.63;13.57;9.6
08/01/2016;13:00;5848;6631;51;5.63;13.57;9.6
08/01/2016;13:30;5951;6568;52;5.63;13.57;9.6
08/01/2016;14:00;5790;6536;52;5.63;13.57;9.6
08/01/2016;14:30;5878;6523;53;5.63;13.57;9.6
08/01/2016;15:00;5649;6435;52;5.63;13.57;9.6
08/01/2016;15:30;5564;6524;54;5.63;13.57;9.6
08/01/2016;16:00;5441;6404;53;5.63;13.57;9.6
08/01/2016;16:30;5378;6598;54;5.63;13.57;9.6
08/01/2016;17:00;5430;6482;53;5.63;13.57;9.6
08/01/2016;17:30;5673;6740;53;5.63;13.57;9.6
08/01/2016;18:00;5977;6806;51;5.63;13.57;9.6
08/01/2016;18:30;6127;6880;51;5.63;13.57;9.6
08/01/2016;19:00;6261;6994;51;5.63;13.57;9.6
08/01/2016;19:30;6243;6989;51;5.63;13.57;9.6
08/01/2016;20:00;6141;6926;52;5.63;13.57;9.6
08/01/2016;20:30;5992;5952;49;5.63;13.57;9.6
08/01/2016;21:00;5806;5442;48;5.63;13.57;9.6
08/01/2016;21:30;5618;4754;46;5.63;13.57;9.6
08/01/2016;22:00;5489;4630;46;5.63;13.57;9.6
08/01/2016;22:30;5523;4513;47;5.63;13.57;9.6
08/01/2016;23:00;5574;4485;44;5.63;13.57;9.6
08/01/2016;23:30;6173;4300;43;5.63;13.57;9.6
09/01/2016;00:00;5870;4002;40;7.02;11.2;9.11
09/01/2016;00:30;5532;2963;33;7.02;11.2;9.11
09/01/2016;01:00;5285;2797;34;7.02;11.2;9.11
09/01/2016;01:30;5273;2767;35;7.02;11.2;9.11
09/01/2016;02:00;5166;2572;34;7.02;11.2;9.11
09/01/2016;02:30;5290;2546;34;7.02;11.2;9.11
09/01/2016;03:00;5008;2581;35;7.02;11.2;9.11
09/01/2016;03:30;4860;2530;35;7.02;11.2;9.11
09/01/2016;04:00;4718;2545;35;7.02;11.2;9.11
09/01/2016;04:30;4676;2539;34;7.02;11.2;9.11
09/01/2016;05:00;4639;2547;34;7.02;11.2;9.11
09/01/2016;05:30;4672;2550;35;7.02;11.2;9.11
09/01/2016;06:00;4682;2529;35;7.02;11.2;9.11
09/01/2016;06:30;4761;2549;35;7.02;11.2;9.11
09/01/2016;07:00;4824;2516;34;7.02;11.2;9.11
09/01/2016;07:30;4901;2557;33;7.02;11.2;9.11
09/01/2016;08:00;4966;2580;33;7.02;11.2;9.11
09/01/2016;08:30;5056;2608;32;7.02;11.2;9.11
09/01/2016;09:00;5210;2608;32;7.02;11.2;9.11
09/01/2016;09:30;5425;2611;31;7.02;11.2;9.11
09/01/2016;10:00;5499;2645;30;7.02;11.2;9.11
09/01/2016;10:30;5562;2616;30;7.02;11.2;9.11
09/01/2016;11:00;5565;2647;30;7.02;11.2;9.11
09/01/2016;11:30;5664;2621;29;7.02;11.2;9.11
09/01/2016;12:00;5776;2649;29;7.02;11.2;9.11
09/01/2016;12:30;5906;2648;30;7.02;11.2;9.11
09/01/2016;13:00;5802;2657;29;7.02;11.2;9.11
09/01/2016;13:30;5960;2662;30;7.02;11.2;9.11
09/01/2016;14:00;5785;2658;30;7.02;11.2;9.11
09/01/2016;14:30;5782;2611;30;7.02;11.2;9.11
09/01/2016;15:00;5639;2627;31;7.02;11.2;9.11
09/01/2016;15:30;5563;2611;31;7.02;11.2;9.11
09/01/2016;16:00;5464;2614;31;7.02;11.2;9.11
09/01/2016;16:30;5402;2617;32;7.02;11.2;9.11
09/01/2016;17:00;5407;2574;31;7.02;11.2;9.11
09/01/2016;17:30;5529;2573;31;7.02;11.2;9.11
09/01/2016;18:00;5665;2567;29;7.02;11.2;9.11
09/01/2016;18:30;5756;2551;29;7.02;11.2;9.11
09/01/2016;19:00;5938;2550;29;7.02;11.2;9.11
09/01/2016;19:30;5895;2554;29;7.02;11.2;9.11
09/01/2016;20:00;5826;2582;30;7.02;11.2;9.11
09/01/2016;20:30;5677;2607;30;7.02;11.2;9.11
09/01/2016;21:00;5520;2551;30;7.02;11.2;9.11
09/01/2016;21:30;5305;2543;31;7.02;11.2;9.11
09/01/2016;22:00;5233;2553;31;7.02;11.2;9.11
09/01/2016;22:30;5278;2544;32;7.02;11.2;9.11
09/01/2016;23:00;5419;2569;31;7.02;11.2;9.11
09/01/2016;23:30;5985;2547;32;7.02;11.2;9.11
10/01/2016;00:00;5751;2567;32;5.97;14.28;10.12
10/01/2016;00:30;5467;2536;32;5.97;14.28;10.12
10/01/2016;01:00;5225;2551;33;5.97;14.28;10.12
10/01/2016;01:30;5209;2530;34;5.97;14.28;10.12
10/01/2016;02:00;5045;2519;34;5.97;14.28;10.12
10/01/2016;02:30;5191;2549;34;5.97;14.28;10.12
10/01/2016;03:00;4914;2548;35;5.97;14.28;10.12
10/01/2016;03:30;4780;2547;35;5.97;14.28;10.12
10/01/2016;04:00;4653;2547;36;5.97;14.28;10.12
10/01/2016;04:30;4582;2553;36;5.97;14.28;10.12
10/01/2016;05:00;4542;2547;36;5.97;14.28;10.12
10/01/2016;05:30;4591;2559;36;5.97;14.28;10.12
10/01/2016;06:00;4543;2553;35;5.97;14.28;10.12
10/01/2016;06:30;4578;2549;36;5.97;14.28;10.12
10/01/2016;07:00;4655;2546;35;5.97;14.28;10.12
10/01/2016;07:30;4660;2561;36;5.97;14.28;10.12
10/01/2016;08:00;4733;2560;35;5.97;14.28;10.12
10/01/2016;08:30;4792;2565;35;5.97;14.28;10.12
