Date;Heures;Consommation;Gaz;Taux de Co2;Tmin;Tmax;Tmoy
09/04/2016;06:30;3997;1224;38;9.37;16.5;12.93
09/04/2016;07:00;4009;1228;38;9.37;16.5;12.93
09/04/2016;07:30;3988;1324;40;9.37;16.5;12.93
09/04/2016;08:00;4118;1371;41;9.37;16.5;12.93
09/04/2016;08:30;4262;1481;41;9.37;16.5;12.93
09/04/2016;09:00;4391;1477;42;9.37;16.5;12.93
09/04/2016;09:30;4528;1391;40;9.37;16.5;12.93
09/04/2016;10:00;4609;1391;39;9.37;16.5;12.93
09/04/2016;10:30;4678;1375;38;9.37;16.5;12.93
09/04/2016;11:00;4683;1351;38;9.37;16.5;12.93
09/04/2016;11:30;4778;1352;38;9.37;16.5;12.93
09/04/2016;12:00;4855;1367;39;9.37;16.5;12.93
09/04/2016;12:30;4924;1371;39;9.37;16.5;12.93
09/04/2016;13:00;4786;1363;38;9.37;16.5;12.93
09/04/2016;13:30;4845;1285;38;9.37;16.5;12.93
09/04/2016;14:00;4672;1237;39;9.37;16.5;12.93
09/04/2016;14:30;4694;1225;39;9.37;16.5;12.93
09/04/2016;15:00;4535;1201;40;9.37;16.5;12.93
09/04/2016;15:30;4435;1204;40;9.37;16.5;12.93
09/04/2016;16:00;4325;1189;40;9.37;16.5;12.93
09/04/2016;16:30;4191;1198;41;9.37;16.5;12.93
09/04/2016;17:00;4133;1237;41;9.37;16.5;12.93
09/04/2016;17:30;4114;1212;41;9.37;16.5;12.93
09/04/2016;18:00;4142;1228;41;9.37;16.5;12.93
09/04/2016;18:30;4192;1275;43;9.37;16.5;12.93
09/04/2016;19:00;4329;1285;43;9.37;16.5;12.93
09/04/2016;19:30;4417;1468;44;9.37;16.5;12.93
09/04/2016;20:00;4483;1477;44;9.37;16.5;12.93
09/04/2016;20:30;4629;1469;43;9.37;16.5;12.93
09/04/2016;21:00;4643;1449;43;9.37;16.5;12.93
09/04/2016;21:30;4505;1452;43;9.37;16.5;12.93
09/04/2016;22:00;4441;1454;44;9.37;16.5;12.93
09/04/2016;22:30;4521;1198;45;9.37;16.5;12.93
09/04/2016;23:00;4637;1222;44;9.37;16.5;12.93
09/04/2016;23:30;5244;1350;43;9.37;16.5;12.93
10/04/2016;00:00;4936;1354;41;5.05;19.43;12.24
10/04/2016;00:30;4676;883;35;5.05;19.43;12.24
10/04/2016;01:00;4418;694;31;5.05;19.43;12.24
10/04/2016;01:30;4410;523;30;5.05;19.43;12.24
10/04/2016;02:00;4339;528;31;5.05;19.43;12.24
10/04/2016;02:30;4474;534;31;5.05;19.43;12.24
10/04/2016;03:00;4211;548;32;5.05;19.43;12.24
10/04/2016;03:30;4068;539;31;5.05;19.43;12.24
10/04/2016;04:00;3976;532;32;5.05;19.43;12.24
10/04/2016;04:30;3917;586;32;5.05;19.43;12.24
10/04/2016;05:00;3887;601;33;5.05;19.43;12.24
10/04/2016;05:30;3892;582;32;5.05;19.43;12.24
10/04/2016;06:00;3925;526;32;5.05;19.43;12.24
10/04/2016;06:30;3956;547;32;5.05;19.43;12.24
10/04/2016;07:00;3940;560;32;5.05;19.43;12.24
10/04/2016;07:30;3900;597;32;5.05;19.43;12.24
10/04/2016;08:00;3976;580;31;5.05;19.43;12.24
10/04/2016;08:30;4064;576;29;5.05;19.43;12.24
10/04/2016;09:00;4144;537;29;5.05;19.43;12.24
10/04/2016;09:30;4236;574;29;5.05;19.43;12.24
10/04/2016;10:00;4316;567;29;5.05;19.43;12.24
10/04/2016;10:30;4314;569;28;5.05;19.43;12.24
10/04/2016;11:00;4263;546;28;5.05;19.43;12.24
10/04/2016;11:30;4286;576;29;5.05;19.43;12.24
10/04/2016;12:00;4307;548;29;5.05;19.43;12.24
10/04/2016;12:30;4374;550;29;5.05;19.43;12.24
10/04/2016;13:00;4283;574;29;5.05;19.43;12.24
10/04/2016;13:30;4339;561;30;5.05;19.43;12.24
10/04/2016;14:00;4129;569;31;5.05;19.43;12.24
10/04/2016;14:30;4190;546;31;5.05;19.43;12.24
10/04/2016;15:00;4068;556;32;5.05;19.43;12.24
10/04/2016;15:30;3945;548;31;5.05;19.43;12.24
10/04/2016;16:00;3838;543;32;5.05;19.43;12.24
10/04/2016;16:30;3718;544;32;5.05;19.43;12.24
10/04/2016;17:00;3700;550;32;5.05;19.43;12.24
10/04/2016;17:30;3689;547;33;5.05;19.43;12.24
10/04/2016;18:00;3755;520;32;5.05;19.43;12.24
10/04/2016;18:30;3825;538;31;5.05;19.43;12.24
10/04/2016;19:00;4016;519;31;5.05;19.43;12.24
10/04/2016;19:30;4195;554;30;5.05;19.43;12.24
10/04/2016;20:00;4304;572;29;5.05;19.43;12.24
10/04/2016;20:30;4476;580;29;5.05;19.43;12.24
10/04/2016;21:00;4590;663;29;5.05;19.43;12.24
10/04/2016;21:30;4397;660;29;5.05;19.43;12.24
10/04/2016;22:00;4317;653;29;5.05;19.43;12.24
10/04/2016;22:30;4333;612;29;5.05;19.43;12.24
10/04/2016;23:00;4442;686;28;5.05;19.43;12.24
10/04/2016;23:30;5070;663;29;5.05;19.43;12.24
11/04/2016;00:00;4695;681;29;8.48;19.25;13.87
11/04/2016;00:30;4453;604;29;8.48;19.25;13.87
11/04/2016;01:00;4215;616;30;8.48;19.25;13.87
11/04/2016;01:30;4204;591;30;8.48;19.25;13.87
11/04/2016;02:00;4103;633;31;8.48;19.25;13.87
11/04/2016;02:30;4242;582;30;8.48;19.25;13.87
11/04/2016;03:00;3985;628;31;8.48;19.25;13.87
11/04/2016;03:30;3866;597;31;8.48;19.25;13.87
11/04/2016;04:00;3817;649;32;8.48;19.25;13.87
11/04/2016;04:30;3798;739;35;8.48;19.25;13.87
11/04/2016;05:00;3774;835;37;8.48;19.25;13.87
11/04/2016;05:30;3849;964;38;8.48;19.25;13.87
11/04/2016;06:00;3926;1195;40;8.48;19.25;13.87
11/04/2016;06:30;4144;1551;43;8.48;19.25;13.87
11/04/2016;07:00;4223;1916;46;8.48;19.25;13.87
11/04/2016;07:30;4276;2186;47;8.48;19.25;13.87
11/04/2016;08:00;4383;2368;47;8.48;19.25;13.87
11/04/2016;08:30;4486;2372;48;8.48;19.25;13.87
11/04/2016;09:00;4555;2420;48;8.48;19.25;13.87
11/04/2016;09:30;4609;2362;48;8.48;19.25;13.87
11/04/2016;10:00;4608;2251;47;8.48;19.25;13.87
11/04/2016;10:30;4638;2292;47;8.48;19.25;13.87
11/04/2016;11:00;4653;2392;46;8.48;19.25;13.87
11/04/2016;11:30;4688;2583;47;8.48;19.25;13.87
11/04/2016;12:00;4695;2527;49;8.48;19.25;13.87
11/04/2016;12:30;4764;2510;48;8.48;19.25;13.87
11/04/2016;13:00;4629;2543;46;8.48;19.25;13.87
11/04/2016;13:30;4786;2541;44;8.48;19.25;13.87
11/04/2016;14:00;4647;2514;44;8.48;19.25;13.87
11/04/2016;14:30;4671;2593;44;8.48;19.25;13.87
11/04/2016;15:00;4513;2572;45;8.48;19.25;13.87
11/04/2016;15:30;4411;2571;46;8.48;19.25;13.87
11/04/2016;16:00;4355;2565;46;8.48;19.25;13.87
11/04/2016;16:30;4227;2497;45;8.48;19.25;13.87
11/04/2016;17:00;4248;2643;46;8.48;19.25;13.87
11/04/2016;17:30;4200;2922;48;8.48;19.25;13.87
11/04/2016;18:00;4101;2589;45;8.48;19.25;13.87
11/04/2016;18:30;4243;2693;45;8.48;19.25;13.87
11/04/2016;19:00;4339;2702;47;8.48;19.25;13.87
11/04/2016;19:30;4509;2785;49;8.48;19.25;13.87
11/04/2016;20:00;4498;2799;49;8.48;19.25;13.87
11/04/2016;20:30;4647;2803;50;8.48;19.25;13.87
11/04/2016;21:00;4615;2789;49;8.48;19.25;13.87
11/04/2016;21:30;4420;2792;48;8.48;19.25;13.87
11/04/2016;22:00;4355;2810;45;8.48;19.25;13.87
11/04/2016;22:30;4355;2618;43;8.48;19.25;13.87
11/04/2016;23:00;4487;2722;43;8.48;19.25;13.87
11/04/2016;23:30;4996;2586;43;8.48;19.25;13.87
12/04/2016;00:00;4710;2554;44;8.17;20.0;14.08
12/04/2016;00:30;4463;2267;43;8.17;20.0;14.08
12/04/2016;01:00;4226;2118;43;8.17;20.0;14.08
12/04/2016;01:30;4153;2055;46;8.17;20.0;14.08
12/04/2016;02:00;4065;2044;47;8.17;20.0;14.08
12/04/2016;02:30;4213;2050;47;8.17;20.0;14.08
12/04/2016;03:00;3959;2030;48;8.17;20.0;14.08
12/04/2016;03:30;3822;2113;49;8.17;20.0;14.08
12/04/2016;04:00;3744;2183;49;8.17;20.0;14.08
12/04/2016;04:30;3719;2254;47;8.17;20.0;14.08
12/04/2016;05:00;3718;2608;48;8.17;20.0;14.08
12/04/2016;05:30;3835;3170;50;8.17;20.0;14.08
12/04/2016;06:00;3919;3574;51;8.17;20.0;14.08
12/04/2016;06:30;4072;4231;55;8.17;20.0;14.08
12/04/2016;07:00;4184;4278;57;8.17;20.0;14.08
12/04/2016;07:30;4241;5032;62;8.17;20.0;14.08
12/04/2016;08:00;4376;5298;63;8.17;20.0;14.08
12/04/2016;08:30;4457;4957;63;8.17;20.0;14.08
12/04/2016;09:00;4535;5413;65;8.17;20.0;14.08
12/04/2016;09:30;4620;5437;66;8.17;20.0;14.08
12/04/2016;10:00;4586;5357;66;8.17;20.0;14.08
12/04/2016;10:30;4555;5362;65;8.17;20.0;14.08
12/04/2016;11:00;4501;5287;65;8.17;20.0;14.08
12/04/2016;11:30;4580;5291;65;8.17;20.0;14.08
12/04/2016;12:00;4638;5299;66;8.17;20.0;14.08
12/04/2016;12:30;4642;5108;65;8.17;20.0;14.08
12/04/2016;13:00;4494;5261;66;8.17;20.0;14.08
12/04/2016;13:30;4615;5010;66;8.17;20.0;14.08
12/04/2016;14:00;4554;4901;63;8.17;20.0;14.08
12/04/2016;14:30;4574;4685;63;8.17;20.0;14.08
12/04/2016;15:00;4462;4587;63;8.17;20.0;14.08
12/04/2016;15:30;4344;4463;63;8.17;20.0;14.08
12/04/2016;16:00;4262;4247;62;8.17;20.0;14.08
12/04/2016;16:30;4161;4068;61;8.17;20.0;14.08
12/04/2016;17:00;4095;3868;61;8.17;20.0;14.08
12/04/2016;17:30;4068;4153;62;8.17;20.0;14.08
12/04/2016;18:00;4093;4214;63;8.17;20.0;14.08
12/04/2016;18:30;4131;4340;63;8.17;20.0;14.08
12/04/2016;19:00;4325;4413;63;8.17;20.0;14.08
12/04/2016;19:30;4385;4508;63;8.17;20.0;14.08
12/04/2016;20:00;4464;4502;63;8.17;20.0;14.08
12/04/2016;20:30;4539;4525;64;8.17;20.0;14.08
12/04/2016;21:00;4505;4540;63;8.17;20.0;14.08
12/04/2016;21:30;4307;4559;65;8.17;20.0;14.08
12/04/2016;22:00;4269;4432;65;8.17;20.0;14.08
12/04/2016;22:30;4277;4256;65;8.17;20.0;14.08
12/04/2016;23:00;4390;4262;63;8.17;20.0;14.08
12/04/2016;23:30;4918;3949;57;8.17;20.0;14.08
13/04/2016;00:00;4683;4014;55;9.5;18.78;14.14
13/04/2016;00:30;4352;3492;53;9.5;18.78;14.14
13/04/2016;01:00;4142;3300;53;9.5;18.78;14.14
13/04/2016;01:30;4065;3185;51;9.5;18.78;14.14
13/04/2016;02:00;3981;3131;51;9.5;18.78;14.14
13/04/2016;02:30;4147;2971;50;9.5;18.78;14.14
13/04/2016;03:00;3884;2916;50;9.5;18.78;14.14
13/04/2016;03:30;3786;3023;51;9.5;18.78;14.14
13/04/2016;04:00;3672;3009;52;9.5;18.78;14.14
13/04/2016;04:30;3631;3131;53;9.5;18.78;14.14
13/04/2016;05:00;3628;3058;57;9.5;18.78;14.14
13/04/2016;05:30;3740;3681;63;9.5;18.78;14.14
13/04/2016;06:00;3828;4034;66;9.5;18.78;14.14
13/04/2016;06:30;3995;4435;70;9.5;18.78;14.14
13/04/2016;07:00;4037;4624;72;9.5;18.78;14.14
13/04/2016;07:30;4086;4810;72;9.5;18.78;14.14
13/04/2016;08:00;4235;4931;73;9.5;18.78;14.14
13/04/2016;08:30;4413;4871;74;9.5;18.78;14.14
13/04/2016;09:00;4514;4894;73;9.5;18.78;14.14
13/04/2016;09:30;4535;4853;66;9.5;18.78;14.14
13/04/2016;10:00;4581;4847;63;9.5;18.78;14.14
13/04/2016;10:30;4574;5006;63;9.5;18.78;14.14
13/04/2016;11:00;4623;5029;63;9.5;18.78;14.14
13/04/2016;11:30;4622;5032;63;9.5;18.78;14.14
13/04/2016;12:00;4667;5049;65;9.5;18.78;14.14
13/04/2016;12:30;4674;4991;66;9.5;18.78;14.14
13/04/2016;13:00;4608;5032;68;9.5;18.78;14.14
13/04/2016;13:30;4681;4934;70;9.5;18.78;14.14
13/04/2016;14:00;4570;4910;68;9.5;18.78;14.14
13/04/2016;14:30;4659;4977;69;9.5;18.78;14.14
13/04/2016;15:00;4483;5050;72;9.5;18.78;14.14
13/04/2016;15:30;4480;5090;72;9.5;18.78;14.14
13/04/2016;16:00;4290;4521;68;9.5;18.78;14.14
13/04/2016;16:30;4221;4454;66;9.5;18.78;14.14
13/04/2016;17:00;4141;4415;65;9.5;18.78;14.14
13/04/2016;17:30;4189;4001;58;9.5;18.78;14.14
13/04/2016;18:00;4237;3973;59;9.5;18.78;14.14
13/04/2016;18:30;4341;4127;62;9.5;18.78;14.14
13/04/2016;19:00;4421;4333;64;9.5;18.78;14.14
13/04/2016;19:30;4543;4805;67;9.5;18.78;14.14
13/04/2016;20:00;4565;4813;67;9.5;18.78;14.14
13/04/2016;20:30;4551;4742;68;9.5;18.78;14.14
13/04/2016;21:00;4552;4824;68;9.5;18.78;14.14
13/04/2016;21:30;4356;4846;68;9.5;18.78;14.14
13/04/2016;22:00;4267;4780;68;9.5;18.78;14.14
13/04/2016;22:30;4368;4468;67;9.5;18.78;14.14
13/04/2016;23:00;4428;4609;67;9.5;18.78;14.14
13/04/2016;23:30;5040;4090;61;9.5;18.78;14.14
14/04/2016;00:00;4701;3726;53;6.38;20.3;13.34
14/04/2016;00:30;4407;2936;49;6.38;20.3;13.34
14/04/2016;01:00;4237;2226;46;6.38;20.3;13.34
14/04/2016;01:30;4189;2227;47;6.38;20.3;13.34
14/04/2016;02:00;4090;2157;47;6.38;20.3;13.34
14/04/2016;02:30;4285;2222;48;6.38;20.3;13.34
14/04/2016;03:00;3989;2392;47;6.38;20.3;13.34
14/04/2016;03:30;3873;2615;48;6.38;20.3;13.34
14/04/2016;04:00;3782;2514;48;6.38;20.3;13.34
14/04/2016;04:30;3790;2571;47;6.38;20.3;13.34
14/04/2016;05:00;3819;2618;47;6.38;20.3;13.34
14/04/2016;05:30;3857;2831;49;6.38;20.3;13.34
14/04/2016;06:00;3979;3491;52;6.38;20.3;13.34
14/04/2016;06:30;4103;4311;57;6.38;20.3;13.34
14/04/2016;07:00;4201;4443;58;6.38;20.3;13.34
14/04/2016;07:30;4289;5210;63;6.38;20.3;13.34
14/04/2016;08:00;4395;5290;66;6.38;20.3;13.34
14/04/2016;08:30;4525;5237;68;6.38;20.3;13.34
14/04/2016;09:00;4554;5264;71;6.38;20.3;13.34
14/04/2016;09:30;4659;5243;68;6.38;20.3;13.34
14/04/2016;10:00;4584;5145;67;6.38;20.3;13.34
14/04/2016;10:30;4619;5175;66;6.38;20.3;13.34
14/04/2016;11:00;4597;5232;66;6.38;20.3;13.34
14/04/2016;11:30;4637;5215;66;6.38;20.3;13.34
14/04/2016;12:00;4644;5195;65;6.38;20.3;13.34
14/04/2016;12:30;4642;5036;65;6.38;20.3;13.34
14/04/2016;13:00;4534;5001;64;6.38;20.3;13.34
14/04/2016;13:30;4641;4975;63;6.38;20.3;13.34
14/04/2016;14:00;4538;4964;64;6.38;20.3;13.34
14/04/2016;14:30;4602;5072;65;6.38;20.3;13.34
14/04/2016;15:00;4465;4956;66;6.38;20.3;13.34
14/04/2016;15:30;4390;4679;66;6.38;20.3;13.34
14/04/2016;16:00;4239;4538;67;6.38;20.3;13.34
14/04/2016;16:30;4190;3679;62;6.38;20.3;13.34
14/04/2016;17:00;4148;3694;62;6.38;20.3;13.34
14/04/2016;17:30;4043;3932;62;6.38;20.3;13.34
14/04/2016;18:00;4124;4011;62;6.38;20.3;13.34
14/04/2016;18:30;4175;4083;64;6.38;20.3;13.34
14/04/2016;19:00;4245;4123;63;6.38;20.3;13.34
14/04/2016;19:30;4383;4181;64;6.38;20.3;13.34
14/04/2016;20:00;4433;4308;65;6.38;20.3;13.34
14/04/2016;20:30;4522;4519;65;6.38;20.3;13.34
14/04/2016;21:00;4510;4630;66;6.38;20.3;13.34
14/04/2016;21:30;4318;4645;63;6.38;20.3;13.34
14/04/2016;22:00;4280;4588;64;6.38;20.3;13.34
14/04/2016;22:30;4283;4407;63;6.38;20.3;13.34
14/04/2016;23:00;4347;4477;61;6.38;20.3;13.34
14/04/2016;23:30;4950;3931;55;6.38;20.3;13.34
15/04/2016;00:00;4627;3673;54;8.07;20.37;14.22
15/04/2016;00:30;4411;2594;45;8.07;20.37;14.22
15/04/2016;01:00;4167;1889;40;8.07;20.37;14.22
15/04/2016;01:30;4006;1824;40;8.07;20.37;14.22
15/04/2016;02:00;3951;1817;40;8.07;20.37;14.22
15/04/2016;02:30;4168;1818;41;8.07;20.37;14.22
15/04/2016;03:00;4004;1784;41;8.07;20.37;14.22
15/04/2016;03:30;3811;1807;41;8.07;20.37;14.22
15/04/2016;04:00;3766;1777;41;8.07;20.37;14.22
15/04/2016;04:30;3717;1819;41;8.07;20.37;14.22
15/04/2016;05:00;3738;1826;41;8.07;20.37;14.22
15/04/2016;05:30;3786;1999;43;8.07;20.37;14.22
15/04/2016;06:00;3858;2151;45;8.07;20.37;14.22
15/04/2016;06:30;4026;2467;46;8.07;20.37;14.22
15/04/2016;07:00;4145;2583;46;8.07;20.37;14.22
15/04/2016;07:30;4181;2961;46;8.07;20.37;14.22
15/04/2016;08:00;4303;3285;49;8.07;20.37;14.22
15/04/2016;08:30;4381;3346;49;8.07;20.37;14.22
15/04/2016;09:00;4488;3409;49;8.07;20.37;14.22
15/04/2016;09:30;4614;3796;52;8.07;20.37;14.22
15/04/2016;10:00;4622;4025;53;8.07;20.37;14.22
15/04/2016;10:30;4616;3429;49;8.07;20.37;14.22
15/04/2016;11:00;4523;3408;48;8.07;20.37;14.22
15/04/2016;11:30;4588;3431;40;8.07;20.37;14.22
15/04/2016;12:00;4665;3718;42;8.07;20.37;14.22
15/04/2016;12:30;4671;3560;41;8.07;20.37;14.22
15/04/2016;13:00;4589;3489;40;8.07;20.37;14.22
15/04/2016;13:30;4670;2887;38;8.07;20.37;14.22
15/04/2016;14:00;4587;2819;38;8.07;20.37;14.22
15/04/2016;14:30;4523;2429;38;8.07;20.37;14.22
15/04/2016;15:00;4363;2340;38;8.07;20.37;14.22
15/04/2016;15:30;4273;2400;39;8.07;20.37;14.22
15/04/2016;16:00;4217;1835;35;8.07;20.37;14.22
15/04/2016;16:30;4179;1864;36;8.07;20.37;14.22
15/04/2016;17:00;4061;2142;38;8.07;20.37;14.22
15/04/2016;17:30;4084;2181;38;8.07;20.37;14.22
15/04/2016;18:00;4052;2198;37;8.07;20.37;14.22
15/04/2016;18:30;4164;2063;37;8.07;20.37;14.22
15/04/2016;19:00;4222;2026;36;8.07;20.37;14.22
15/04/2016;19:30;4266;1937;35;8.07;20.37;14.22
15/04/2016;20:00;4339;1883;34;8.07;20.37;14.22
15/04/2016;20:30;4363;1834;32;8.07;20.37;14.22
15/04/2016;21:00;4420;1850;32;8.07;20.37;14.22
15/04/2016;21:30;4258;1675;31;8.07;20.37;14.22
15/04/2016;22:00;4211;1383;30;8.07;20.37;14.22
15/04/2016;22:30;4249;1417;30;8.07;20.37;14.22
15/04/2016;23:00;4322;1314;29;8.07;20.37;14.22
15/04/2016;23:30;4962;1110;27;8.07;20.37;14.22
16/04/2016;00:00;4609;1024;24;10.95;21.25;16.1
16/04/2016;00:30;4330;719;22;10.95;21.25;16.1
16/04/2016;01:00;4093;715;23;10.95;21.25;16.1
16/04/2016;01:30;4081;592;23;10.95;21.25;16.1
16/04/2016;02:00;3995;566;23;10.95;21.25;16.1
16/04/2016;02:30;4077;639;24;10.95;21.25;16.1
16/04/2016;03:00;3832;588;24;10.95;21.25;16.1
16/04/2016;03:30;3754;581;24;10.95;21.25;16.1
16/04/2016;04:00;3634;595;25;10.95;21.25;16.1
16/04/2016;04:30;3605;590;25;10.95;21.25;16.1
16/04/2016;05:00;3541;632;25;10.95;21.25;16.1
16/04/2016;05:30;3577;588;25;10.95;21.25;16.1
16/04/2016;06:00;3609;602;25;10.95;21.25;16.1
16/04/2016;06:30;3658;596;25;10.95;21.25;16.1
16/04/2016;07:00;3642;586;24;10.95;21.25;16.1
16/04/2016;07:30;3655;586;24;10.95;21.25;16.1
16/04/2016;08:00;3748;635;24;10.95;21.25;16.1
16/04/2016;08:30;3891;552;23;10.95;21.25;16.1
16/04/2016;09:00;4016;573;22;10.95;21.25;16.1
16/04/2016;09:30;4111;570;22;10.95;21.25;16.1
16/04/2016;10:00;4156;570;22;10.95;21.25;16.1
16/04/2016;10:30;4202;615;22;10.95;21.25;16.1
16/04/2016;11:00;4197;584;22;10.95;21.25;16.1
16/04/2016;11:30;4220;577;22;10.95;21.25;16.1
16/04/2016;12:00;4278;578;22;10.95;21.25;16.1
16/04/2016;12:30;4360;599;22;10.95;21.25;16.1
16/04/2016;13:00;4277;588;22;10.95;21.25;16.1
16/04/2016;13:30;4340;596;23;10.95;21.25;16.1
16/04/2016;14:00;4201;574;23;10.95;21.25;16.1
16/04/2016;14:30;4233;627;24;10.95;21.25;16.1
16/04/2016;15:00;4089;568;24;10.95;21.25;16.1
16/04/2016;15:30;4001;587;24;10.95;21.25;16.1
16/04/2016;16:00;3921;581;24;10.95;21.25;16.1
16/04/2016;16:30;3811;571;25;10.95;21.25;16.1
16/04/2016;17:00;3747;618;25;10.95;21.25;16.1
16/04/2016;17:30;3739;594;24;10.95;21.25;16.1
16/04/2016;18:00;3804;609;24;10.95;21.25;16.1
16/04/2016;18:30;3871;644;22;10.95;21.25;16.1
16/04/2016;19:00;4011;642;22;10.95;21.25;16.1
16/04/2016;19:30;4089;616;22;10.95;21.25;16.1
16/04/2016;20:00;4140;598;22;10.95;21.25;16.1
16/04/2016;20:30;4180;619;22;10.95;21.25;16.1
16/04/2016;21:00;4232;618;22;10.95;21.25;16.1
16/04/2016;21:30;4072;628;21;10.95;21.25;16.1
16/04/2016;22:00;4002;603;22;10.95;21.25;16.1
16/04/2016;22:30;4039;597;22;10.95;21.25;16.1
16/04/2016;23:00;4152;632;21;10.95;21.25;16.1
16/04/2016;23:30;4775;638;22;10.95;21.25;16.1
17/04/2016;00:00;4471;615;22;12.83;20.27;16.55
17/04/2016;00:30;4199;603;22;12.83;20.27;16.55
17/04/2016;01:00;3933;591;23;12.83;20.27;16.55
17/04/2016;01:30;3895;597;24;12.83;20.27;16.55
17/04/2016;02:00;3779;598;24;12.83;20.27;16.55
17/04/2016;02:30;3900;596;24;12.83;20.27;16.55
17/04/2016;03:00;3640;625;25;12.83;20.27;16.55
17/04/2016;03:30;3505;549;25;12.83;20.27;16.55
17/04/2016;04:00;3401;585;25;12.83;20.27;16.55
17/04/2016;04:30;3337;576;25;12.83;20.27;16.55
17/04/2016;05:00;3286;583;25;12.83;20.27;16.55
17/04/2016;05:30;3305;584;25;12.83;20.27;16.55
17/04/2016;06:00;3315;611;25;12.83;20.27;16.55
17/04/2016;06:30;3330;570;25;12.83;20.27;16.55
17/04/2016;07:00;3286;621;25;12.83;20.27;16.55
17/04/2016;07:30;3261;566;25;12.83;20.27;16.55
17/04/2016;08:00;3351;564;24;12.83;20.27;16.55
17/04/2016;08:30;3507;568;24;12.83;20.27;16.55
17/04/2016;09:00;3635;566;23;12.83;20.27;16.55
17/04/2016;09:30;3791;586;23;12.83;20.27;16.55
17/04/2016;10:00;3877;567;23;12.83;20.27;16.55
17/04/2016;10:30;3937;576;23;12.83;20.27;16.55
17/04/2016;11:00;4011;587;23;12.83;20.27;16.55
17/04/2016;11:30;4056;636;23;12.83;20.27;16.55
17/04/2016;12:00;4160;612;23;12.83;20.27;16.55
17/04/2016;12:30;4254;579;23;12.83;20.27;16.55
17/04/2016;13:00;4145;573;22;12.83;20.27;16.55
17/04/2016;13:30;4175;573;22;12.83;20.27;16.55
17/04/2016;14:00;3997;576;23;12.83;20.27;16.55
17/04/2016;14:30;4020;567;24;12.83;20.27;16.55
17/04/2016;15:00;3865;598;25;12.83;20.27;16.55
17/04/2016;15:30;3782;570;24;12.83;20.27;16.55
17/04/2016;16:00;3683;631;25;12.83;20.27;16.55
17/04/2016;16:30;3586;573;25;12.83;20.27;16.55
17/04/2016;17:00;3560;593;25;12.83;20.27;16.55
17/04/2016;17:30;3546;604;24;12.83;20.27;16.55
17/04/2016;18:00;3596;616;24;12.83;20.27;16.55
17/04/2016;18:30;3701;631;24;12.83;20.27;16.55
17/04/2016;19:00;3908;625;23;12.83;20.27;16.55
17/04/2016;19:30;4030;611;22;12.83;20.27;16.55
17/04/2016;20:00;4115;623;22;12.83;20.27;16.55
17/04/2016;20:30;4146;623;22;12.83;20.27;16.55
17/04/2016;21:00;4225;639;22;12.83;20.27;16.55
17/04/2016;21:30;4096;636;22;12.83;20.27;16.55
17/04/2016;22:00;3966;637;22;12.83;20.27;16.55
17/04/2016;22:30;3982;654;22;12.83;20.27;16.55
17/04/2016;23:00;4097;626;21;12.83;20.27;16.55
17/04/2016;23:30;4675;630;22;12.83;20.27;16.55
18/04/2016;00:00;4363;626;22;8.07;18.83;13.45
18/04/2016;00:30;4103;585;22;8.07;18.83;13.45
18/04/2016;01:00;3890;594;23;8.07;18.83;13.45
18/04/2016;01:30;3886;566;23;8.07;18.83;13.45
18/04/2016;02:00;3790;578;23;8.07;18.83;13.45
18/04/2016;02:30;3931;581;23;8.07;18.83;13.45
18/04/2016;03:00;3690;618;24;8.07;18.83;13.45
18/04/2016;03:30;3575;585;23;8.07;18.83;13.45
18/04/2016;04:00;3494;617;24;8.07;18.83;13.45
18/04/2016;04:30;3443;705;26;8.07;18.83;13.45
18/04/2016;05:00;3455;852;29;8.07;18.83;13.45
18/04/2016;05:30;3533;1230;32;8.07;18.83;13.45
18/04/2016;06:00;3645;1717;36;8.07;18.83;13.45
18/04/2016;06:30;3881;2207;38;8.07;18.83;13.45
18/04/2016;07:00;4016;2686;41;8.07;18.83;13.45
18/04/2016;07:30;4068;3601;49;8.07;18.83;13.45
18/04/2016;08:00;4184;4138;52;8.07;18.83;13.45
18/04/2016;08:30;4249;4152;52;8.07;18.83;13.45
18/04/2016;09:00;4326;4153;52;8.07;18.83;13.45
18/04/2016;09:30;4371;4143;53;8.07;18.83;13.45
18/04/2016;10:00;4382;4058;53;8.07;18.83;13.45
18/04/2016;10:30;4394;3716;49;8.07;18.83;13.45
18/04/2016;11:00;4395;3699;49;8.07;18.83;13.45
18/04/2016;11:30;4433;3676;48;8.07;18.83;13.45
18/04/2016;12:00;4514;3668;48;8.07;18.83;13.45
18/04/2016;12:30;4554;3283;45;8.07;18.83;13.45
18/04/2016;13:00;4463;3138;44;8.07;18.83;13.45
18/04/2016;13:30;4565;2842;42;8.07;18.83;13.45
18/04/2016;14:00;4407;2826;42;8.07;18.83;13.45
18/04/2016;14:30;4480;2322;40;8.07;18.83;13.45
18/04/2016;15:00;4407;2418;40;8.07;18.83;13.45
18/04/2016;15:30;4303;2343;40;8.07;18.83;13.45
18/04/2016;16:00;4183;2340;40;8.07;18.83;13.45
18/04/2016;16:30;4121;2581;42;8.07;18.83;13.45
18/04/2016;17:00;4048;2863;45;8.07;18.83;13.45
18/04/2016;17:30;4070;2827;45;8.07;18.83;13.45
