Date;TMin (°C);TMax (°C);TMoy (°C)
30/12/2017;10.38;13.87;12.12
31/12/2017;7.82;12.65;10.24
01/01/2018;6.45;10.9;8.68
02/01/2018;6.32;14.35;10.34
03/01/2018;8.95;13.7;11.32
04/01/2018;9.75;13.4;11.58
05/01/2018;6.58;10.77;8.68
06/01/2018;1.62;9.15;5.39
07/01/2018;3.55;7.25;5.4
08/01/2018;5.05;6.88;5.96
09/01/2018;4.08;10.5;7.29
10/01/2018;4.15;11.4;7.78
11/01/2018;5.6;10.28;7.94
12/01/2018;-0.4;6.72;3.16
13/01/2018;4.5;6.57;5.54
14/01/2018;2.42;8.85;5.64
15/01/2018;4.0;11.88;7.94
16/01/2018;7.32;11.68;9.5
17/01/2018;4.03;11.15;7.59
18/01/2018;7.2;12.82;10.01
19/01/2018;3.58;11.25;7.41
20/01/2018;4.9;12.7;8.8
21/01/2018;9.95;12.7;11.32
22/01/2018;8.8;12.75;10.77
23/01/2018;7.07;13.4;10.24
24/01/2018;9.1;12.85;10.98
25/01/2018;5.55;10.82;8.19
26/01/2018;3.72;9.95;6.84
27/01/2018;2.12;10.92;6.52
28/01/2018;9.35;12.1;10.72
29/01/2018;9.25;11.8;10.52
30/01/2018;9.32;11.15;10.24
31/01/2018;6.65;11.05;8.85
01/02/2018;3.12;8.55;5.84
02/02/2018;1.8;8.93;5.36
03/02/2018;3.25;8.85;6.05
04/02/2018;3.0;6.78;4.89
05/02/2018;-0.52;5.1;2.29
06/02/2018;-0.55;5.03;2.24
07/02/2018;0.3;6.05;3.18
08/02/2018;-1.67;8.32;3.32
09/02/2018;3.28;7.8;5.54
10/02/2018;-0.12;10.92;5.4
11/02/2018;2.92;8.7;5.81
12/02/2018;-1.43;8.28;3.42
13/02/2018;2.55;8.8;5.68
14/02/2018;-0.35;11.85;5.75
15/02/2018;7.22;11.1;9.16
16/02/2018;-0.35;9.72;4.69
17/02/2018;2.1;11.5;6.8
18/02/2018;6.4;10.75;8.57
19/02/2018;8.78;10.9;9.84
20/02/2018;7.22;10.72;8.98
21/02/2018;4.18;8.6;6.39
22/02/2018;-0.77;7.18;3.2
23/02/2018;-2.45;5.65;1.6
24/02/2018;-2.8;5.93;1.56
25/02/2018;-1.17;6.75;2.79
26/02/2018;-2.3;2.38;0.04
27/02/2018;-5.28;1.58;-1.85
28/02/2018;-6.85;-0.32;-3.59
01/03/2018;-3.1;6.18;1.54
02/03/2018;2.65;7.85;5.25
03/03/2018;2.62;10.98;6.8
04/03/2018;5.38;11.85;8.61
05/03/2018;4.43;11.95;8.19
06/03/2018;1.72;9.15;5.44
07/03/2018;1.57;11.0;6.29
08/03/2018;6.1;11.0;8.55
09/03/2018;7.35;13.53;10.44
10/03/2018;10.3;15.25;12.77
11/03/2018;7.05;13.32;10.19
12/03/2018;8.48;11.4;9.94
13/03/2018;4.08;12.68;8.38
14/03/2018;6.95;12.95;9.95
15/03/2018;7.22;11.92;9.57
16/03/2018;5.0;11.73;8.36
17/03/2018;1.95;9.98;5.96
18/03/2018;-0.2;6.15;2.98
19/03/2018;-2.75;4.62;0.94
20/03/2018;0.75;8.32;4.54
21/03/2018;0.77;9.68;5.22
22/03/2018;1.32;8.75;5.04
23/03/2018;5.82;11.45;8.64
24/03/2018;4.55;11.25;7.9
25/03/2018;7.15;11.15;9.15
26/03/2018;3.25;11.85;7.55
27/03/2018;8.05;14.1;11.08
28/03/2018;7.75;11.9;9.82
29/03/2018;3.5;11.05;7.28
30/03/2018;4.28;10.5;7.39
31/03/2018;1.75;10.55;6.15
01/04/2018;1.18;10.3;5.74
02/04/2018;8.48;13.5;10.99
03/04/2018;9.72;13.52;11.62
04/04/2018;8.05;13.62;10.84
05/04/2018;3.53;13.58;8.55
06/04/2018;6.32;17.48;11.9
07/04/2018;9.32;13.5;11.41
08/04/2018;6.6;11.98;9.29
09/04/2018;8.72;13.42;11.08
10/04/2018;7.05;13.88;10.46
11/04/2018;5.08;15.7;10.39
12/04/2018;7.45;16.08;11.76
13/04/2018;6.7;16.48;11.59
14/04/2018;6.52;17.4;11.96
15/04/2018;9.45;15.25;12.35
16/04/2018;7.2;14.98;11.09
17/04/2018;9.35;18.4;13.88
18/04/2018;9.0;24.67;16.84
19/04/2018;7.78;22.58;15.18
20/04/2018;9.3;22.9;16.1
21/04/2018;11.4;25.55;18.48
22/04/2018;10.02;19.58;14.8
23/04/2018;7.57;15.92;11.75
24/04/2018;6.42;17.0;11.71
25/04/2018;8.8;15.82;12.31
26/04/2018;5.15;14.78;9.96
27/04/2018;7.12;13.65;10.39
28/04/2018;6.85;13.88;10.36
29/04/2018;6.52;11.45;8.99
30/04/2018;6.72;12.25;9.49
01/05/2018;2.25;14.0;8.12
02/05/2018;8.05;13.5;10.78
03/05/2018;3.98;15.32;9.65
04/05/2018;4.47;16.1;10.29
05/05/2018;6.78;19.82;13.3
06/05/2018;7.62;23.75;15.69
07/05/2018;11.25;25.52;18.39
08/05/2018;10.6;18.88;14.74
09/05/2018;6.48;16.3;11.39
10/05/2018;6.18;15.82;11.0
11/05/2018;5.33;16.25;10.79
12/05/2018;6.85;13.8;10.32
13/05/2018;4.55;14.22;9.39
14/05/2018;4.38;17.35;10.86
15/05/2018;8.45;18.92;13.69
16/05/2018;9.65;19.65;14.65
17/05/2018;10.02;18.48;14.25
18/05/2018;7.12;18.68;12.9
19/05/2018;5.62;19.5;12.56
20/05/2018;4.75;20.75;12.75
21/05/2018;8.32;22.25;15.29
22/05/2018;8.95;22.48;15.71
23/05/2018;9.12;21.75;15.44
24/05/2018;10.88;21.35;16.11
25/05/2018;11.65;20.48;16.06
26/05/2018;12.58;20.62;16.6
27/05/2018;14.72;22.85;18.79
28/05/2018;12.18;23.45;17.81
29/05/2018;14.75;22.3;18.52
30/05/2018;15.15;20.95;18.05
31/05/2018;14.35;19.6;16.97
01/06/2018;14.18;20.38;17.27
02/06/2018;10.85;22.33;16.59
03/06/2018;14.62;23.38;19.0
04/06/2018;14.75;19.2;16.98
05/06/2018;14.18;17.27;15.72
06/06/2018;12.82;16.2;14.51
07/06/2018;13.0;20.88;16.94
08/06/2018;11.52;23.3;17.41
09/06/2018;15.73;22.3;19.01
10/06/2018;14.58;20.5;17.54
11/06/2018;14.78;18.8;16.79
12/06/2018;13.45;20.75;17.1
13/06/2018;11.32;20.67;16.0
14/06/2018;12.3;19.52;15.91
15/06/2018;10.5;19.02;14.76
16/06/2018;10.42;18.7;14.56
17/06/2018;12.12;18.35;15.24
18/06/2018;14.23;21.5;17.86
19/06/2018;14.98;23.33;19.15
20/06/2018;13.42;25.75;19.59
21/06/2018;13.23;18.62;15.92
22/06/2018;7.78;20.25;14.01
23/06/2018;10.07;22.95;16.51
24/06/2018;10.45;24.17;17.31
25/06/2018;11.35;25.62;18.49
26/06/2018;14.28;27.72;21.0
27/06/2018;14.95;27.58;21.26
28/06/2018;15.68;25.92;20.8
29/06/2018;15.75;27.25;21.5
30/06/2018;17.52;27.17;22.35
01/07/2018;18.12;27.95;23.04
02/07/2018;17.12;23.25;20.19
03/07/2018;17.35;21.6;19.48
04/07/2018;16.45;23.5;19.98
05/07/2018;14.73;22.85;18.79
06/07/2018;14.88;24.08;19.48
07/07/2018;13.6;27.35;20.48
08/07/2018;15.72;28.62;22.18
09/07/2018;16.15;27.58;21.86
10/07/2018;14.38;26.22;20.3
11/07/2018;12.58;23.65;18.11
12/07/2018;12.3;24.3;18.3
13/07/2018;11.88;24.9;18.39
14/07/2018;12.82;25.68;19.25
15/07/2018;12.32;27.2;19.76
16/07/2018;12.72;25.4;19.06
17/07/2018;13.68;22.42;18.05
18/07/2018;12.12;24.02;18.08
19/07/2018;13.8;24.0;18.9
20/07/2018;12.12;22.72;17.42
21/07/2018;14.25;23.33;18.79
22/07/2018;13.2;24.88;19.04
23/07/2018;13.02;26.82;19.92
24/07/2018;15.72;26.08;20.9
25/07/2018;14.85;25.75;20.3
26/07/2018;14.0;27.3;20.65
27/07/2018;15.3;24.05;19.67
28/07/2018;13.18;21.55;17.36
29/07/2018;15.8;20.2;18.0
30/07/2018;17.25;22.88;20.06
31/07/2018;14.58;22.2;18.39
01/08/2018;11.48;22.82;17.15
02/08/2018;11.28;26.5;18.89
03/08/2018;14.3;29.25;21.78
04/08/2018;16.05;26.6;21.32
05/08/2018;15.15;29.7;22.42
06/08/2018;14.48;29.32;21.9
07/08/2018;15.35;22.8;19.08
08/08/2018;13.98;22.72;18.35
09/08/2018;13.47;20.75;17.11
10/08/2018;10.6;21.28;15.94
11/08/2018;13.58;23.42;18.5
12/08/2018;15.35;21.45;18.4
13/08/2018;15.5;22.82;19.16
14/08/2018;14.08;23.2;18.64
15/08/2018;16.02;22.72;19.38
16/08/2018;14.18;20.98;17.58
17/08/2018;9.82;20.82;15.32
18/08/2018;10.4;21.45;15.92
19/08/2018;12.12;23.75;17.94
20/08/2018;18.55;25.42;21.99
21/08/2018;16.82;23.78;20.3
22/08/2018;14.95;23.75;19.35
23/08/2018;15.68;22.02;18.85
24/08/2018;11.18;19.6;15.39
25/08/2018;11.42;19.78;15.6
26/08/2018;8.3;19.9;14.1
27/08/2018;14.85;20.98;17.91
28/08/2018;9.18;23.5;16.34
29/08/2018;12.65;20.45;16.55
30/08/2018;9.23;18.7;13.96
31/08/2018;9.3;21.38;15.34
01/09/2018;12.65;25.1;18.88
02/09/2018;11.38;25.65;18.51
03/09/2018;11.0;23.2;17.1
04/09/2018;11.12;22.05;16.59
05/09/2018;13.62;20.23;16.92
06/09/2018;12.88;21.52;17.2
07/09/2018;12.38;20.88;16.62
08/09/2018;10.1;23.65;16.88
09/09/2018;8.75;23.15;15.95
10/09/2018;12.9;22.85;17.88
11/09/2018;13.42;23.95;18.69
12/09/2018;12.7;21.2;16.95
13/09/2018;13.4;18.93;16.16
14/09/2018;6.62;19.5;13.06
15/09/2018;6.82;21.45;14.14
16/09/2018;8.48;23.5;15.99
17/09/2018;12.2;25.78;18.99
18/09/2018;16.58;22.98;19.77
19/09/2018;16.25;22.75;19.5
20/09/2018;16.77;22.08;19.42
21/09/2018;11.2;17.95;14.58
22/09/2018;10.4;19.05;14.73
23/09/2018;12.42;19.23;15.82
24/09/2018;6.72;17.3;12.01
25/09/2018;5.0;18.08;11.54
26/09/2018;5.08;21.68;13.38
27/09/2018;9.52;26.0;17.76
28/09/2018;10.92;21.7;16.31
29/09/2018;8.27;18.52;13.4
30/09/2018;4.6;17.6;11.1
01/10/2018;9.55;16.75;13.15
02/10/2018;6.2;17.18;11.69
03/10/2018;12.62;20.12;16.38
04/10/2018;9.5;22.42;15.96
05/10/2018;7.0;23.45;15.22
06/10/2018;10.73;15.62;13.18
07/10/2018;9.7;15.08;12.39
08/10/2018;4.4;18.0;11.2
09/10/2018;6.02;22.17;14.1
10/10/2018;12.5;22.2;17.35
11/10/2018;13.6;18.42;16.01
12/10/2018;12.98;22.1;17.54
13/10/2018;16.55;22.98;19.76
14/10/2018;12.48;14.92;13.7
15/10/2018;12.0;15.98;13.99
16/10/2018;10.32;17.53;13.92
17/10/2018;8.08;17.0;12.54
18/10/2018;11.03;19.15;15.09
19/10/2018;9.73;18.05;13.89
20/10/2018;8.9;17.65;13.27
21/10/2018;4.47;18.75;11.61
22/10/2018;9.62;14.4;12.01
23/10/2018;4.2;17.0;10.6
24/10/2018;8.0;19.75;13.88
25/10/2018;7.9;16.2;12.05
26/10/2018;6.8;14.27;10.54
27/10/2018;3.65;9.27;6.46
28/10/2018;2.78;10.62;6.7
29/10/2018;4.2;10.32;7.26
30/10/2018;1.0;12.6;6.8
31/10/2018;4.2;14.62;9.41
01/11/2018;5.68;12.52;9.1
02/11/2018;2.6;14.25;8.42
03/11/2018;2.9;13.62;8.26
04/11/2018;8.05;12.92;10.49
05/11/2018;7.38;14.12;10.75
06/11/2018;8.48;15.18;11.82
07/11/2018;8.9;14.42;11.66
08/11/2018;6.58;14.05;10.31
09/11/2018;9.2;14.18;11.69
10/11/2018;9.75;14.82;12.29
11/11/2018;9.57;14.42;12.0
12/11/2018;9.57;15.05;12.31
13/11/2018;8.62;15.32;11.98
14/11/2018;7.48;13.4;10.44
15/11/2018;10.28;14.88;12.58
16/11/2018;10.25;14.15;12.2
17/11/2018;4.93;10.1;7.51
18/11/2018;2.12;9.78;5.95
19/11/2018;2.05;8.02;5.04
20/11/2018;-0.88;6.58;2.85
21/11/2018;-0.05;9.15;4.55
22/11/2018;1.02;8.25;4.64
23/11/2018;3.98;9.85;6.91
24/11/2018;3.38;11.82;7.6
25/11/2018;2.9;10.38;6.64
26/11/2018;3.52;11.05;7.29
27/11/2018;3.7;13.02;8.36
28/11/2018;11.38;13.62;12.5
29/11/2018;10.32;14.42;12.38
30/11/2018;7.85;13.05;10.45
01/12/2018;8.28;14.12;11.2
02/12/2018;13.45;14.45;13.95
03/12/2018;11.9;14.48;13.19
04/12/2018;7.65;13.32;10.49
05/12/2018;11.55;13.72;12.64
06/12/2018;11.48;13.52;12.5
07/12/2018;6.88;12.92;9.9
08/12/2018;7.28;13.12;10.2
09/12/2018;9.28;12.3;10.79
10/12/2018;4.42;12.12;8.28
11/12/2018;3.15;9.42;6.29
12/12/2018;4.7;7.02;5.86
13/12/2018;2.45;4.28;3.36
14/12/2018;-0.5;5.8;2.65
15/12/2018;2.6;13.4;8.0
16/12/2018;5.65;10.1;7.88
17/12/2018;4.72;11.95;8.34
18/12/2018;8.45;10.9;9.68
19/12/2018;6.6;10.4;8.5
20/12/2018;6.65;13.48;10.06
21/12/2018;10.85;13.7;12.27
22/12/2018;10.48;13.23;11.85
23/12/2018;10.48;13.35;11.91
24/12/2018;10.38;13.1;11.74
25/12/2018;7.02;9.95;8.49
26/12/2018;1.35;9.02;5.19
27/12/2018;1.35;8.52;4.94
28/12/2018;1.72;9.5;5.61
29/12/2018;4.42;10.22;7.32
30/12/2018;8.6;10.3;9.45
31/12/2018;8.25;9.95;9.1
01/01/2019;7.68;9.18;8.43
02/01/2019;5.45;8.57;7.01
03/01/2019;0.3;7.1;3.7
04/01/2019;-0.82;6.5;2.84
05/01/2019;-0.6;5.2;2.3
06/01/2019;3.68;6.82;5.25
07/01/2019;5.88;9.48;7.68
08/01/2019;6.52;11.42;8.98
09/01/2019;3.92;8.85;6.39
10/01/2019;-0.32;7.87;3.78
11/01/2019;2.6;9.88;6.24
12/01/2019;6.07;10.2;8.14
13/01/2019;7.93;10.88;9.4
14/01/2019;8.02;9.77;8.9
15/01/2019;6.4;8.43;7.41
16/01/2019;5.12;10.07;7.6
17/01/2019;2.4;9.48;5.94
18/01/2019;-0.02;7.98;3.98
19/01/2019;3.22;10.98;7.1
20/01/2019;2.5;8.6;5.55
21/01/2019;-1.05;7.82;3.39
22/01/2019;2.52;8.43;5.48
23/01/2019;3.65;8.02;5.84
24/01/2019;2.45;9.35;5.9
25/01/2019;7.65;11.9;9.78
26/01/2019;8.07;10.55;9.31
27/01/2019;4.95;8.18;6.56
28/01/2019;3.9;9.25;6.58
29/01/2019;2.12;6.75;4.44
30/01/2019;1.75;7.6;4.68
31/01/2019;-0.82;7.72;3.45
01/02/2019;3.0;7.65;5.32
02/02/2019;2.68;7.12;4.9
03/02/2019;-0.6;9.35;4.38
04/02/2019;5.25;9.33;7.29
05/02/2019;4.7;11.05;7.88
06/02/2019;8.3;12.18;10.24
07/02/2019;5.48;11.1;8.29
08/02/2019;8.4;11.48;9.94
09/02/2019;7.57;11.48;9.52
10/02/2019;5.4;9.82;7.61
11/02/2019;4.35;11.68;8.01
12/02/2019;1.72;12.58;7.15
13/02/2019;2.28;11.68;6.98
14/02/2019;0.78;13.15;6.96
15/02/2019;3.85;15.15;9.5
16/02/2019;4.15;12.4;8.28
17/02/2019;5.38;13.98;9.68
18/02/2019;5.62;10.42;8.02
19/02/2019;1.52;10.78;6.15
20/02/2019;3.42;12.85;8.14
21/02/2019;6.18;12.95;9.56
22/02/2019;3.62;16.6;10.11
23/02/2019;6.35;17.95;12.15
24/02/2019;2.78;18.17;10.48
25/02/2019;1.6;17.7;9.65
26/02/2019;2.12;18.05;10.09
27/02/2019;4.3;20.12;12.21
28/02/2019;8.62;13.9;11.26
01/03/2019;6.72;13.55;10.14
02/03/2019;7.52;13.98;10.75
03/03/2019;11.1;13.12;12.11
04/03/2019;5.95;11.08;8.51
05/03/2019;5.52;13.25;9.39
06/03/2019;9.4;13.32;11.36
07/03/2019;5.92;12.02;8.98
08/03/2019;3.5;11.85;7.68
09/03/2019;8.93;14.73;11.82
10/03/2019;8.62;12.58;10.6
11/03/2019;4.75;12.72;8.74
12/03/2019;5.55;11.52;8.54
13/03/2019;4.53;11.77;8.15
14/03/2019;7.2;11.77;9.49
15/03/2019;10.68;12.7;11.69
16/03/2019;9.93;12.38;11.15
17/03/2019;4.0;10.25;7.12
18/03/2019;4.35;10.48;7.41
19/03/2019;5.0;11.97;8.49
20/03/2019;4.97;13.05;9.01
21/03/2019;8.62;13.45;11.04
22/03/2019;3.45;16.75;10.1
23/03/2019;3.82;15.9;9.86
24/03/2019;5.08;12.92;9.0
25/03/2019;3.0;12.3;7.65
26/03/2019;0.9;13.5;7.2
27/03/2019;1.83;14.68;8.25
28/03/2019;2.68;14.2;8.44
29/03/2019;2.52;15.82;9.18
30/03/2019;3.35;16.68;10.01
31/03/2019;4.75;18.45;11.6
01/04/2019;6.98;17.08;12.02
02/04/2019;5.38;11.58;8.48
03/04/2019;1.38;9.0;5.19
04/04/2019;0.95;10.45;5.7
05/04/2019;5.7;9.7;7.7
06/04/2019;2.72;12.08;7.4
07/04/2019;6.82;13.5;10.16
08/04/2019;5.03;14.52;9.78
09/04/2019;2.98;15.45;9.21
10/04/2019;5.65;11.05;8.35
11/04/2019;3.85;13.12;8.49
12/04/2019;0.4;13.53;6.96
13/04/2019;3.2;13.1;8.15
14/04/2019;3.72;10.4;7.06
15/04/2019;5.7;13.7;9.7
16/04/2019;7.5;16.28;11.89
17/04/2019;6.85;20.45;13.65
18/04/2019;9.95;20.25;15.1
19/04/2019;8.45;22.78;15.61
20/04/2019;8.02;22.15;15.09
21/04/2019;7.52;22.72;15.12
22/04/2019;9.85;21.3;15.58
23/04/2019;11.15;18.7;14.92
24/04/2019;9.55;14.85;12.2
25/04/2019;8.12;14.32;11.22
26/04/2019;5.78;14.28;10.02
27/04/2019;7.1;13.92;10.51
28/04/2019;7.08;12.82;9.95
29/04/2019;8.6;16.23;12.41
30/04/2019;5.02;18.0;11.51
01/05/2019;8.05;16.77;12.41
02/05/2019;6.2;13.88;10.04
03/05/2019;6.98;14.48;10.73
04/05/2019;6.45;12.05;9.25
05/05/2019;1.03;13.27;7.15
06/05/2019;0.72;14.78;7.75
07/05/2019;6.05;15.52;10.79
08/05/2019;10.2;15.92;13.06
09/05/2019;9.72;15.25;12.49
10/05/2019;5.6;13.52;9.56
11/05/2019;7.68;16.2;11.94
12/05/2019;3.95;18.08;11.01
13/05/2019;6.65;17.88;12.26
14/05/2019;7.08;19.85;13.46
15/05/2019;7.22;20.2;13.71
16/05/2019;8.35;17.97;13.16
17/05/2019;9.57;16.5;13.04
18/05/2019;7.45;16.52;11.99
19/05/2019;8.4;17.95;13.18
20/05/2019;8.98;18.12;13.55
21/05/2019;7.67;19.23;13.45
22/05/2019;7.22;21.75;14.49
23/05/2019;8.4;20.85;14.62
24/05/2019;8.12;19.02;13.58
25/05/2019;11.5;19.38;15.44
26/05/2019;12.12;17.12;14.62
27/05/2019;11.15;18.33;14.74
28/05/2019;9.68;17.05;13.36
29/05/2019;7.62;16.45;12.04
30/05/2019;13.32;18.5;15.91
31/05/2019;9.75;22.52;16.14
01/06/2019;10.48;27.38;18.92
02/06/2019;13.52;22.02;17.77
03/06/2019;10.52;19.45;14.99
04/06/2019;10.12;18.7;14.41
05/06/2019;8.52;16.82;12.68
06/06/2019;6.2;17.53;11.86
07/06/2019;11.0;15.05;13.02
08/06/2019;10.27;18.2;14.24
09/06/2019;9.32;17.4;13.36
10/06/2019;7.88;16.2;12.04
11/06/2019;7.95;14.85;11.4
12/06/2019;10.28;15.6;12.94
13/06/2019;8.52;17.35;12.94
14/06/2019;10.42;18.67;14.55
15/06/2019;11.3;17.68;14.49
16/06/2019;13.45;18.85;16.15
17/06/2019;10.2;22.15;16.18
18/06/2019;13.5;23.62;18.56
19/06/2019;14.05;19.12;16.59
20/06/2019;8.55;18.95;13.75
21/06/2019;8.35;19.4;13.88
22/06/2019;9.6;23.38;16.49
23/06/2019;15.75;25.05;20.4
24/06/2019;14.8;18.98;16.89
25/06/2019;14.18;21.92;18.05
26/06/2019;15.38;26.95;21.16
27/06/2019;18.1;31.25;24.68
28/06/2019;18.23;29.45;23.84
29/06/2019;15.2;26.8;21.0
30/06/2019;13.88;22.3;18.09
01/07/2019;12.55;20.2;16.38
02/07/2019;9.62;23.0;16.31
03/07/2019;12.47;23.82;18.15
04/07/2019;13.0;25.98;19.49
05/07/2019;13.6;28.67;21.14
06/07/2019;14.3;27.02;20.66
07/07/2019;12.95;24.28;18.61
08/07/2019;14.42;25.25;19.84
09/07/2019;13.12;25.15;19.14
10/07/2019;12.38;26.68;19.52
11/07/2019;15.9;24.55;20.23
12/07/2019;16.4;24.55;20.48
13/07/2019;12.8;24.08;18.44
14/07/2019;12.28;24.78;18.53
15/07/2019;13.32;23.88;18.6
16/07/2019;11.28;25.15;18.21
17/07/2019;10.98;24.45;17.71
18/07/2019;14.32;22.62;18.48
19/07/2019;13.55;22.4;17.98
20/07/2019;17.5;23.55;20.52
21/07/2019;13.05;24.72;18.89
22/07/2019;13.8;27.13;20.46
23/07/2019;15.35;35.28;25.31
24/07/2019;16.1;30.33;23.21
25/07/2019;17.12;28.92;23.02
26/07/2019;17.82;23.05;20.44
27/07/2019;13.25;22.8;18.02
28/07/2019;10.78;22.7;16.74
29/07/2019;13.0;23.68;18.34
30/07/2019;15.6;20.88;18.24
31/07/2019;12.68;21.83;17.25
01/08/2019;12.42;21.42;16.92
02/08/2019;10.35;24.35;17.35
03/08/2019;13.58;27.02;20.3
04/08/2019;12.82;22.85;17.84
05/08/2019;15.52;22.58;19.05
06/08/2019;14.5;22.65;18.58
07/08/2019;14.3;23.9;19.1
08/08/2019;16.33;23.4;19.86
09/08/2019;17.73;22.75;20.24
10/08/2019;16.65;21.8;19.23
11/08/2019;14.5;21.2;17.85
12/08/2019;12.28;19.9;16.09
13/08/2019;10.25;19.88;15.06
14/08/2019;14.08;19.73;16.9
15/08/2019;13.73;21.0;17.36
16/08/2019;12.77;20.82;16.8
17/08/2019;15.95;19.67;17.81
18/08/2019;13.65;20.9;17.27
19/08/2019;11.9;20.9;16.4
20/08/2019;9.45;20.62;15.04
21/08/2019;9.55;23.45;16.5
22/08/2019;9.9;24.15;17.02
23/08/2019;11.48;27.6;19.54
24/08/2019;14.0;29.82;21.91
25/08/2019;14.62;24.78;19.7
26/08/2019;14.55;25.0;19.77
27/08/2019;15.9;24.65;20.27
28/08/2019;15.3;21.85;18.57
29/08/2019;10.5;22.17;16.34
30/08/2019;10.18;24.67;17.42
31/08/2019;10.65;21.48;16.06
01/09/2019;10.6;20.23;15.41
02/09/2019;7.32;20.27;13.8
03/09/2019;9.35;21.75;15.55
04/09/2019;10.42;20.25;15.34
05/09/2019;10.58;18.02;14.3
06/09/2019;6.88;19.58;13.23
07/09/2019;10.73;20.15;15.44
08/09/2019;7.93;19.05;13.49
09/09/2019;8.6;17.1;12.85
10/09/2019;10.95;20.0;15.48
11/09/2019;9.2;19.85;14.52
12/09/2019;15.85;22.08;18.96
13/09/2019;14.18;21.62;17.9
14/09/2019;15.3;24.55;19.92
15/09/2019;12.52;24.15;18.34
16/09/2019;10.85;23.12;16.99
17/09/2019;15.02;21.45;18.24
18/09/2019;11.35;20.42;15.89
19/09/2019;10.75;21.2;15.98
20/09/2019;9.0;24.85;16.92
21/09/2019;16.32;23.92;20.12
22/09/2019;14.52;19.95;17.24
23/09/2019;12.6;17.73;15.16
24/09/2019;15.48;19.95;17.71
25/09/2019;14.18;17.5;15.84
26/09/2019;15.4;18.12;16.76
27/09/2019;13.95;18.67;16.31
28/09/2019;12.95;19.3;16.12
29/09/2019;14.65;18.92;16.79
30/09/2019;11.32;18.3;14.81
01/10/2019;15.15;18.55;16.85
02/10/2019;12.08;16.27;14.18
03/10/2019;6.75;18.35;12.55
04/10/2019;12.25;17.9;15.08
05/10/2019;12.3;18.77;15.54
06/10/2019;11.85;18.03;14.94
07/10/2019;9.52;16.85;13.19
08/10/2019;13.3;18.27;15.79
09/10/2019;10.22;16.68;13.45
10/10/2019;9.82;18.05;13.94
11/10/2019;14.25;18.52;16.39
12/10/2019;13.77;18.52;16.15
13/10/2019;13.3;17.55;15.42
14/10/2019;12.0;16.23;14.11
15/10/2019;10.15;16.3;13.23
16/10/2019;11.8;15.9;13.85
17/10/2019;8.93;16.35;12.64
18/10/2019;9.45;15.8;12.62
19/10/2019;9.5;15.75;12.62
20/10/2019;6.48;14.8;10.64
21/10/2019;6.65;15.75;11.2
22/10/2019;4.05;16.4;10.22
23/10/2019;7.15;14.52;10.84
24/10/2019;9.75;15.85;12.8
25/10/2019;10.78;17.35;14.06
26/10/2019;13.18;19.25;16.21
27/10/2019;8.8;11.27;10.04
28/10/2019;7.55;9.28;8.41
29/10/2019;8.25;11.55;9.9
30/10/2019;9.78;14.52;12.15
31/10/2019;12.55;16.15;14.35
01/11/2019;13.32;17.3;15.31
02/11/2019;9.78;14.0;11.89
03/11/2019;9.15;13.92;11.54
04/11/2019;9.25;12.6;10.92
05/11/2019;7.7;12.88;10.29
06/11/2019;7.78;12.6;10.19
07/11/2019;5.42;10.68;8.05
08/11/2019;4.68;11.38;8.02
09/11/2019;2.88;10.25;6.56
10/11/2019;5.75;11.35;8.55
11/11/2019;5.65;11.05;8.35
12/11/2019;4.9;10.95;7.93
13/11/2019;2.78;10.2;6.49
14/11/2019;1.78;9.72;5.75
15/11/2019;0.95;9.18;5.06
16/11/2019;5.62;9.5;7.56
17/11/2019;2.75;8.75;5.75
18/11/2019;3.47;10.98;7.22
19/11/2019;1.2;10.7;5.95
20/11/2019;3.1;7.95;5.52
21/11/2019;4.85;10.4;7.62
22/11/2019;5.58;10.58;8.07
23/11/2019;7.75;11.22;9.49
24/11/2019;5.1;12.15;8.62
25/11/2019;9.93;13.73;11.82
26/11/2019;10.0;14.5;12.25
27/11/2019;9.38;13.15;11.26
28/11/2019;9.22;12.5;10.86
29/11/2019;5.9;13.28;9.59
30/11/2019;5.28;10.0;7.64
01/12/2019;5.5;8.22;6.86
02/12/2019;3.2;9.25;6.22
03/12/2019;-0.48;8.62;4.08
04/12/2019;-1.22;4.22;1.5
05/12/2019;0.12;9.43;4.78
06/12/2019;5.52;12.18;8.85
07/12/2019;7.93;12.73;10.32
08/12/2019;7.98;12.65;10.31
09/12/2019;6.57;11.62;9.1
10/12/2019;2.22;12.02;7.12
11/12/2019;3.62;9.32;6.48
12/12/2019;3.78;11.98;7.88
13/12/2019;6.88;13.08;9.98
14/12/2019;7.68;11.82;9.75
15/12/2019;6.38;11.0;8.69
16/12/2019;7.07;8.93;8.0
17/12/2019;5.45;9.62;7.54
18/12/2019;4.47;12.68;8.58
19/12/2019;10.1;13.52;11.81
20/12/2019;6.93;11.18;9.05
21/12/2019;6.88;11.4;9.14
22/12/2019;7.55;10.82;9.19
23/12/2019;7.0;13.1;10.05
24/12/2019;9.02;12.77;10.9
25/12/2019;4.45;11.32;7.89
26/12/2019;7.25;12.9;10.07
27/12/2019;9.65;12.53;11.09
28/12/2019;6.3;10.05;8.18
29/12/2019;1.58;9.15;5.36
30/12/2019;0.05;9.15;4.6
31/12/2019;1.85;8.7;5.28
01/01/2020;7.22;10.65;8.94
