Date;TMin (°C);TMax (°C);TMoy (°C)
08/03/2021;-3.81;8.95;2.57
09/03/2021;-2.24;9.14;3.45
10/03/2021;-0.96;11.79;5.41
11/03/2021;6.78;14.23;10.5
12/03/2021;4.6;11.55;8.08
13/03/2021;4.12;10.58;7.35
14/03/2021;1.61;8.95;5.28
15/03/2021;3.3;9.62;6.46
16/03/2021;2.1;7.62;4.86
17/03/2021;3.39;7.22;5.31
18/03/2021;0.35;7.42;3.89
19/03/2021;1.08;6.54;3.81
20/03/2021;-2.59;7.51;2.46
21/03/2021;-0.89;8.61;3.86
22/03/2021;0.19;6.99;3.59
23/03/2021;-0.09;12.5;6.21
24/03/2021;-1.21;17.58;8.18
25/03/2021;2.24;14.76;8.5
26/03/2021;2.11;16.23;9.17
27/03/2021;4.64;11.64;8.14
28/03/2021;0.59;16.66;8.62
29/03/2021;2.49;21.95;12.22
30/03/2021;2.8;23.72;13.26
31/03/2021;4.38;25.5;14.94
01/04/2021;6.71;24.33;15.52
02/04/2021;6.49;14.15;10.32
03/04/2021;1.99;11.64;6.81
04/04/2021;-0.01;13.69;6.84
05/04/2021;-0.04;10.55;5.26
06/04/2021;-3.55;6.78;1.61
07/04/2021;-2.45;7.75;2.65
08/04/2021;0.4;11.8;6.1
09/04/2021;-0.11;17.71;8.8
10/04/2021;7.65;15.49;11.57
11/04/2021;4.96;11.31;8.14
12/04/2021;-0.71;9.69;4.49
13/04/2021;0.29;9.8;5.04
14/04/2021;-2.3;10.04;3.87
15/04/2021;-2.14;10.06;3.96
16/04/2021;-1.0;9.01;4.01
17/04/2021;0.16;13.14;6.65
18/04/2021;3.79;12.75;8.27
19/04/2021;3.08;14.68;8.88
20/04/2021;1.17;17.18;9.17
21/04/2021;2.91;18.69;10.8
22/04/2021;4.45;16.89;10.67
23/04/2021;1.59;18.42;10.01
24/04/2021;1.7;20.3;11.0
25/04/2021;3.5;17.92;10.71
26/04/2021;2.31;18.44;10.38
27/04/2021;1.38;19.1;10.24
28/04/2021;1.75;19.24;10.49
29/04/2021;7.22;14.46;10.84
01/05/2021;2.84;12.18;7.51
02/05/2021;4.15;13.23;8.69
03/05/2021;-0.44;16.31;7.94
04/05/2021;6.34;14.06;10.2
05/05/2021;4.32;12.68;8.5
06/05/2021;4.81;11.94;8.38
07/05/2021;4.8;14.44;9.62
08/05/2021;2.85;20.84;11.84
09/05/2021;9.12;26.56;17.84
10/05/2021;12.52;17.12;14.82
11/05/2021;9.81;15.7;12.76
12/05/2021;6.58;17.3;11.94
13/05/2021;6.18;15.61;10.89
14/05/2021;5.36;16.35;10.86
15/05/2021;7.28;14.86;11.07
16/05/2021;8.2;16.66;12.43
17/05/2021;8.48;15.78;12.12
18/05/2021;8.49;15.61;12.05
19/05/2021;4.72;15.36;10.04
20/05/2021;6.75;16.97;11.86
21/05/2021;10.01;16.52;13.27
22/05/2021;7.96;17.42;12.69
23/05/2021;7.2;17.36;12.28
24/05/2021;6.77;17.02;11.9
25/05/2021;7.19;15.73;11.46
26/05/2021;8.84;14.21;11.52
27/05/2021;6.68;18.3;12.49
28/05/2021;5.09;20.39;12.74
29/05/2021;8.32;21.81;15.07
30/05/2021;7.44;21.89;14.66
31/05/2021;7.19;23.06;15.12
01/06/2021;7.21;26.02;16.62
02/06/2021;10.76;26.56;18.66
03/06/2021;15.31;26.39;20.85
04/06/2021;14.26;26.68;20.47
05/06/2021;14.69;17.6;16.14
06/06/2021;13.1;19.08;16.09
07/06/2021;12.09;21.68;16.88
08/06/2021;13.01;23.88;18.44
09/06/2021;13.65;25.71;19.68
10/06/2021;12.71;27.08;19.89
11/06/2021;14.24;27.56;20.9
12/06/2021;13.84;25.39;19.61
13/06/2021;12.45;25.59;19.02
14/06/2021;10.05;28.78;19.41
15/06/2021;12.65;29.64;21.14
16/06/2021;14.3;31.96;23.13
17/06/2021;17.75;31.6;24.67
18/06/2021;18.64;31.05;24.84
19/06/2021;16.09;31.12;23.61
20/06/2021;17.6;25.98;21.79
21/06/2021;15.96;26.01;20.99
22/06/2021;14.3;21.45;17.88
23/06/2021;13.8;22.72;18.26
24/06/2021;13.44;19.11;16.28
25/06/2021;11.94;22.54;17.24
26/06/2021;12.35;24.74;18.54
27/06/2021;14.7;23.94;19.32
28/06/2021;16.12;25.37;20.75
29/06/2021;13.58;20.87;17.22
30/06/2021;12.92;16.97;14.95
01/07/2021;12.77;20.94;16.86
02/07/2021;10.11;25.22;17.67
03/07/2021;12.85;25.42;19.14
04/07/2021;15.36;23.54;19.45
05/07/2021;14.89;24.49;19.69
06/07/2021;15.06;21.01;18.04
07/07/2021;12.09;24.04;18.06
08/07/2021;13.81;22.4;18.11
09/07/2021;12.45;23.7;18.08
10/07/2021;11.9;25.18;18.54
11/07/2021;13.09;24.21;18.65
12/07/2021;12.54;22.36;17.45
13/07/2021;14.31;18.0;16.16
14/07/2021;13.58;17.6;15.59
15/07/2021;14.8;19.18;16.99
16/07/2021;15.6;21.28;18.44
17/07/2021;14.5;24.28;19.39
18/07/2021;14.8;27.66;21.23
19/07/2021;14.79;28.0;21.39
20/07/2021;12.71;26.16;19.44
21/07/2021;12.28;27.06;19.67
22/07/2021;12.96;27.46;20.21
23/07/2021;13.05;28.56;20.81
24/07/2021;17.12;25.49;21.31
25/07/2021;14.86;25.06;19.96
26/07/2021;15.14;24.48;19.81
27/07/2021;14.84;23.16;19.0
28/07/2021;14.74;23.51;19.12
29/07/2021;13.88;23.84;18.86
30/07/2021;11.31;25.71;18.51
31/07/2021;12.4;22.89;17.64
01/08/2021;12.16;21.99;17.08
02/08/2021;12.72;22.38;17.55
03/08/2021;13.38;20.22;16.8
04/08/2021;12.09;20.2;16.14
05/08/2021;13.84;22.61;18.23
06/08/2021;15.38;22.06;18.72
07/08/2021;14.26;20.3;17.28
08/08/2021;12.58;21.36;16.97
09/08/2021;12.02;23.21;17.62
10/08/2021;12.56;25.74;19.15
11/08/2021;13.34;27.98;20.66
12/08/2021;13.55;30.7;22.12
13/08/2021;17.4;29.31;23.36
14/08/2021;15.76;30.38;23.07
15/08/2021;15.34;30.19;22.76
16/08/2021;15.22;21.19;18.21
17/08/2021;9.68;20.19;14.93
18/08/2021;14.39;19.79;17.09
19/08/2021;15.56;21.82;18.69
20/08/2021;12.54;24.49;18.51
21/08/2021;11.3;28.25;19.78
22/08/2021;16.41;21.65;19.03
23/08/2021;13.84;21.61;17.72
24/08/2021;13.25;22.14;17.69
25/08/2021;10.54;23.31;16.92
26/08/2021;10.76;20.67;15.72
27/08/2021;11.25;20.04;15.64
28/08/2021;10.49;19.85;15.17
29/08/2021;11.44;18.12;14.78
30/08/2021;13.66;20.99;17.33
31/08/2021;12.15;21.8;16.97
01/09/2021;10.1;22.89;16.49
02/09/2021;8.88;24.72;16.8
03/09/2021;9.3;27.24;18.27
04/09/2021;12.55;27.34;19.94
05/09/2021;12.19;27.54;19.86
06/09/2021;11.59;27.89;19.74
07/09/2021;11.0;27.42;19.21
08/09/2021;11.31;28.59;19.95
09/09/2021;15.98;25.15;20.56
10/09/2021;16.25;22.7;19.47
11/09/2021;15.01;22.94;18.98
12/09/2021;11.05;23.86;17.46
13/09/2021;10.39;25.72;18.06
14/09/2021;12.7;24.48;18.59
15/09/2021;17.82;22.0;19.91
16/09/2021;14.6;21.01;17.81
17/09/2021;9.38;22.2;15.79
18/09/2021;8.45;23.24;15.84
19/09/2021;10.41;16.76;13.59
20/09/2021;12.26;19.97;16.12
21/09/2021;9.48;19.01;14.24
22/09/2021;5.96;20.21;13.09
23/09/2021;5.49;22.71;14.1
24/09/2021;7.4;22.99;15.19
25/09/2021;8.32;25.01;16.67
26/09/2021;13.28;22.28;17.78
27/09/2021;12.58;21.81;17.19
28/09/2021;8.9;18.21;13.56
29/09/2021;9.1;17.56;13.33
30/09/2021;3.0;17.15;10.07
01/10/2021;4.1;19.32;11.71
02/10/2021;11.18;20.76;15.97
03/10/2021;12.34;20.36;16.35
04/10/2021;10.24;16.41;13.32
05/10/2021;9.34;16.26;12.8
06/10/2021;8.7;15.25;11.98
07/10/2021;8.24;16.35;12.29
08/10/2021;5.82;18.3;12.06
09/10/2021;5.71;17.65;11.68
10/10/2021;2.21;16.58;9.39
11/10/2021;2.71;14.76;8.74
12/10/2021;4.84;13.94;9.39
13/10/2021;3.41;13.04;8.22
14/10/2021;1.39;15.76;8.57
15/10/2021;1.81;16.06;8.94
16/10/2021;3.18;14.16;8.67
17/10/2021;2.47;13.82;8.15
18/10/2021;2.26;16.76;9.51
19/10/2021;9.21;21.55;15.38
20/10/2021;10.62;19.7;15.16
21/10/2021;9.28;15.62;12.45
22/10/2021;1.62;12.32;6.98
23/10/2021;4.36;14.15;9.26
24/10/2021;-0.74;15.5;7.38
25/10/2021;1.72;15.92;8.82
26/10/2021;8.06;15.25;11.66
27/10/2021;4.2;16.24;10.22
28/10/2021;2.71;16.85;9.78
29/10/2021;5.62;17.98;11.8
30/10/2021;8.66;13.55;11.11
31/10/2021;9.81;18.88;14.34
01/11/2021;7.89;13.89;10.89
02/11/2021;4.72;11.41;8.07
03/11/2021;4.42;9.57;7.0
04/11/2021;3.81;8.79;6.3
05/11/2021;5.82;10.74;8.28
06/11/2021;0.71;10.18;5.44
07/11/2021;1.36;10.26;5.81
08/11/2021;0.99;10.41;5.7
09/11/2021;0.05;9.34;4.69
10/11/2021;-1.96;8.88;3.46
11/11/2021;-1.16;5.98;2.41
12/11/2021;-0.1;8.2;4.05
13/11/2021;1.78;10.82;6.3
14/11/2021;8.19;11.26;9.73
15/11/2021;6.09;8.21;7.15
16/11/2021;5.4;6.6;6.0
17/11/2021;4.66;7.99;6.32
18/11/2021;4.54;9.26;6.9
19/11/2021;1.98;8.19;5.08
20/11/2021;3.82;7.11;5.47
21/11/2021;2.21;5.74;3.97
22/11/2021;3.21;7.49;5.35
23/11/2021;-0.62;7.29;3.33
24/11/2021;-2.54;5.79;1.63
25/11/2021;-3.89;2.9;-0.49
26/11/2021;-0.63;4.68;2.02
27/11/2021;0.53;4.51;2.52
28/11/2021;0.39;3.5;1.94
29/11/2021;0.34;3.62;1.98
30/11/2021;0.34;6.3;3.32
01/12/2021;4.31;9.34;6.82
02/12/2021;1.6;4.76;3.18
03/12/2021;-1.31;6.2;2.44
04/12/2021;2.24;10.22;6.23
05/12/2021;1.96;5.12;3.54
06/12/2021;0.22;5.75;2.99
07/12/2021;1.24;6.9;4.07
08/12/2021;1.91;6.43;4.17
09/12/2021;-0.33;5.38;2.52
10/12/2021;-0.02;5.29;2.63
11/12/2021;1.34;5.41;3.37
12/12/2021;0.11;6.3;3.21
13/12/2021;2.72;7.07;4.9
14/12/2021;1.02;5.49;3.26
15/12/2021;2.87;6.32;4.6
16/12/2021;3.54;8.88;6.21
17/12/2021;1.24;8.35;4.79
18/12/2021;-0.02;7.57;3.78
19/12/2021;0.82;4.29;2.56
20/12/2021;1.81;5.91;3.86
21/12/2021;-4.91;2.14;-1.39
22/12/2021;-5.46;0.5;-2.48
23/12/2021;-3.71;8.05;2.17
24/12/2021;4.35;8.72;6.54
25/12/2021;5.52;9.49;7.51
26/12/2021;4.8;8.66;6.73
27/12/2021;5.8;10.22;8.01
28/12/2021;7.37;12.2;9.79
29/12/2021;7.86;14.26;11.06
30/12/2021;11.58;15.11;13.34
31/12/2021;5.15;13.88;9.51
01/01/2022;4.96;13.87;9.42
02/01/2022;3.52;13.03;8.28
03/01/2022;9.14;11.94;10.54
04/01/2022;6.35;11.42;8.89
05/01/2022;0.44;4.63;2.53
06/01/2022;0.5;5.19;2.84
07/01/2022;-0.8;4.92;2.06
08/01/2022;1.02;6.84;3.93
09/01/2022;2.35;5.9;4.12
10/01/2022;-1.24;3.69;1.22
11/01/2022;-1.62;3.0;0.69
12/01/2022;-4.04;3.54;-0.25
13/01/2022;-3.4;3.59;0.09
14/01/2022;-3.79;6.41;1.31
15/01/2022;-4.56;1.78;-1.39
16/01/2022;-3.28;1.94;-0.67
17/01/2022;-0.13;5.0;2.44
18/01/2022;1.39;7.71;4.55
19/01/2022;-2.12;4.14;1.01
20/01/2022;0.79;5.26;3.02
21/01/2022;-1.35;4.74;1.69
22/01/2022;0.08;4.99;2.53
23/01/2022;1.54;5.9;3.72
24/01/2022;-3.32;6.74;1.71
25/01/2022;-4.66;2.19;-1.24
26/01/2022;-2.31;-0.16;-1.24
27/01/2022;-1.85;2.86;0.51
28/01/2022;0.39;4.62;2.51
29/01/2022;0.85;7.8;4.32
30/01/2022;1.68;8.71;5.19
31/01/2022;-0.3;7.05;3.38
