Date;Heures;Consommation;Gaz;Tmin;Tmax;Tmoy
01/01/2016;00:00;8114;2226;2.96;10.56;6.76
01/01/2016;00:30;8012;2227;2.96;10.56;6.76
01/01/2016;01:00;7789;2205;2.96;10.56;6.76
01/01/2016;01:30;7749;2212;2.96;10.56;6.76
01/01/2016;02:00;7724;2209;2.96;10.56;6.76
01/01/2016;02:30;7775;2231;2.96;10.56;6.76
01/01/2016;03:00;7580;2240;2.96;10.56;6.76
01/01/2016;03:30;7475;2195;2.96;10.56;6.76
01/01/2016;04:00;7312;2219;2.96;10.56;6.76
01/01/2016;04:30;7196;2221;2.96;10.56;6.76
01/01/2016;05:00;7109;2234;2.96;10.56;6.76
01/01/2016;05:30;7123;2200;2.96;10.56;6.76
01/01/2016;06:00;7084;2191;2.96;10.56;6.76
01/01/2016;06:30;7013;2207;2.96;10.56;6.76
01/01/2016;07:00;6964;2220;2.96;10.56;6.76
01/01/2016;07:30;6904;2221;2.96;10.56;6.76
01/01/2016;08:00;6952;2210;2.96;10.56;6.76
01/01/2016;08:30;6839;2218;2.96;10.56;6.76
01/01/2016;09:00;6902;2200;2.96;10.56;6.76
01/01/2016;09:30;7121;2217;2.96;10.56;6.76
01/01/2016;10:00;7229;2190;2.96;10.56;6.76
01/01/2016;10:30;7300;2207;2.96;10.56;6.76
01/01/2016;11:00;7402;2229;2.96;10.56;6.76
01/01/2016;11:30;7591;2232;2.96;10.56;6.76
01/01/2016;12:00;7646;2231;2.96;10.56;6.76
01/01/2016;12:30;7789;2230;2.96;10.56;6.76
01/01/2016;13:00;7909;2229;2.96;10.56;6.76
01/01/2016;13:30;7767;2222;2.96;10.56;6.76
01/01/2016;14:00;7635;2229;2.96;10.56;6.76
01/01/2016;14:30;7501;2234;2.96;10.56;6.76
01/01/2016;15:00;7272;2207;2.96;10.56;6.76
01/01/2016;15:30;7332;2208;2.96;10.56;6.76
01/01/2016;16:00;7352;2231;2.96;10.56;6.76
01/01/2016;16:30;7364;2232;2.96;10.56;6.76
01/01/2016;17:00;7380;2231;2.96;10.56;6.76
01/01/2016;17:30;7785;2244;2.96;10.56;6.76
01/01/2016;18:00;7952;2252;2.96;10.56;6.76
01/01/2016;18:30;8113;2252;2.96;10.56;6.76
01/01/2016;19:00;8217;2254;2.96;10.56;6.76
01/01/2016;19:30;8283;2262;2.96;10.56;6.76
01/01/2016;20:00;8173;2233;2.96;10.56;6.76
01/01/2016;20:30;8116;2245;2.96;10.56;6.76
01/01/2016;21:00;8005;2255;2.96;10.56;6.76
01/01/2016;21:30;7868;2255;2.96;10.56;6.76
01/01/2016;22:00;7625;2242;2.96;10.56;6.76
01/01/2016;22:30;7813;2241;2.96;10.56;6.76
01/01/2016;23:00;8051;2252;2.96;10.56;6.76
01/01/2016;23:30;8141;2251;2.96;10.56;6.76
02/01/2016;00:00;7858;2243;5.45;8.95;7.2
02/01/2016;00:30;7593;2231;5.45;8.95;7.2
02/01/2016;01:00;7304;2233;5.45;8.95;7.2
02/01/2016;01:30;7292;2239;5.45;8.95;7.2
02/01/2016;02:00;7266;2232;5.45;8.95;7.2
02/01/2016;02:30;7284;2221;5.45;8.95;7.2
02/01/2016;03:00;7166;2229;5.45;8.95;7.2
02/01/2016;03:30;7107;2233;5.45;8.95;7.2
02/01/2016;04:00;6949;2227;5.45;8.95;7.2
02/01/2016;04:30;6946;2226;5.45;8.95;7.2
02/01/2016;05:00;6926;2242;5.45;8.95;7.2
02/01/2016;05:30;7050;2253;5.45;8.95;7.2
02/01/2016;06:00;7076;2231;5.45;8.95;7.2
02/01/2016;06:30;7072;2234;5.45;8.95;7.2
02/01/2016;07:00;7117;2216;5.45;8.95;7.2
02/01/2016;07:30;7143;2254;5.45;8.95;7.2
02/01/2016;08:00;7263;2243;5.45;8.95;7.2
02/01/2016;08:30;7272;2198;5.45;8.95;7.2
02/01/2016;09:00;7440;2242;5.45;8.95;7.2
02/01/2016;09:30;7673;2256;5.45;8.95;7.2
02/01/2016;10:00;7859;2219;5.45;8.95;7.2
02/01/2016;10:30;8001;2247;5.45;8.95;7.2
02/01/2016;11:00;8082;2249;5.45;8.95;7.2
02/01/2016;11:30;8251;2175;5.45;8.95;7.2
02/01/2016;12:00;8320;2186;5.45;8.95;7.2
02/01/2016;12:30;8382;2190;5.45;8.95;7.2
02/01/2016;13:00;8554;2205;5.45;8.95;7.2
02/01/2016;13:30;8452;2202;5.45;8.95;7.2
02/01/2016;14:00;8296;2228;5.45;8.95;7.2
02/01/2016;14:30;8106;2246;5.45;8.95;7.2
02/01/2016;15:00;7931;2254;5.45;8.95;7.2
02/01/2016;15:30;7873;2255;5.45;8.95;7.2
02/01/2016;16:00;7886;2241;5.45;8.95;7.2
02/01/2016;16:30;7896;2287;5.45;8.95;7.2
02/01/2016;17:00;7847;2296;5.45;8.95;7.2
02/01/2016;17:30;8156;2404;5.45;8.95;7.2
02/01/2016;18:00;8402;2419;5.45;8.95;7.2
02/01/2016;18:30;8508;2431;5.45;8.95;7.2
02/01/2016;19:00;8653;2406;5.45;8.95;7.2
02/01/2016;19:30;8662;2419;5.45;8.95;7.2
02/01/2016;20:00;8550;2408;5.45;8.95;7.2
02/01/2016;20:30;8395;2407;5.45;8.95;7.2
02/01/2016;21:00;8303;2431;5.45;8.95;7.2
02/01/2016;21:30;8124;2424;5.45;8.95;7.2
02/01/2016;22:00;7906;2428;5.45;8.95;7.2
02/01/2016;22:30;8100;2387;5.45;8.95;7.2
02/01/2016;23:00;8414;2329;5.45;8.95;7.2
02/01/2016;23:30;8579;2372;5.45;8.95;7.2
03/01/2016;00:00;8242;2370;2.24;7.93;5.08
03/01/2016;00:30;8036;2415;2.24;7.93;5.08
03/01/2016;01:00;7735;2299;2.24;7.93;5.08
03/01/2016;01:30;7711;2276;2.24;7.93;5.08
03/01/2016;02:00;7663;2276;2.24;7.93;5.08
03/01/2016;02:30;7738;2288;2.24;7.93;5.08
03/01/2016;03:00;7577;2298;2.24;7.93;5.08
03/01/2016;03:30;7476;2293;2.24;7.93;5.08
03/01/2016;04:00;7286;2296;2.24;7.93;5.08
03/01/2016;04:30;7216;2293;2.24;7.93;5.08
03/01/2016;05:00;7147;2301;2.24;7.93;5.08
03/01/2016;05:30;7250;2277;2.24;7.93;5.08
03/01/2016;06:00;7259;2295;2.24;7.93;5.08
03/01/2016;06:30;7211;2273;2.24;7.93;5.08
03/01/2016;07:00;7247;2284;2.24;7.93;5.08
03/01/2016;07:30;7262;2287;2.24;7.93;5.08
03/01/2016;08:00;7439;2277;2.24;7.93;5.08
03/01/2016;08:30;7423;2267;2.24;7.93;5.08
03/01/2016;09:00;7599;2287;2.24;7.93;5.08
03/01/2016;09:30;7808;2284;2.24;7.93;5.08
03/01/2016;10:00;7923;2279;2.24;7.93;5.08
03/01/2016;10:30;8042;2290;2.24;7.93;5.08
03/01/2016;11:00;8099;2291;2.24;7.93;5.08
03/01/2016;11:30;8275;2296;2.24;7.93;5.08
03/01/2016;12:00;8328;2293;2.24;7.93;5.08
03/01/2016;12:30;8345;2295;2.24;7.93;5.08
03/01/2016;13:00;8464;2296;2.24;7.93;5.08
03/01/2016;13:30;8325;2294;2.24;7.93;5.08
03/01/2016;14:00;8127;2284;2.24;7.93;5.08
03/01/2016;14:30;7987;2277;2.24;7.93;5.08
03/01/2016;15:00;7783;2270;2.24;7.93;5.08
03/01/2016;15:30;7802;2282;2.24;7.93;5.08
03/01/2016;16:00;7865;2288;2.24;7.93;5.08
03/01/2016;16:30;7911;2239;2.24;7.93;5.08
03/01/2016;17:00;8005;2195;2.24;7.93;5.08
03/01/2016;17:30;8291;2182;2.24;7.93;5.08
03/01/2016;18:00;8554;2139;2.24;7.93;5.08
03/01/2016;18:30;8771;2131;2.24;7.93;5.08
03/01/2016;19:00;8961;2127;2.24;7.93;5.08
03/01/2016;19:30;8934;2124;2.24;7.93;5.08
03/01/2016;20:00;8786;2133;2.24;7.93;5.08
03/01/2016;20:30;8702;2129;2.24;7.93;5.08
03/01/2016;21:00;8636;2136;2.24;7.93;5.08
03/01/2016;21:30;8421;2135;2.24;7.93;5.08
03/01/2016;22:00;8159;2156;2.24;7.93;5.08
03/01/2016;22:30;8343;2128;2.24;7.93;5.08
03/01/2016;23:00;8595;2120;2.24;7.93;5.08
03/01/2016;23:30;8725;2087;2.24;7.93;5.08
04/01/2016;00:00;8391;2166;4.81;9.53;7.17
04/01/2016;00:30;8248;2189;4.81;9.53;7.17
04/01/2016;01:00;7958;2201;4.81;9.53;7.17
04/01/2016;01:30;7921;2247;4.81;9.53;7.17
04/01/2016;02:00;7927;2246;4.81;9.53;7.17
04/01/2016;02:30;7971;2254;4.81;9.53;7.17
04/01/2016;03:00;7786;2292;4.81;9.53;7.17
04/01/2016;03:30;7748;2292;4.81;9.53;7.17
04/01/2016;04:00;7635;2290;4.81;9.53;7.17
04/01/2016;04:30;7629;2285;4.81;9.53;7.17
04/01/2016;05:00;7695;2433;4.81;9.53;7.17
04/01/2016;05:30;8029;2545;4.81;9.53;7.17
04/01/2016;06:00;8293;2685;4.81;9.53;7.17
04/01/2016;06:30;8622;3019;4.81;9.53;7.17
04/01/2016;07:00;9010;3483;4.81;9.53;7.17
04/01/2016;07:30;9267;4056;4.81;9.53;7.17
04/01/2016;08:00;9594;4651;4.81;9.53;7.17
04/01/2016;08:30;9482;5226;4.81;9.53;7.17
04/01/2016;09:00;9536;5657;4.81;9.53;7.17
04/01/2016;09:30;9678;6101;4.81;9.53;7.17
04/01/2016;10:00;9684;6342;4.81;9.53;7.17
04/01/2016;10:30;9710;6391;4.81;9.53;7.17
04/01/2016;11:00;9692;6372;4.81;9.53;7.17
04/01/2016;11:30;9826;6568;4.81;9.53;7.17
04/01/2016;12:00;9796;6598;4.81;9.53;7.17
04/01/2016;12:30;9644;6688;4.81;9.53;7.17
04/01/2016;13:00;9771;6699;4.81;9.53;7.17
04/01/2016;13:30;9720;6776;4.81;9.53;7.17
04/01/2016;14:00;9676;6766;4.81;9.53;7.17
04/01/2016;14:30;9504;6799;4.81;9.53;7.17
04/01/2016;15:00;9273;6770;4.81;9.53;7.17
04/01/2016;15:30;9290;6621;4.81;9.53;7.17
04/01/2016;16:00;9386;6684;4.81;9.53;7.17
04/01/2016;16:30;9380;6781;4.81;9.53;7.17
04/01/2016;17:00;9396;6870;4.81;9.53;7.17
04/01/2016;17:30;9702;6789;4.81;9.53;7.17
04/01/2016;18:00;9990;6863;4.81;9.53;7.17
04/01/2016;18:30;10040;6854;4.81;9.53;7.17
04/01/2016;19:00;10205;6893;4.81;9.53;7.17
04/01/2016;19:30;10046;6844;4.81;9.53;7.17
04/01/2016;20:00;9792;6885;4.81;9.53;7.17
04/01/2016;20:30;9576;6812;4.81;9.53;7.17
04/01/2016;21:00;9309;6805;4.81;9.53;7.17
04/01/2016;21:30;9068;5824;4.81;9.53;7.17
04/01/2016;22:00;8766;5622;4.81;9.53;7.17
04/01/2016;22:30;8901;4723;4.81;9.53;7.17
04/01/2016;23:00;9125;4665;4.81;9.53;7.17
04/01/2016;23:30;9272;4175;4.81;9.53;7.17
05/01/2016;00:00;8913;3865;4.0;10.02;7.01
05/01/2016;00:30;8713;3264;4.0;10.02;7.01
05/01/2016;01:00;8418;2805;4.0;10.02;7.01
05/01/2016;01:30;8351;2546;4.0;10.02;7.01
05/01/2016;02:00;8370;2507;4.0;10.02;7.01
05/01/2016;02:30;8431;2519;4.0;10.02;7.01
05/01/2016;03:00;8295;2507;4.0;10.02;7.01
05/01/2016;03:30;8249;2545;4.0;10.02;7.01
05/01/2016;04:00;8129;2528;4.0;10.02;7.01
05/01/2016;04:30;8180;2538;4.0;10.02;7.01
05/01/2016;05:00;8268;2550;4.0;10.02;7.01
05/01/2016;05:30;8539;2497;4.0;10.02;7.01
05/01/2016;06:00;8707;2723;4.0;10.02;7.01
05/01/2016;06:30;9035;3345;4.0;10.02;7.01
05/01/2016;07:00;9394;3989;4.0;10.02;7.01
05/01/2016;07:30;9733;4898;4.0;10.02;7.01
05/01/2016;08:00;10025;5753;4.0;10.02;7.01
05/01/2016;08:30;9925;6172;4.0;10.02;7.01
05/01/2016;09:00;9963;6657;4.0;10.02;7.01
05/01/2016;09:30;9944;6733;4.0;10.02;7.01
05/01/2016;10:00;9977;6900;4.0;10.02;7.01
05/01/2016;10:30;9967;6978;4.0;10.02;7.01
05/01/2016;11:00;9876;7059;4.0;10.02;7.01
05/01/2016;11:30;9982;7063;4.0;10.02;7.01
05/01/2016;12:00;9889;7096;4.0;10.02;7.01
05/01/2016;12:30;9689;7038;4.0;10.02;7.01
05/01/2016;13:00;9717;7015;4.0;10.02;7.01
05/01/2016;13:30;9667;6951;4.0;10.02;7.01
05/01/2016;14:00;9564;6963;4.0;10.02;7.01
05/01/2016;14:30;9380;6892;4.0;10.02;7.01
05/01/2016;15:00;9212;7016;4.0;10.02;7.01
05/01/2016;15:30;9180;6996;4.0;10.02;7.01
05/01/2016;16:00;9258;7058;4.0;10.02;7.01
05/01/2016;16:30;9280;7044;4.0;10.02;7.01
05/01/2016;17:00;9303;7081;4.0;10.02;7.01
05/01/2016;17:30;9706;7095;4.0;10.02;7.01
05/01/2016;18:00;10060;7117;4.0;10.02;7.01
05/01/2016;18:30;10245;7260;4.0;10.02;7.01
05/01/2016;19:00;10423;7291;4.0;10.02;7.01
05/01/2016;19:30;10242;7261;4.0;10.02;7.01
05/01/2016;20:00;9931;7208;4.0;10.02;7.01
05/01/2016;20:30;9760;6869;4.0;10.02;7.01
05/01/2016;21:00;9496;6617;4.0;10.02;7.01
05/01/2016;21:30;9265;6686;4.0;10.02;7.01
05/01/2016;22:00;8905;6644;4.0;10.02;7.01
05/01/2016;22:30;9070;6121;4.0;10.02;7.01
05/01/2016;23:00;9366;5886;4.0;10.02;7.01
05/01/2016;23:30;9476;3869;4.0;10.02;7.01
06/01/2016;00:00;9132;3772;2.52;7.78;5.15
06/01/2016;00:30;8849;3119;2.52;7.78;5.15
06/01/2016;01:00;8595;2756;2.52;7.78;5.15
06/01/2016;01:30;8624;2574;2.52;7.78;5.15
06/01/2016;02:00;8669;2574;2.52;7.78;5.15
06/01/2016;02:30;8747;2565;2.52;7.78;5.15
06/01/2016;03:00;8618;2581;2.52;7.78;5.15
06/01/2016;03:30;8559;2516;2.52;7.78;5.15
06/01/2016;04:00;8452;2552;2.52;7.78;5.15
06/01/2016;04:30;8519;2578;2.52;7.78;5.15
06/01/2016;05:00;8515;2566;2.52;7.78;5.15
06/01/2016;05:30;8775;2611;2.52;7.78;5.15
06/01/2016;06:00;8937;2830;2.52;7.78;5.15
06/01/2016;06:30;9292;3797;2.52;7.78;5.15
06/01/2016;07:00;9680;4593;2.52;7.78;5.15
06/01/2016;07:30;10066;5639;2.52;7.78;5.15
06/01/2016;08:00;10330;6410;2.52;7.78;5.15
06/01/2016;08:30;10263;6825;2.52;7.78;5.15
06/01/2016;09:00;10316;6723;2.52;7.78;5.15
06/01/2016;09:30;10389;6761;2.52;7.78;5.15
06/01/2016;10:00;10391;6776;2.52;7.78;5.15
06/01/2016;10:30;10375;6762;2.52;7.78;5.15
06/01/2016;11:00;10358;6825;2.52;7.78;5.15
06/01/2016;11:30;10409;6847;2.52;7.78;5.15
06/01/2016;12:00;10392;6828;2.52;7.78;5.15
06/01/2016;12:30;10222;6817;2.52;7.78;5.15
06/01/2016;13:00;10299;6828;2.52;7.78;5.15
06/01/2016;13:30;10297;6745;2.52;7.78;5.15
06/01/2016;14:00;10221;6704;2.52;7.78;5.15
06/01/2016;14:30;10136;6790;2.52;7.78;5.15
06/01/2016;15:00;9888;6719;2.52;7.78;5.15
06/01/2016;15:30;9873;6674;2.52;7.78;5.15
06/01/2016;16:00;9887;6751;2.52;7.78;5.15
06/01/2016;16:30;9936;6822;2.52;7.78;5.15
06/01/2016;17:00;9922;7217;2.52;7.78;5.15
06/01/2016;17:30;10171;7285;2.52;7.78;5.15
06/01/2016;18:00;10427;7318;2.52;7.78;5.15
06/01/2016;18:30;10542;7291;2.52;7.78;5.15
06/01/2016;19:00;10650;7339;2.52;7.78;5.15
06/01/2016;19:30;10467;7342;2.52;7.78;5.15
06/01/2016;20:00;10148;7266;2.52;7.78;5.15
06/01/2016;20:30;9929;7121;2.52;7.78;5.15
06/01/2016;21:00;9701;7113;2.52;7.78;5.15
06/01/2016;21:30;9443;5233;2.52;7.78;5.15
06/01/2016;22:00;9115;4752;2.52;7.78;5.15
06/01/2016;22:30;9251;4017;2.52;7.78;5.15
06/01/2016;23:00;9500;3808;2.52;7.78;5.15
06/01/2016;23:30;9618;3242;2.52;7.78;5.15
07/01/2016;00:00;9284;3020;3.12;10.55;6.84
07/01/2016;00:30;9042;2934;3.12;10.55;6.84
07/01/2016;01:00;8735;2867;3.12;10.55;6.84
07/01/2016;01:30;8757;2866;3.12;10.55;6.84
07/01/2016;02:00;8738;2886;3.12;10.55;6.84
07/01/2016;02:30;8871;2717;3.12;10.55;6.84
07/01/2016;03:00;8730;2698;3.12;10.55;6.84
07/01/2016;03:30;8704;2654;3.12;10.55;6.84
07/01/2016;04:00;8571;2673;3.12;10.55;6.84
07/01/2016;04:30;8632;2659;3.12;10.55;6.84
07/01/2016;05:00;8642;2693;3.12;10.55;6.84
07/01/2016;05:30;9005;2695;3.12;10.55;6.84
07/01/2016;06:00;9171;3032;3.12;10.55;6.84
07/01/2016;06:30;9505;3566;3.12;10.55;6.84
07/01/2016;07:00;9921;4718;3.12;10.55;6.84
07/01/2016;07:30;10231;5651;3.12;10.55;6.84
07/01/2016;08:00;10501;6063;3.12;10.55;6.84
07/01/2016;08:30;10449;6350;3.12;10.55;6.84
07/01/2016;09:00;10504;6646;3.12;10.55;6.84
07/01/2016;09:30;10608;7000;3.12;10.55;6.84
07/01/2016;10:00;10578;6852;3.12;10.55;6.84
07/01/2016;10:30;10536;6931;3.12;10.55;6.84
07/01/2016;11:00;10562;6902;3.12;10.55;6.84
07/01/2016;11:30;10650;6886;3.12;10.55;6.84
07/01/2016;12:00;10670;6915;3.12;10.55;6.84
07/01/2016;12:30;10431;6808;3.12;10.55;6.84
07/01/2016;13:00;10500;6895;3.12;10.55;6.84
07/01/2016;13:30;10460;6727;3.12;10.55;6.84
07/01/2016;14:00;10382;6645;3.12;10.55;6.84
07/01/2016;14:30;10180;6534;3.12;10.55;6.84
07/01/2016;15:00;9972;6511;3.12;10.55;6.84
07/01/2016;15:30;9912;6681;3.12;10.55;6.84
07/01/2016;16:00;9912;6902;3.12;10.55;6.84
07/01/2016;16:30;9846;7058;3.12;10.55;6.84
07/01/2016;17:00;9759;7139;3.12;10.55;6.84
07/01/2016;17:30;9961;7105;3.12;10.55;6.84
07/01/2016;18:00;10219;7191;3.12;10.55;6.84
07/01/2016;18:30;10257;7126;3.12;10.55;6.84
07/01/2016;19:00;10411;7233;3.12;10.55;6.84
07/01/2016;19:30;10222;7173;3.12;10.55;6.84
07/01/2016;20:00;9959;6930;3.12;10.55;6.84
07/01/2016;20:30;9721;5719;3.12;10.55;6.84
07/01/2016;21:00;9514;5282;3.12;10.55;6.84
07/01/2016;21:30;9247;5047;3.12;10.55;6.84
07/01/2016;22:00;8937;4776;3.12;10.55;6.84
07/01/2016;22:30;9040;4478;3.12;10.55;6.84
07/01/2016;23:00;9274;4060;3.12;10.55;6.84
07/01/2016;23:30;9454;3027;3.12;10.55;6.84
08/01/2016;00:00;9074;3054;4.49;12.21;8.35
08/01/2016;00:30;8855;2917;4.49;12.21;8.35
08/01/2016;01:00;8580;2585;4.49;12.21;8.35
08/01/2016;01:30;8524;2553;4.49;12.21;8.35
08/01/2016;02:00;8538;2592;4.49;12.21;8.35
08/01/2016;02:30;8628;2545;4.49;12.21;8.35
08/01/2016;03:00;8475;2592;4.49;12.21;8.35
08/01/2016;03:30;8442;2584;4.49;12.21;8.35
08/01/2016;04:00;8248;2664;4.49;12.21;8.35
08/01/2016;04:30;8329;2737;4.49;12.21;8.35
08/01/2016;05:00;8349;2753;4.49;12.21;8.35
08/01/2016;05:30;8622;2751;4.49;12.21;8.35
08/01/2016;06:00;8803;2779;4.49;12.21;8.35
08/01/2016;06:30;9094;2903;4.49;12.21;8.35
08/01/2016;07:00;9475;3213;4.49;12.21;8.35
08/01/2016;07:30;9769;4364;4.49;12.21;8.35
08/01/2016;08:00;10097;5291;4.49;12.21;8.35
08/01/2016;08:30;10030;5758;4.49;12.21;8.35
08/01/2016;09:00;9983;5853;4.49;12.21;8.35
08/01/2016;09:30;10128;5914;4.49;12.21;8.35
08/01/2016;10:00;10108;6076;4.49;12.21;8.35
08/01/2016;10:30;10077;6383;4.49;12.21;8.35
08/01/2016;11:00;10038;6491;4.49;12.21;8.35
08/01/2016;11:30;10119;6654;4.49;12.21;8.35
08/01/2016;12:00;10080;6636;4.49;12.21;8.35
08/01/2016;12:30;9944;6625;4.49;12.21;8.35
08/01/2016;13:00;10031;6631;4.49;12.21;8.35
08/01/2016;13:30;9941;6568;4.49;12.21;8.35
08/01/2016;14:00;9853;6536;4.49;12.21;8.35
08/01/2016;14:30;9750;6523;4.49;12.21;8.35
08/01/2016;15:00;9481;6435;4.49;12.21;8.35
08/01/2016;15:30;9452;6524;4.49;12.21;8.35
08/01/2016;16:00;9431;6404;4.49;12.21;8.35
08/01/2016;16:30;9370;6598;4.49;12.21;8.35
08/01/2016;17:00;9323;6482;4.49;12.21;8.35
08/01/2016;17:30;9603;6740;4.49;12.21;8.35
08/01/2016;18:00;9784;6806;4.49;12.21;8.35
08/01/2016;18:30;9827;6880;4.49;12.21;8.35
08/01/2016;19:00;9836;6994;4.49;12.21;8.35
08/01/2016;19:30;9666;6989;4.49;12.21;8.35
08/01/2016;20:00;9377;6926;4.49;12.21;8.35
08/01/2016;20:30;9180;5952;4.49;12.21;8.35
08/01/2016;21:00;8955;5442;4.49;12.21;8.35
08/01/2016;21:30;8669;4754;4.49;12.21;8.35
08/01/2016;22:00;8393;4630;4.49;12.21;8.35
08/01/2016;22:30;8500;4513;4.49;12.21;8.35
08/01/2016;23:00;8757;4485;4.49;12.21;8.35
08/01/2016;23:30;8884;4300;4.49;12.21;8.35
09/01/2016;00:00;8545;4002;6.95;11.22;9.09
09/01/2016;00:30;8277;2963;6.95;11.22;9.09
09/01/2016;01:00;7918;2797;6.95;11.22;9.09
09/01/2016;01:30;7848;2767;6.95;11.22;9.09
09/01/2016;02:00;7826;2572;6.95;11.22;9.09
09/01/2016;02:30;7848;2546;6.95;11.22;9.09
09/01/2016;03:00;7639;2581;6.95;11.22;9.09
09/01/2016;03:30;7560;2530;6.95;11.22;9.09
09/01/2016;04:00;7394;2545;6.95;11.22;9.09
09/01/2016;04:30;7430;2539;6.95;11.22;9.09
09/01/2016;05:00;7401;2547;6.95;11.22;9.09
09/01/2016;05:30;7488;2550;6.95;11.22;9.09
09/01/2016;06:00;7561;2529;6.95;11.22;9.09
09/01/2016;06:30;7575;2549;6.95;11.22;9.09
09/01/2016;07:00;7653;2516;6.95;11.22;9.09
09/01/2016;07:30;7785;2557;6.95;11.22;9.09
09/01/2016;08:00;7949;2580;6.95;11.22;9.09
09/01/2016;08:30;8010;2608;6.95;11.22;9.09
09/01/2016;09:00;8173;2608;6.95;11.22;9.09
09/01/2016;09:30;8439;2611;6.95;11.22;9.09
09/01/2016;10:00;8515;2645;6.95;11.22;9.09
09/01/2016;10:30;8556;2616;6.95;11.22;9.09
09/01/2016;11:00;8536;2647;6.95;11.22;9.09
09/01/2016;11:30;8664;2621;6.95;11.22;9.09
09/01/2016;12:00;8741;2649;6.95;11.22;9.09
09/01/2016;12:30;8780;2648;6.95;11.22;9.09
09/01/2016;13:00;8907;2657;6.95;11.22;9.09
09/01/2016;13:30;8774;2662;6.95;11.22;9.09
09/01/2016;14:00;8566;2658;6.95;11.22;9.09
09/01/2016;14:30;8394;2611;6.95;11.22;9.09
09/01/2016;15:00;8135;2627;6.95;11.22;9.09
09/01/2016;15:30;8100;2611;6.95;11.22;9.09
09/01/2016;16:00;8111;2614;6.95;11.22;9.09
09/01/2016;16:30;8074;2617;6.95;11.22;9.09
09/01/2016;17:00;7990;2574;6.95;11.22;9.09
09/01/2016;17:30;8247;2573;6.95;11.22;9.09
09/01/2016;18:00;8560;2567;6.95;11.22;9.09
09/01/2016;18:30;8629;2551;6.95;11.22;9.09
09/01/2016;19:00;8762;2550;6.95;11.22;9.09
09/01/2016;19:30;8695;2554;6.95;11.22;9.09
09/01/2016;20:00;8571;2582;6.95;11.22;9.09
09/01/2016;20:30;8446;2607;6.95;11.22;9.09
09/01/2016;21:00;8264;2551;6.95;11.22;9.09
09/01/2016;21:30;8126;2543;6.95;11.22;9.09
09/01/2016;22:00;7893;2553;6.95;11.22;9.09
09/01/2016;22:30;8088;2544;6.95;11.22;9.09
09/01/2016;23:00;8402;2569;6.95;11.22;9.09
09/01/2016;23:30;8519;2547;6.95;11.22;9.09
10/01/2016;00:00;8226;2567;6.06;11.11;8.59
10/01/2016;00:30;8019;2536;6.06;11.11;8.59
10/01/2016;01:00;7758;2551;6.06;11.11;8.59
10/01/2016;01:30;7720;2530;6.06;11.11;8.59
10/01/2016;02:00;7678;2519;6.06;11.11;8.59
10/01/2016;02:30;7702;2549;6.06;11.11;8.59
10/01/2016;03:00;7475;2548;6.06;11.11;8.59
10/01/2016;03:30;7461;2547;6.06;11.11;8.59
10/01/2016;04:00;7283;2547;6.06;11.11;8.59
10/01/2016;04:30;7207;2553;6.06;11.11;8.59
10/01/2016;05:00;7201;2547;6.06;11.11;8.59
10/01/2016;05:30;7275;2559;6.06;11.11;8.59
10/01/2016;06:00;7247;2553;6.06;11.11;8.59
10/01/2016;06:30;7205;2549;6.06;11.11;8.59
10/01/2016;07:00;7222;2546;6.06;11.11;8.59
10/01/2016;07:30;7233;2561;6.06;11.11;8.59
10/01/2016;08:00;7361;2560;6.06;11.11;8.59
10/01/2016;08:30;7397;2565;6.06;11.11;8.59
10/01/2016;09:00;7574;2565;6.06;11.11;8.59
10/01/2016;09:30;7829;2574;6.06;11.11;8.59
10/01/2016;10:00;7954;2564;6.06;11.11;8.59
10/01/2016;10:30;8181;2559;6.06;11.11;8.59
10/01/2016;11:00;8292;2560;6.06;11.11;8.59
10/01/2016;11:30;8435;2535;6.06;11.11;8.59
10/01/2016;12:00;8472;2555;6.06;11.11;8.59
10/01/2016;12:30;8536;2560;6.06;11.11;8.59
10/01/2016;13:00;8613;2562;6.06;11.11;8.59
10/01/2016;13:30;8456;2555;6.06;11.11;8.59
10/01/2016;14:00;8267;2560;6.06;11.11;8.59
10/01/2016;14:30;8060;2563;6.06;11.11;8.59
10/01/2016;15:00;7832;2539;6.06;11.11;8.59
10/01/2016;15:30;7810;2556;6.06;11.11;8.59
10/01/2016;16:00;7826;2536;6.06;11.11;8.59
10/01/2016;16:30;7780;2554;6.06;11.11;8.59
10/01/2016;17:00;7751;2543;6.06;11.11;8.59
10/01/2016;17:30;8042;2547;6.06;11.11;8.59
10/01/2016;18:00;8314;2563;6.06;11.11;8.59
10/01/2016;18:30;8531;2568;6.06;11.11;8.59
10/01/2016;19:00;8691;2562;6.06;11.11;8.59
10/01/2016;19:30;8672;2569;6.06;11.11;8.59
10/01/2016;20:00;8607;2565;6.06;11.11;8.59
10/01/2016;20:30;8452;2527;6.06;11.11;8.59
10/01/2016;21:00;8370;2557;6.06;11.11;8.59
10/01/2016;21:30;8189;2566;6.06;11.11;8.59
10/01/2016;22:00;7968;2569;6.06;11.11;8.59
10/01/2016;22:30;8026;2567;6.06;11.11;8.59
10/01/2016;23:00;8328;2557;6.06;11.11;8.59
10/01/2016;23:30;8445;2550;6.06;11.11;8.59
11/01/2016;00:00;8156;2553;5.6;11.15;8.38
