Date;Heures;Consommation;Gaz;Tmin;Tmax;Tmoy
19/09/2018;10:30;7646;2772;14.49;29.96;22.23
19/09/2018;11:00;7732;2725;14.49;29.96;22.23
19/09/2018;11:30;7849;2681;14.49;29.96;22.23
19/09/2018;12:00;7903;2580;14.49;29.96;22.23
19/09/2018;12:30;7807;2532;14.49;29.96;22.23
19/09/2018;13:00;7828;2543;14.49;29.96;22.23
19/09/2018;13:30;7811;2401;14.49;29.96;22.23
19/09/2018;14:00;7766;2084;14.49;29.96;22.23
19/09/2018;14:30;7744;1949;14.49;29.96;22.23
19/09/2018;15:00;7722;2050;14.49;29.96;22.23
19/09/2018;15:30;7706;2335;14.49;29.96;22.23
19/09/2018;16:00;7652;2337;14.49;29.96;22.23
19/09/2018;16:30;7568;2355;14.49;29.96;22.23
19/09/2018;17:00;7460;2311;14.49;29.96;22.23
19/09/2018;17:30;7405;2329;14.49;29.96;22.23
19/09/2018;18:00;7378;2337;14.49;29.96;22.23
19/09/2018;18:30;7398;2657;14.49;29.96;22.23
19/09/2018;19:00;7415;2759;14.49;29.96;22.23
19/09/2018;19:30;7338;2799;14.49;29.96;22.23
19/09/2018;20:00;7392;2805;14.49;29.96;22.23
19/09/2018;20:30;7404;2766;14.49;29.96;22.23
19/09/2018;21:00;7187;2688;14.49;29.96;22.23
19/09/2018;21:30;6947;2698;14.49;29.96;22.23
19/09/2018;22:00;6652;2582;14.49;29.96;22.23
19/09/2018;22:30;6652;2413;14.49;29.96;22.23
19/09/2018;23:00;6833;2603;14.49;29.96;22.23
19/09/2018;23:30;6782;1660;14.49;29.96;22.23
20/09/2018;00:00;6434;1375;13.29;30.57;21.93
20/09/2018;00:30;6145;1147;13.29;30.57;21.93
20/09/2018;01:00;5916;1056;13.29;30.57;21.93
20/09/2018;01:30;5835;1057;13.29;30.57;21.93
20/09/2018;02:00;5849;1051;13.29;30.57;21.93
20/09/2018;02:30;5846;1050;13.29;30.57;21.93
20/09/2018;03:00;5616;1057;13.29;30.57;21.93
20/09/2018;03:30;5622;1097;13.29;30.57;21.93
20/09/2018;04:00;5545;1226;13.29;30.57;21.93
20/09/2018;04:30;5499;1244;13.29;30.57;21.93
20/09/2018;05:00;5568;1247;13.29;30.57;21.93
20/09/2018;05:30;5774;1231;13.29;30.57;21.93
20/09/2018;06:00;5991;1714;13.29;30.57;21.93
20/09/2018;06:30;6376;2558;13.29;30.57;21.93
20/09/2018;07:00;6733;2799;13.29;30.57;21.93
20/09/2018;07:30;6825;3127;13.29;30.57;21.93
20/09/2018;08:00;7032;3209;13.29;30.57;21.93
20/09/2018;08:30;7117;3234;13.29;30.57;21.93
20/09/2018;09:00;7237;3264;13.29;30.57;21.93
20/09/2018;09:30;7391;3288;13.29;30.57;21.93
20/09/2018;10:00;7446;3304;13.29;30.57;21.93
20/09/2018;10:30;7560;3282;13.29;30.57;21.93
20/09/2018;11:00;7650;3259;13.29;30.57;21.93
20/09/2018;11:30;7767;3211;13.29;30.57;21.93
20/09/2018;12:00;7780;3170;13.29;30.57;21.93
20/09/2018;12:30;7727;3111;13.29;30.57;21.93
20/09/2018;13:00;7793;3139;13.29;30.57;21.93
20/09/2018;13:30;7744;3141;13.29;30.57;21.93
20/09/2018;14:00;7719;3077;13.29;30.57;21.93
20/09/2018;14:30;7753;3115;13.29;30.57;21.93
20/09/2018;15:00;7720;3063;13.29;30.57;21.93
20/09/2018;15:30;7731;3124;13.29;30.57;21.93
20/09/2018;16:00;7675;3113;13.29;30.57;21.93
20/09/2018;16:30;7607;2974;13.29;30.57;21.93
20/09/2018;17:00;7499;2964;13.29;30.57;21.93
20/09/2018;17:30;7416;3159;13.29;30.57;21.93
20/09/2018;18:00;7332;3162;13.29;30.57;21.93
20/09/2018;18:30;7377;3115;13.29;30.57;21.93
20/09/2018;19:00;7407;3191;13.29;30.57;21.93
20/09/2018;19:30;7375;3192;13.29;30.57;21.93
20/09/2018;20:00;7404;3178;13.29;30.57;21.93
20/09/2018;20:30;7408;3228;13.29;30.57;21.93
20/09/2018;21:00;7167;3042;13.29;30.57;21.93
20/09/2018;21:30;6893;3107;13.29;30.57;21.93
20/09/2018;22:00;6654;2932;13.29;30.57;21.93
20/09/2018;22:30;6630;2664;13.29;30.57;21.93
20/09/2018;23:00;6867;2138;13.29;30.57;21.93
20/09/2018;23:30;6797;1460;13.29;30.57;21.93
21/09/2018;00:00;6459;1372;13.84;27.59;20.71
21/09/2018;00:30;6199;1130;13.84;27.59;20.71
21/09/2018;01:00;5952;1048;13.84;27.59;20.71
21/09/2018;01:30;5871;1044;13.84;27.59;20.71
21/09/2018;02:00;5913;1049;13.84;27.59;20.71
21/09/2018;02:30;5903;1048;13.84;27.59;20.71
21/09/2018;03:00;5751;1053;13.84;27.59;20.71
21/09/2018;03:30;5755;1049;13.84;27.59;20.71
21/09/2018;04:00;5618;1047;13.84;27.59;20.71
21/09/2018;04:30;5631;1051;13.84;27.59;20.71
21/09/2018;05:00;5701;1053;13.84;27.59;20.71
21/09/2018;05:30;5851;1065;13.84;27.59;20.71
21/09/2018;06:00;6064;1108;13.84;27.59;20.71
21/09/2018;06:30;6402;1202;13.84;27.59;20.71
21/09/2018;07:00;6750;1340;13.84;27.59;20.71
21/09/2018;07:30;6903;1565;13.84;27.59;20.71
21/09/2018;08:00;7071;1872;13.84;27.59;20.71
21/09/2018;08:30;7189;1960;13.84;27.59;20.71
21/09/2018;09:00;7322;2005;13.84;27.59;20.71
21/09/2018;09:30;7459;2059;13.84;27.59;20.71
21/09/2018;10:00;7480;2079;13.84;27.59;20.71
21/09/2018;10:30;7610;2071;13.84;27.59;20.71
21/09/2018;11:00;7650;2073;13.84;27.59;20.71
21/09/2018;11:30;7759;2063;13.84;27.59;20.71
21/09/2018;12:00;7801;2087;13.84;27.59;20.71
21/09/2018;12:30;7678;2054;13.84;27.59;20.71
21/09/2018;13:00;7765;2033;13.84;27.59;20.71
21/09/2018;13:30;7674;2121;13.84;27.59;20.71
21/09/2018;14:00;7605;2138;13.84;27.59;20.71
21/09/2018;14:30;7533;2022;13.84;27.59;20.71
21/09/2018;15:00;7423;2009;13.84;27.59;20.71
21/09/2018;15:30;7421;1836;13.84;27.59;20.71
21/09/2018;16:00;7392;1810;13.84;27.59;20.71
21/09/2018;16:30;7243;1835;13.84;27.59;20.71
21/09/2018;17:00;7145;2038;13.84;27.59;20.71
21/09/2018;17:30;7143;2077;13.84;27.59;20.71
21/09/2018;18:00;7140;2091;13.84;27.59;20.71
21/09/2018;18:30;7139;2061;13.84;27.59;20.71
21/09/2018;19:00;7127;2077;13.84;27.59;20.71
21/09/2018;19:30;7125;2064;13.84;27.59;20.71
21/09/2018;20:00;7172;2075;13.84;27.59;20.71
21/09/2018;20:30;7038;2061;13.84;27.59;20.71
21/09/2018;21:00;6897;2023;13.84;27.59;20.71
21/09/2018;21:30;6658;1957;13.84;27.59;20.71
21/09/2018;22:00;6384;1760;13.84;27.59;20.71
21/09/2018;22:30;6393;1748;13.84;27.59;20.71
21/09/2018;23:00;6605;1799;13.84;27.59;20.71
21/09/2018;23:30;6560;1765;13.84;27.59;20.71
22/09/2018;00:00;6196;1446;9.6;23.83;16.71
22/09/2018;00:30;5914;1064;9.6;23.83;16.71
22/09/2018;01:00;5637;1009;9.6;23.83;16.71
22/09/2018;01:30;5531;991;9.6;23.83;16.71
22/09/2018;02:00;5533;685;9.6;23.83;16.71
22/09/2018;02:30;5496;658;9.6;23.83;16.71
22/09/2018;03:00;5345;693;9.6;23.83;16.71
22/09/2018;03:30;5275;703;9.6;23.83;16.71
22/09/2018;04:00;5172;710;9.6;23.83;16.71
22/09/2018;04:30;5143;673;9.6;23.83;16.71
22/09/2018;05:00;5095;595;9.6;23.83;16.71
22/09/2018;05:30;5165;599;9.6;23.83;16.71
22/09/2018;06:00;5260;596;9.6;23.83;16.71
22/09/2018;06:30;5364;608;9.6;23.83;16.71
22/09/2018;07:00;5503;743;9.6;23.83;16.71
22/09/2018;07:30;5503;903;9.6;23.83;16.71
22/09/2018;08:00;5611;1287;9.6;23.83;16.71
22/09/2018;08:30;5749;1629;9.6;23.83;16.71
22/09/2018;09:00;5893;2113;9.6;23.83;16.71
22/09/2018;09:30;6171;2252;9.6;23.83;16.71
22/09/2018;10:00;6229;2219;9.6;23.83;16.71
22/09/2018;10:30;6265;2216;9.6;23.83;16.71
22/09/2018;11:00;6331;2177;9.6;23.83;16.71
22/09/2018;11:30;6431;1983;9.6;23.83;16.71
22/09/2018;12:00;6495;1772;9.6;23.83;16.71
22/09/2018;12:30;6480;1768;9.6;23.83;16.71
22/09/2018;13:00;6594;1787;9.6;23.83;16.71
22/09/2018;13:30;6448;1730;9.6;23.83;16.71
22/09/2018;14:00;6255;1751;9.6;23.83;16.71
22/09/2018;14:30;6190;1855;9.6;23.83;16.71
22/09/2018;15:00;6072;1796;9.6;23.83;16.71
22/09/2018;15:30;6092;1994;9.6;23.83;16.71
22/09/2018;16:00;6094;2021;9.6;23.83;16.71
22/09/2018;16:30;5998;1927;9.6;23.83;16.71
22/09/2018;17:00;5893;1823;9.6;23.83;16.71
22/09/2018;17:30;5861;2046;9.6;23.83;16.71
22/09/2018;18:00;5866;2219;9.6;23.83;16.71
22/09/2018;18:30;5940;2199;9.6;23.83;16.71
22/09/2018;19:00;6031;2248;9.6;23.83;16.71
22/09/2018;19:30;6067;2147;9.6;23.83;16.71
22/09/2018;20:00;6308;2212;9.6;23.83;16.71
22/09/2018;20:30;6328;2210;9.6;23.83;16.71
22/09/2018;21:00;6158;2211;9.6;23.83;16.71
22/09/2018;21:30;5978;2072;9.6;23.83;16.71
22/09/2018;22:00;5765;1807;9.6;23.83;16.71
22/09/2018;22:30;5823;1783;9.6;23.83;16.71
22/09/2018;23:00;6126;1857;9.6;23.83;16.71
22/09/2018;23:30;6150;1797;9.6;23.83;16.71
23/09/2018;00:00;5772;1713;14.86;29.81;22.34
23/09/2018;00:30;5555;1195;14.86;29.81;22.34
23/09/2018;01:00;5277;679;14.86;29.81;22.34
23/09/2018;01:30;5231;633;14.86;29.81;22.34
23/09/2018;02:00;5239;642;14.86;29.81;22.34
23/09/2018;02:30;5212;643;14.86;29.81;22.34
23/09/2018;03:00;5067;641;14.86;29.81;22.34
23/09/2018;03:30;5011;612;14.86;29.81;22.34
23/09/2018;04:00;4905;635;14.86;29.81;22.34
23/09/2018;04:30;4838;640;14.86;29.81;22.34
23/09/2018;05:00;4804;640;14.86;29.81;22.34
23/09/2018;05:30;4845;627;14.86;29.81;22.34
23/09/2018;06:00;4923;638;14.86;29.81;22.34
23/09/2018;06:30;4977;634;14.86;29.81;22.34
23/09/2018;07:00;5015;646;14.86;29.81;22.34
23/09/2018;07:30;4934;641;14.86;29.81;22.34
23/09/2018;08:00;5038;639;14.86;29.81;22.34
23/09/2018;08:30;5208;651;14.86;29.81;22.34
23/09/2018;09:00;5386;607;14.86;29.81;22.34
23/09/2018;09:30;5577;651;14.86;29.81;22.34
23/09/2018;10:00;5716;634;14.86;29.81;22.34
23/09/2018;10:30;5843;654;14.86;29.81;22.34
23/09/2018;11:00;5952;667;14.86;29.81;22.34
23/09/2018;11:30;6095;667;14.86;29.81;22.34
23/09/2018;12:00;6200;642;14.86;29.81;22.34
23/09/2018;12:30;6292;661;14.86;29.81;22.34
23/09/2018;13:00;6343;662;14.86;29.81;22.34
23/09/2018;13:30;6226;662;14.86;29.81;22.34
23/09/2018;14:00;6029;661;14.86;29.81;22.34
23/09/2018;14:30;5913;663;14.86;29.81;22.34
23/09/2018;15:00;5841;655;14.86;29.81;22.34
23/09/2018;15:30;5861;664;14.86;29.81;22.34
23/09/2018;16:00;5860;663;14.86;29.81;22.34
23/09/2018;16:30;5809;660;14.86;29.81;22.34
23/09/2018;17:00;5784;665;14.86;29.81;22.34
23/09/2018;17:30;5764;671;14.86;29.81;22.34
23/09/2018;18:00;5818;672;14.86;29.81;22.34
23/09/2018;18:30;5885;666;14.86;29.81;22.34
23/09/2018;19:00;6029;668;14.86;29.81;22.34
23/09/2018;19:30;6287;667;14.86;29.81;22.34
23/09/2018;20:00;6471;673;14.86;29.81;22.34
23/09/2018;20:30;6471;671;14.86;29.81;22.34
23/09/2018;21:00;6353;675;14.86;29.81;22.34
23/09/2018;21:30;6229;675;14.86;29.81;22.34
23/09/2018;22:00;5978;686;14.86;29.81;22.34
23/09/2018;22:30;6014;679;14.86;29.81;22.34
23/09/2018;23:00;6262;682;14.86;29.81;22.34
23/09/2018;23:30;6246;679;14.86;29.81;22.34
24/09/2018;00:00;5874;681;10.15;17.5;13.83
24/09/2018;00:30;5613;662;10.15;17.5;13.83
24/09/2018;01:00;5350;651;10.15;17.5;13.83
24/09/2018;01:30;5284;652;10.15;17.5;13.83
24/09/2018;02:00;5322;648;10.15;17.5;13.83
24/09/2018;02:30;5312;649;10.15;17.5;13.83
24/09/2018;03:00;5160;652;10.15;17.5;13.83
24/09/2018;03:30;5167;650;10.15;17.5;13.83
24/09/2018;04:00;5104;653;10.15;17.5;13.83
24/09/2018;04:30;5116;652;10.15;17.5;13.83
24/09/2018;05:00;5200;646;10.15;17.5;13.83
24/09/2018;05:30;5480;793;10.15;17.5;13.83
24/09/2018;06:00;5723;1018;10.15;17.5;13.83
24/09/2018;06:30;6177;1341;10.15;17.5;13.83
24/09/2018;07:00;6560;1611;10.15;17.5;13.83
24/09/2018;07:30;6726;2343;10.15;17.5;13.83
24/09/2018;08:00;6939;2512;10.15;17.5;13.83
24/09/2018;08:30;7075;2541;10.15;17.5;13.83
24/09/2018;09:00;7189;2554;10.15;17.5;13.83
24/09/2018;09:30;7342;2525;10.15;17.5;13.83
24/09/2018;10:00;7320;2488;10.15;17.5;13.83
24/09/2018;10:30;7371;2570;10.15;17.5;13.83
24/09/2018;11:00;7451;2538;10.15;17.5;13.83
24/09/2018;11:30;7526;2564;10.15;17.5;13.83
24/09/2018;12:00;7633;2518;10.15;17.5;13.83
24/09/2018;12:30;7397;2521;10.15;17.5;13.83
24/09/2018;13:00;7451;2526;10.15;17.5;13.83
24/09/2018;13:30;7320;2374;10.15;17.5;13.83
24/09/2018;14:00;7329;2007;10.15;17.5;13.83
24/09/2018;14:30;7209;1885;10.15;17.5;13.83
24/09/2018;15:00;7115;1907;10.15;17.5;13.83
24/09/2018;15:30;7162;2069;10.15;17.5;13.83
24/09/2018;16:00;7123;2023;10.15;17.5;13.83
24/09/2018;16:30;6994;2028;10.15;17.5;13.83
24/09/2018;17:00;6855;2099;10.15;17.5;13.83
24/09/2018;17:30;6803;2054;10.15;17.5;13.83
24/09/2018;18:00;6816;2138;10.15;17.5;13.83
24/09/2018;18:30;6885;2131;10.15;17.5;13.83
24/09/2018;19:00;7088;2417;10.15;17.5;13.83
24/09/2018;19:30;7098;2604;10.15;17.5;13.83
24/09/2018;20:00;7255;2620;10.15;17.5;13.83
24/09/2018;20:30;7143;2814;10.15;17.5;13.83
24/09/2018;21:00;6894;2822;10.15;17.5;13.83
24/09/2018;21:30;6686;2887;10.15;17.5;13.83
24/09/2018;22:00;6451;2584;10.15;17.5;13.83
24/09/2018;22:30;6500;2406;10.15;17.5;13.83
24/09/2018;23:00;6691;2428;10.15;17.5;13.83
24/09/2018;23:30;6699;2144;10.15;17.5;13.83
25/09/2018;00:00;6333;2142;4.81;19.73;12.27
25/09/2018;00:30;5969;1299;4.81;19.73;12.27
25/09/2018;01:00;5759;1035;4.81;19.73;12.27
25/09/2018;01:30;5721;1043;4.81;19.73;12.27
25/09/2018;02:00;5772;1045;4.81;19.73;12.27
25/09/2018;02:30;5742;1050;4.81;19.73;12.27
25/09/2018;03:00;5622;1048;4.81;19.73;12.27
25/09/2018;03:30;5597;1048;4.81;19.73;12.27
25/09/2018;04:00;5482;1049;4.81;19.73;12.27
25/09/2018;04:30;5449;1052;4.81;19.73;12.27
25/09/2018;05:00;5512;1068;4.81;19.73;12.27
25/09/2018;05:30;5720;1101;4.81;19.73;12.27
25/09/2018;06:00;5921;1259;4.81;19.73;12.27
25/09/2018;06:30;6394;1568;4.81;19.73;12.27
25/09/2018;07:00;6783;1996;4.81;19.73;12.27
25/09/2018;07:30;6988;2168;4.81;19.73;12.27
25/09/2018;08:00;7133;2199;4.81;19.73;12.27
25/09/2018;08:30;7212;2166;4.81;19.73;12.27
25/09/2018;09:00;7298;2172;4.81;19.73;12.27
25/09/2018;09:30;7440;2176;4.81;19.73;12.27
25/09/2018;10:00;7441;2491;4.81;19.73;12.27
25/09/2018;10:30;7469;2564;4.81;19.73;12.27
25/09/2018;11:00;7495;2579;4.81;19.73;12.27
25/09/2018;11:30;7552;2514;4.81;19.73;12.27
25/09/2018;12:00;7540;2095;4.81;19.73;12.27
25/09/2018;12:30;7455;1948;4.81;19.73;12.27
25/09/2018;13:00;7441;1816;4.81;19.73;12.27
25/09/2018;13:30;7378;1912;4.81;19.73;12.27
25/09/2018;14:00;7300;1849;4.81;19.73;12.27
25/09/2018;14:30;7239;1901;4.81;19.73;12.27
25/09/2018;15:00;7160;1868;4.81;19.73;12.27
25/09/2018;15:30;7174;1893;4.81;19.73;12.27
25/09/2018;16:00;7103;1835;4.81;19.73;12.27
25/09/2018;16:30;7047;1931;4.81;19.73;12.27
25/09/2018;17:00;6909;1905;4.81;19.73;12.27
25/09/2018;17:30;6887;2039;4.81;19.73;12.27
25/09/2018;18:00;6913;2536;4.81;19.73;12.27
25/09/2018;18:30;6964;2529;4.81;19.73;12.27
25/09/2018;19:00;7153;2553;4.81;19.73;12.27
25/09/2018;19:30;7256;2531;4.81;19.73;12.27
25/09/2018;20:00;7433;2565;4.81;19.73;12.27
25/09/2018;20:30;7298;2533;4.81;19.73;12.27
25/09/2018;21:00;7070;2504;4.81;19.73;12.27
25/09/2018;21:30;6794;2541;4.81;19.73;12.27
25/09/2018;22:00;6510;2330;4.81;19.73;12.27
25/09/2018;22:30;6491;2003;4.81;19.73;12.27
25/09/2018;23:00;6799;1812;4.81;19.73;12.27
25/09/2018;23:30;6791;1122;4.81;19.73;12.27
26/09/2018;00:00;6372;1079;5.82;25.28;15.55
26/09/2018;00:30;6163;1067;5.82;25.28;15.55
26/09/2018;01:00;5939;1064;5.82;25.28;15.55
26/09/2018;01:30;5858;1063;5.82;25.28;15.55
26/09/2018;02:00;5917;1058;5.82;25.28;15.55
26/09/2018;02:30;5914;1071;5.82;25.28;15.55
26/09/2018;03:00;5794;1062;5.82;25.28;15.55
26/09/2018;03:30;5717;1061;5.82;25.28;15.55
26/09/2018;04:00;5651;1031;5.82;25.28;15.55
26/09/2018;04:30;5632;1058;5.82;25.28;15.55
26/09/2018;05:00;5724;1055;5.82;25.28;15.55
26/09/2018;05:30;5936;1069;5.82;25.28;15.55
26/09/2018;06:00;6129;1136;5.82;25.28;15.55
26/09/2018;06:30;6470;1685;5.82;25.28;15.55
26/09/2018;07:00;6840;2035;5.82;25.28;15.55
26/09/2018;07:30;7067;2170;5.82;25.28;15.55
26/09/2018;08:00;7234;2246;5.82;25.28;15.55
26/09/2018;08:30;7399;2240;5.82;25.28;15.55
26/09/2018;09:00;7507;2306;5.82;25.28;15.55
26/09/2018;09:30;7571;2367;5.82;25.28;15.55
26/09/2018;10:00;7553;2378;5.82;25.28;15.55
26/09/2018;10:30;7578;2635;5.82;25.28;15.55
26/09/2018;11:00;7624;2622;5.82;25.28;15.55
26/09/2018;11:30;7704;2656;5.82;25.28;15.55
26/09/2018;12:00;7723;2684;5.82;25.28;15.55
26/09/2018;12:30;7585;2601;5.82;25.28;15.55
26/09/2018;13:00;7668;2605;5.82;25.28;15.55
26/09/2018;13:30;7553;2640;5.82;25.28;15.55
26/09/2018;14:00;7549;2630;5.82;25.28;15.55
26/09/2018;14:30;7463;2758;5.82;25.28;15.55
26/09/2018;15:00;7336;2731;5.82;25.28;15.55
26/09/2018;15:30;7337;2775;5.82;25.28;15.55
26/09/2018;16:00;7376;2816;5.82;25.28;15.55
26/09/2018;16:30;7251;2830;5.82;25.28;15.55
26/09/2018;17:00;7124;2873;5.82;25.28;15.55
26/09/2018;17:30;7059;2834;5.82;25.28;15.55
26/09/2018;18:00;7018;2938;5.82;25.28;15.55
26/09/2018;18:30;7117;2882;5.82;25.28;15.55
26/09/2018;19:00;7248;2920;5.82;25.28;15.55
26/09/2018;19:30;7327;2916;5.82;25.28;15.55
26/09/2018;20:00;7534;2935;5.82;25.28;15.55
26/09/2018;20:30;7370;3108;5.82;25.28;15.55
26/09/2018;21:00;7160;2976;5.82;25.28;15.55
26/09/2018;21:30;6885;2952;5.82;25.28;15.55
26/09/2018;22:00;6580;2919;5.82;25.28;15.55
26/09/2018;22:30;6566;2975;5.82;25.28;15.55
26/09/2018;23:00;6747;2606;5.82;25.28;15.55
26/09/2018;23:30;6833;2554;5.82;25.28;15.55
27/09/2018;00:00;6438;2551;8.15;27.76;17.95
27/09/2018;00:30;6186;1343;8.15;27.76;17.95
27/09/2018;01:00;5898;783;8.15;27.76;17.95
27/09/2018;01:30;5786;586;8.15;27.76;17.95
27/09/2018;02:00;5809;593;8.15;27.76;17.95
27/09/2018;02:30;5831;593;8.15;27.76;17.95
27/09/2018;03:00;5713;596;8.15;27.76;17.95
27/09/2018;03:30;5757;708;8.15;27.76;17.95
27/09/2018;04:00;5619;1061;8.15;27.76;17.95
27/09/2018;04:30;5591;1183;8.15;27.76;17.95
27/09/2018;05:00;5670;1458;8.15;27.76;17.95
27/09/2018;05:30;5863;2020;8.15;27.76;17.95
27/09/2018;06:00;6079;2537;8.15;27.76;17.95
27/09/2018;06:30;6457;2687;8.15;27.76;17.95
27/09/2018;07:00;6903;2929;8.15;27.76;17.95
27/09/2018;07:30;7102;2964;8.15;27.76;17.95
27/09/2018;08:00;7222;3019;8.15;27.76;17.95
27/09/2018;08:30;7368;3013;8.15;27.76;17.95
27/09/2018;09:00;7410;2996;8.15;27.76;17.95
27/09/2018;09:30;7479;2978;8.15;27.76;17.95
27/09/2018;10:00;7537;2919;8.15;27.76;17.95
27/09/2018;10:30;7526;2956;8.15;27.76;17.95
27/09/2018;11:00;7567;2602;8.15;27.76;17.95
27/09/2018;11:30;7656;2600;8.15;27.76;17.95
27/09/2018;12:00;7662;2633;8.15;27.76;17.95
27/09/2018;12:30;7486;2583;8.15;27.76;17.95
27/09/2018;13:00;7553;2607;8.15;27.76;17.95
27/09/2018;13:30;7490;2607;8.15;27.76;17.95
27/09/2018;14:00;7508;2549;8.15;27.76;17.95
27/09/2018;14:30;7448;2574;8.15;27.76;17.95
27/09/2018;15:00;7366;2581;8.15;27.76;17.95
27/09/2018;15:30;7363;2630;8.15;27.76;17.95
27/09/2018;16:00;7345;2631;8.15;27.76;17.95
27/09/2018;16:30;7188;2655;8.15;27.76;17.95
27/09/2018;17:00;7160;2669;8.15;27.76;17.95
27/09/2018;17:30;7041;2709;8.15;27.76;17.95
27/09/2018;18:00;7067;2885;8.15;27.76;17.95
27/09/2018;18:30;7109;2912;8.15;27.76;17.95
27/09/2018;19:00;7219;2928;8.15;27.76;17.95
27/09/2018;19:30;7269;2905;8.15;27.76;17.95
27/09/2018;20:00;7478;2954;8.15;27.76;17.95
27/09/2018;20:30;7301;2981;8.15;27.76;17.95
27/09/2018;21:00;7115;2953;8.15;27.76;17.95
27/09/2018;21:30;6831;2949;8.15;27.76;17.95
27/09/2018;22:00;6577;2938;8.15;27.76;17.95
27/09/2018;22:30;6563;2913;8.15;27.76;17.95
27/09/2018;23:00;6786;2869;8.15;27.76;17.95
27/09/2018;23:30;6792;2918;8.15;27.76;17.95
28/09/2018;00:00;6429;2596;8.62;26.45;17.53
28/09/2018;00:30;6116;2262;8.62;26.45;17.53
28/09/2018;01:00;5822;2199;8.62;26.45;17.53
28/09/2018;01:30;5763;1908;8.62;26.45;17.53
28/09/2018;02:00;5778;1803;8.62;26.45;17.53
28/09/2018;02:30;5820;1837;8.62;26.45;17.53
28/09/2018;03:00;5650;1785;8.62;26.45;17.53
28/09/2018;03:30;5615;1547;8.62;26.45;17.53
28/09/2018;04:00;5544;1072;8.62;26.45;17.53
28/09/2018;04:30;5537;1024;8.62;26.45;17.53
28/09/2018;05:00;5609;1035;8.62;26.45;17.53
28/09/2018;05:30;5780;1157;8.62;26.45;17.53
28/09/2018;06:00;6030;1314;8.62;26.45;17.53
28/09/2018;06:30;6422;1857;8.62;26.45;17.53
28/09/2018;07:00;6789;2366;8.62;26.45;17.53
28/09/2018;07:30;7047;2441;8.62;26.45;17.53
28/09/2018;08:00;7149;2434;8.62;26.45;17.53
28/09/2018;08:30;7248;2460;8.62;26.45;17.53
28/09/2018;09:00;7345;2390;8.62;26.45;17.53
28/09/2018;09:30;7437;2432;8.62;26.45;17.53
28/09/2018;10:00;7430;2468;8.62;26.45;17.53
28/09/2018;10:30;7462;2506;8.62;26.45;17.53
28/09/2018;11:00;7461;2060;8.62;26.45;17.53
28/09/2018;11:30;7520;2100;8.62;26.45;17.53
28/09/2018;12:00;7483;1950;8.62;26.45;17.53
28/09/2018;12:30;7383;1712;8.62;26.45;17.53
28/09/2018;13:00;7469;1608;8.62;26.45;17.53
28/09/2018;13:30;7372;1520;8.62;26.45;17.53
28/09/2018;14:00;7304;1533;8.62;26.45;17.53
28/09/2018;14:30;7215;1546;8.62;26.45;17.53
28/09/2018;15:00;7086;1416;8.62;26.45;17.53
28/09/2018;15:30;7126;1174;8.62;26.45;17.53
28/09/2018;16:00;7139;1074;8.62;26.45;17.53
28/09/2018;16:30;7047;1097;8.62;26.45;17.53
28/09/2018;17:00;6950;1288;8.62;26.45;17.53
28/09/2018;17:30;6874;1368;8.62;26.45;17.53
28/09/2018;18:00;6863;1372;8.62;26.45;17.53
28/09/2018;18:30;6873;1321;8.62;26.45;17.53
28/09/2018;19:00;6940;1320;8.62;26.45;17.53
28/09/2018;19:30;6981;1272;8.62;26.45;17.53
28/09/2018;20:00;7163;1324;8.62;26.45;17.53
28/09/2018;20:30;7006;1280;8.62;26.45;17.53
28/09/2018;21:00;6905;1379;8.62;26.45;17.53
28/09/2018;21:30;6635;1364;8.62;26.45;17.53
28/09/2018;22:00;6352;1298;8.62;26.45;17.53
28/09/2018;22:30;6387;1325;8.62;26.45;17.53
28/09/2018;23:00;6646;1306;8.62;26.45;17.53
28/09/2018;23:30;6627;1089;8.62;26.45;17.53
29/09/2018;00:00;6264;950;9.58;20.76;15.17
29/09/2018;00:30;5969;655;9.58;20.76;15.17
29/09/2018;01:00;5707;594;9.58;20.76;15.17
29/09/2018;01:30;5611;602;9.58;20.76;15.17
29/09/2018;02:00;5546;603;9.58;20.76;15.17
29/09/2018;02:30;5529;602;9.58;20.76;15.17
29/09/2018;03:00;5376;608;9.58;20.76;15.17
29/09/2018;03:30;5315;574;9.58;20.76;15.17
29/09/2018;04:00;5212;608;9.58;20.76;15.17
29/09/2018;04:30;5168;611;9.58;20.76;15.17
29/09/2018;05:00;5150;607;9.58;20.76;15.17
29/09/2018;05:30;5183;565;9.58;20.76;15.17
29/09/2018;06:00;5264;607;9.58;20.76;15.17
29/09/2018;06:30;5368;555;9.58;20.76;15.17
29/09/2018;07:00;5442;666;9.58;20.76;15.17
29/09/2018;07:30;5502;703;9.58;20.76;15.17
29/09/2018;08:00;5610;892;9.58;20.76;15.17
29/09/2018;08:30;5777;918;9.58;20.76;15.17
29/09/2018;09:00;5917;927;9.58;20.76;15.17
29/09/2018;09:30;6149;935;9.58;20.76;15.17
29/09/2018;10:00;6231;929;9.58;20.76;15.17
29/09/2018;10:30;6300;923;9.58;20.76;15.17
29/09/2018;11:00;6346;917;9.58;20.76;15.17
29/09/2018;11:30;6453;902;9.58;20.76;15.17
29/09/2018;12:00;6487;927;9.58;20.76;15.17
29/09/2018;12:30;6574;977;9.58;20.76;15.17
