Date;TMin (°C);TMax (°C);TMoy (°C)
15/06/2021;13.63;30.45;22.04
16/06/2021;14.05;32.4;23.22
17/06/2021;18.18;31.0;24.59
18/06/2021;17.98;30.2;24.09
19/06/2021;16.58;31.03;23.81
20/06/2021;16.73;24.73;20.73
21/06/2021;13.98;25.07;19.53
22/06/2021;14.2;23.75;18.98
23/06/2021;13.62;23.77;18.69
24/06/2021;14.35;18.05;16.2
25/06/2021;11.73;22.63;17.18
26/06/2021;10.75;25.77;18.26
27/06/2021;15.13;24.92;20.03
28/06/2021;16.13;23.05;19.59
29/06/2021;13.33;21.15;17.24
30/06/2021;12.57;17.77;15.17
01/07/2021;13.07;23.83;18.45
02/07/2021;10.82;26.32;18.57
03/07/2021;14.5;22.82;18.66
04/07/2021;15.17;23.58;19.38
05/07/2021;15.82;26.47;21.14
06/07/2021;14.67;19.92;17.29
07/07/2021;11.48;25.18;18.33
08/07/2021;14.43;22.33;18.38
09/07/2021;11.57;24.2;17.88
10/07/2021;11.42;25.87;18.64
11/07/2021;13.8;25.37;19.58
12/07/2021;13.65;21.27;17.46
13/07/2021;13.42;20.38;16.9
14/07/2021;13.07;17.7;15.38
15/07/2021;14.93;19.1;17.02
16/07/2021;15.6;21.73;18.67
17/07/2021;15.38;23.68;19.53
18/07/2021;15.43;28.02;21.72
19/07/2021;16.0;29.7;22.85
20/07/2021;14.67;28.07;21.37
21/07/2021;13.68;28.28;20.98
22/07/2021;13.43;28.63;21.03
23/07/2021;13.65;30.93;22.29
24/07/2021;18.02;23.75;20.88
25/07/2021;14.75;25.48;20.12
26/07/2021;15.88;25.2;20.54
27/07/2021;14.07;24.1;19.08
28/07/2021;14.92;24.28;19.6
29/07/2021;13.75;25.2;19.47
30/07/2021;13.07;25.25;19.16
31/07/2021;12.48;22.62;17.55
01/08/2021;12.18;21.35;16.77
02/08/2021;12.17;23.3;17.73
03/08/2021;13.53;19.58;16.56
04/08/2021;12.75;19.52;16.13
05/08/2021;14.37;22.85;18.61
06/08/2021;15.83;23.5;19.67
07/08/2021;14.28;21.23;17.76
08/08/2021;11.9;22.17;17.03
09/08/2021;11.63;23.3;17.47
10/08/2021;11.53;27.85;19.69
11/08/2021;13.78;29.53;21.66
12/08/2021;15.3;32.17;23.73
13/08/2021;17.32;30.8;24.05
14/08/2021;18.28;32.67;25.48
15/08/2021;18.9;31.55;25.22
16/08/2021;16.65;21.42;19.03
17/08/2021;12.63;21.12;16.88
18/08/2021;14.45;19.15;16.8
19/08/2021;14.87;22.18;18.53
20/08/2021;13.02;25.97;19.49
21/08/2021;12.47;28.98;20.72
22/08/2021;17.08;23.15;20.12
23/08/2021;11.3;22.03;16.67
24/08/2021;13.4;23.77;18.58
25/08/2021;11.88;23.98;17.93
26/08/2021;10.63;23.12;16.88
27/08/2021;9.57;21.52;15.54
28/08/2021;9.23;21.02;15.12
29/08/2021;10.87;19.93;15.4
30/08/2021;11.47;21.72;16.59
31/08/2021;10.85;22.73;16.79
01/09/2021;10.85;24.8;17.82
02/09/2021;10.1;27.38;18.74
03/09/2021;14.28;27.37;20.83
04/09/2021;14.8;27.7;21.25
05/09/2021;12.87;28.6;20.73
06/09/2021;12.4;28.8;20.6
07/09/2021;11.78;29.27;20.52
08/09/2021;14.45;30.2;22.32
09/09/2021;18.12;25.23;21.68
10/09/2021;16.42;22.15;19.28
11/09/2021;14.02;23.77;18.89
12/09/2021;10.98;25.72;18.35
13/09/2021;11.67;27.67;19.67
14/09/2021;14.7;26.12;20.41
15/09/2021;17.78;23.2;20.49
16/09/2021;16.5;22.68;19.59
17/09/2021;10.98;23.22;17.1
18/09/2021;10.92;24.28;17.6
19/09/2021;12.93;15.53;14.23
20/09/2021;12.95;18.08;15.52
21/09/2021;10.8;19.57;15.18
22/09/2021;7.18;20.73;13.96
23/09/2021;6.62;22.48;14.55
24/09/2021;7.9;24.03;15.97
25/09/2021;9.77;25.23;17.5
26/09/2021;14.12;22.55;18.33
27/09/2021;11.6;23.27;17.43
28/09/2021;8.27;19.13;13.7
29/09/2021;10.23;18.38;14.31
30/09/2021;4.02;17.87;10.94
01/10/2021;3.75;19.93;11.84
02/10/2021;9.8;22.38;16.09
03/10/2021;12.92;21.23;17.08
04/10/2021;10.13;15.73;12.93
05/10/2021;9.38;16.48;12.93
06/10/2021;7.95;16.32;12.13
07/10/2021;6.85;16.8;11.82
08/10/2021;6.95;18.42;12.68
09/10/2021;6.57;16.1;11.33
10/10/2021;3.48;16.88;10.18
11/10/2021;3.2;15.9;9.55
12/10/2021;4.48;14.43;9.46
13/10/2021;6.62;13.8;10.21
14/10/2021;1.6;15.88;8.74
15/10/2021;0.8;16.23;8.52
16/10/2021;2.58;16.88;9.73
17/10/2021;1.33;16.6;8.97
18/10/2021;3.43;17.82;10.62
19/10/2021;8.93;22.22;15.57
20/10/2021;10.05;21.05;15.55
21/10/2021;11.5;16.8;14.15
22/10/2021;3.83;12.33;8.08
23/10/2021;3.17;14.13;8.65
24/10/2021;-0.47;17.35;8.44
25/10/2021;2.1;16.65;9.37
26/10/2021;8.67;16.63;12.65
27/10/2021;2.95;15.87;9.41
28/10/2021;3.48;17.93;10.71
29/10/2021;5.97;18.97;12.47
30/10/2021;10.25;15.85;13.05
31/10/2021;11.02;20.88;15.95
01/11/2021;8.95;14.95;11.95
02/11/2021;7.35;12.68;10.02
03/11/2021;6.08;10.03;8.06
04/11/2021;3.05;9.78;6.42
05/11/2021;5.45;10.38;7.92
06/11/2021;1.13;9.85;5.49
07/11/2021;1.27;9.07;5.17
08/11/2021;3.68;11.25;7.47
09/11/2021;-0.02;9.35;4.67
10/11/2021;-0.83;7.68;3.42
11/11/2021;-0.32;7.15;3.42
12/11/2021;0.27;7.03;3.65
13/11/2021;2.5;10.42;6.46
14/11/2021;7.55;11.48;9.52
15/11/2021;7.23;9.2;8.22
16/11/2021;5.78;7.15;6.47
17/11/2021;4.83;7.77;6.3
18/11/2021;5.35;9.97;7.66
19/11/2021;0.03;6.97;3.5
20/11/2021;2.7;5.2;3.95
21/11/2021;1.88;4.68;3.28
22/11/2021;3.2;7.63;5.42
23/11/2021;2.03;8.0;5.02
24/11/2021;-2.97;6.87;1.95
25/11/2021;-2.5;3.45;0.48
26/11/2021;-0.05;4.72;2.33
27/11/2021;1.68;5.5;3.59
28/11/2021;0.63;3.68;2.16
29/11/2021;0.63;2.87;1.75
30/11/2021;-0.83;6.1;2.63
01/12/2021;3.62;8.75;6.18
02/12/2021;0.18;5.28;2.73
03/12/2021;-2.05;8.13;3.04
04/12/2021;2.38;10.92;6.65
05/12/2021;1.97;5.2;3.58
06/12/2021;1.5;5.73;3.62
07/12/2021;2.53;7.67;5.1
08/12/2021;2.92;6.98;4.95
09/12/2021;0.88;6.32;3.6
10/12/2021;0.33;6.32;3.32
11/12/2021;1.55;5.63;3.59
12/12/2021;-1.47;6.37;2.45
13/12/2021;2.1;4.02;3.06
14/12/2021;0.32;2.27;1.29
15/12/2021;0.48;4.05;2.27
16/12/2021;2.58;7.2;4.89
17/12/2021;-0.62;7.92;3.65
18/12/2021;-1.42;6.25;2.42
19/12/2021;-1.68;2.63;0.47
20/12/2021;-0.13;3.78;1.82
21/12/2021;-3.82;0.88;-1.47
22/12/2021;-2.53;2.77;0.12
23/12/2021;-2.45;10.23;3.89
24/12/2021;3.87;9.9;6.88
25/12/2021;4.57;9.62;7.09
26/12/2021;6.87;10.18;8.52
27/12/2021;5.5;10.95;8.22
28/12/2021;8.4;12.8;10.6
29/12/2021;8.63;14.45;11.54
30/12/2021;10.15;15.12;12.63
31/12/2021;4.17;12.25;8.21
01/01/2022;1.67;10.92;6.29
02/01/2022;1.77;11.92;6.84
03/01/2022;7.27;12.47;9.87
04/01/2022;7.25;13.38;10.32
05/01/2022;1.05;5.5;3.28
06/01/2022;-0.42;5.17;2.38
07/01/2022;-1.82;5.33;1.76
08/01/2022;1.38;7.75;4.57
09/01/2022;3.3;6.1;4.7
10/01/2022;-0.28;5.68;2.7
11/01/2022;-2.32;3.83;0.76
12/01/2022;-2.5;3.62;0.56
13/01/2022;-3.6;3.62;0.01
14/01/2022;-5.07;3.65;-0.71
15/01/2022;-5.38;2.42;-1.48
16/01/2022;-5.08;-0.75;-2.92
17/01/2022;-2.22;3.38;0.58
18/01/2022;-0.28;7.03;3.38
19/01/2022;-1.02;3.92;1.45
20/01/2022;1.68;5.77;3.72
21/01/2022;-0.43;4.85;2.21
22/01/2022;-2.5;4.75;1.12
23/01/2022;-0.55;5.52;2.48
24/01/2022;-3.78;4.38;0.3
25/01/2022;-4.23;1.12;-1.56
26/01/2022;-2.87;-1.22;-2.04
27/01/2022;-3.45;0.28;-1.58
28/01/2022;-1.0;4.02;1.51
29/01/2022;0.02;5.2;2.61
30/01/2022;2.97;9.55;6.26
31/01/2022;2.75;7.98;5.37
