Périmètre;Nature;Date;Heures;Consommation
Normandie;Données définitives;07/01/2020;07:00;4111
Normandie;Données définitives;07/01/2020;07:30;4246
Normandie;Données définitives;07/01/2020;08:00;4296
Normandie;Données définitives;07/01/2020;08:30;4368
Normandie;Données définitives;07/01/2020;09:00;4337
Normandie;Données définitives;07/01/2020;09:30;4319
Normandie;Données définitives;07/01/2020;10:00;4334
Normandie;Données définitives;07/01/2020;10:30;4295
Normandie;Données définitives;07/01/2020;11:00;4289
Normandie;Données définitives;07/01/2020;11:30;4280
Normandie;Données définitives;07/01/2020;12:00;4318
Normandie;Données définitives;07/01/2020;12:30;4315
Normandie;Données définitives;07/01/2020;13:00;4263
Normandie;Données définitives;07/01/2020;13:30;4135
Normandie;Données définitives;07/01/2020;14:00;4079
Normandie;Données définitives;07/01/2020;14:30;4009
Normandie;Données définitives;07/01/2020;15:00;3921
Normandie;Données définitives;07/01/2020;15:30;3902
Normandie;Données définitives;07/01/2020;16:00;3895
Normandie;Données définitives;07/01/2020;16:30;3878
Normandie;Données définitives;07/01/2020;17:00;3917
Normandie;Données définitives;07/01/2020;17:30;4028
Normandie;Données définitives;07/01/2020;18:00;4126
Normandie;Données définitives;07/01/2020;18:30;4211
Normandie;Données définitives;07/01/2020;19:00;4272
Normandie;Données définitives;07/01/2020;19:30;4230
Normandie;Données définitives;07/01/2020;20:00;4101
Normandie;Données définitives;07/01/2020;20:30;3926
Normandie;Données définitives;07/01/2020;21:00;3843
Normandie;Données définitives;07/01/2020;21:30;3888
Normandie;Données définitives;07/01/2020;22:00;3815
Normandie;Données définitives;07/01/2020;22:30;3884
Normandie;Données définitives;07/01/2020;23:00;3940
Normandie;Données définitives;07/01/2020;23:30;3800
Normandie;Données définitives;08/01/2020;00:00;3775
Normandie;Données définitives;08/01/2020;00:30;3647
Normandie;Données définitives;08/01/2020;01:00;3482
Normandie;Données définitives;08/01/2020;01:30;3486
Normandie;Données définitives;08/01/2020;02:00;3437
Normandie;Données définitives;08/01/2020;02:30;3321
Normandie;Données définitives;08/01/2020;03:00;3229
Normandie;Données définitives;08/01/2020;03:30;3164
Normandie;Données définitives;08/01/2020;04:00;3137
Normandie;Données définitives;08/01/2020;04:30;3131
Normandie;Données définitives;08/01/2020;05:00;3142
Normandie;Données définitives;08/01/2020;05:30;3265
Normandie;Données définitives;08/01/2020;06:00;3337
Normandie;Données définitives;08/01/2020;06:30;3559
Normandie;Données définitives;08/01/2020;07:00;3712
Normandie;Données définitives;08/01/2020;07:30;3859
Normandie;Données définitives;08/01/2020;08:00;3932
Normandie;Données définitives;08/01/2020;08:30;4059
Normandie;Données définitives;08/01/2020;09:00;4033
Normandie;Données définitives;08/01/2020;09:30;4023
Normandie;Données définitives;08/01/2020;10:00;4001
Normandie;Données définitives;08/01/2020;10:30;3988
Normandie;Données définitives;08/01/2020;11:00;3992
Normandie;Données définitives;08/01/2020;11:30;4014
Normandie;Données définitives;08/01/2020;12:00;4045
Normandie;Données définitives;08/01/2020;12:30;4051
Normandie;Données définitives;08/01/2020;13:00;4017
Normandie;Données définitives;08/01/2020;13:30;3917
Normandie;Données définitives;08/01/2020;14:00;3885
Normandie;Données définitives;08/01/2020;14:30;3856
Normandie;Données définitives;08/01/2020;15:00;3796
Normandie;Données définitives;08/01/2020;15:30;3751
Normandie;Données définitives;08/01/2020;16:00;3728
Normandie;Données définitives;08/01/2020;16:30;3722
Normandie;Données définitives;08/01/2020;17:00;3738
Normandie;Données définitives;08/01/2020;17:30;3806
Normandie;Données définitives;08/01/2020;18:00;3925
Normandie;Données définitives;08/01/2020;18:30;4005
Normandie;Données définitives;08/01/2020;19:00;4088
Normandie;Données définitives;08/01/2020;19:30;4040
Normandie;Données définitives;08/01/2020;20:00;3919
Normandie;Données définitives;08/01/2020;20:30;3775
Normandie;Données définitives;08/01/2020;21:00;3682
Normandie;Données définitives;08/01/2020;21:30;3726
Normandie;Données définitives;08/01/2020;22:00;3615
Normandie;Données définitives;08/01/2020;22:30;3713
Normandie;Données définitives;08/01/2020;23:00;3767
Normandie;Données définitives;08/01/2020;23:30;3614
Normandie;Données définitives;09/01/2020;00:00;3597
Normandie;Données définitives;09/01/2020;00:30;3486
Normandie;Données définitives;09/01/2020;01:00;3316
Normandie;Données définitives;09/01/2020;01:30;3314
Normandie;Données définitives;09/01/2020;02:00;3283
Normandie;Données définitives;09/01/2020;02:30;3185
Normandie;Données définitives;09/01/2020;03:00;3111
Normandie;Données définitives;09/01/2020;03:30;3058
Normandie;Données définitives;09/01/2020;04:00;3008
Normandie;Données définitives;09/01/2020;04:30;2997
Normandie;Données définitives;09/01/2020;05:00;3010
Normandie;Données définitives;09/01/2020;05:30;3138
Normandie;Données définitives;09/01/2020;06:00;3227
Normandie;Données définitives;09/01/2020;06:30;3403
Normandie;Données définitives;09/01/2020;07:00;3533
Normandie;Données définitives;09/01/2020;07:30;3697
Normandie;Données définitives;09/01/2020;08:00;3775
Normandie;Données définitives;09/01/2020;08:30;3855
Normandie;Données définitives;09/01/2020;09:00;3826
Normandie;Données définitives;09/01/2020;09:30;3762
Normandie;Données définitives;09/01/2020;10:00;3740
Normandie;Données définitives;09/01/2020;10:30;3732
Normandie;Données définitives;09/01/2020;11:00;3740
Normandie;Données définitives;09/01/2020;11:30;3772
Normandie;Données définitives;09/01/2020;12:00;3838
Normandie;Données définitives;09/01/2020;12:30;3845
Normandie;Données définitives;09/01/2020;13:00;3812
Normandie;Données définitives;09/01/2020;13:30;3726
Normandie;Données définitives;09/01/2020;14:00;3705
Normandie;Données définitives;09/01/2020;14:30;3637
Normandie;Données définitives;09/01/2020;15:00;3590
Normandie;Données définitives;09/01/2020;15:30;3592
Normandie;Données définitives;09/01/2020;16:00;3557
