Date;Heures;Electricite;Gaz;Tmin;Tmoy;Tmax;Taux de Co2
01/01/2016;00:00;3582;2226;2.78;9.4;6.09;31
01/01/2016;00:30;3551;2227;2.78;9.4;6.09;31
01/01/2016;01:00;3456;2205;2.78;9.4;6.09;32
01/01/2016;01:30;3466;2212;2.78;9.4;6.09;32
01/01/2016;02:00;3461;2209;2.78;9.4;6.09;32
01/01/2016;02:30;3342;2231;2.78;9.4;6.09;33
01/01/2016;03:00;3229;2240;2.78;9.4;6.09;34
01/01/2016;03:30;3097;2195;2.78;9.4;6.09;35
01/01/2016;04:00;3044;2219;2.78;9.4;6.09;36
01/01/2016;04:30;2980;2221;2.78;9.4;6.09;35
01/01/2016;05:00;3005;2234;2.78;9.4;6.09;36
01/01/2016;05:30;3027;2200;2.78;9.4;6.09;35
01/01/2016;06:00;2971;2191;2.78;9.4;6.09;35
01/01/2016;06:30;3053;2207;2.78;9.4;6.09;35
01/01/2016;07:00;3048;2220;2.78;9.4;6.09;35
01/01/2016;07:30;3061;2221;2.78;9.4;6.09;35
01/01/2016;08:00;3021;2210;2.78;9.4;6.09;35
01/01/2016;08:30;3060;2218;2.78;9.4;6.09;37
01/01/2016;09:00;2978;2200;2.78;9.4;6.09;36
01/01/2016;09:30;2985;2217;2.78;9.4;6.09;34
01/01/2016;10:00;3026;2190;2.78;9.4;6.09;33
01/01/2016;10:30;3065;2207;2.78;9.4;6.09;32
01/01/2016;11:00;3100;2229;2.78;9.4;6.09;32
01/01/2016;11:30;3169;2232;2.78;9.4;6.09;32
01/01/2016;12:00;3242;2231;2.78;9.4;6.09;31
01/01/2016;12:30;3327;2230;2.78;9.4;6.09;31
01/01/2016;13:00;3355;2229;2.78;9.4;6.09;30
01/01/2016;13:30;3264;2222;2.78;9.4;6.09;30
01/01/2016;14:00;3186;2229;2.78;9.4;6.09;31
01/01/2016;14:30;3054;2234;2.78;9.4;6.09;31
01/01/2016;15:00;2994;2207;2.78;9.4;6.09;32
01/01/2016;15:30;2989;2208;2.78;9.4;6.09;32
01/01/2016;16:00;2905;2231;2.78;9.4;6.09;32
01/01/2016;16:30;2975;2232;2.78;9.4;6.09;32
01/01/2016;17:00;3055;2231;2.78;9.4;6.09;32
01/01/2016;17:30;3228;2244;2.78;9.4;6.09;31
01/01/2016;18:00;3329;2252;2.78;9.4;6.09;30
01/01/2016;18:30;3387;2252;2.78;9.4;6.09;29
01/01/2016;19:00;3462;2254;2.78;9.4;6.09;28
01/01/2016;19:30;3493;2262;2.78;9.4;6.09;28
01/01/2016;20:00;3458;2233;2.78;9.4;6.09;28
01/01/2016;20:30;3409;2245;2.78;9.4;6.09;29
01/01/2016;21:00;3356;2255;2.78;9.4;6.09;30
01/01/2016;21:30;3455;2255;2.78;9.4;6.09;30
01/01/2016;22:00;3486;2242;2.78;9.4;6.09;30
01/01/2016;22:30;3520;2241;2.78;9.4;6.09;30
01/01/2016;23:00;3640;2252;2.78;9.4;6.09;29
01/01/2016;23:30;3515;2251;2.78;9.4;6.09;31
02/01/2016;00:00;3464;2243;7.28;10.06;8.67;30
02/01/2016;00:30;3350;2231;7.28;10.06;8.67;31
02/01/2016;01:00;3197;2233;7.28;10.06;8.67;33
02/01/2016;01:30;3165;2239;7.28;10.06;8.67;34
02/01/2016;02:00;3121;2232;7.28;10.06;8.67;34
02/01/2016;02:30;3010;2221;7.28;10.06;8.67;34
02/01/2016;03:00;2916;2229;7.28;10.06;8.67;35
02/01/2016;03:30;2823;2233;7.28;10.06;8.67;35
02/01/2016;04:00;2780;2227;7.28;10.06;8.67;36
02/01/2016;04:30;2763;2226;7.28;10.06;8.67;36
02/01/2016;05:00;2756;2242;7.28;10.06;8.67;36
02/01/2016;05:30;2814;2253;7.28;10.06;8.67;36
02/01/2016;06:00;2844;2231;7.28;10.06;8.67;35
02/01/2016;06:30;2901;2234;7.28;10.06;8.67;34
02/01/2016;07:00;2930;2216;7.28;10.06;8.67;34
02/01/2016;07:30;3008;2254;7.28;10.06;8.67;34
02/01/2016;08:00;3041;2243;7.28;10.06;8.67;33
02/01/2016;08:30;3137;2198;7.28;10.06;8.67;32
02/01/2016;09:00;3149;2242;7.28;10.06;8.67;31
02/01/2016;09:30;3191;2256;7.28;10.06;8.67;30
02/01/2016;10:00;3259;2219;7.28;10.06;8.67;29
02/01/2016;10:30;3272;2247;7.28;10.06;8.67;29
02/01/2016;11:00;3296;2249;7.28;10.06;8.67;29
02/01/2016;11:30;3372;2175;7.28;10.06;8.67;28
02/01/2016;12:00;3473;2186;7.28;10.06;8.67;28
02/01/2016;12:30;3640;2190;7.28;10.06;8.67;28
02/01/2016;13:00;3659;2205;7.28;10.06;8.67;27
02/01/2016;13:30;3585;2202;7.28;10.06;8.67;28
02/01/2016;14:00;3483;2228;7.28;10.06;8.67;29
02/01/2016;14:30;3404;2246;7.28;10.06;8.67;28
02/01/2016;15:00;3339;2254;7.28;10.06;8.67;29
02/01/2016;15:30;3298;2255;7.28;10.06;8.67;29
02/01/2016;16:00;3292;2241;7.28;10.06;8.67;29
02/01/2016;16:30;3298;2287;7.28;10.06;8.67;29
02/01/2016;17:00;3337;2296;7.28;10.06;8.67;29
02/01/2016;17:30;3497;2404;7.28;10.06;8.67;28
02/01/2016;18:00;3664;2419;7.28;10.06;8.67;28
02/01/2016;18:30;3694;2431;7.28;10.06;8.67;27
02/01/2016;19:00;3768;2406;7.28;10.06;8.67;27
02/01/2016;19:30;3747;2419;7.28;10.06;8.67;27
02/01/2016;20:00;3664;2408;7.28;10.06;8.67;28
02/01/2016;20:30;3555;2407;7.28;10.06;8.67;28
02/01/2016;21:00;3526;2431;7.28;10.06;8.67;29
02/01/2016;21:30;3615;2424;7.28;10.06;8.67;29
02/01/2016;22:00;3530;2428;7.28;10.06;8.67;30
02/01/2016;22:30;3650;2387;7.28;10.06;8.67;30
02/01/2016;23:00;3783;2329;7.28;10.06;8.67;28
02/01/2016;23:30;3621;2372;7.28;10.06;8.67;29
03/01/2016;00:00;3627;2370;5.26;8.44;6.85;29
03/01/2016;00:30;3508;2415;5.26;8.44;6.85;31
03/01/2016;01:00;3324;2299;5.26;8.44;6.85;31
03/01/2016;01:30;3322;2276;5.26;8.44;6.85;32
03/01/2016;02:00;3318;2276;5.26;8.44;6.85;33
03/01/2016;02:30;3168;2288;5.26;8.44;6.85;34
03/01/2016;03:00;3044;2298;5.26;8.44;6.85;36
03/01/2016;03:30;2964;2293;5.26;8.44;6.85;37
03/01/2016;04:00;2900;2296;5.26;8.44;6.85;38
03/01/2016;04:30;2909;2293;5.26;8.44;6.85;37
03/01/2016;05:00;2913;2301;5.26;8.44;6.85;38
03/01/2016;05:30;2917;2277;5.26;8.44;6.85;39
03/01/2016;06:00;2944;2295;5.26;8.44;6.85;38
03/01/2016;06:30;3035;2273;5.26;8.44;6.85;37
03/01/2016;07:00;3049;2284;5.26;8.44;6.85;37
03/01/2016;07:30;3084;2287;5.26;8.44;6.85;36
03/01/2016;08:00;3091;2277;5.26;8.44;6.85;36
03/01/2016;08:30;3132;2267;5.26;8.44;6.85;35
03/01/2016;09:00;3147;2287;5.26;8.44;6.85;34
03/01/2016;09:30;3251;2284;5.26;8.44;6.85;33
03/01/2016;10:00;3287;2279;5.26;8.44;6.85;32
03/01/2016;10:30;3355;2290;5.26;8.44;6.85;31
03/01/2016;11:00;3424;2291;5.26;8.44;6.85;31
03/01/2016;11:30;3472;2296;5.26;8.44;6.85;30
03/01/2016;12:00;3583;2293;5.26;8.44;6.85;29
03/01/2016;12:30;3676;2295;5.26;8.44;6.85;29
03/01/2016;13:00;3711;2296;5.26;8.44;6.85;29
03/01/2016;13:30;3584;2294;5.26;8.44;6.85;29
03/01/2016;14:00;3487;2284;5.26;8.44;6.85;30
03/01/2016;14:30;3397;2277;5.26;8.44;6.85;29
03/01/2016;15:00;3285;2270;5.26;8.44;6.85;30
03/01/2016;15:30;3263;2282;5.26;8.44;6.85;30
03/01/2016;16:00;3241;2288;5.26;8.44;6.85;30
03/01/2016;16:30;3194;2239;5.26;8.44;6.85;30
03/01/2016;17:00;3203;2195;5.26;8.44;6.85;29
03/01/2016;17:30;3371;2182;5.26;8.44;6.85;28
03/01/2016;18:00;3495;2139;5.26;8.44;6.85;27
03/01/2016;18:30;3618;2131;5.26;8.44;6.85;26
03/01/2016;19:00;3694;2127;5.26;8.44;6.85;25
03/01/2016;19:30;3714;2124;5.26;8.44;6.85;26
03/01/2016;20:00;3639;2133;5.26;8.44;6.85;26
03/01/2016;20:30;3565;2129;5.26;8.44;6.85;27
03/01/2016;21:00;3496;2136;5.26;8.44;6.85;27
03/01/2016;21:30;3577;2135;5.26;8.44;6.85;28
03/01/2016;22:00;3542;2156;5.26;8.44;6.85;28
03/01/2016;22:30;3645;2128;5.26;8.44;6.85;28
03/01/2016;23:00;3799;2120;5.26;8.44;6.85;27
03/01/2016;23:30;3586;2087;5.26;8.44;6.85;28
04/01/2016;00:00;3635;2166;4.62;9.92;7.27;29
04/01/2016;00:30;3492;2189;4.62;9.92;7.27;29
04/01/2016;01:00;3369;2201;4.62;9.92;7.27;31
04/01/2016;01:30;3368;2247;4.62;9.92;7.27;31
04/01/2016;02:00;3358;2246;4.62;9.92;7.27;31
04/01/2016;02:30;3274;2254;4.62;9.92;7.27;31
04/01/2016;03:00;3182;2292;4.62;9.92;7.27;32
04/01/2016;03:30;3062;2292;4.62;9.92;7.27;32
04/01/2016;04:00;3017;2290;4.62;9.92;7.27;32
04/01/2016;04:30;3070;2285;4.62;9.92;7.27;32
04/01/2016;05:00;3101;2433;4.62;9.92;7.27;33
04/01/2016;05:30;3213;2545;4.62;9.92;7.27;33
04/01/2016;06:00;3307;2685;4.62;9.92;7.27;33
04/01/2016;06:30;3522;3019;4.62;9.92;7.27;35
04/01/2016;07:00;3730;3483;4.62;9.92;7.27;36
04/01/2016;07:30;3916;4056;4.62;9.92;7.27;38
04/01/2016;08:00;4012;4651;4.62;9.92;7.27;40
04/01/2016;08:30;4117;5226;4.62;9.92;7.27;42
04/01/2016;09:00;4102;5657;4.62;9.92;7.27;44
04/01/2016;09:30;4059;6101;4.62;9.92;7.27;45
04/01/2016;10:00;4055;6342;4.62;9.92;7.27;46
04/01/2016;10:30;4058;6391;4.62;9.92;7.27;46
04/01/2016;11:00;4004;6372;4.62;9.92;7.27;45
04/01/2016;11:30;4044;6568;4.62;9.92;7.27;45
04/01/2016;12:00;4043;6598;4.62;9.92;7.27;45
04/01/2016;12:30;4023;6688;4.62;9.92;7.27;47
04/01/2016;13:00;4014;6699;4.62;9.92;7.27;46
04/01/2016;13:30;3882;6776;4.62;9.92;7.27;48
04/01/2016;14:00;3854;6766;4.62;9.92;7.27;48
04/01/2016;14:30;3788;6799;4.62;9.92;7.27;48
04/01/2016;15:00;3726;6770;4.62;9.92;7.27;49
04/01/2016;15:30;3703;6621;4.62;9.92;7.27;49
04/01/2016;16:00;3706;6684;4.62;9.92;7.27;49
04/01/2016;16:30;3726;6781;4.62;9.92;7.27;50
04/01/2016;17:00;3777;6870;4.62;9.92;7.27;51
04/01/2016;17:30;3922;6789;4.62;9.92;7.27;51
04/01/2016;18:00;4117;6863;4.62;9.92;7.27;50
04/01/2016;18:30;4242;6854;4.62;9.92;7.27;48
04/01/2016;19:00;4309;6893;4.62;9.92;7.27;48
04/01/2016;19:30;4244;6844;4.62;9.92;7.27;47
04/01/2016;20:00;4160;6885;4.62;9.92;7.27;48
04/01/2016;20:30;4023;6812;4.62;9.92;7.27;49
04/01/2016;21:00;3895;6805;4.62;9.92;7.27;50
04/01/2016;21:30;4003;5824;4.62;9.92;7.27;47
04/01/2016;22:00;3908;5622;4.62;9.92;7.27;47
04/01/2016;22:30;4003;4723;4.62;9.92;7.27;43
04/01/2016;23:00;4094;4665;4.62;9.92;7.27;42
04/01/2016;23:30;3929;4175;4.62;9.92;7.27;40
05/01/2016;00:00;3883;3865;5.36;9.38;7.37;39
05/01/2016;00:30;3740;3264;5.36;9.38;7.37;37
05/01/2016;01:00;3601;2805;5.36;9.38;7.37;36
05/01/2016;01:30;3600;2546;5.36;9.38;7.37;35
05/01/2016;02:00;3557;2507;5.36;9.38;7.37;35
05/01/2016;02:30;3459;2519;5.36;9.38;7.37;35
05/01/2016;03:00;3367;2507;5.36;9.38;7.37;36
05/01/2016;03:30;3277;2545;5.36;9.38;7.37;36
05/01/2016;04:00;3246;2528;5.36;9.38;7.37;37
05/01/2016;04:30;3312;2538;5.36;9.38;7.37;37
05/01/2016;05:00;3329;2550;5.36;9.38;7.37;38
05/01/2016;05:30;3401;2497;5.36;9.38;7.37;37
05/01/2016;06:00;3561;2723;5.36;9.38;7.37;37
05/01/2016;06:30;3717;3345;5.36;9.38;7.37;38
05/01/2016;07:00;3932;3989;5.36;9.38;7.37;39
05/01/2016;07:30;4077;4898;5.36;9.38;7.37;43
05/01/2016;08:00;4153;5753;5.36;9.38;7.37;46
05/01/2016;08:30;4230;6172;5.36;9.38;7.37;48
05/01/2016;09:00;4198;6657;5.36;9.38;7.37;49
05/01/2016;09:30;4143;6733;5.36;9.38;7.37;49
05/01/2016;10:00;4146;6900;5.36;9.38;7.37;49
05/01/2016;10:30;4112;6978;5.36;9.38;7.37;49
05/01/2016;11:00;4113;7059;5.36;9.38;7.37;50
05/01/2016;11:30;4108;7063;5.36;9.38;7.37;50
05/01/2016;12:00;4135;7096;5.36;9.38;7.37;51
05/01/2016;12:30;4119;7038;5.36;9.38;7.37;51
05/01/2016;13:00;4117;7015;5.36;9.38;7.37;51
05/01/2016;13:30;4021;6951;5.36;9.38;7.37;51
05/01/2016;14:00;4004;6963;5.36;9.38;7.37;52
05/01/2016;14:30;3955;6892;5.36;9.38;7.37;52
05/01/2016;15:00;3899;7016;5.36;9.38;7.37;54
05/01/2016;15:30;3872;6996;5.36;9.38;7.37;54
05/01/2016;16:00;3865;7058;5.36;9.38;7.37;53
05/01/2016;16:30;3881;7044;5.36;9.38;7.37;53
05/01/2016;17:00;3915;7081;5.36;9.38;7.37;53
05/01/2016;17:30;4087;7095;5.36;9.38;7.37;52
05/01/2016;18:00;4220;7117;5.36;9.38;7.37;50
05/01/2016;18:30;4265;7260;5.36;9.38;7.37;50
05/01/2016;19:00;4321;7291;5.36;9.38;7.37;50
05/01/2016;19:30;4306;7261;5.36;9.38;7.37;50
05/01/2016;20:00;4166;7208;5.36;9.38;7.37;51
05/01/2016;20:30;4021;6869;5.36;9.38;7.37;51
05/01/2016;21:00;3903;6617;5.36;9.38;7.37;51
05/01/2016;21:30;3981;6686;5.36;9.38;7.37;53
05/01/2016;22:00;3883;6644;5.36;9.38;7.37;52
05/01/2016;22:30;3984;6121;5.36;9.38;7.37;50
05/01/2016;23:00;4057;5886;5.36;9.38;7.37;48
05/01/2016;23:30;3831;3869;5.36;9.38;7.37;40
06/01/2016;00:00;3870;3772;5.62;9.6;7.61;40
06/01/2016;00:30;3712;3119;5.62;9.6;7.61;38
06/01/2016;01:00;3560;2756;5.62;9.6;7.61;37
06/01/2016;01:30;3573;2574;5.62;9.6;7.61;38
06/01/2016;02:00;3536;2574;5.62;9.6;7.61;38
06/01/2016;02:30;3387;2565;5.62;9.6;7.61;38
06/01/2016;03:00;3324;2581;5.62;9.6;7.61;38
06/01/2016;03:30;3263;2516;5.62;9.6;7.61;38
06/01/2016;04:00;3196;2552;5.62;9.6;7.61;39
06/01/2016;04:30;3212;2578;5.62;9.6;7.61;41
06/01/2016;05:00;3224;2566;5.62;9.6;7.61;41
06/01/2016;05:30;3386;2611;5.62;9.6;7.61;41
06/01/2016;06:00;3486;2830;5.62;9.6;7.61;43
06/01/2016;06:30;3646;3797;5.62;9.6;7.61;46
06/01/2016;07:00;3825;4593;5.62;9.6;7.61;48
06/01/2016;07:30;4025;5639;5.62;9.6;7.61;51
06/01/2016;08:00;4122;6410;5.62;9.6;7.61;53
06/01/2016;08:30;4213;6825;5.62;9.6;7.61;54
06/01/2016;09:00;4176;6723;5.62;9.6;7.61;53
06/01/2016;09:30;4136;6761;5.62;9.6;7.61;54
06/01/2016;10:00;4122;6776;5.62;9.6;7.61;54
06/01/2016;10:30;4081;6762;5.62;9.6;7.61;53
06/01/2016;11:00;4085;6825;5.62;9.6;7.61;54
06/01/2016;11:30;4104;6847;5.62;9.6;7.61;55
06/01/2016;12:00;4136;6828;5.62;9.6;7.61;56
06/01/2016;12:30;4150;6817;5.62;9.6;7.61;56
06/01/2016;13:00;4097;6828;5.62;9.6;7.61;56
06/01/2016;13:30;4022;6745;5.62;9.6;7.61;56
06/01/2016;14:00;3977;6704;5.62;9.6;7.61;56
06/01/2016;14:30;3927;6790;5.62;9.6;7.61;57
06/01/2016;15:00;3872;6719;5.62;9.6;7.61;56
06/01/2016;15:30;3821;6674;5.62;9.6;7.61;57
06/01/2016;16:00;3808;6751;5.62;9.6;7.61;57
06/01/2016;16:30;3812;6822;5.62;9.6;7.61;57
06/01/2016;17:00;3871;7217;5.62;9.6;7.61;58
06/01/2016;17:30;4035;7285;5.62;9.6;7.61;57
06/01/2016;18:00;4198;7318;5.62;9.6;7.61;56
06/01/2016;18:30;4285;7291;5.62;9.6;7.61;56
06/01/2016;19:00;4365;7339;5.62;9.6;7.61;55
06/01/2016;19:30;4282;7342;5.62;9.6;7.61;56
06/01/2016;20:00;4177;7266;5.62;9.6;7.61;57
06/01/2016;20:30;4071;7121;5.62;9.6;7.61;58
06/01/2016;21:00;3938;7113;5.62;9.6;7.61;60
06/01/2016;21:30;4012;5233;5.62;9.6;7.61;53
06/01/2016;22:00;3925;4752;5.62;9.6;7.61;52
06/01/2016;22:30;4019;4017;5.62;9.6;7.61;48
06/01/2016;23:00;4124;3808;5.62;9.6;7.61;47
06/01/2016;23:30;3932;3242;5.62;9.6;7.61;45
07/01/2016;00:00;3942;3020;5.2;10.84;8.02;44
07/01/2016;00:30;3771;2934;5.2;10.84;8.02;44
07/01/2016;01:00;3657;2867;5.2;10.84;8.02;44
07/01/2016;01:30;3646;2866;5.2;10.84;8.02;44
07/01/2016;02:00;3607;2886;5.2;10.84;8.02;44
07/01/2016;02:30;3486;2717;5.2;10.84;8.02;42
07/01/2016;03:00;3401;2698;5.2;10.84;8.02;42
07/01/2016;03:30;3337;2654;5.2;10.84;8.02;42
07/01/2016;04:00;3271;2673;5.2;10.84;8.02;42
07/01/2016;04:30;3300;2659;5.2;10.84;8.02;42
07/01/2016;05:00;3330;2693;5.2;10.84;8.02;42
07/01/2016;05:30;3460;2695;5.2;10.84;8.02;41
07/01/2016;06:00;3510;3032;5.2;10.84;8.02;43
07/01/2016;06:30;3769;3566;5.2;10.84;8.02;45
07/01/2016;07:00;3963;4718;5.2;10.84;8.02;49
07/01/2016;07:30;4147;5651;5.2;10.84;8.02;50
07/01/2016;08:00;4212;6063;5.2;10.84;8.02;51
07/01/2016;08:30;4234;6350;5.2;10.84;8.02;51
07/01/2016;09:00;4187;6646;5.2;10.84;8.02;52
07/01/2016;09:30;4209;7000;5.2;10.84;8.02;53
07/01/2016;10:00;4189;6852;5.2;10.84;8.02;52
07/01/2016;10:30;4161;6931;5.2;10.84;8.02;52
07/01/2016;11:00;4071;6902;5.2;10.84;8.02;52
07/01/2016;11:30;4096;6886;5.2;10.84;8.02;51
07/01/2016;12:00;4125;6915;5.2;10.84;8.02;51
07/01/2016;12:30;4146;6808;5.2;10.84;8.02;52
07/01/2016;13:00;4124;6895;5.2;10.84;8.02;53
07/01/2016;13:30;4019;6727;5.2;10.84;8.02;52
07/01/2016;14:00;3970;6645;5.2;10.84;8.02;52
07/01/2016;14:30;3926;6534;5.2;10.84;8.02;52
07/01/2016;15:00;3833;6511;5.2;10.84;8.02;52
07/01/2016;15:30;3844;6681;5.2;10.84;8.02;53
07/01/2016;16:00;3843;6902;5.2;10.84;8.02;55
07/01/2016;16:30;3876;7058;5.2;10.84;8.02;56
07/01/2016;17:00;3929;7139;5.2;10.84;8.02;56
07/01/2016;17:30;4067;7105;5.2;10.84;8.02;56
07/01/2016;18:00;4275;7191;5.2;10.84;8.02;54
07/01/2016;18:30;4364;7126;5.2;10.84;8.02;55
07/01/2016;19:00;4469;7233;5.2;10.84;8.02;54
07/01/2016;19:30;4432;7173;5.2;10.84;8.02;54
07/01/2016;20:00;4302;6930;5.2;10.84;8.02;54
07/01/2016;20:30;4225;5719;5.2;10.84;8.02;50
07/01/2016;21:00;4050;5282;5.2;10.84;8.02;50
07/01/2016;21:30;4140;5047;5.2;10.84;8.02;50
07/01/2016;22:00;4056;4776;5.2;10.84;8.02;50
07/01/2016;22:30;4163;4478;5.2;10.84;8.02;49
07/01/2016;23:00;4219;4060;5.2;10.84;8.02;46
07/01/2016;23:30;4059;3027;5.2;10.84;8.02;42
08/01/2016;00:00;4073;3054;1.02;8.46;4.74;42
08/01/2016;00:30;3964;2917;1.02;8.46;4.74;42
08/01/2016;01:00;3834;2585;1.02;8.46;4.74;43
08/01/2016;01:30;3805;2553;1.02;8.46;4.74;42
08/01/2016;02:00;3810;2592;1.02;8.46;4.74;43
08/01/2016;02:30;3685;2545;1.02;8.46;4.74;43
08/01/2016;03:00;3591;2592;1.02;8.46;4.74;44
08/01/2016;03:30;3479;2584;1.02;8.46;4.74;44
08/01/2016;04:00;3496;2664;1.02;8.46;4.74;45
08/01/2016;04:30;3502;2737;1.02;8.46;4.74;45
08/01/2016;05:00;3527;2753;1.02;8.46;4.74;45
08/01/2016;05:30;3685;2751;1.02;8.46;4.74;44
08/01/2016;06:00;3815;2779;1.02;8.46;4.74;43
08/01/2016;06:30;4016;2903;1.02;8.46;4.74;42
08/01/2016;07:00;4207;3213;1.02;8.46;4.74;45
08/01/2016;07:30;4422;4364;1.02;8.46;4.74;48
08/01/2016;08:00;4493;5291;1.02;8.46;4.74;52
08/01/2016;08:30;4596;5758;1.02;8.46;4.74;52
08/01/2016;09:00;4501;5853;1.02;8.46;4.74;52
08/01/2016;09:30;4481;5914;1.02;8.46;4.74;52
08/01/2016;10:00;4484;6076;1.02;8.46;4.74;53
08/01/2016;10:30;4484;6383;1.02;8.46;4.74;55
08/01/2016;11:00;4428;6491;1.02;8.46;4.74;52
08/01/2016;11:30;4397;6654;1.02;8.46;4.74;54
08/01/2016;12:00;4394;6636;1.02;8.46;4.74;54
08/01/2016;12:30;4397;6625;1.02;8.46;4.74;54
08/01/2016;13:00;4328;6631;1.02;8.46;4.74;51
08/01/2016;13:30;4214;6568;1.02;8.46;4.74;52
08/01/2016;14:00;4142;6536;1.02;8.46;4.74;52
08/01/2016;14:30;4046;6523;1.02;8.46;4.74;53
08/01/2016;15:00;3949;6435;1.02;8.46;4.74;52
08/01/2016;15:30;3919;6524;1.02;8.46;4.74;54
08/01/2016;16:00;3912;6404;1.02;8.46;4.74;53
08/01/2016;16:30;3895;6598;1.02;8.46;4.74;54
08/01/2016;17:00;3926;6482;1.02;8.46;4.74;53
08/01/2016;17:30;4051;6740;1.02;8.46;4.74;53
08/01/2016;18:00;4243;6806;1.02;8.46;4.74;51
08/01/2016;18:30;4316;6880;1.02;8.46;4.74;51
08/01/2016;19:00;4373;6994;1.02;8.46;4.74;51
08/01/2016;19:30;4331;6989;1.02;8.46;4.74;51
08/01/2016;20:00;4272;6926;1.02;8.46;4.74;52
08/01/2016;20:30;4136;5952;1.02;8.46;4.74;49
08/01/2016;21:00;4012;5442;1.02;8.46;4.74;48
08/01/2016;21:30;4135;4754;1.02;8.46;4.74;46
08/01/2016;22:00;4039;4630;1.02;8.46;4.74;46
08/01/2016;22:30;4124;4513;1.02;8.46;4.74;47
08/01/2016;23:00;4237;4485;1.02;8.46;4.74;44
08/01/2016;23:30;4023;4300;1.02;8.46;4.74;43
09/01/2016;00:00;4037;4002;4.7;10.84;7.77;40
09/01/2016;00:30;3910;2963;4.7;10.84;7.77;33
09/01/2016;01:00;3717;2797;4.7;10.84;7.77;34
09/01/2016;01:30;3686;2767;4.7;10.84;7.77;35
09/01/2016;02:00;3626;2572;4.7;10.84;7.77;34
09/01/2016;02:30;3492;2546;4.7;10.84;7.77;34
09/01/2016;03:00;3407;2581;4.7;10.84;7.77;35
09/01/2016;03:30;3320;2530;4.7;10.84;7.77;35
09/01/2016;04:00;3289;2545;4.7;10.84;7.77;35
09/01/2016;04:30;3239;2539;4.7;10.84;7.77;34
09/01/2016;05:00;3245;2547;4.7;10.84;7.77;34
09/01/2016;05:30;3314;2550;4.7;10.84;7.77;35
09/01/2016;06:00;3332;2529;4.7;10.84;7.77;35
09/01/2016;06:30;3393;2549;4.7;10.84;7.77;35
09/01/2016;07:00;3430;2516;4.7;10.84;7.77;34
09/01/2016;07:30;3517;2557;4.7;10.84;7.77;33
09/01/2016;08:00;3560;2580;4.7;10.84;7.77;33
09/01/2016;08:30;3671;2608;4.7;10.84;7.77;32
09/01/2016;09:00;3671;2608;4.7;10.84;7.77;32
09/01/2016;09:30;3717;2611;4.7;10.84;7.77;31
09/01/2016;10:00;3723;2645;4.7;10.84;7.77;30
09/01/2016;10:30;3692;2616;4.7;10.84;7.77;30
09/01/2016;11:00;3714;2647;4.7;10.84;7.77;30
09/01/2016;11:30;3717;2621;4.7;10.84;7.77;29
09/01/2016;12:00;3744;2649;4.7;10.84;7.77;29
09/01/2016;12:30;3786;2648;4.7;10.84;7.77;30
09/01/2016;13:00;3826;2657;4.7;10.84;7.77;29
09/01/2016;13:30;3628;2662;4.7;10.84;7.77;30
09/01/2016;14:00;3546;2658;4.7;10.84;7.77;30
09/01/2016;14:30;3450;2611;4.7;10.84;7.77;30
09/01/2016;15:00;3376;2627;4.7;10.84;7.77;31
09/01/2016;15:30;3342;2611;4.7;10.84;7.77;31
09/01/2016;16:00;3322;2614;4.7;10.84;7.77;31
09/01/2016;16:30;3353;2617;4.7;10.84;7.77;32
09/01/2016;17:00;3417;2574;4.7;10.84;7.77;31
09/01/2016;17:30;3555;2573;4.7;10.84;7.77;31
09/01/2016;18:00;3738;2567;4.7;10.84;7.77;29
09/01/2016;18:30;3772;2551;4.7;10.84;7.77;29
09/01/2016;19:00;3858;2550;4.7;10.84;7.77;29
09/01/2016;19:30;3826;2554;4.7;10.84;7.77;29
09/01/2016;20:00;3754;2582;4.7;10.84;7.77;30
09/01/2016;20:30;3642;2607;4.7;10.84;7.77;30
09/01/2016;21:00;3576;2551;4.7;10.84;7.77;30
09/01/2016;21:30;3680;2543;4.7;10.84;7.77;31
09/01/2016;22:00;3642;2553;4.7;10.84;7.77;31
09/01/2016;22:30;3780;2544;4.7;10.84;7.77;32
09/01/2016;23:00;3876;2569;4.7;10.84;7.77;31
09/01/2016;23:30;3755;2547;4.7;10.84;7.77;32
10/01/2016;00:00;3753;2567;4.12;8.7;6.41;32
10/01/2016;00:30;3632;2536;4.12;8.7;6.41;32
10/01/2016;01:00;3482;2551;4.12;8.7;6.41;33
10/01/2016;01:30;3485;2530;4.12;8.7;6.41;34
10/01/2016;02:00;3458;2519;4.12;8.7;6.41;34
10/01/2016;02:30;3347;2549;4.12;8.7;6.41;34
10/01/2016;03:00;3254;2548;4.12;8.7;6.41;35
10/01/2016;03:30;3168;2547;4.12;8.7;6.41;35
10/01/2016;04:00;3095;2547;4.12;8.7;6.41;36
10/01/2016;04:30;3083;2553;4.12;8.7;6.41;36
10/01/2016;05:00;3080;2547;4.12;8.7;6.41;36
10/01/2016;05:30;3140;2559;4.12;8.7;6.41;36
10/01/2016;06:00;3159;2553;4.12;8.7;6.41;35
10/01/2016;06:30;3224;2549;4.12;8.7;6.41;36
10/01/2016;07:00;3266;2546;4.12;8.7;6.41;35
10/01/2016;07:30;3321;2561;4.12;8.7;6.41;36
10/01/2016;08:00;3356;2560;4.12;8.7;6.41;35
10/01/2016;08:30;3453;2565;4.12;8.7;6.41;35
