Date;Heures;Electricite;Gaz;Tmin;Tmoy;Tmax;Taux de Co2
04/08/2016;07:30;2446;1555;13.6;21.14;17.37;36
04/08/2016;08:00;2480;1895;13.6;21.14;17.37;37
04/08/2016;08:30;2572;2253;13.6;21.14;17.37;39
04/08/2016;09:00;2657;2286;13.6;21.14;17.37;38
04/08/2016;09:30;2689;2259;13.6;21.14;17.37;37
04/08/2016;10:00;2710;2295;13.6;21.14;17.37;37
04/08/2016;10:30;2724;2273;13.6;21.14;17.37;36
04/08/2016;11:00;2718;2315;13.6;21.14;17.37;36
04/08/2016;11:30;2782;2300;13.6;21.14;17.37;36
04/08/2016;12:00;2804;2254;13.6;21.14;17.37;35
04/08/2016;12:30;2857;2242;13.6;21.14;17.37;35
04/08/2016;13:00;2847;2364;13.6;21.14;17.37;36
04/08/2016;13:30;2731;2489;13.6;21.14;17.37;37
04/08/2016;14:00;2716;2499;13.6;21.14;17.37;38
04/08/2016;14:30;2692;2493;13.6;21.14;17.37;39
04/08/2016;15:00;2653;2446;13.6;21.14;17.37;39
04/08/2016;15:30;2609;2463;13.6;21.14;17.37;38
04/08/2016;16:00;2559;2425;13.6;21.14;17.37;39
04/08/2016;16:30;2560;2524;13.6;21.14;17.37;40
04/08/2016;17:00;2522;2503;13.6;21.14;17.37;40
04/08/2016;17:30;2504;2511;13.6;21.14;17.37;40
04/08/2016;18:00;2568;2543;13.6;21.14;17.37;40
04/08/2016;18:30;2613;2573;13.6;21.14;17.37;40
04/08/2016;19:00;2642;2617;13.6;21.14;17.37;40
04/08/2016;19:30;2642;2497;13.6;21.14;17.37;39
04/08/2016;20:00;2581;2464;13.6;21.14;17.37;39
04/08/2016;20:30;2500;2552;13.6;21.14;17.37;40
04/08/2016;21:00;2466;2480;13.6;21.14;17.37;40
04/08/2016;21:30;2594;2535;13.6;21.14;17.37;41
04/08/2016;22:00;2651;2512;13.6;21.14;17.37;40
04/08/2016;22:30;2795;2401;13.6;21.14;17.37;40
04/08/2016;23:00;2897;2500;13.6;21.14;17.37;40
04/08/2016;23:30;2777;2185;13.6;21.14;17.37;38
05/08/2016;00:00;2734;2034;11.24;21.68;16.46;38
05/08/2016;00:30;2596;1457;11.24;21.68;16.46;35
05/08/2016;01:00;2437;1379;11.24;21.68;16.46;36
05/08/2016;01:30;2435;1242;11.24;21.68;16.46;35
05/08/2016;02:00;2346;1183;11.24;21.68;16.46;35
05/08/2016;02:30;2216;1257;11.24;21.68;16.46;36
05/08/2016;03:00;2166;1202;11.24;21.68;16.46;36
05/08/2016;03:30;2122;1278;11.24;21.68;16.46;37
05/08/2016;04:00;2080;1225;11.24;21.68;16.46;37
05/08/2016;04:30;2095;1244;11.24;21.68;16.46;37
05/08/2016;05:00;2119;1252;11.24;21.68;16.46;37
05/08/2016;05:30;2152;1299;11.24;21.68;16.46;37
05/08/2016;06:00;2232;1433;11.24;21.68;16.46;37
05/08/2016;06:30;2245;2106;11.24;21.68;16.46;41
05/08/2016;07:00;2298;2642;11.24;21.68;16.46;43
05/08/2016;07:30;2387;2901;11.24;21.68;16.46;44
05/08/2016;08:00;2452;2988;11.24;21.68;16.46;43
05/08/2016;08:30;2550;2993;11.24;21.68;16.46;43
05/08/2016;09:00;2603;2978;11.24;21.68;16.46;41
05/08/2016;09:30;2678;3135;11.24;21.68;16.46;41
05/08/2016;10:00;2692;3131;11.24;21.68;16.46;41
05/08/2016;10:30;2736;3135;11.24;21.68;16.46;40
05/08/2016;11:00;2757;3286;11.24;21.68;16.46;41
05/08/2016;11:30;2771;3403;11.24;21.68;16.46;42
05/08/2016;12:00;2817;3453;11.24;21.68;16.46;42
05/08/2016;12:30;2844;3479;11.24;21.68;16.46;42
05/08/2016;13:00;2844;3489;11.24;21.68;16.46;41
05/08/2016;13:30;2718;3226;11.24;21.68;16.46;40
05/08/2016;14:00;2680;3151;11.24;21.68;16.46;40
05/08/2016;14:30;2650;3101;11.24;21.68;16.46;40
05/08/2016;15:00;2551;3020;11.24;21.68;16.46;40
05/08/2016;15:30;2525;3065;11.24;21.68;16.46;40
05/08/2016;16:00;2488;3026;11.24;21.68;16.46;41
05/08/2016;16:30;2469;3123;11.24;21.68;16.46;41
05/08/2016;17:00;2439;3080;11.24;21.68;16.46;42
05/08/2016;17:30;2433;3186;11.24;21.68;16.46;42
05/08/2016;18:00;2455;3270;11.24;21.68;16.46;43
05/08/2016;18:30;2499;3282;11.24;21.68;16.46;43
05/08/2016;19:00;2531;3289;11.24;21.68;16.46;42
05/08/2016;19:30;2498;3159;11.24;21.68;16.46;43
05/08/2016;20:00;2478;3174;11.24;21.68;16.46;43
05/08/2016;20:30;2399;3210;11.24;21.68;16.46;44
05/08/2016;21:00;2357;3203;11.24;21.68;16.46;45
05/08/2016;21:30;2520;3264;11.24;21.68;16.46;45
05/08/2016;22:00;2598;3201;11.24;21.68;16.46;44
05/08/2016;22:30;2773;3003;11.24;21.68;16.46;44
05/08/2016;23:00;2893;3078;11.24;21.68;16.46;42
05/08/2016;23:30;2764;2867;11.24;21.68;16.46;42
06/08/2016;00:00;2749;2917;11.34;23.84;17.59;43
06/08/2016;00:30;2566;1766;11.34;23.84;17.59;36
06/08/2016;01:00;2417;1394;11.34;23.84;17.59;35
06/08/2016;01:30;2412;715;11.34;23.84;17.59;31
06/08/2016;02:00;2338;690;11.34;23.84;17.59;31
06/08/2016;02:30;2187;676;11.34;23.84;17.59;31
06/08/2016;03:00;2128;678;11.34;23.84;17.59;32
06/08/2016;03:30;2085;684;11.34;23.84;17.59;33
06/08/2016;04:00;2029;684;11.34;23.84;17.59;36
06/08/2016;04:30;2023;685;11.34;23.84;17.59;36
06/08/2016;05:00;2018;684;11.34;23.84;17.59;36
06/08/2016;05:30;2033;684;11.34;23.84;17.59;37
06/08/2016;06:00;2060;688;11.34;23.84;17.59;37
06/08/2016;06:30;2052;686;11.34;23.84;17.59;36
06/08/2016;07:00;2016;690;11.34;23.84;17.59;36
06/08/2016;07:30;2051;679;11.34;23.84;17.59;35
06/08/2016;08:00;2114;714;11.34;23.84;17.59;34
06/08/2016;08:30;2176;717;11.34;23.84;17.59;31
06/08/2016;09:00;2271;719;11.34;23.84;17.59;30
06/08/2016;09:30;2320;716;11.34;23.84;17.59;29
06/08/2016;10:00;2366;717;11.34;23.84;17.59;29
06/08/2016;10:30;2415;716;11.34;23.84;17.59;29
06/08/2016;11:00;2424;716;11.34;23.84;17.59;29
06/08/2016;11:30;2428;722;11.34;23.84;17.59;29
06/08/2016;12:00;2458;697;11.34;23.84;17.59;28
06/08/2016;12:30;2544;695;11.34;23.84;17.59;29
06/08/2016;13:00;2552;695;11.34;23.84;17.59;28
06/08/2016;13:30;2441;697;11.34;23.84;17.59;28
06/08/2016;14:00;2363;694;11.34;23.84;17.59;29
06/08/2016;14:30;2356;697;11.34;23.84;17.59;29
06/08/2016;15:00;2308;698;11.34;23.84;17.59;30
06/08/2016;15:30;2255;697;11.34;23.84;17.59;29
06/08/2016;16:00;2240;696;11.34;23.84;17.59;30
06/08/2016;16:30;2240;693;11.34;23.84;17.59;29
06/08/2016;17:00;2231;693;11.34;23.84;17.59;30
06/08/2016;17:30;2251;691;11.34;23.84;17.59;30
06/08/2016;18:00;2253;696;11.34;23.84;17.59;30
06/08/2016;18:30;2307;717;11.34;23.84;17.59;30
06/08/2016;19:00;2326;697;11.34;23.84;17.59;29
06/08/2016;19:30;2312;718;11.34;23.84;17.59;30
06/08/2016;20:00;2286;718;11.34;23.84;17.59;30
06/08/2016;20:30;2226;722;11.34;23.84;17.59;30
06/08/2016;21:00;2205;723;11.34;23.84;17.59;31
06/08/2016;21:30;2392;713;11.34;23.84;17.59;31
06/08/2016;22:00;2476;717;11.34;23.84;17.59;30
06/08/2016;22:30;2652;713;11.34;23.84;17.59;30
06/08/2016;23:00;2755;715;11.34;23.84;17.59;29
06/08/2016;23:30;2644;719;11.34;23.84;17.59;30
07/08/2016;00:00;2622;722;12.04;26.12;19.08;30
07/08/2016;00:30;2511;696;12.04;26.12;19.08;30
07/08/2016;01:00;2322;698;12.04;26.12;19.08;32
07/08/2016;01:30;2319;695;12.04;26.12;19.08;32
07/08/2016;02:00;2259;698;12.04;26.12;19.08;33
07/08/2016;02:30;2118;696;12.04;26.12;19.08;33
07/08/2016;03:00;2060;694;12.04;26.12;19.08;36
07/08/2016;03:30;2009;806;12.04;26.12;19.08;39
07/08/2016;04:00;1964;808;12.04;26.12;19.08;40
07/08/2016;04:30;1946;807;12.04;26.12;19.08;40
07/08/2016;05:00;1928;807;12.04;26.12;19.08;40
07/08/2016;05:30;1933;804;12.04;26.12;19.08;40
07/08/2016;06:00;1933;808;12.04;26.12;19.08;41
07/08/2016;06:30;1893;809;12.04;26.12;19.08;40
07/08/2016;07:00;1868;812;12.04;26.12;19.08;41
07/08/2016;07:30;1909;810;12.04;26.12;19.08;40
07/08/2016;08:00;1940;801;12.04;26.12;19.08;39
07/08/2016;08:30;1992;802;12.04;26.12;19.08;39
07/08/2016;09:00;2076;807;12.04;26.12;19.08;38
07/08/2016;09:30;2126;694;12.04;26.12;19.08;34
07/08/2016;10:00;2147;699;12.04;26.12;19.08;33
07/08/2016;10:30;2210;695;12.04;26.12;19.08;33
07/08/2016;11:00;2231;697;12.04;26.12;19.08;33
07/08/2016;11:30;2268;698;12.04;26.12;19.08;32
07/08/2016;12:00;2303;700;12.04;26.12;19.08;32
07/08/2016;12:30;2391;697;12.04;26.12;19.08;32
07/08/2016;13:00;2402;695;12.04;26.12;19.08;31
07/08/2016;13:30;2289;695;12.04;26.12;19.08;32
07/08/2016;14:00;2221;681;12.04;26.12;19.08;33
07/08/2016;14:30;2182;690;12.04;26.12;19.08;33
07/08/2016;15:00;2119;683;12.04;26.12;19.08;34
07/08/2016;15:30;2090;696;12.04;26.12;19.08;34
07/08/2016;16:00;2065;695;12.04;26.12;19.08;34
07/08/2016;16:30;2067;695;12.04;26.12;19.08;32
07/08/2016;17:00;2056;696;12.04;26.12;19.08;33
07/08/2016;17:30;2099;695;12.04;26.12;19.08;31
07/08/2016;18:00;2116;698;12.04;26.12;19.08;31
07/08/2016;18:30;2175;715;12.04;26.12;19.08;30
07/08/2016;19:00;2217;712;12.04;26.12;19.08;29
07/08/2016;19:30;2252;707;12.04;26.12;19.08;29
07/08/2016;20:00;2258;709;12.04;26.12;19.08;29
07/08/2016;20:30;2251;712;12.04;26.12;19.08;29
07/08/2016;21:00;2236;710;12.04;26.12;19.08;29
07/08/2016;21:30;2437;711;12.04;26.12;19.08;29
07/08/2016;22:00;2507;707;12.04;26.12;19.08;28
07/08/2016;22:30;2655;705;12.04;26.12;19.08;29
07/08/2016;23:00;2703;718;12.04;26.12;19.08;28
07/08/2016;23:30;2614;699;12.04;26.12;19.08;30
08/08/2016;00:00;2564;717;13.4;21.22;17.31;31
08/08/2016;00:30;2449;697;13.4;21.22;17.31;31
08/08/2016;01:00;2291;680;13.4;21.22;17.31;33
08/08/2016;01:30;2261;698;13.4;21.22;17.31;34
08/08/2016;02:00;2212;660;13.4;21.22;17.31;34
08/08/2016;02:30;2079;691;13.4;21.22;17.31;34
08/08/2016;03:00;2027;702;13.4;21.22;17.31;35
08/08/2016;03:30;1973;698;13.4;21.22;17.31;36
08/08/2016;04:00;1950;696;13.4;21.22;17.31;36
08/08/2016;04:30;1966;694;13.4;21.22;17.31;36
08/08/2016;05:00;1962;696;13.4;21.22;17.31;36
08/08/2016;05:30;2042;699;13.4;21.22;17.31;35
08/08/2016;06:00;2072;699;13.4;21.22;17.31;34
08/08/2016;06:30;2154;683;13.4;21.22;17.31;32
08/08/2016;07:00;2154;773;13.4;21.22;17.31;32
08/08/2016;07:30;2270;886;13.4;21.22;17.31;33
08/08/2016;08:00;2322;1226;13.4;21.22;17.31;34
08/08/2016;08:30;2421;1472;13.4;21.22;17.31;35
08/08/2016;09:00;2498;1479;13.4;21.22;17.31;34
08/08/2016;09:30;2563;1496;13.4;21.22;17.31;34
08/08/2016;10:00;2606;1496;13.4;21.22;17.31;33
08/08/2016;10:30;2637;1545;13.4;21.22;17.31;33
08/08/2016;11:00;2652;1544;13.4;21.22;17.31;32
08/08/2016;11:30;2678;1652;13.4;21.22;17.31;32
08/08/2016;12:00;2749;1621;13.4;21.22;17.31;32
08/08/2016;12:30;2775;1640;13.4;21.22;17.31;31
08/08/2016;13:00;2746;1694;13.4;21.22;17.31;31
08/08/2016;13:30;2653;1691;13.4;21.22;17.31;32
08/08/2016;14:00;2610;1747;13.4;21.22;17.31;32
08/08/2016;14:30;2566;1750;13.4;21.22;17.31;32
08/08/2016;15:00;2552;1741;13.4;21.22;17.31;32
08/08/2016;15:30;2484;1749;13.4;21.22;17.31;33
08/08/2016;16:00;2477;1735;13.4;21.22;17.31;33
08/08/2016;16:30;2458;1697;13.4;21.22;17.31;33
08/08/2016;17:00;2413;1586;13.4;21.22;17.31;33
08/08/2016;17:30;2401;1524;13.4;21.22;17.31;32
08/08/2016;18:00;2443;1604;13.4;21.22;17.31;32
08/08/2016;18:30;2489;1628;13.4;21.22;17.31;32
08/08/2016;19:00;2522;1632;13.4;21.22;17.31;32
08/08/2016;19:30;2553;1593;13.4;21.22;17.31;32
08/08/2016;20:00;2521;1570;13.4;21.22;17.31;32
08/08/2016;20:30;2416;1488;13.4;21.22;17.31;32
08/08/2016;21:00;2385;1504;13.4;21.22;17.31;32
08/08/2016;21:30;2576;1514;13.4;21.22;17.31;32
08/08/2016;22:00;2618;1509;13.4;21.22;17.31;33
08/08/2016;22:30;2749;1383;13.4;21.22;17.31;33
08/08/2016;23:00;2840;1459;13.4;21.22;17.31;32
08/08/2016;23:30;2727;1450;13.4;21.22;17.31;33
09/08/2016;00:00;2710;1455;10.92;19.8;15.36;33
09/08/2016;00:30;2510;1517;10.92;19.8;15.36;34
09/08/2016;01:00;2392;1423;10.92;19.8;15.36;36
09/08/2016;01:30;2359;1262;10.92;19.8;15.36;35
09/08/2016;02:00;2295;1253;10.92;19.8;15.36;35
09/08/2016;02:30;2165;1275;10.92;19.8;15.36;36
09/08/2016;03:00;2147;1278;10.92;19.8;15.36;37
09/08/2016;03:30;2084;1291;10.92;19.8;15.36;37
09/08/2016;04:00;2061;1243;10.92;19.8;15.36;37
09/08/2016;04:30;2059;1253;10.92;19.8;15.36;37
09/08/2016;05:00;2065;1284;10.92;19.8;15.36;37
09/08/2016;05:30;2091;1280;10.92;19.8;15.36;36
09/08/2016;06:00;2176;1316;10.92;19.8;15.36;35
09/08/2016;06:30;2199;1347;10.92;19.8;15.36;34
09/08/2016;07:00;2200;1583;10.92;19.8;15.36;35
09/08/2016;07:30;2313;1785;10.92;19.8;15.36;35
09/08/2016;08:00;2387;1835;10.92;19.8;15.36;35
09/08/2016;08:30;2488;1987;10.92;19.8;15.36;35
09/08/2016;09:00;2541;2035;10.92;19.8;15.36;35
09/08/2016;09:30;2569;2039;10.92;19.8;15.36;34
09/08/2016;10:00;2598;2080;10.92;19.8;15.36;34
09/08/2016;10:30;2650;2071;10.92;19.8;15.36;33
09/08/2016;11:00;2681;1999;10.92;19.8;15.36;32
09/08/2016;11:30;2702;2052;10.92;19.8;15.36;33
09/08/2016;12:00;2734;2043;10.92;19.8;15.36;32
09/08/2016;12:30;2762;2040;10.92;19.8;15.36;31
09/08/2016;13:00;2745;2051;10.92;19.8;15.36;32
09/08/2016;13:30;2651;2091;10.92;19.8;15.36;32
09/08/2016;14:00;2593;2089;10.92;19.8;15.36;33
09/08/2016;14:30;2603;2152;10.92;19.8;15.36;33
09/08/2016;15:00;2522;2067;10.92;19.8;15.36;33
09/08/2016;15:30;2494;2172;10.92;19.8;15.36;34
09/08/2016;16:00;2446;2095;10.92;19.8;15.36;34
09/08/2016;16:30;2468;1963;10.92;19.8;15.36;33
09/08/2016;17:00;2450;1972;10.92;19.8;15.36;34
09/08/2016;17:30;2428;2015;10.92;19.8;15.36;34
09/08/2016;18:00;2451;1947;10.92;19.8;15.36;34
09/08/2016;18:30;2486;1910;10.92;19.8;15.36;34
09/08/2016;19:00;2532;2198;10.92;19.8;15.36;35
09/08/2016;19:30;2533;2116;10.92;19.8;15.36;35
09/08/2016;20:00;2486;2118;10.92;19.8;15.36;35
09/08/2016;20:30;2414;2090;10.92;19.8;15.36;36
09/08/2016;21:00;2378;2045;10.92;19.8;15.36;36
09/08/2016;21:30;2571;1936;10.92;19.8;15.36;35
09/08/2016;22:00;2614;1889;10.92;19.8;15.36;35
09/08/2016;22:30;2763;1740;10.92;19.8;15.36;34
09/08/2016;23:00;2864;1842;10.92;19.8;15.36;34
09/08/2016;23:30;2728;1508;10.92;19.8;15.36;33
10/08/2016;00:00;2686;1354;10.08;18.02;14.05;32
10/08/2016;00:30;2557;1265;10.08;18.02;14.05;32
10/08/2016;01:00;2391;1174;10.08;18.02;14.05;33
10/08/2016;01:30;2385;1235;10.08;18.02;14.05;34
10/08/2016;02:00;2293;1189;10.08;18.02;14.05;34
10/08/2016;02:30;2172;1282;10.08;18.02;14.05;35
10/08/2016;03:00;2264;1198;10.08;18.02;14.05;35
10/08/2016;03:30;2102;1278;10.08;18.02;14.05;35
10/08/2016;04:00;2076;1238;10.08;18.02;14.05;35
10/08/2016;04:30;2068;1273;10.08;18.02;14.05;36
10/08/2016;05:00;2059;1230;10.08;18.02;14.05;35
10/08/2016;05:30;2076;1189;10.08;18.02;14.05;34
10/08/2016;06:00;2163;1274;10.08;18.02;14.05;34
10/08/2016;06:30;2204;1301;10.08;18.02;14.05;33
10/08/2016;07:00;2226;1139;10.08;18.02;14.05;31
10/08/2016;07:30;2309;1420;10.08;18.02;14.05;32
10/08/2016;08:00;2382;1436;10.08;18.02;14.05;31
10/08/2016;08:30;2462;1508;10.08;18.02;14.05;31
10/08/2016;09:00;2545;1479;10.08;18.02;14.05;30
10/08/2016;09:30;2591;1402;10.08;18.02;14.05;29
10/08/2016;10:00;2623;1410;10.08;18.02;14.05;29
10/08/2016;10:30;2654;1302;10.08;18.02;14.05;28
10/08/2016;11:00;2680;1333;10.08;18.02;14.05;28
10/08/2016;11:30;2677;1387;10.08;18.02;14.05;28
10/08/2016;12:00;2719;1424;10.08;18.02;14.05;28
10/08/2016;12:30;2776;1336;10.08;18.02;14.05;28
10/08/2016;13:00;2745;1377;10.08;18.02;14.05;28
10/08/2016;13:30;2684;1390;10.08;18.02;14.05;28
10/08/2016;14:00;2638;1402;10.08;18.02;14.05;28
10/08/2016;14:30;2617;1429;10.08;18.02;14.05;28
10/08/2016;15:00;2541;1382;10.08;18.02;14.05;28
10/08/2016;15:30;2521;1274;10.08;18.02;14.05;28
10/08/2016;16:00;2460;1213;10.08;18.02;14.05;28
10/08/2016;16:30;2435;1235;10.08;18.02;14.05;28
10/08/2016;17:00;2407;1243;10.08;18.02;14.05;28
10/08/2016;17:30;2413;1399;10.08;18.02;14.05;29
10/08/2016;18:00;2442;1399;10.08;18.02;14.05;29
10/08/2016;18:30;2478;1529;10.08;18.02;14.05;30
10/08/2016;19:00;2554;1490;10.08;18.02;14.05;29
10/08/2016;19:30;2553;1506;10.08;18.02;14.05;30
10/08/2016;20:00;2528;1454;10.08;18.02;14.05;30
10/08/2016;20:30;2440;1434;10.08;18.02;14.05;30
10/08/2016;21:00;2421;1468;10.08;18.02;14.05;30
10/08/2016;21:30;2609;1361;10.08;18.02;14.05;29
10/08/2016;22:00;2663;1380;10.08;18.02;14.05;30
10/08/2016;22:30;2797;1472;10.08;18.02;14.05;31
10/08/2016;23:00;2880;1513;10.08;18.02;14.05;30
10/08/2016;23:30;2757;1415;10.08;18.02;14.05;31
11/08/2016;00:00;2731;1552;8.64;22.44;15.54;32
11/08/2016;00:30;2558;1144;8.64;22.44;15.54;31
11/08/2016;01:00;2411;1149;8.64;22.44;15.54;32
11/08/2016;01:30;2403;1231;8.64;22.44;15.54;33
11/08/2016;02:00;2342;1221;8.64;22.44;15.54;33
11/08/2016;02:30;2222;1209;8.64;22.44;15.54;33
11/08/2016;03:00;2157;1200;8.64;22.44;15.54;34
11/08/2016;03:30;2118;1322;8.64;22.44;15.54;35
11/08/2016;04:00;2118;1226;8.64;22.44;15.54;35
11/08/2016;04:30;2108;1222;8.64;22.44;15.54;35
11/08/2016;05:00;2093;1234;8.64;22.44;15.54;35
11/08/2016;05:30;2111;1339;8.64;22.44;15.54;35
11/08/2016;06:00;2159;1378;8.64;22.44;15.54;34
11/08/2016;06:30;2246;1455;8.64;22.44;15.54;33
11/08/2016;07:00;2251;1753;8.64;22.44;15.54;35
11/08/2016;07:30;2352;1928;8.64;22.44;15.54;35
11/08/2016;08:00;2404;2185;8.64;22.44;15.54;36
11/08/2016;08:30;2504;2377;8.64;22.44;15.54;36
11/08/2016;09:00;2546;2402;8.64;22.44;15.54;36
11/08/2016;09:30;2605;2381;8.64;22.44;15.54;35
11/08/2016;10:00;2636;2390;8.64;22.44;15.54;35
11/08/2016;10:30;2660;2408;8.64;22.44;15.54;34
11/08/2016;11:00;2680;2399;8.64;22.44;15.54;34
11/08/2016;11:30;2738;2275;8.64;22.44;15.54;33
11/08/2016;12:00;2776;2284;8.64;22.44;15.54;33
11/08/2016;12:30;2785;2179;8.64;22.44;15.54;33
11/08/2016;13:00;2784;1838;8.64;22.44;15.54;31
11/08/2016;13:30;2680;1714;8.64;22.44;15.54;30
11/08/2016;14:00;2641;1706;8.64;22.44;15.54;31
11/08/2016;14:30;2589;1764;8.64;22.44;15.54;31
11/08/2016;15:00;2554;1675;8.64;22.44;15.54;30
11/08/2016;15:30;2502;1734;8.64;22.44;15.54;31
11/08/2016;16:00;2484;1629;8.64;22.44;15.54;31
11/08/2016;16:30;2486;1749;8.64;22.44;15.54;31
11/08/2016;17:00;2456;1727;8.64;22.44;15.54;31
11/08/2016;17:30;2419;1861;8.64;22.44;15.54;31
11/08/2016;18:00;2486;1815;8.64;22.44;15.54;31
11/08/2016;18:30;2504;1933;8.64;22.44;15.54;32
11/08/2016;19:00;2534;1951;8.64;22.44;15.54;32
11/08/2016;19:30;2539;2034;8.64;22.44;15.54;32
11/08/2016;20:00;2501;2031;8.64;22.44;15.54;33
11/08/2016;20:30;2415;1953;8.64;22.44;15.54;33
11/08/2016;21:00;2397;2007;8.64;22.44;15.54;34
11/08/2016;21:30;2563;1997;8.64;22.44;15.54;34
11/08/2016;22:00;2594;1987;8.64;22.44;15.54;34
11/08/2016;22:30;2769;1861;8.64;22.44;15.54;34
11/08/2016;23:00;2835;1944;8.64;22.44;15.54;33
11/08/2016;23:30;2751;1365;8.64;22.44;15.54;31
12/08/2016;00:00;2725;1189;11.8;25.38;18.59;30
12/08/2016;00:30;2576;940;11.8;25.38;18.59;30
12/08/2016;01:00;2420;869;11.8;25.38;18.59;31
12/08/2016;01:30;2382;949;11.8;25.38;18.59;32
12/08/2016;02:00;2340;925;11.8;25.38;18.59;32
12/08/2016;02:30;2221;1113;11.8;25.38;18.59;34
12/08/2016;03:00;2172;1082;11.8;25.38;18.59;35
12/08/2016;03:30;2092;1099;11.8;25.38;18.59;35
12/08/2016;04:00;2088;1065;11.8;25.38;18.59;35
12/08/2016;04:30;2072;946;11.8;25.38;18.59;34
12/08/2016;05:00;2090;949;11.8;25.38;18.59;34
12/08/2016;05:30;2120;1031;11.8;25.38;18.59;34
12/08/2016;06:00;2200;1292;11.8;25.38;18.59;35
12/08/2016;06:30;2247;1612;11.8;25.38;18.59;36
12/08/2016;07:00;2256;2032;11.8;25.38;18.59;39
12/08/2016;07:30;2331;2279;11.8;25.38;18.59;40
12/08/2016;08:00;2411;2542;11.8;25.38;18.59;40
12/08/2016;08:30;2492;2654;11.8;25.38;18.59;39
12/08/2016;09:00;2556;2621;11.8;25.38;18.59;38
12/08/2016;09:30;2599;2588;11.8;25.38;18.59;37
12/08/2016;10:00;2626;2614;11.8;25.38;18.59;36
12/08/2016;10:30;2663;2659;11.8;25.38;18.59;36
12/08/2016;11:00;2677;2661;11.8;25.38;18.59;36
12/08/2016;11:30;2690;2557;11.8;25.38;18.59;35
12/08/2016;12:00;2737;2556;11.8;25.38;18.59;35
12/08/2016;12:30;2786;2471;11.8;25.38;18.59;34
12/08/2016;13:00;2791;2407;11.8;25.38;18.59;34
12/08/2016;13:30;2695;2444;11.8;25.38;18.59;34
12/08/2016;14:00;2667;2429;11.8;25.38;18.59;35
12/08/2016;14:30;2619;2501;11.8;25.38;18.59;35
12/08/2016;15:00;2545;2449;11.8;25.38;18.59;35
12/08/2016;15:30;2521;2453;11.8;25.38;18.59;35
12/08/2016;16:00;2474;2450;11.8;25.38;18.59;36
12/08/2016;16:30;2459;2430;11.8;25.38;18.59;36
12/08/2016;17:00;2437;2446;11.8;25.38;18.59;36
12/08/2016;17:30;2447;2446;11.8;25.38;18.59;36
12/08/2016;18:00;2452;2509;11.8;25.38;18.59;36
12/08/2016;18:30;2476;2466;11.8;25.38;18.59;36
12/08/2016;19:00;2509;2506;11.8;25.38;18.59;36
12/08/2016;19:30;2494;2514;11.8;25.38;18.59;37
12/08/2016;20:00;2477;2516;11.8;25.38;18.59;37
12/08/2016;20:30;2399;2472;11.8;25.38;18.59;38
12/08/2016;21:00;2386;2463;11.8;25.38;18.59;38
12/08/2016;21:30;2579;2293;11.8;25.38;18.59;37
12/08/2016;22:00;2648;2124;11.8;25.38;18.59;36
12/08/2016;22:30;2799;2120;11.8;25.38;18.59;37
12/08/2016;23:00;2899;2234;11.8;25.38;18.59;37
12/08/2016;23:30;2795;2005;11.8;25.38;18.59;37
13/08/2016;00:00;2729;1885;10.78;24.9;17.84;37
13/08/2016;00:30;2579;779;10.78;24.9;17.84;30
13/08/2016;01:00;2415;629;10.78;24.9;17.84;31
13/08/2016;01:30;2377;665;10.78;24.9;17.84;31
13/08/2016;02:00;2305;642;10.78;24.9;17.84;32
13/08/2016;02:30;2189;658;10.78;24.9;17.84;32
13/08/2016;03:00;2129;635;10.78;24.9;17.84;33
13/08/2016;03:30;2079;652;10.78;24.9;17.84;34
13/08/2016;04:00;2027;643;10.78;24.9;17.84;34
13/08/2016;04:30;2027;648;10.78;24.9;17.84;35
13/08/2016;05:00;2028;651;10.78;24.9;17.84;35
13/08/2016;05:30;2049;639;10.78;24.9;17.84;35
13/08/2016;06:00;2062;647;10.78;24.9;17.84;35
13/08/2016;06:30;2101;653;10.78;24.9;17.84;35
13/08/2016;07:00;2032;651;10.78;24.9;17.84;35
13/08/2016;07:30;2048;650;10.78;24.9;17.84;34
13/08/2016;08:00;2111;651;10.78;24.9;17.84;33
13/08/2016;08:30;2197;639;10.78;24.9;17.84;32
13/08/2016;09:00;2285;653;10.78;24.9;17.84;30
13/08/2016;09:30;2331;652;10.78;24.9;17.84;30
13/08/2016;10:00;2373;677;10.78;24.9;17.84;29
13/08/2016;10:30;2395;675;10.78;24.9;17.84;30
13/08/2016;11:00;2412;675;10.78;24.9;17.84;30
13/08/2016;11:30;2450;676;10.78;24.9;17.84;30
13/08/2016;12:00;2479;662;10.78;24.9;17.84;29
13/08/2016;12:30;2524;669;10.78;24.9;17.84;29
13/08/2016;13:00;2549;659;10.78;24.9;17.84;29
13/08/2016;13:30;2460;666;10.78;24.9;17.84;29
13/08/2016;14:00;2410;670;10.78;24.9;17.84;29
13/08/2016;14:30;2359;658;10.78;24.9;17.84;29
13/08/2016;15:00;2319;670;10.78;24.9;17.84;30
13/08/2016;15:30;2267;665;10.78;24.9;17.84;30
13/08/2016;16:00;2265;664;10.78;24.9;17.84;30
13/08/2016;16:30;2253;626;10.78;24.9;17.84;30
13/08/2016;17:00;2252;648;10.78;24.9;17.84;31
13/08/2016;17:30;2257;656;10.78;24.9;17.84;30
13/08/2016;18:00;2248;666;10.78;24.9;17.84;30
13/08/2016;18:30;2301;658;10.78;24.9;17.84;29
