Date;Heures;Consommation;Tmin;Tmoy;Tmax
01/01/2018;00:00;3687;5.0;8.98;6.99
01/01/2018;00:30;3607;5.0;8.98;6.99
01/01/2018;01:00;3493;5.0;8.98;6.99
01/01/2018;01:30;3532;5.0;8.98;6.99
01/01/2018;02:00;3526;5.0;8.98;6.99
01/01/2018;02:30;3400;5.0;8.98;6.99
01/01/2018;03:00;3286;5.0;8.98;6.99
01/01/2018;03:30;3198;5.0;8.98;6.99
01/01/2018;04:00;3136;5.0;8.98;6.99
01/01/2018;04:30;3095;5.0;8.98;6.99
01/01/2018;05:00;3058;5.0;8.98;6.99
01/01/2018;05:30;3098;5.0;8.98;6.99
01/01/2018;06:00;3079;5.0;8.98;6.99
01/01/2018;06:30;3125;5.0;8.98;6.99
01/01/2018;07:00;3125;5.0;8.98;6.99
01/01/2018;07:30;3127;5.0;8.98;6.99
01/01/2018;08:00;3138;5.0;8.98;6.99
01/01/2018;08:30;3151;5.0;8.98;6.99
01/01/2018;09:00;3115;5.0;8.98;6.99
01/01/2018;09:30;3135;5.0;8.98;6.99
01/01/2018;10:00;3186;5.0;8.98;6.99
01/01/2018;10:30;3220;5.0;8.98;6.99
01/01/2018;11:00;3277;5.0;8.98;6.99
01/01/2018;11:30;3324;5.0;8.98;6.99
01/01/2018;12:00;3356;5.0;8.98;6.99
01/01/2018;12:30;3437;5.0;8.98;6.99
01/01/2018;13:00;3496;5.0;8.98;6.99
01/01/2018;13:30;3416;5.0;8.98;6.99
01/01/2018;14:00;3332;5.0;8.98;6.99
01/01/2018;14:30;3255;5.0;8.98;6.99
01/01/2018;15:00;3191;5.0;8.98;6.99
01/01/2018;15:30;3139;5.0;8.98;6.99
01/01/2018;16:00;3117;5.0;8.98;6.99
01/01/2018;16:30;3123;5.0;8.98;6.99
01/01/2018;17:00;3184;5.0;8.98;6.99
01/01/2018;17:30;3364;5.0;8.98;6.99
01/01/2018;18:00;3516;5.0;8.98;6.99
01/01/2018;18:30;3597;5.0;8.98;6.99
01/01/2018;19:00;3653;5.0;8.98;6.99
01/01/2018;19:30;3668;5.0;8.98;6.99
01/01/2018;20:00;3628;5.0;8.98;6.99
01/01/2018;20:30;3571;5.0;8.98;6.99
01/01/2018;21:00;3525;5.0;8.98;6.99
01/01/2018;21:30;3639;5.0;8.98;6.99
01/01/2018;22:00;3581;5.0;8.98;6.99
01/01/2018;22:30;3677;5.0;8.98;6.99
01/01/2018;23:00;3754;5.0;8.98;6.99
01/01/2018;23:30;3609;5.0;8.98;6.99
02/01/2018;00:00;3595;5.66;13.74;9.7
02/01/2018;00:30;3497;5.66;13.74;9.7
02/01/2018;01:00;3350;5.66;13.74;9.7
02/01/2018;01:30;3362;5.66;13.74;9.7
02/01/2018;02:00;3325;5.66;13.74;9.7
02/01/2018;02:30;3212;5.66;13.74;9.7
02/01/2018;03:00;3133;5.66;13.74;9.7
02/01/2018;03:30;3074;5.66;13.74;9.7
02/01/2018;04:00;3045;5.66;13.74;9.7
02/01/2018;04:30;3055;5.66;13.74;9.7
02/01/2018;05:00;3070;5.66;13.74;9.7
02/01/2018;05:30;3165;5.66;13.74;9.7
02/01/2018;06:00;3260;5.66;13.74;9.7
02/01/2018;06:30;3428;5.66;13.74;9.7
02/01/2018;07:00;3515;5.66;13.74;9.7
02/01/2018;07:30;3648;5.66;13.74;9.7
02/01/2018;08:00;3719;5.66;13.74;9.7
02/01/2018;08:30;3818;5.66;13.74;9.7
02/01/2018;09:00;3845;5.66;13.74;9.7
02/01/2018;09:30;3881;5.66;13.74;9.7
02/01/2018;10:00;3921;5.66;13.74;9.7
02/01/2018;10:30;3947;5.66;13.74;9.7
02/01/2018;11:00;3963;5.66;13.74;9.7
02/01/2018;11:30;4012;5.66;13.74;9.7
02/01/2018;12:00;4070;5.66;13.74;9.7
02/01/2018;12:30;4129;5.66;13.74;9.7
02/01/2018;13:00;4142;5.66;13.74;9.7
02/01/2018;13:30;4026;5.66;13.74;9.7
02/01/2018;14:00;4000;5.66;13.74;9.7
02/01/2018;14:30;3936;5.66;13.74;9.7
02/01/2018;15:00;3849;5.66;13.74;9.7
02/01/2018;15:30;3820;5.66;13.74;9.7
02/01/2018;16:00;3778;5.66;13.74;9.7
02/01/2018;16:30;3795;5.66;13.74;9.7
02/01/2018;17:00;3799;5.66;13.74;9.7
02/01/2018;17:30;3912;5.66;13.74;9.7
02/01/2018;18:00;3996;5.66;13.74;9.7
02/01/2018;18:30;4033;5.66;13.74;9.7
02/01/2018;19:00;4078;5.66;13.74;9.7
02/01/2018;19:30;4020;5.66;13.74;9.7
02/01/2018;20:00;3919;5.66;13.74;9.7
02/01/2018;20:30;3779;5.66;13.74;9.7
02/01/2018;21:00;3650;5.66;13.74;9.7
02/01/2018;21:30;3741;5.66;13.74;9.7
02/01/2018;22:00;3677;5.66;13.74;9.7
02/01/2018;22:30;3766;5.66;13.74;9.7
02/01/2018;23:00;3832;5.66;13.74;9.7
02/01/2018;23:30;3673;5.66;13.74;9.7
03/01/2018;00:00;3671;6.38;12.4;9.39
03/01/2018;00:30;3535;6.38;12.4;9.39
03/01/2018;01:00;3351;6.38;12.4;9.39
03/01/2018;01:30;3350;6.38;12.4;9.39
03/01/2018;02:00;3320;6.38;12.4;9.39
03/01/2018;02:30;3199;6.38;12.4;9.39
03/01/2018;03:00;3074;6.38;12.4;9.39
03/01/2018;03:30;3004;6.38;12.4;9.39
03/01/2018;04:00;2963;6.38;12.4;9.39
03/01/2018;04:30;2984;6.38;12.4;9.39
03/01/2018;05:00;3021;6.38;12.4;9.39
03/01/2018;05:30;3127;6.38;12.4;9.39
03/01/2018;06:00;3221;6.38;12.4;9.39
03/01/2018;06:30;3366;6.38;12.4;9.39
03/01/2018;07:00;3479;6.38;12.4;9.39
03/01/2018;07:30;3620;6.38;12.4;9.39
03/01/2018;08:00;3733;6.38;12.4;9.39
03/01/2018;08:30;3857;6.38;12.4;9.39
03/01/2018;09:00;3888;6.38;12.4;9.39
03/01/2018;09:30;3939;6.38;12.4;9.39
03/01/2018;10:00;3973;6.38;12.4;9.39
03/01/2018;10:30;3979;6.38;12.4;9.39
03/01/2018;11:00;4015;6.38;12.4;9.39
03/01/2018;11:30;4080;6.38;12.4;9.39
03/01/2018;12:00;4120;6.38;12.4;9.39
03/01/2018;12:30;4111;6.38;12.4;9.39
03/01/2018;13:00;4079;6.38;12.4;9.39
03/01/2018;13:30;4006;6.38;12.4;9.39
03/01/2018;14:00;3974;6.38;12.4;9.39
03/01/2018;14:30;3928;6.38;12.4;9.39
03/01/2018;15:00;3869;6.38;12.4;9.39
03/01/2018;15:30;3837;6.38;12.4;9.39
03/01/2018;16:00;3824;6.38;12.4;9.39
03/01/2018;16:30;3859;6.38;12.4;9.39
03/01/2018;17:00;3895;6.38;12.4;9.39
03/01/2018;17:30;4033;6.38;12.4;9.39
03/01/2018;18:00;4149;6.38;12.4;9.39
03/01/2018;18:30;4198;6.38;12.4;9.39
03/01/2018;19:00;4285;6.38;12.4;9.39
03/01/2018;19:30;4226;6.38;12.4;9.39
03/01/2018;20:00;4144;6.38;12.4;9.39
03/01/2018;20:30;4021;6.38;12.4;9.39
03/01/2018;21:00;3899;6.38;12.4;9.39
03/01/2018;21:30;3971;6.38;12.4;9.39
03/01/2018;22:00;3909;6.38;12.4;9.39
03/01/2018;22:30;4012;6.38;12.4;9.39
03/01/2018;23:00;4086;6.38;12.4;9.39
03/01/2018;23:30;3936;6.38;12.4;9.39
04/01/2018;00:00;3907;7.54;13.24;10.39
04/01/2018;00:30;3763;7.54;13.24;10.39
04/01/2018;01:00;3631;7.54;13.24;10.39
04/01/2018;01:30;3611;7.54;13.24;10.39
04/01/2018;02:00;3597;7.54;13.24;10.39
04/01/2018;02:30;3465;7.54;13.24;10.39
04/01/2018;03:00;3366;7.54;13.24;10.39
04/01/2018;03:30;3293;7.54;13.24;10.39
04/01/2018;04:00;3255;7.54;13.24;10.39
04/01/2018;04:30;3241;7.54;13.24;10.39
04/01/2018;05:00;3254;7.54;13.24;10.39
04/01/2018;05:30;3350;7.54;13.24;10.39
04/01/2018;06:00;3419;7.54;13.24;10.39
04/01/2018;06:30;3569;7.54;13.24;10.39
04/01/2018;07:00;3667;7.54;13.24;10.39
04/01/2018;07:30;3767;7.54;13.24;10.39
04/01/2018;08:00;3848;7.54;13.24;10.39
04/01/2018;08:30;3935;7.54;13.24;10.39
04/01/2018;09:00;3900;7.54;13.24;10.39
04/01/2018;09:30;3885;7.54;13.24;10.39
04/01/2018;10:00;3933;7.54;13.24;10.39
04/01/2018;10:30;3933;7.54;13.24;10.39
04/01/2018;11:00;3962;7.54;13.24;10.39
04/01/2018;11:30;3995;7.54;13.24;10.39
04/01/2018;12:00;4049;7.54;13.24;10.39
04/01/2018;12:30;4066;7.54;13.24;10.39
04/01/2018;13:00;4039;7.54;13.24;10.39
04/01/2018;13:30;3929;7.54;13.24;10.39
04/01/2018;14:00;3908;7.54;13.24;10.39
04/01/2018;14:30;3872;7.54;13.24;10.39
04/01/2018;15:00;3790;7.54;13.24;10.39
04/01/2018;15:30;3758;7.54;13.24;10.39
04/01/2018;16:00;3735;7.54;13.24;10.39
04/01/2018;16:30;3738;7.54;13.24;10.39
04/01/2018;17:00;3740;7.54;13.24;10.39
04/01/2018;17:30;3853;7.54;13.24;10.39
