Périmètre;Nature;Date;Heures;Consommation
Hauts-de-France;Données définitives;01/01/2020;00:00;6603
Hauts-de-France;Données définitives;01/01/2020;00:30;6567
Hauts-de-France;Données définitives;01/01/2020;01:00;6418
Hauts-de-France;Données définitives;01/01/2020;01:30;6433
Hauts-de-France;Données définitives;01/01/2020;02:00;6282
Hauts-de-France;Données définitives;01/01/2020;02:30;6139
Hauts-de-France;Données définitives;01/01/2020;03:00;5998
Hauts-de-France;Données définitives;01/01/2020;03:30;5825
Hauts-de-France;Données définitives;01/01/2020;04:00;5716
Hauts-de-France;Données définitives;01/01/2020;04:30;5627
Hauts-de-France;Données définitives;01/01/2020;05:00;5561
Hauts-de-France;Données définitives;01/01/2020;05:30;5592
Hauts-de-France;Données définitives;01/01/2020;06:00;5600
Hauts-de-France;Données définitives;01/01/2020;06:30;5659
Hauts-de-France;Données définitives;01/01/2020;07:00;5680
Hauts-de-France;Données définitives;01/01/2020;07:30;5715
Hauts-de-France;Données définitives;01/01/2020;08:00;5741
Hauts-de-France;Données définitives;01/01/2020;08:30;5766
Hauts-de-France;Données définitives;01/01/2020;09:00;5700
Hauts-de-France;Données définitives;01/01/2020;09:30;5752
Hauts-de-France;Données définitives;01/01/2020;10:00;5846
Hauts-de-France;Données définitives;01/01/2020;10:30;5936
Hauts-de-France;Données définitives;01/01/2020;11:00;6045
Hauts-de-France;Données définitives;01/01/2020;11:30;6218
Hauts-de-France;Données définitives;01/01/2020;12:00;6336
Hauts-de-France;Données définitives;01/01/2020;12:30;6521
Hauts-de-France;Données définitives;01/01/2020;13:00;6666
Hauts-de-France;Données définitives;01/01/2020;13:30;6589
Hauts-de-France;Données définitives;01/01/2020;14:00;6442
Hauts-de-France;Données définitives;01/01/2020;14:30;6340
Hauts-de-France;Données définitives;01/01/2020;15:00;6205
Hauts-de-France;Données définitives;01/01/2020;15:30;6119
Hauts-de-France;Données définitives;01/01/2020;16:00;6065
Hauts-de-France;Données définitives;01/01/2020;16:30;6040
Hauts-de-France;Données définitives;01/01/2020;17:00;6125
Hauts-de-France;Données définitives;01/01/2020;17:30;6391
Hauts-de-France;Données définitives;01/01/2020;18:00;6478
Hauts-de-France;Données définitives;01/01/2020;18:30;6581
Hauts-de-France;Données définitives;01/01/2020;19:00;6695
Hauts-de-France;Données définitives;01/01/2020;19:30;6689
Hauts-de-France;Données définitives;01/01/2020;20:00;6616
Hauts-de-France;Données définitives;01/01/2020;20:30;6522
Hauts-de-France;Données définitives;01/01/2020;21:00;6409
Hauts-de-France;Données définitives;01/01/2020;21:30;6275
Hauts-de-France;Données définitives;01/01/2020;22:00;6260
Hauts-de-France;Données définitives;01/01/2020;22:30;6174
Hauts-de-France;Données définitives;01/01/2020;23:00;6198
Hauts-de-France;Données définitives;01/01/2020;23:30;6198
Hauts-de-France;Données définitives;02/01/2020;00:00;6467
Hauts-de-France;Données définitives;02/01/2020;00:30;6356
Hauts-de-France;Données définitives;02/01/2020;01:00;6168
Hauts-de-France;Données définitives;02/01/2020;01:30;6163
Hauts-de-France;Données définitives;02/01/2020;02:00;6023
Hauts-de-France;Données définitives;02/01/2020;02:30;5894
Hauts-de-France;Données définitives;02/01/2020;03:00;5754
Hauts-de-France;Données définitives;02/01/2020;03:30;5635
Hauts-de-France;Données définitives;02/01/2020;04:00;5576
Hauts-de-France;Données définitives;02/01/2020;04:30;5558
Hauts-de-France;Données définitives;02/01/2020;05:00;5600
Hauts-de-France;Données définitives;02/01/2020;05:30;5781
Hauts-de-France;Données définitives;02/01/2020;06:00;5911
Hauts-de-France;Données définitives;02/01/2020;06:30;6123
Hauts-de-France;Données définitives;02/01/2020;07:00;6331
Hauts-de-France;Données définitives;02/01/2020;07:30;6522
Hauts-de-France;Données définitives;02/01/2020;08:00;6724
Hauts-de-France;Données définitives;02/01/2020;08:30;6820
Hauts-de-France;Données définitives;02/01/2020;09:00;6796
Hauts-de-France;Données définitives;02/01/2020;09:30;6966
Hauts-de-France;Données définitives;02/01/2020;10:00;7019
Hauts-de-France;Données définitives;02/01/2020;10:30;7052
Hauts-de-France;Données définitives;02/01/2020;11:00;7125
Hauts-de-France;Données définitives;02/01/2020;11:30;7200
Hauts-de-France;Données définitives;02/01/2020;12:00;7351
Hauts-de-France;Données définitives;02/01/2020;12:30;7368
Hauts-de-France;Données définitives;02/01/2020;13:00;7433
Hauts-de-France;Données définitives;02/01/2020;13:30;7340
Hauts-de-France;Données définitives;02/01/2020;14:00;7202
Hauts-de-France;Données définitives;02/01/2020;14:30;7086
Hauts-de-France;Données définitives;02/01/2020;15:00;6904
Hauts-de-France;Données définitives;02/01/2020;15:30;6823
Hauts-de-France;Données définitives;02/01/2020;16:00;6807
Hauts-de-France;Données définitives;02/01/2020;16:30;6794
Hauts-de-France;Données définitives;02/01/2020;17:00;6786
Hauts-de-France;Données définitives;02/01/2020;17:30;6988
Hauts-de-France;Données définitives;02/01/2020;18:00;7053
Hauts-de-France;Données définitives;02/01/2020;18:30;7147
Hauts-de-France;Données définitives;02/01/2020;19:00;7222
Hauts-de-France;Données définitives;02/01/2020;19:30;7189
Hauts-de-France;Données définitives;02/01/2020;20:00;7122
Hauts-de-France;Données définitives;02/01/2020;20:30;6877
Hauts-de-France;Données définitives;02/01/2020;21:00;6654
Hauts-de-France;Données définitives;02/01/2020;21:30;6455
Hauts-de-France;Données définitives;02/01/2020;22:00;6465
Hauts-de-France;Données définitives;02/01/2020;22:30;6345
Hauts-de-France;Données définitives;02/01/2020;23:00;6385
Hauts-de-France;Données définitives;02/01/2020;23:30;6346
Hauts-de-France;Données définitives;03/01/2020;00:00;6617
Hauts-de-France;Données définitives;03/01/2020;00:30;6521
Hauts-de-France;Données définitives;03/01/2020;01:00;6306
Hauts-de-France;Données définitives;03/01/2020;01:30;6333
Hauts-de-France;Données définitives;03/01/2020;02:00;6123
Hauts-de-France;Données définitives;03/01/2020;02:30;6022
Hauts-de-France;Données définitives;03/01/2020;03:00;5837
Hauts-de-France;Données définitives;03/01/2020;03:30;5746
Hauts-de-France;Données définitives;03/01/2020;04:00;5621
Hauts-de-France;Données définitives;03/01/2020;04:30;5609
Hauts-de-France;Données définitives;03/01/2020;05:00;5611
Hauts-de-France;Données définitives;03/01/2020;05:30;5705
Hauts-de-France;Données définitives;03/01/2020;06:00;5871
Hauts-de-France;Données définitives;03/01/2020;06:30;6137
Hauts-de-France;Données définitives;03/01/2020;07:00;6297
Hauts-de-France;Données définitives;03/01/2020;07:30;6402
Hauts-de-France;Données définitives;03/01/2020;08:00;6577
Hauts-de-France;Données définitives;03/01/2020;08:30;6676
Hauts-de-France;Données définitives;03/01/2020;09:00;6624
Hauts-de-France;Données définitives;03/01/2020;09:30;6680
Hauts-de-France;Données définitives;03/01/2020;10:00;6719
Hauts-de-France;Données définitives;03/01/2020;10:30;6783
Hauts-de-France;Données définitives;03/01/2020;11:00;6804
Hauts-de-France;Données définitives;03/01/2020;11:30;6843
Hauts-de-France;Données définitives;03/01/2020;12:00;6995
Hauts-de-France;Données définitives;03/01/2020;12:30;7051
Hauts-de-France;Données définitives;03/01/2020;13:00;7082
Hauts-de-France;Données définitives;03/01/2020;13:30;6975
Hauts-de-France;Données définitives;03/01/2020;14:00;6823
Hauts-de-France;Données définitives;03/01/2020;14:30;6798
Hauts-de-France;Données définitives;03/01/2020;15:00;6622
Hauts-de-France;Données définitives;03/01/2020;15:30;6540
Hauts-de-France;Données définitives;03/01/2020;16:00;6598
Hauts-de-France;Données définitives;03/01/2020;16:30;6559
Hauts-de-France;Données définitives;03/01/2020;17:00;6630
Hauts-de-France;Données définitives;03/01/2020;17:30;6788
Hauts-de-France;Données définitives;03/01/2020;18:00;6862
Hauts-de-France;Données définitives;03/01/2020;18:30;6963
Hauts-de-France;Données définitives;03/01/2020;19:00;7073
Hauts-de-France;Données définitives;03/01/2020;19:30;6979
Hauts-de-France;Données définitives;03/01/2020;20:00;6825
Hauts-de-France;Données définitives;03/01/2020;20:30;6675
