Date;TMin (°C);TMax (°C);TMoy (°C)
26/11/2020;4.18;10.28;7.23
27/11/2020;3.44;8.18;5.81
28/11/2020;2.56;11.22;6.89
29/11/2020;1.38;3.82;2.6
30/11/2020;0.88;9.38;5.13
01/12/2020;5.14;9.14;7.14
02/12/2020;5.32;7.98;6.65
03/12/2020;5.3;7.62;6.46
04/12/2020;3.48;6.92;5.2
05/12/2020;1.06;5.38;3.22
06/12/2020;0.78;5.98;3.38
07/12/2020;-1.84;3.16;0.66
08/12/2020;0.26;2.98;1.62
09/12/2020;0.06;5.18;2.62
10/12/2020;2.34;6.1;4.22
11/12/2020;3.24;9.64;6.44
12/12/2020;6.52;9.72;8.12
13/12/2020;2.44;10.56;6.5
14/12/2020;7.24;11.74;9.49
15/12/2020;7.18;12.08;9.63
16/12/2020;5.14;9.76;7.45
17/12/2020;6.8;11.12;8.96
18/12/2020;5.98;11.48;8.73
19/12/2020;6.44;11.6;9.02
20/12/2020;6.6;10.72;8.66
21/12/2020;5.16;13.6;9.38
22/12/2020;11.92;13.76;12.84
23/12/2020;10.42;13.66;12.04
24/12/2020;3.74;7.18;5.46
25/12/2020;1.48;5.94;3.71
26/12/2020;0.38;6.98;3.68
27/12/2020;4.32;7.66;5.99
28/12/2020;1.68;5.1;3.39
29/12/2020;1.2;5.02;3.11
30/12/2020;0.78;6.12;3.45
31/12/2020;0.82;4.56;2.69
01/01/2021;-1.02;4.3;1.64
02/01/2021;-2.24;3.52;0.64
03/01/2021;1.4;3.62;2.51
04/01/2021;1.82;2.94;2.38
05/01/2021;1.9;2.86;2.38
06/01/2021;1.94;4.18;3.06
07/01/2021;0.64;3.96;2.3
08/01/2021;-1.12;3.92;1.4
09/01/2021;-2.36;1.92;-0.22
10/01/2021;-3.14;4.38;0.62
11/01/2021;-0.78;7.78;3.5
12/01/2021;4.68;9.12;6.9
13/01/2021;1.14;8.64;4.89
14/01/2021;3.2;6.48;4.84
15/01/2021;-0.36;2.42;1.03
16/01/2021;-2.78;4.66;0.94
17/01/2021;1.52;6.5;4.01
18/01/2021;0.88;7.08;3.98
19/01/2021;4.12;8.64;6.38
20/01/2021;6.48;10.98;8.73
21/01/2021;4.82;9.14;6.98
22/01/2021;2.96;7.62;5.29
23/01/2021;1.48;4.0;2.74
24/01/2021;-1.48;2.52;0.52
25/01/2021;0.84;5.26;3.05
26/01/2021;0.36;4.38;2.37
27/01/2021;1.3;9.78;5.54
28/01/2021;7.38;11.72;9.55
29/01/2021;8.52;10.32;9.42
30/01/2021;4.42;8.72;6.57
31/01/2021;1.3;5.9;3.6
01/02/2021;4.34;7.94;6.14
02/02/2021;4.76;12.74;8.75
03/02/2021;7.82;12.4;10.11
04/02/2021;3.08;9.42;6.25
05/02/2021;5.86;10.22;8.04
06/02/2021;5.62;8.68;7.15
07/02/2021;-1.52;0.3;-0.61
08/02/2021;-3.42;-2.56;-2.99
09/02/2021;-5.9;-2.8;-4.35
10/02/2021;-6.7;-1.28;-3.99
11/02/2021;-6.42;0.24;-3.09
12/02/2021;-5.06;-0.76;-2.91
13/02/2021;-6.94;1.06;-2.94
14/02/2021;-5.48;3.64;-0.92
15/02/2021;0.86;7.86;4.36
16/02/2021;4.86;10.56;7.71
17/02/2021;5.86;13.1;9.48
18/02/2021;5.24;11.22;8.23
19/02/2021;2.08;11.84;6.96
20/02/2021;7.7;16.38;12.04
21/02/2021;7.8;16.12;11.96
22/02/2021;8.26;14.52;11.39
23/02/2021;8.1;16.88;12.49
24/02/2021;9.38;18.54;13.96
25/02/2021;6.92;14.72;10.82
26/02/2021;4.42;11.04;7.73
27/02/2021;0.78;9.64;5.21
28/02/2021;2.28;10.68;6.48
01/03/2021;1.22;12.24;6.73
02/03/2021;0.5;14.66;7.58
03/03/2021;4.2;15.9;10.05
04/03/2021;4.76;8.24;6.5
05/03/2021;2.28;6.6;4.44
06/03/2021;-0.88;7.46;3.29
07/03/2021;-2.06;7.32;2.63
08/03/2021;-1.06;7.38;3.16
09/03/2021;2.38;10.18;6.28
10/03/2021;1.32;11.04;6.18
11/03/2021;6.3;12.64;9.47
12/03/2021;4.72;9.84;7.28
13/03/2021;5.64;9.94;7.79
14/03/2021;3.7;10.3;7.0
15/03/2021;6.06;10.38;8.22
16/03/2021;1.72;9.14;5.43
17/03/2021;5.64;8.36;7.0
18/03/2021;3.3;7.62;5.46
19/03/2021;2.62;8.66;5.64
20/03/2021;1.06;9.62;5.34
21/03/2021;3.48;9.78;6.63
22/03/2021;1.14;9.1;5.12
23/03/2021;2.04;12.58;7.31
24/03/2021;1.8;15.3;8.55
25/03/2021;5.34;12.62;8.98
26/03/2021;4.08;13.92;9.0
27/03/2021;4.1;11.12;7.61
28/03/2021;5.06;13.96;9.51
29/03/2021;5.22;19.4;12.31
30/03/2021;6.16;23.12;14.64
31/03/2021;7.34;23.82;15.58
01/04/2021;8.34;19.04;13.69
02/04/2021;4.38;10.8;7.59
03/04/2021;4.58;10.0;7.29
04/04/2021;1.94;9.82;5.88
05/04/2021;1.94;8.46;5.2
06/04/2021;-2.1;7.18;2.54
07/04/2021;-2.58;8.1;2.76
08/04/2021;2.82;10.68;6.75
09/04/2021;1.48;14.5;7.99
10/04/2021;5.98;9.36;7.67
11/04/2021;3.6;8.44;6.02
12/04/2021;-0.8;7.94;3.57
13/04/2021;-1.4;10.28;4.44
14/04/2021;0.32;10.18;5.25
15/04/2021;0.82;9.86;5.34
16/04/2021;1.5;10.76;6.13
17/04/2021;2.76;12.34;7.55
18/04/2021;1.76;13.0;7.38
19/04/2021;1.36;14.64;8.0
20/04/2021;2.6;17.1;9.85
21/04/2021;4.1;16.02;10.06
22/04/2021;3.1;13.94;8.52
23/04/2021;2.14;16.62;9.38
24/04/2021;3.98;15.92;9.95
25/04/2021;4.12;13.14;8.63
26/04/2021;2.74;14.66;8.7
27/04/2021;2.48;16.88;9.68
28/04/2021;4.34;18.28;11.31
29/04/2021;4.46;11.32;7.89
01/05/2021;3.18;12.88;8.03
02/05/2021;1.62;12.36;6.99
03/05/2021;1.76;15.14;8.45
04/05/2021;8.56;13.78;11.17
05/05/2021;5.04;12.2;8.62
06/05/2021;3.26;9.82;6.54
07/05/2021;2.14;13.88;8.01
08/05/2021;6.02;20.34;13.18
09/05/2021;10.76;24.16;17.46
10/05/2021;12.16;18.74;15.45
11/05/2021;7.54;17.58;12.56
12/05/2021;7.28;15.92;11.6
13/05/2021;8.62;15.5;12.06
14/05/2021;7.48;14.42;10.95
15/05/2021;6.52;14.84;10.68
16/05/2021;8.22;16.2;12.21
17/05/2021;9.88;15.1;12.49
18/05/2021;9.26;15.48;12.37
19/05/2021;6.48;14.2;10.34
20/05/2021;6.08;16.0;11.04
21/05/2021;9.9;16.2;13.05
22/05/2021;8.76;14.14;11.45
23/05/2021;6.7;15.84;11.27
24/05/2021;8.4;15.12;11.76
25/05/2021;7.58;14.2;10.89
26/05/2021;8.26;14.64;11.45
27/05/2021;6.7;17.96;12.33
28/05/2021;6.76;19.26;13.01
29/05/2021;9.5;21.36;15.43
30/05/2021;9.0;20.68;14.84
31/05/2021;9.6;23.52;16.56
01/06/2021;10.68;25.3;17.99
02/06/2021;13.96;27.98;20.97
03/06/2021;15.8;22.42;19.11
04/06/2021;12.88;19.3;16.09
05/06/2021;12.64;17.14;14.89
06/06/2021;8.84;20.2;14.52
07/06/2021;9.76;21.12;15.44
08/06/2021;10.0;22.44;16.22
09/06/2021;10.84;24.82;17.83
10/06/2021;12.56;22.56;17.56
11/06/2021;12.08;21.02;16.55
12/06/2021;12.86;21.28;17.07
13/06/2021;11.06;23.6;17.33
14/06/2021;12.06;27.52;19.79
15/06/2021;14.04;26.5;20.27
16/06/2021;15.22;29.64;22.43
17/06/2021;18.12;25.98;22.05
18/06/2021;18.28;26.34;22.31
19/06/2021;14.02;19.48;16.75
20/06/2021;14.38;22.74;18.56
21/06/2021;15.2;19.98;17.59
22/06/2021;12.32;14.08;13.2
23/06/2021;11.72;16.18;13.95
24/06/2021;10.78;19.04;14.91
25/06/2021;10.32;17.4;13.86
26/06/2021;14.1;20.92;17.51
27/06/2021;16.0;21.82;18.91
28/06/2021;15.2;23.04;19.12
29/06/2021;13.44;19.04;16.24
30/06/2021;12.9;15.58;14.24
01/07/2021;12.6;20.44;16.52
02/07/2021;12.06;24.08;18.07
03/07/2021;16.46;21.74;19.1
04/07/2021;14.78;21.6;18.19
05/07/2021;13.7;20.42;17.06
06/07/2021;14.92;19.54;17.23
07/07/2021;13.8;21.54;17.67
08/07/2021;11.54;20.54;16.04
09/07/2021;12.14;21.02;16.58
10/07/2021;13.82;19.04;16.43
11/07/2021;11.76;21.46;16.61
12/07/2021;14.8;21.1;17.95
13/07/2021;15.48;20.5;17.99
14/07/2021;14.82;18.32;16.57
15/07/2021;15.4;22.18;18.79
16/07/2021;14.66;21.1;17.88
17/07/2021;12.58;25.06;18.82
18/07/2021;13.82;27.66;20.74
19/07/2021;15.32;27.6;21.46
20/07/2021;15.6;27.0;21.3
21/07/2021;15.62;27.66;21.64
22/07/2021;15.18;26.52;20.85
23/07/2021;13.36;26.3;19.83
24/07/2021;16.7;24.54;20.62
25/07/2021;15.76;22.54;19.15
26/07/2021;15.86;21.06;18.46
27/07/2021;14.9;20.38;17.64
28/07/2021;14.22;20.68;17.45
29/07/2021;13.6;20.84;17.22
30/07/2021;12.56;20.88;16.72
31/07/2021;14.08;20.92;17.5
01/08/2021;11.74;20.9;16.32
02/08/2021;12.38;20.78;16.58
03/08/2021;13.34;20.52;16.93
04/08/2021;10.96;21.26;16.11
05/08/2021;12.82;23.9;18.36
06/08/2021;15.74;20.56;18.15
07/08/2021;12.5;20.08;16.29
08/08/2021;13.04;19.62;16.33
09/08/2021;13.26;20.84;17.05
10/08/2021;13.96;21.76;17.86
11/08/2021;11.88;23.08;17.48
12/08/2021;13.42;25.78;19.6
13/08/2021;13.68;23.24;18.46
14/08/2021;11.82;25.22;18.52
15/08/2021;12.78;25.44;19.11
16/08/2021;14.14;18.72;16.43
17/08/2021;10.36;18.14;14.25
18/08/2021;15.0;19.38;17.19
19/08/2021;14.78;19.98;17.38
20/08/2021;14.8;22.12;18.46
21/08/2021;12.62;24.94;18.78
22/08/2021;14.92;20.66;17.79
23/08/2021;14.56;20.58;17.57
24/08/2021;13.36;22.62;17.99
25/08/2021;12.46;22.58;17.52
26/08/2021;12.74;19.04;15.89
27/08/2021;12.24;20.36;16.3
28/08/2021;11.64;20.58;16.11
29/08/2021;12.14;19.42;15.78
30/08/2021;15.02;20.1;17.56
31/08/2021;14.22;21.46;17.84
01/09/2021;13.72;20.04;16.88
02/09/2021;12.22;22.14;17.18
03/09/2021;11.6;25.62;18.61
04/09/2021;14.48;24.48;19.48
05/09/2021;15.08;27.86;21.47
06/09/2021;15.32;27.76;21.54
07/09/2021;14.24;28.68;21.46
08/09/2021;15.08;28.82;21.95
09/09/2021;16.6;25.24;20.92
10/09/2021;16.96;23.6;20.28
11/09/2021;14.8;20.7;17.75
12/09/2021;11.8;21.32;16.56
13/09/2021;11.98;22.76;17.37
14/09/2021;15.0;23.12;19.06
15/09/2021;16.78;20.08;18.43
16/09/2021;10.96;21.5;16.23
17/09/2021;10.82;22.56;16.69
18/09/2021;11.66;23.48;17.57
19/09/2021;12.38;22.74;17.56
20/09/2021;14.94;20.14;17.54
21/09/2021;8.46;18.94;13.7
22/09/2021;7.8;20.52;14.16
23/09/2021;7.74;20.4;14.07
24/09/2021;13.08;19.44;16.26
25/09/2021;9.8;21.82;15.81
26/09/2021;14.14;21.8;17.97
27/09/2021;14.02;17.92;15.97
28/09/2021;8.38;18.96;13.67
29/09/2021;11.04;15.94;13.49
30/09/2021;6.04;16.64;11.34
01/10/2021;10.48;15.94;13.21
02/10/2021;10.34;17.28;13.81
03/10/2021;11.36;15.14;13.25
04/10/2021;8.66;17.66;13.16
05/10/2021;11.22;16.02;13.62
06/10/2021;10.62;15.62;13.12
07/10/2021;6.62;17.42;12.02
08/10/2021;7.46;18.08;12.77
09/10/2021;7.1;17.94;12.52
10/10/2021;5.78;16.74;11.26
11/10/2021;8.24;15.34;11.79
12/10/2021;6.38;15.36;10.87
13/10/2021;4.76;14.7;9.73
14/10/2021;4.6;16.58;10.59
15/10/2021;7.0;16.42;11.71
16/10/2021;5.52;15.84;10.68
17/10/2021;4.66;15.62;10.14
18/10/2021;5.06;17.1;11.08
19/10/2021;14.26;21.32;17.79
20/10/2021;14.62;18.24;16.43
21/10/2021;7.08;13.06;10.07
22/10/2021;3.58;12.9;8.24
23/10/2021;6.56;14.62;10.59
24/10/2021;2.94;14.06;8.5
25/10/2021;7.98;14.94;11.46
26/10/2021;7.82;14.44;11.13
27/10/2021;9.28;15.84;12.56
28/10/2021;6.8;17.0;11.9
29/10/2021;9.22;14.98;12.1
30/10/2021;10.1;14.28;12.19
31/10/2021;8.8;14.9;11.85
01/11/2021;7.3;13.18;10.24
02/11/2021;5.86;11.98;8.92
03/11/2021;3.64;11.68;7.66
04/11/2021;3.54;11.02;7.28
05/11/2021;5.38;11.88;8.63
06/11/2021;2.42;11.52;6.97
07/11/2021;8.26;12.38;10.32
08/11/2021;3.54;12.02;7.78
09/11/2021;3.08;11.92;7.5
10/11/2021;1.72;10.98;6.35
11/11/2021;4.26;11.08;7.67
12/11/2021;2.18;12.52;7.35
13/11/2021;9.5;12.52;11.01
14/11/2021;9.38;12.18;10.78
15/11/2021;5.32;8.22;6.77
16/11/2021;6.1;8.68;7.39
17/11/2021;5.42;12.2;8.81
18/11/2021;3.18;12.5;7.84
19/11/2021;9.74;11.82;10.78
20/11/2021;7.38;9.2;8.29
21/11/2021;6.06;9.58;7.82
22/11/2021;3.66;8.0;5.83
23/11/2021;1.36;8.96;5.16
24/11/2021;3.86;7.8;5.83
25/11/2021;2.06;7.6;4.83
26/11/2021;2.32;7.02;4.67
27/11/2021;0.7;5.46;3.08
28/11/2021;2.12;4.82;3.47
29/11/2021;0.02;7.7;3.86
30/11/2021;1.88;10.32;6.1
01/12/2021;6.88;10.6;8.74
02/12/2021;2.1;5.56;3.83
03/12/2021;0.16;6.38;3.27
04/12/2021;4.12;8.14;6.13
05/12/2021;3.28;6.34;4.81
06/12/2021;1.46;6.94;4.2
07/12/2021;1.28;7.16;4.22
08/12/2021;3.6;7.22;5.41
09/12/2021;2.46;7.6;5.03
10/12/2021;3.56;7.0;5.28
11/12/2021;1.14;8.76;4.95
12/12/2021;5.48;11.42;8.45
13/12/2021;8.22;9.96;9.09
14/12/2021;6.78;9.34;8.06
15/12/2021;8.32;9.86;9.09
16/12/2021;7.98;10.34;9.16
17/12/2021;2.82;7.76;5.29
18/12/2021;4.2;7.4;5.8
19/12/2021;4.38;6.44;5.41
20/12/2021;5.32;6.84;6.08
21/12/2021;-0.52;4.68;2.08
22/12/2021;-3.06;1.0;-1.03
23/12/2021;-1.46;9.04;3.79
24/12/2021;6.22;9.2;7.71
25/12/2021;5.98;9.04;7.51
26/12/2021;5.46;9.42;7.44
27/12/2021;6.2;11.02;8.61
28/12/2021;9.2;11.56;10.38
29/12/2021;8.6;14.0;11.3
30/12/2021;12.76;14.58;13.67
31/12/2021;9.28;14.06;11.67
01/01/2022;9.8;15.4;12.6
02/01/2022;9.74;13.38;11.56
03/01/2022;9.1;11.26;10.18
04/01/2022;5.56;8.94;7.25
05/01/2022;1.62;6.2;3.91
06/01/2022;-0.54;6.98;3.22
07/01/2022;3.56;7.22;5.39
08/01/2022;1.08;8.38;4.73
09/01/2022;3.26;7.3;5.28
10/01/2022;-0.52;3.54;1.51
11/01/2022;0.58;4.32;2.45
12/01/2022;0.34;5.98;3.16
13/01/2022;-0.1;5.16;2.53
14/01/2022;-0.84;8.96;4.06
15/01/2022;-0.92;5.82;2.45
16/01/2022;-0.06;6.04;2.99
17/01/2022;2.18;7.32;4.75
18/01/2022;-0.46;8.56;4.05
19/01/2022;1.76;7.26;4.51
20/01/2022;0.88;5.98;3.43
21/01/2022;0.86;6.32;3.59
22/01/2022;3.28;5.44;4.36
23/01/2022;3.44;4.86;4.15
24/01/2022;-0.12;6.12;3.0
25/01/2022;-2.56;2.6;0.02
26/01/2022;0.06;5.38;2.72
27/01/2022;3.4;8.54;5.97
28/01/2022;0.3;8.62;4.46
29/01/2022;5.0;10.64;7.82
30/01/2022;1.58;8.9;5.24
31/01/2022;3.94;7.58;5.76
