Date;Heures;Consommation;Tmin;Tmoy;Tmax
01/01/2020;00:00;5524;2.93;9.86;6.4
01/01/2020;00:30;5387;2.93;9.86;6.4
01/01/2020;01:00;5140;2.93;9.86;6.4
01/01/2020;01:30;5095;2.93;9.86;6.4
01/01/2020;02:00;5060;2.93;9.86;6.4
01/01/2020;02:30;4993;2.93;9.86;6.4
01/01/2020;03:00;4902;2.93;9.86;6.4
01/01/2020;03:30;4758;2.93;9.86;6.4
01/01/2020;04:00;4646;2.93;9.86;6.4
01/01/2020;04:30;4531;2.93;9.86;6.4
01/01/2020;05:00;4447;2.93;9.86;6.4
01/01/2020;05:30;4442;2.93;9.86;6.4
01/01/2020;06:00;4443;2.93;9.86;6.4
01/01/2020;06:30;4527;2.93;9.86;6.4
01/01/2020;07:00;4527;2.93;9.86;6.4
01/01/2020;07:30;4544;2.93;9.86;6.4
01/01/2020;08:00;4529;2.93;9.86;6.4
01/01/2020;08:30;4485;2.93;9.86;6.4
01/01/2020;09:00;4529;2.93;9.86;6.4
01/01/2020;09:30;4611;2.93;9.86;6.4
01/01/2020;10:00;4692;2.93;9.86;6.4
01/01/2020;10:30;4745;2.93;9.86;6.4
01/01/2020;11:00;4762;2.93;9.86;6.4
01/01/2020;11:30;4827;2.93;9.86;6.4
01/01/2020;12:00;4857;2.93;9.86;6.4
01/01/2020;12:30;4938;2.93;9.86;6.4
01/01/2020;13:00;5018;2.93;9.86;6.4
01/01/2020;13:30;4854;2.93;9.86;6.4
01/01/2020;14:00;4745;2.93;9.86;6.4
01/01/2020;14:30;4574;2.93;9.86;6.4
01/01/2020;15:00;4493;2.93;9.86;6.4
01/01/2020;15:30;4457;2.93;9.86;6.4
01/01/2020;16:00;4394;2.93;9.86;6.4
01/01/2020;16:30;4418;2.93;9.86;6.4
01/01/2020;17:00;4486;2.93;9.86;6.4
01/01/2020;17:30;4697;2.93;9.86;6.4
01/01/2020;18:00;5019;2.93;9.86;6.4
01/01/2020;18:30;5184;2.93;9.86;6.4
01/01/2020;19:00;5278;2.93;9.86;6.4
01/01/2020;19:30;5337;2.93;9.86;6.4
01/01/2020;20:00;5321;2.93;9.86;6.4
01/01/2020;20:30;5305;2.93;9.86;6.4
01/01/2020;21:00;5269;2.93;9.86;6.4
01/01/2020;21:30;5178;2.93;9.86;6.4
01/01/2020;22:00;5011;2.93;9.86;6.4
01/01/2020;22:30;5113;2.93;9.86;6.4
01/01/2020;23:00;5543;2.93;9.86;6.4
01/01/2020;23:30;5326;2.93;9.86;6.4
02/01/2020;00:00;5478;0.37;11.75;6.06
02/01/2020;00:30;5207;0.37;11.75;6.06
02/01/2020;01:00;4998;0.37;11.75;6.06
02/01/2020;01:30;4907;0.37;11.75;6.06
02/01/2020;02:00;4912;0.37;11.75;6.06
02/01/2020;02:30;4963;0.37;11.75;6.06
02/01/2020;03:00;4883;0.37;11.75;6.06
02/01/2020;03:30;4791;0.37;11.75;6.06
02/01/2020;04:00;4723;0.37;11.75;6.06
02/01/2020;04:30;4657;0.37;11.75;6.06
02/01/2020;05:00;4677;0.37;11.75;6.06
02/01/2020;05:30;4761;0.37;11.75;6.06
02/01/2020;06:00;4879;0.37;11.75;6.06
02/01/2020;06:30;5079;0.37;11.75;6.06
02/01/2020;07:00;5200;0.37;11.75;6.06
02/01/2020;07:30;5402;0.37;11.75;6.06
02/01/2020;08:00;5522;0.37;11.75;6.06
02/01/2020;08:30;5602;0.37;11.75;6.06
02/01/2020;09:00;5731;0.37;11.75;6.06
02/01/2020;09:30;5841;0.37;11.75;6.06
02/01/2020;10:00;5826;0.37;11.75;6.06
02/01/2020;10:30;5829;0.37;11.75;6.06
02/01/2020;11:00;5791;0.37;11.75;6.06
02/01/2020;11:30;5731;0.37;11.75;6.06
02/01/2020;12:00;5751;0.37;11.75;6.06
02/01/2020;12:30;5804;0.37;11.75;6.06
02/01/2020;13:00;5825;0.37;11.75;6.06
02/01/2020;13:30;5734;0.37;11.75;6.06
02/01/2020;14:00;5636;0.37;11.75;6.06
02/01/2020;14:30;5469;0.37;11.75;6.06
02/01/2020;15:00;5322;0.37;11.75;6.06
02/01/2020;15:30;5231;0.37;11.75;6.06
02/01/2020;16:00;5155;0.37;11.75;6.06
02/01/2020;16:30;5139;0.37;11.75;6.06
02/01/2020;17:00;5173;0.37;11.75;6.06
02/01/2020;17:30;5323;0.37;11.75;6.06
02/01/2020;18:00;5613;0.37;11.75;6.06
02/01/2020;18:30;5806;0.37;11.75;6.06
02/01/2020;19:00;5923;0.37;11.75;6.06
02/01/2020;19:30;6004;0.37;11.75;6.06
02/01/2020;20:00;5876;0.37;11.75;6.06
02/01/2020;20:30;5762;0.37;11.75;6.06
02/01/2020;21:00;5635;0.37;11.75;6.06
02/01/2020;21:30;5537;0.37;11.75;6.06
02/01/2020;22:00;5319;0.37;11.75;6.06
02/01/2020;22:30;5369;0.37;11.75;6.06
02/01/2020;23:00;5798;0.37;11.75;6.06
02/01/2020;23:30;5579;0.37;11.75;6.06
03/01/2020;00:00;5681;2.71;10.81;6.76
03/01/2020;00:30;5357;2.71;10.81;6.76
03/01/2020;01:00;5104;2.71;10.81;6.76
03/01/2020;01:30;5099;2.71;10.81;6.76
03/01/2020;02:00;5072;2.71;10.81;6.76
03/01/2020;02:30;5013;2.71;10.81;6.76
03/01/2020;03:00;4939;2.71;10.81;6.76
03/01/2020;03:30;4810;2.71;10.81;6.76
03/01/2020;04:00;4743;2.71;10.81;6.76
03/01/2020;04:30;4662;2.71;10.81;6.76
03/01/2020;05:00;4638;2.71;10.81;6.76
03/01/2020;05:30;4750;2.71;10.81;6.76
03/01/2020;06:00;4844;2.71;10.81;6.76
03/01/2020;06:30;5080;2.71;10.81;6.76
03/01/2020;07:00;5205;2.71;10.81;6.76
03/01/2020;07:30;5441;2.71;10.81;6.76
03/01/2020;08:00;5515;2.71;10.81;6.76
03/01/2020;08:30;5598;2.71;10.81;6.76
03/01/2020;09:00;5724;2.71;10.81;6.76
03/01/2020;09:30;5858;2.71;10.81;6.76
03/01/2020;10:00;5858;2.71;10.81;6.76
03/01/2020;10:30;5842;2.71;10.81;6.76
03/01/2020;11:00;5810;2.71;10.81;6.76
03/01/2020;11:30;5799;2.71;10.81;6.76
03/01/2020;12:00;5852;2.71;10.81;6.76
03/01/2020;12:30;5906;2.71;10.81;6.76
03/01/2020;13:00;5925;2.71;10.81;6.76
03/01/2020;13:30;5805;2.71;10.81;6.76
03/01/2020;14:00;5745;2.71;10.81;6.76
03/01/2020;14:30;5585;2.71;10.81;6.76
03/01/2020;15:00;5426;2.71;10.81;6.76
