Date;Heures;Consommation;Tmin;Tmoy;Tmax
01/01/2016;00:00;5228;4.54;13.34;8.94
01/01/2016;00:30;4999;4.54;13.34;8.94
01/01/2016;01:00;4649;4.54;13.34;8.94
01/01/2016;01:30;4639;4.54;13.34;8.94
01/01/2016;02:00;4587;4.54;13.34;8.94
01/01/2016;02:30;4506;4.54;13.34;8.94
01/01/2016;03:00;4332;4.54;13.34;8.94
01/01/2016;03:30;4227;4.54;13.34;8.94
01/01/2016;04:00;4153;4.54;13.34;8.94
01/01/2016;04:30;4063;4.54;13.34;8.94
01/01/2016;05:00;3945;4.54;13.34;8.94
01/01/2016;05:30;3940;4.54;13.34;8.94
01/01/2016;06:00;3993;4.54;13.34;8.94
01/01/2016;06:30;4026;4.54;13.34;8.94
01/01/2016;07:00;3963;4.54;13.34;8.94
01/01/2016;07:30;3976;4.54;13.34;8.94
01/01/2016;08:00;3962;4.54;13.34;8.94
01/01/2016;08:30;3868;4.54;13.34;8.94
01/01/2016;09:00;3947;4.54;13.34;8.94
01/01/2016;09:30;4046;4.54;13.34;8.94
01/01/2016;10:00;4179;4.54;13.34;8.94
01/01/2016;10:30;4198;4.54;13.34;8.94
01/01/2016;11:00;4330;4.54;13.34;8.94
01/01/2016;11:30;4443;4.54;13.34;8.94
01/01/2016;12:00;4493;4.54;13.34;8.94
01/01/2016;12:30;4685;4.54;13.34;8.94
01/01/2016;13:00;4756;4.54;13.34;8.94
01/01/2016;13:30;4627;4.54;13.34;8.94
01/01/2016;14:00;4493;4.54;13.34;8.94
01/01/2016;14:30;4399;4.54;13.34;8.94
01/01/2016;15:00;4194;4.54;13.34;8.94
01/01/2016;15:30;4231;4.54;13.34;8.94
01/01/2016;16:00;4193;4.54;13.34;8.94
01/01/2016;16:30;4105;4.54;13.34;8.94
01/01/2016;17:00;4082;4.54;13.34;8.94
01/01/2016;17:30;4304;4.54;13.34;8.94
01/01/2016;18:00;4637;4.54;13.34;8.94
01/01/2016;18:30;4722;4.54;13.34;8.94
01/01/2016;19:00;4880;4.54;13.34;8.94
01/01/2016;19:30;4873;4.54;13.34;8.94
01/01/2016;20:00;4843;4.54;13.34;8.94
01/01/2016;20:30;4723;4.54;13.34;8.94
01/01/2016;21:00;4611;4.54;13.34;8.94
01/01/2016;21:30;4519;4.54;13.34;8.94
01/01/2016;22:00;4384;4.54;13.34;8.94
01/01/2016;22:30;4482;4.54;13.34;8.94
01/01/2016;23:00;4921;4.54;13.34;8.94
01/01/2016;23:30;4735;4.54;13.34;8.94
02/01/2016;00:00;4895;6.98;11.02;9.0
02/01/2016;00:30;4549;6.98;11.02;9.0
02/01/2016;01:00;4203;6.98;11.02;9.0
02/01/2016;01:30;4085;6.98;11.02;9.0
02/01/2016;02:00;4089;6.98;11.02;9.0
02/01/2016;02:30;4012;6.98;11.02;9.0
02/01/2016;03:00;3923;6.98;11.02;9.0
02/01/2016;03:30;3806;6.98;11.02;9.0
02/01/2016;04:00;3734;6.98;11.02;9.0
02/01/2016;04:30;3673;6.98;11.02;9.0
02/01/2016;05:00;3667;6.98;11.02;9.0
02/01/2016;05:30;3695;6.98;11.02;9.0
02/01/2016;06:00;3701;6.98;11.02;9.0
02/01/2016;06:30;3810;6.98;11.02;9.0
02/01/2016;07:00;3874;6.98;11.02;9.0
02/01/2016;07:30;3951;6.98;11.02;9.0
02/01/2016;08:00;3998;6.98;11.02;9.0
02/01/2016;08:30;3990;6.98;11.02;9.0
02/01/2016;09:00;4053;6.98;11.02;9.0
02/01/2016;09:30;4258;6.98;11.02;9.0
02/01/2016;10:00;4432;6.98;11.02;9.0
02/01/2016;10:30;4516;6.98;11.02;9.0
02/01/2016;11:00;4543;6.98;11.02;9.0
02/01/2016;11:30;4623;6.98;11.02;9.0
02/01/2016;12:00;4721;6.98;11.02;9.0
02/01/2016;12:30;4841;6.98;11.02;9.0
02/01/2016;13:00;5068;6.98;11.02;9.0
02/01/2016;13:30;4902;6.98;11.02;9.0
02/01/2016;14:00;4896;6.98;11.02;9.0
02/01/2016;14:30;4773;6.98;11.02;9.0
02/01/2016;15:00;4565;6.98;11.02;9.0
02/01/2016;15:30;4555;6.98;11.02;9.0
02/01/2016;16:00;4431;6.98;11.02;9.0
02/01/2016;16:30;4415;6.98;11.02;9.0
02/01/2016;17:00;4411;6.98;11.02;9.0
02/01/2016;17:30;4586;6.98;11.02;9.0
02/01/2016;18:00;4985;6.98;11.02;9.0
02/01/2016;18:30;5154;6.98;11.02;9.0
02/01/2016;19:00;5262;6.98;11.02;9.0
02/01/2016;19:30;5350;6.98;11.02;9.0
02/01/2016;20:00;5247;6.98;11.02;9.0
02/01/2016;20:30;5081;6.98;11.02;9.0
02/01/2016;21:00;4959;6.98;11.02;9.0
02/01/2016;21:30;4844;6.98;11.02;9.0
02/01/2016;22:00;4734;6.98;11.02;9.0
02/01/2016;22:30;4833;6.98;11.02;9.0
02/01/2016;23:00;5353;6.98;11.02;9.0
02/01/2016;23:30;5105;6.98;11.02;9.0
03/01/2016;00:00;5277;3.88;11.16;7.52
03/01/2016;00:30;5019;3.88;11.16;7.52
03/01/2016;01:00;4749;3.88;11.16;7.52
03/01/2016;01:30;4677;3.88;11.16;7.52
03/01/2016;02:00;4642;3.88;11.16;7.52
03/01/2016;02:30;4495;3.88;11.16;7.52
03/01/2016;03:00;4345;3.88;11.16;7.52
03/01/2016;03:30;4264;3.88;11.16;7.52
03/01/2016;04:00;4181;3.88;11.16;7.52
03/01/2016;04:30;4081;3.88;11.16;7.52
03/01/2016;05:00;4024;3.88;11.16;7.52
03/01/2016;05:30;4089;3.88;11.16;7.52
03/01/2016;06:00;4029;3.88;11.16;7.52
03/01/2016;06:30;4134;3.88;11.16;7.52
03/01/2016;07:00;4162;3.88;11.16;7.52
