Date;Heures;Consommation;Gaz;Taux de Co2;Tmin;Tmoy;Tmax
01/01/2016;00:00;5228;2226;31;4.54;13.34;8.94
01/01/2016;00:30;4999;2227;31;4.54;13.34;8.94
01/01/2016;01:00;4649;2205;32;4.54;13.34;8.94
01/01/2016;01:30;4639;2212;32;4.54;13.34;8.94
01/01/2016;02:00;4587;2209;32;4.54;13.34;8.94
01/01/2016;02:30;4506;2231;33;4.54;13.34;8.94
01/01/2016;03:00;4332;2240;34;4.54;13.34;8.94
01/01/2016;03:30;4227;2195;35;4.54;13.34;8.94
01/01/2016;04:00;4153;2219;36;4.54;13.34;8.94
01/01/2016;04:30;4063;2221;35;4.54;13.34;8.94
01/01/2016;05:00;3945;2234;36;4.54;13.34;8.94
01/01/2016;05:30;3940;2200;35;4.54;13.34;8.94
01/01/2016;06:00;3993;2191;35;4.54;13.34;8.94
01/01/2016;06:30;4026;2207;35;4.54;13.34;8.94
01/01/2016;07:00;3963;2220;35;4.54;13.34;8.94
01/01/2016;07:30;3976;2221;35;4.54;13.34;8.94
01/01/2016;08:00;3962;2210;35;4.54;13.34;8.94
01/01/2016;08:30;3868;2218;37;4.54;13.34;8.94
01/01/2016;09:00;3947;2200;36;4.54;13.34;8.94
01/01/2016;09:30;4046;2217;34;4.54;13.34;8.94
01/01/2016;10:00;4179;2190;33;4.54;13.34;8.94
01/01/2016;10:30;4198;2207;32;4.54;13.34;8.94
01/01/2016;11:00;4330;2229;32;4.54;13.34;8.94
01/01/2016;11:30;4443;2232;32;4.54;13.34;8.94
01/01/2016;12:00;4493;2231;31;4.54;13.34;8.94
01/01/2016;12:30;4685;2230;31;4.54;13.34;8.94
01/01/2016;13:00;4756;2229;30;4.54;13.34;8.94
01/01/2016;13:30;4627;2222;30;4.54;13.34;8.94
01/01/2016;14:00;4493;2229;31;4.54;13.34;8.94
01/01/2016;14:30;4399;2234;31;4.54;13.34;8.94
01/01/2016;15:00;4194;2207;32;4.54;13.34;8.94
01/01/2016;15:30;4231;2208;32;4.54;13.34;8.94
01/01/2016;16:00;4193;2231;32;4.54;13.34;8.94
01/01/2016;16:30;4105;2232;32;4.54;13.34;8.94
01/01/2016;17:00;4082;2231;32;4.54;13.34;8.94
01/01/2016;17:30;4304;2244;31;4.54;13.34;8.94
01/01/2016;18:00;4637;2252;30;4.54;13.34;8.94
01/01/2016;18:30;4722;2252;29;4.54;13.34;8.94
01/01/2016;19:00;4880;2254;28;4.54;13.34;8.94
01/01/2016;19:30;4873;2262;28;4.54;13.34;8.94
01/01/2016;20:00;4843;2233;28;4.54;13.34;8.94
01/01/2016;20:30;4723;2245;29;4.54;13.34;8.94
01/01/2016;21:00;4611;2255;30;4.54;13.34;8.94
01/01/2016;21:30;4519;2255;30;4.54;13.34;8.94
01/01/2016;22:00;4384;2242;30;4.54;13.34;8.94
01/01/2016;22:30;4482;2241;30;4.54;13.34;8.94
01/01/2016;23:00;4921;2252;29;4.54;13.34;8.94
01/01/2016;23:30;4735;2251;31;4.54;13.34;8.94
02/01/2016;00:00;4895;2243;30;6.98;11.02;9.0
02/01/2016;00:30;4549;2231;31;6.98;11.02;9.0
02/01/2016;01:00;4203;2233;33;6.98;11.02;9.0
02/01/2016;01:30;4085;2239;34;6.98;11.02;9.0
02/01/2016;02:00;4089;2232;34;6.98;11.02;9.0
02/01/2016;02:30;4012;2221;34;6.98;11.02;9.0
02/01/2016;03:00;3923;2229;35;6.98;11.02;9.0
02/01/2016;03:30;3806;2233;35;6.98;11.02;9.0
02/01/2016;04:00;3734;2227;36;6.98;11.02;9.0
02/01/2016;04:30;3673;2226;36;6.98;11.02;9.0
02/01/2016;05:00;3667;2242;36;6.98;11.02;9.0
02/01/2016;05:30;3695;2253;36;6.98;11.02;9.0
02/01/2016;06:00;3701;2231;35;6.98;11.02;9.0
02/01/2016;06:30;3810;2234;34;6.98;11.02;9.0
02/01/2016;07:00;3874;2216;34;6.98;11.02;9.0
02/01/2016;07:30;3951;2254;34;6.98;11.02;9.0
02/01/2016;08:00;3998;2243;33;6.98;11.02;9.0
02/01/2016;08:30;3990;2198;32;6.98;11.02;9.0
02/01/2016;09:00;4053;2242;31;6.98;11.02;9.0
02/01/2016;09:30;4258;2256;30;6.98;11.02;9.0
02/01/2016;10:00;4432;2219;29;6.98;11.02;9.0
02/01/2016;10:30;4516;2247;29;6.98;11.02;9.0
02/01/2016;11:00;4543;2249;29;6.98;11.02;9.0
02/01/2016;11:30;4623;2175;28;6.98;11.02;9.0
02/01/2016;12:00;4721;2186;28;6.98;11.02;9.0
02/01/2016;12:30;4841;2190;28;6.98;11.02;9.0
02/01/2016;13:00;5068;2205;27;6.98;11.02;9.0
02/01/2016;13:30;4902;2202;28;6.98;11.02;9.0
02/01/2016;14:00;4896;2228;29;6.98;11.02;9.0
02/01/2016;14:30;4773;2246;28;6.98;11.02;9.0
02/01/2016;15:00;4565;2254;29;6.98;11.02;9.0
02/01/2016;15:30;4555;2255;29;6.98;11.02;9.0
02/01/2016;16:00;4431;2241;29;6.98;11.02;9.0
02/01/2016;16:30;4415;2287;29;6.98;11.02;9.0
02/01/2016;17:00;4411;2296;29;6.98;11.02;9.0
02/01/2016;17:30;4586;2404;28;6.98;11.02;9.0
02/01/2016;18:00;4985;2419;28;6.98;11.02;9.0
02/01/2016;18:30;5154;2431;27;6.98;11.02;9.0
02/01/2016;19:00;5262;2406;27;6.98;11.02;9.0
02/01/2016;19:30;5350;2419;27;6.98;11.02;9.0
02/01/2016;20:00;5247;2408;28;6.98;11.02;9.0
02/01/2016;20:30;5081;2407;28;6.98;11.02;9.0
02/01/2016;21:00;4959;2431;29;6.98;11.02;9.0
02/01/2016;21:30;4844;2424;29;6.98;11.02;9.0
02/01/2016;22:00;4734;2428;30;6.98;11.02;9.0
02/01/2016;22:30;4833;2387;30;6.98;11.02;9.0
02/01/2016;23:00;5353;2329;28;6.98;11.02;9.0
02/01/2016;23:30;5105;2372;29;6.98;11.02;9.0
03/01/2016;00:00;5277;2370;29;3.88;11.16;7.52
03/01/2016;00:30;5019;2415;31;3.88;11.16;7.52
03/01/2016;01:00;4749;2299;31;3.88;11.16;7.52
03/01/2016;01:30;4677;2276;32;3.88;11.16;7.52
03/01/2016;02:00;4642;2276;33;3.88;11.16;7.52
03/01/2016;02:30;4495;2288;34;3.88;11.16;7.52
03/01/2016;03:00;4345;2298;36;3.88;11.16;7.52
03/01/2016;03:30;4264;2293;37;3.88;11.16;7.52
03/01/2016;04:00;4181;2296;38;3.88;11.16;7.52
03/01/2016;04:30;4081;2293;37;3.88;11.16;7.52
03/01/2016;05:00;4024;2301;38;3.88;11.16;7.52
03/01/2016;05:30;4089;2277;39;3.88;11.16;7.52
03/01/2016;06:00;4029;2295;38;3.88;11.16;7.52
03/01/2016;06:30;4134;2273;37;3.88;11.16;7.52
03/01/2016;07:00;4162;2284;37;3.88;11.16;7.52
03/01/2016;07:30;4286;2287;36;3.88;11.16;7.52
03/01/2016;08:00;4334;2277;36;3.88;11.16;7.52
03/01/2016;08:30;4302;2267;35;3.88;11.16;7.52
03/01/2016;09:00;4332;2287;34;3.88;11.16;7.52
03/01/2016;09:30;4519;2284;33;3.88;11.16;7.52
03/01/2016;10:00;4620;2279;32;3.88;11.16;7.52
03/01/2016;10:30;4688;2290;31;3.88;11.16;7.52
03/01/2016;11:00;4785;2291;31;3.88;11.16;7.52
03/01/2016;11:30;4810;2296;30;3.88;11.16;7.52
03/01/2016;12:00;4921;2293;29;3.88;11.16;7.52
03/01/2016;12:30;5011;2295;29;3.88;11.16;7.52
03/01/2016;13:00;5138;2296;29;3.88;11.16;7.52
03/01/2016;13:30;4999;2294;29;3.88;11.16;7.52
03/01/2016;14:00;4876;2284;30;3.88;11.16;7.52
03/01/2016;14:30;4748;2277;29;3.88;11.16;7.52
03/01/2016;15:00;4641;2270;30;3.88;11.16;7.52
03/01/2016;15:30;4656;2282;30;3.88;11.16;7.52
03/01/2016;16:00;4570;2288;30;3.88;11.16;7.52
03/01/2016;16:30;4601;2239;30;3.88;11.16;7.52
03/01/2016;17:00;4598;2195;29;3.88;11.16;7.52
03/01/2016;17:30;4880;2182;28;3.88;11.16;7.52
03/01/2016;18:00;5196;2139;27;3.88;11.16;7.52
03/01/2016;18:30;5306;2131;26;3.88;11.16;7.52
03/01/2016;19:00;5532;2127;25;3.88;11.16;7.52
03/01/2016;19:30;5518;2124;26;3.88;11.16;7.52
03/01/2016;20:00;5391;2133;26;3.88;11.16;7.52
03/01/2016;20:30;5217;2129;27;3.88;11.16;7.52
03/01/2016;21:00;5117;2136;27;3.88;11.16;7.52
03/01/2016;21:30;4893;2135;28;3.88;11.16;7.52
03/01/2016;22:00;4776;2156;28;3.88;11.16;7.52
03/01/2016;22:30;4773;2128;28;3.88;11.16;7.52
03/01/2016;23:00;5292;2120;27;3.88;11.16;7.52
03/01/2016;23:30;5069;2087;28;3.88;11.16;7.52
04/01/2016;00:00;5250;2166;29;7.04;10.97;9.0
04/01/2016;00:30;4945;2189;29;7.04;10.97;9.0
04/01/2016;01:00;4616;2201;31;7.04;10.97;9.0
04/01/2016;01:30;4534;2247;31;7.04;10.97;9.0
04/01/2016;02:00;4508;2246;31;7.04;10.97;9.0
04/01/2016;02:30;4439;2254;31;7.04;10.97;9.0
04/01/2016;03:00;4345;2292;32;7.04;10.97;9.0
04/01/2016;03:30;4182;2292;32;7.04;10.97;9.0
04/01/2016;04:00;4117;2290;32;7.04;10.97;9.0
04/01/2016;04:30;4020;2285;32;7.04;10.97;9.0
04/01/2016;05:00;4047;2433;33;7.04;10.97;9.0
04/01/2016;05:30;4203;2545;33;7.04;10.97;9.0
04/01/2016;06:00;4319;2685;33;7.04;10.97;9.0
04/01/2016;06:30;4595;3019;35;7.04;10.97;9.0
04/01/2016;07:00;4852;3483;36;7.04;10.97;9.0
04/01/2016;07:30;5147;4056;38;7.04;10.97;9.0
04/01/2016;08:00;5271;4651;40;7.04;10.97;9.0
04/01/2016;08:30;5310;5226;42;7.04;10.97;9.0
04/01/2016;09:00;5278;5657;44;7.04;10.97;9.0
04/01/2016;09:30;5438;6101;45;7.04;10.97;9.0
04/01/2016;10:00;5372;6342;46;7.04;10.97;9.0
04/01/2016;10:30;5440;6391;46;7.04;10.97;9.0
04/01/2016;11:00;5428;6372;45;7.04;10.97;9.0
04/01/2016;11:30;5540;6568;45;7.04;10.97;9.0
04/01/2016;12:00;5548;6598;45;7.04;10.97;9.0
04/01/2016;12:30;5503;6688;47;7.04;10.97;9.0
04/01/2016;13:00;5719;6699;46;7.04;10.97;9.0
04/01/2016;13:30;5597;6776;48;7.04;10.97;9.0
04/01/2016;14:00;5593;6766;48;7.04;10.97;9.0
04/01/2016;14:30;5498;6799;48;7.04;10.97;9.0
04/01/2016;15:00;5417;6770;49;7.04;10.97;9.0
04/01/2016;15:30;5414;6621;49;7.04;10.97;9.0
04/01/2016;16:00;5320;6684;49;7.04;10.97;9.0
04/01/2016;16:30;5361;6781;50;7.04;10.97;9.0
04/01/2016;17:00;5258;6870;51;7.04;10.97;9.0
04/01/2016;17:30;5394;6789;51;7.04;10.97;9.0
04/01/2016;18:00;5793;6863;50;7.04;10.97;9.0
04/01/2016;18:30;5961;6854;48;7.04;10.97;9.0
04/01/2016;19:00;6047;6893;48;7.04;10.97;9.0
04/01/2016;19:30;6038;6844;47;7.04;10.97;9.0
04/01/2016;20:00;5807;6885;48;7.04;10.97;9.0
04/01/2016;20:30;5591;6812;49;7.04;10.97;9.0
04/01/2016;21:00;5350;6805;50;7.04;10.97;9.0
04/01/2016;21:30;5204;5824;47;7.04;10.97;9.0
04/01/2016;22:00;4999;5622;47;7.04;10.97;9.0
04/01/2016;22:30;5026;4723;43;7.04;10.97;9.0
04/01/2016;23:00;5551;4665;42;7.04;10.97;9.0
04/01/2016;23:30;5184;4175;40;7.04;10.97;9.0
05/01/2016;00:00;5373;3865;39;5.55;9.75;7.65
05/01/2016;00:30;5039;3264;37;5.55;9.75;7.65
05/01/2016;01:00;4801;2805;36;5.55;9.75;7.65
05/01/2016;01:30;4706;2546;35;5.55;9.75;7.65
05/01/2016;02:00;4645;2507;35;5.55;9.75;7.65
05/01/2016;02:30;4579;2519;35;5.55;9.75;7.65
05/01/2016;03:00;4482;2507;36;5.55;9.75;7.65
05/01/2016;03:30;4460;2545;36;5.55;9.75;7.65
05/01/2016;04:00;4322;2528;37;5.55;9.75;7.65
05/01/2016;04:30;4293;2538;37;5.55;9.75;7.65
05/01/2016;05:00;4340;2550;38;5.55;9.75;7.65
05/01/2016;05:30;4461;2497;37;5.55;9.75;7.65
05/01/2016;06:00;4560;2723;37;5.55;9.75;7.65
05/01/2016;06:30;4922;3345;38;5.55;9.75;7.65
05/01/2016;07:00;5134;3989;39;5.55;9.75;7.65
05/01/2016;07:30;5484;4898;43;5.55;9.75;7.65
05/01/2016;08:00;5646;5753;46;5.55;9.75;7.65
05/01/2016;08:30;5562;6172;48;5.55;9.75;7.65
05/01/2016;09:00;5568;6657;49;5.55;9.75;7.65
05/01/2016;09:30;5639;6733;49;5.55;9.75;7.65
05/01/2016;10:00;5632;6900;49;5.55;9.75;7.65
05/01/2016;10:30;5597;6978;49;5.55;9.75;7.65
05/01/2016;11:00;5605;7059;50;5.55;9.75;7.65
05/01/2016;11:30;5624;7063;50;5.55;9.75;7.65
05/01/2016;12:00;5671;7096;51;5.55;9.75;7.65
05/01/2016;12:30;5697;7038;51;5.55;9.75;7.65
05/01/2016;13:00;5810;7015;51;5.55;9.75;7.65
05/01/2016;13:30;5714;6951;51;5.55;9.75;7.65
05/01/2016;14:00;5686;6963;52;5.55;9.75;7.65
05/01/2016;14:30;5645;6892;52;5.55;9.75;7.65
05/01/2016;15:00;5499;7016;54;5.55;9.75;7.65
05/01/2016;15:30;5556;6996;54;5.55;9.75;7.65
05/01/2016;16:00;5546;7058;53;5.55;9.75;7.65
05/01/2016;16:30;5512;7044;53;5.55;9.75;7.65
05/01/2016;17:00;5515;7081;53;5.55;9.75;7.65
05/01/2016;17:30;5641;7095;52;5.55;9.75;7.65
05/01/2016;18:00;6020;7117;50;5.55;9.75;7.65
05/01/2016;18:30;6219;7260;50;5.55;9.75;7.65
05/01/2016;19:00;6374;7291;50;5.55;9.75;7.65
05/01/2016;19:30;6333;7261;50;5.55;9.75;7.65
05/01/2016;20:00;6131;7208;51;5.55;9.75;7.65
05/01/2016;20:30;5926;6869;51;5.55;9.75;7.65
05/01/2016;21:00;5718;6617;51;5.55;9.75;7.65
05/01/2016;21:30;5568;6686;53;5.55;9.75;7.65
05/01/2016;22:00;5352;6644;52;5.55;9.75;7.65
05/01/2016;22:30;5328;6121;50;5.55;9.75;7.65
05/01/2016;23:00;5838;5886;48;5.55;9.75;7.65
05/01/2016;23:30;5615;3869;40;5.55;9.75;7.65
06/01/2016;00:00;5745;3772;40;3.86;10.38;7.12
06/01/2016;00:30;5428;3119;38;3.86;10.38;7.12
06/01/2016;01:00;5085;2756;37;3.86;10.38;7.12
06/01/2016;01:30;4966;2574;38;3.86;10.38;7.12
06/01/2016;02:00;4961;2574;38;3.86;10.38;7.12
06/01/2016;02:30;4937;2565;38;3.86;10.38;7.12
06/01/2016;03:00;4869;2581;38;3.86;10.38;7.12
06/01/2016;03:30;4731;2516;38;3.86;10.38;7.12
06/01/2016;04:00;4672;2552;39;3.86;10.38;7.12
06/01/2016;04:30;4564;2578;41;3.86;10.38;7.12
06/01/2016;05:00;4560;2566;41;3.86;10.38;7.12
06/01/2016;05:30;4745;2611;41;3.86;10.38;7.12
06/01/2016;06:00;4896;2830;43;3.86;10.38;7.12
06/01/2016;06:30;5202;3797;46;3.86;10.38;7.12
06/01/2016;07:00;5560;4593;48;3.86;10.38;7.12
06/01/2016;07:30;5860;5639;51;3.86;10.38;7.12
06/01/2016;08:00;5966;6410;53;3.86;10.38;7.12
06/01/2016;08:30;6025;6825;54;3.86;10.38;7.12
06/01/2016;09:00;5990;6723;53;3.86;10.38;7.12
06/01/2016;09:30;6015;6761;54;3.86;10.38;7.12
06/01/2016;10:00;6014;6776;54;3.86;10.38;7.12
06/01/2016;10:30;6025;6762;53;3.86;10.38;7.12
06/01/2016;11:00;6067;6825;54;3.86;10.38;7.12
06/01/2016;11:30;6127;6847;55;3.86;10.38;7.12
06/01/2016;12:00;6070;6828;56;3.86;10.38;7.12
06/01/2016;12:30;6104;6817;56;3.86;10.38;7.12
06/01/2016;13:00;6114;6828;56;3.86;10.38;7.12
06/01/2016;13:30;5983;6745;56;3.86;10.38;7.12
06/01/2016;14:00;5914;6704;56;3.86;10.38;7.12
06/01/2016;14:30;5871;6790;57;3.86;10.38;7.12
06/01/2016;15:00;5663;6719;56;3.86;10.38;7.12
06/01/2016;15:30;5652;6674;57;3.86;10.38;7.12
06/01/2016;16:00;5476;6751;57;3.86;10.38;7.12
06/01/2016;16:30;5507;6822;57;3.86;10.38;7.12
06/01/2016;17:00;5499;7217;58;3.86;10.38;7.12
06/01/2016;17:30;5686;7285;57;3.86;10.38;7.12
06/01/2016;18:00;6064;7318;56;3.86;10.38;7.12
06/01/2016;18:30;6251;7291;56;3.86;10.38;7.12
06/01/2016;19:00;6426;7339;55;3.86;10.38;7.12
06/01/2016;19:30;6348;7342;56;3.86;10.38;7.12
06/01/2016;20:00;6124;7266;57;3.86;10.38;7.12
06/01/2016;20:30;5930;7121;58;3.86;10.38;7.12
06/01/2016;21:00;5726;7113;60;3.86;10.38;7.12
06/01/2016;21:30;5559;5233;53;3.86;10.38;7.12
06/01/2016;22:00;5380;4752;52;3.86;10.38;7.12
06/01/2016;22:30;5349;4017;48;3.86;10.38;7.12
06/01/2016;23:00;5845;3808;47;3.86;10.38;7.12
06/01/2016;23:30;5592;3242;45;3.86;10.38;7.12
07/01/2016;00:00;5725;3020;44;5.65;15.66;10.65
07/01/2016;00:30;5461;2934;44;5.65;15.66;10.65
07/01/2016;01:00;5135;2867;44;5.65;15.66;10.65
07/01/2016;01:30;5049;2866;44;5.65;15.66;10.65
07/01/2016;02:00;4989;2886;44;5.65;15.66;10.65
07/01/2016;02:30;4963;2717;42;5.65;15.66;10.65
07/01/2016;03:00;4873;2698;42;5.65;15.66;10.65
07/01/2016;03:30;4823;2654;42;5.65;15.66;10.65
07/01/2016;04:00;4713;2673;42;5.65;15.66;10.65
07/01/2016;04:30;4612;2659;42;5.65;15.66;10.65
07/01/2016;05:00;4582;2693;42;5.65;15.66;10.65
07/01/2016;05:30;4672;2695;41;5.65;15.66;10.65
07/01/2016;06:00;4792;3032;43;5.65;15.66;10.65
07/01/2016;06:30;5129;3566;45;5.65;15.66;10.65
07/01/2016;07:00;5468;4718;49;5.65;15.66;10.65
07/01/2016;07:30;5758;5651;50;5.65;15.66;10.65
07/01/2016;08:00;5792;6063;51;5.65;15.66;10.65
07/01/2016;08:30;5800;6350;51;5.65;15.66;10.65
07/01/2016;09:00;5768;6646;52;5.65;15.66;10.65
07/01/2016;09:30;5751;7000;53;5.65;15.66;10.65
07/01/2016;10:00;5721;6852;52;5.65;15.66;10.65
07/01/2016;10:30;5697;6931;52;5.65;15.66;10.65
07/01/2016;11:00;5638;6902;52;5.65;15.66;10.65
07/01/2016;11:30;5608;6886;51;5.65;15.66;10.65
07/01/2016;12:00;5608;6915;51;5.65;15.66;10.65
07/01/2016;12:30;5596;6808;52;5.65;15.66;10.65
07/01/2016;13:00;5676;6895;53;5.65;15.66;10.65
07/01/2016;13:30;5550;6727;52;5.65;15.66;10.65
07/01/2016;14:00;5472;6645;52;5.65;15.66;10.65
07/01/2016;14:30;5377;6534;52;5.65;15.66;10.65
07/01/2016;15:00;5220;6511;52;5.65;15.66;10.65
07/01/2016;15:30;5127;6681;53;5.65;15.66;10.65
07/01/2016;16:00;5040;6902;55;5.65;15.66;10.65
07/01/2016;16:30;5057;7058;56;5.65;15.66;10.65
07/01/2016;17:00;5061;7139;56;5.65;15.66;10.65
07/01/2016;17:30;5132;7105;56;5.65;15.66;10.65
07/01/2016;18:00;5589;7191;54;5.65;15.66;10.65
07/01/2016;18:30;5718;7126;55;5.65;15.66;10.65
07/01/2016;19:00;5965;7233;54;5.65;15.66;10.65
07/01/2016;19:30;5859;7173;54;5.65;15.66;10.65
07/01/2016;20:00;5636;6930;54;5.65;15.66;10.65
07/01/2016;20:30;5460;5719;50;5.65;15.66;10.65
07/01/2016;21:00;5266;5282;50;5.65;15.66;10.65
07/01/2016;21:30;5121;5047;50;5.65;15.66;10.65
07/01/2016;22:00;4928;4776;50;5.65;15.66;10.65
07/01/2016;22:30;4861;4478;49;5.65;15.66;10.65
07/01/2016;23:00;5368;4060;46;5.65;15.66;10.65
07/01/2016;23:30;5121;3027;42;5.65;15.66;10.65
08/01/2016;00:00;5280;3054;42;7.28;14.68;10.98
08/01/2016;00:30;4998;2917;42;7.28;14.68;10.98
08/01/2016;01:00;4687;2585;43;7.28;14.68;10.98
08/01/2016;01:30;4552;2553;42;7.28;14.68;10.98
08/01/2016;02:00;4567;2592;43;7.28;14.68;10.98
08/01/2016;02:30;4510;2545;43;7.28;14.68;10.98
08/01/2016;03:00;4416;2592;44;7.28;14.68;10.98
08/01/2016;03:30;4305;2584;44;7.28;14.68;10.98
08/01/2016;04:00;4241;2664;45;7.28;14.68;10.98
08/01/2016;04:30;4150;2737;45;7.28;14.68;10.98
08/01/2016;05:00;4139;2753;45;7.28;14.68;10.98
08/01/2016;05:30;4243;2751;44;7.28;14.68;10.98
08/01/2016;06:00;4359;2779;43;7.28;14.68;10.98
08/01/2016;06:30;4728;2903;42;7.28;14.68;10.98
08/01/2016;07:00;5050;3213;45;7.28;14.68;10.98
08/01/2016;07:30;5373;4364;48;7.28;14.68;10.98
08/01/2016;08:00;5445;5291;52;7.28;14.68;10.98
08/01/2016;08:30;5431;5758;52;7.28;14.68;10.98
08/01/2016;09:00;5343;5853;52;7.28;14.68;10.98
08/01/2016;09:30;5462;5914;52;7.28;14.68;10.98
08/01/2016;10:00;5372;6076;53;7.28;14.68;10.98
08/01/2016;10:30;5405;6383;55;7.28;14.68;10.98
08/01/2016;11:00;5392;6491;52;7.28;14.68;10.98
08/01/2016;11:30;5412;6654;54;7.28;14.68;10.98
08/01/2016;12:00;5457;6636;54;7.28;14.68;10.98
08/01/2016;12:30;5443;6625;54;7.28;14.68;10.98
08/01/2016;13:00;5532;6631;51;7.28;14.68;10.98
08/01/2016;13:30;5371;6568;52;7.28;14.68;10.98
08/01/2016;14:00;5311;6536;52;7.28;14.68;10.98
08/01/2016;14:30;5149;6523;53;7.28;14.68;10.98
08/01/2016;15:00;4980;6435;52;7.28;14.68;10.98
08/01/2016;15:30;4938;6524;54;7.28;14.68;10.98
08/01/2016;16:00;4829;6404;53;7.28;14.68;10.98
08/01/2016;16:30;4869;6598;54;7.28;14.68;10.98
08/01/2016;17:00;4781;6482;53;7.28;14.68;10.98
08/01/2016;17:30;4964;6740;53;7.28;14.68;10.98
08/01/2016;18:00;5331;6806;51;7.28;14.68;10.98
08/01/2016;18:30;5565;6880;51;7.28;14.68;10.98
08/01/2016;19:00;5658;6994;51;7.28;14.68;10.98
08/01/2016;19:30;5627;6989;51;7.28;14.68;10.98
08/01/2016;20:00;5523;6926;52;7.28;14.68;10.98
08/01/2016;20:30;5337;5952;49;7.28;14.68;10.98
08/01/2016;21:00;5085;5442;48;7.28;14.68;10.98
08/01/2016;21:30;4933;4754;46;7.28;14.68;10.98
08/01/2016;22:00;4764;4630;46;7.28;14.68;10.98
08/01/2016;22:30;4781;4513;47;7.28;14.68;10.98
08/01/2016;23:00;5240;4485;44;7.28;14.68;10.98
08/01/2016;23:30;5090;4300;43;7.28;14.68;10.98
09/01/2016;00:00;5153;4002;40;8.17;14.21;11.19
09/01/2016;00:30;4824;2963;33;8.17;14.21;11.19
09/01/2016;01:00;4569;2797;34;8.17;14.21;11.19
09/01/2016;01:30;4385;2767;35;8.17;14.21;11.19
09/01/2016;02:00;4347;2572;34;8.17;14.21;11.19
09/01/2016;02:30;4325;2546;34;8.17;14.21;11.19
09/01/2016;03:00;4227;2581;35;8.17;14.21;11.19
09/01/2016;03:30;4104;2530;35;8.17;14.21;11.19
09/01/2016;04:00;4002;2545;35;8.17;14.21;11.19
09/01/2016;04:30;3900;2539;34;8.17;14.21;11.19
09/01/2016;05:00;3873;2547;34;8.17;14.21;11.19
09/01/2016;05:30;3871;2550;35;8.17;14.21;11.19
09/01/2016;06:00;3900;2529;35;8.17;14.21;11.19
09/01/2016;06:30;4071;2549;35;8.17;14.21;11.19
09/01/2016;07:00;4143;2516;34;8.17;14.21;11.19
09/01/2016;07:30;4239;2557;33;8.17;14.21;11.19
09/01/2016;08:00;4344;2580;33;8.17;14.21;11.19
09/01/2016;08:30;4367;2608;32;8.17;14.21;11.19
09/01/2016;09:00;4507;2608;32;8.17;14.21;11.19
09/01/2016;09:30;4705;2611;31;8.17;14.21;11.19
09/01/2016;10:00;4752;2645;30;8.17;14.21;11.19
09/01/2016;10:30;4845;2616;30;8.17;14.21;11.19
09/01/2016;11:00;4796;2647;30;8.17;14.21;11.19
09/01/2016;11:30;4840;2621;29;8.17;14.21;11.19
09/01/2016;12:00;4871;2649;29;8.17;14.21;11.19
09/01/2016;12:30;4976;2648;30;8.17;14.21;11.19
09/01/2016;13:00;5140;2657;29;8.17;14.21;11.19
09/01/2016;13:30;4929;2662;30;8.17;14.21;11.19
09/01/2016;14:00;4845;2658;30;8.17;14.21;11.19
09/01/2016;14:30;4675;2611;30;8.17;14.21;11.19
09/01/2016;15:00;4484;2627;31;8.17;14.21;11.19
09/01/2016;15:30;4429;2611;31;8.17;14.21;11.19
09/01/2016;16:00;4242;2614;31;8.17;14.21;11.19
09/01/2016;16:30;4198;2617;32;8.17;14.21;11.19
09/01/2016;17:00;4200;2574;31;8.17;14.21;11.19
09/01/2016;17:30;4394;2573;31;8.17;14.21;11.19
09/01/2016;18:00;4867;2567;29;8.17;14.21;11.19
09/01/2016;18:30;5051;2551;29;8.17;14.21;11.19
09/01/2016;19:00;5221;2550;29;8.17;14.21;11.19
09/01/2016;19:30;5260;2554;29;8.17;14.21;11.19
09/01/2016;20:00;5109;2582;30;8.17;14.21;11.19
09/01/2016;20:30;4867;2607;30;8.17;14.21;11.19
09/01/2016;21:00;4718;2551;30;8.17;14.21;11.19
09/01/2016;21:30;4657;2543;31;8.17;14.21;11.19
09/01/2016;22:00;4477;2553;31;8.17;14.21;11.19
09/01/2016;22:30;4562;2544;32;8.17;14.21;11.19
09/01/2016;23:00;5166;2569;31;8.17;14.21;11.19
09/01/2016;23:30;4930;2547;32;8.17;14.21;11.19
10/01/2016;00:00;5126;2567;32;6.42;13.95;10.18
10/01/2016;00:30;4870;2536;32;6.42;13.95;10.18
10/01/2016;01:00;4577;2551;33;6.42;13.95;10.18
10/01/2016;01:30;4402;2530;34;6.42;13.95;10.18
10/01/2016;02:00;4345;2519;34;6.42;13.95;10.18
10/01/2016;02:30;4306;2549;34;6.42;13.95;10.18
10/01/2016;03:00;4169;2548;35;6.42;13.95;10.18
10/01/2016;03:30;4083;2547;35;6.42;13.95;10.18
10/01/2016;04:00;3991;2547;36;6.42;13.95;10.18
10/01/2016;04:30;3888;2553;36;6.42;13.95;10.18
10/01/2016;05:00;3842;2547;36;6.42;13.95;10.18
10/01/2016;05:30;3780;2559;36;6.42;13.95;10.18
10/01/2016;06:00;3810;2553;35;6.42;13.95;10.18
10/01/2016;06:30;3881;2549;36;6.42;13.95;10.18
10/01/2016;07:00;3898;2546;35;6.42;13.95;10.18
10/01/2016;07:30;3981;2561;36;6.42;13.95;10.18
10/01/2016;08:00;4056;2560;35;6.42;13.95;10.18
10/01/2016;08:30;4068;2565;35;6.42;13.95;10.18
