Date;Heures;Consommation;Tmin;Tmoy;Tmax
01/01/2016;00:00;3583;5.35;10.95;8.15
01/01/2016;00:30;3460;5.35;10.95;8.15
01/01/2016;01:00;3258;5.35;10.95;8.15
01/01/2016;01:30;3191;5.35;10.95;8.15
01/01/2016;02:00;3285;5.35;10.95;8.15
01/01/2016;02:30;3074;5.35;10.95;8.15
01/01/2016;03:00;2881;5.35;10.95;8.15
01/01/2016;03:30;2729;5.35;10.95;8.15
01/01/2016;04:00;2619;5.35;10.95;8.15
01/01/2016;04:30;2638;5.35;10.95;8.15
01/01/2016;05:00;2588;5.35;10.95;8.15
01/01/2016;05:30;2609;5.35;10.95;8.15
01/01/2016;06:00;2617;5.35;10.95;8.15
01/01/2016;06:30;2663;5.35;10.95;8.15
01/01/2016;07:00;2655;5.35;10.95;8.15
01/01/2016;07:30;2667;5.35;10.95;8.15
01/01/2016;08:00;2673;5.35;10.95;8.15
01/01/2016;08:30;2676;5.35;10.95;8.15
01/01/2016;09:00;2641;5.35;10.95;8.15
01/01/2016;09:30;2651;5.35;10.95;8.15
01/01/2016;10:00;2685;5.35;10.95;8.15
01/01/2016;10:30;2740;5.35;10.95;8.15
01/01/2016;11:00;2817;5.35;10.95;8.15
01/01/2016;11:30;2879;5.35;10.95;8.15
01/01/2016;12:00;2879;5.35;10.95;8.15
01/01/2016;12:30;2983;5.35;10.95;8.15
01/01/2016;13:00;3129;5.35;10.95;8.15
01/01/2016;13:30;2968;5.35;10.95;8.15
01/01/2016;14:00;2816;5.35;10.95;8.15
01/01/2016;14:30;2736;5.35;10.95;8.15
01/01/2016;15:00;2645;5.35;10.95;8.15
01/01/2016;15:30;2763;5.35;10.95;8.15
01/01/2016;16:00;2743;5.35;10.95;8.15
01/01/2016;16:30;2735;5.35;10.95;8.15
01/01/2016;17:00;2740;5.35;10.95;8.15
01/01/2016;17:30;2851;5.35;10.95;8.15
01/01/2016;18:00;3071;5.35;10.95;8.15
01/01/2016;18:30;3157;5.35;10.95;8.15
01/01/2016;19:00;3198;5.35;10.95;8.15
01/01/2016;19:30;3208;5.35;10.95;8.15
01/01/2016;20:00;3181;5.35;10.95;8.15
01/01/2016;20:30;3078;5.35;10.95;8.15
01/01/2016;21:00;2995;5.35;10.95;8.15
01/01/2016;21:30;2889;5.35;10.95;8.15
01/01/2016;22:00;2818;5.35;10.95;8.15
01/01/2016;22:30;2914;5.35;10.95;8.15
01/01/2016;23:00;3457;5.35;10.95;8.15
01/01/2016;23:30;3187;5.35;10.95;8.15
02/01/2016;00:00;3312;8.15;11.6;9.88
02/01/2016;00:30;3163;8.15;11.6;9.88
02/01/2016;01:00;2949;8.15;11.6;9.88
02/01/2016;01:30;2900;8.15;11.6;9.88
02/01/2016;02:00;2956;8.15;11.6;9.88
02/01/2016;02:30;2787;8.15;11.6;9.88
02/01/2016;03:00;2670;8.15;11.6;9.88
02/01/2016;03:30;2599;8.15;11.6;9.88
02/01/2016;04:00;2533;8.15;11.6;9.88
02/01/2016;04:30;2565;8.15;11.6;9.88
02/01/2016;05:00;2575;8.15;11.6;9.88
02/01/2016;05:30;2654;8.15;11.6;9.88
02/01/2016;06:00;2669;8.15;11.6;9.88
02/01/2016;06:30;2796;8.15;11.6;9.88
02/01/2016;07:00;2847;8.15;11.6;9.88
02/01/2016;07:30;2964;8.15;11.6;9.88
02/01/2016;08:00;3017;8.15;11.6;9.88
02/01/2016;08:30;3074;8.15;11.6;9.88
02/01/2016;09:00;3078;8.15;11.6;9.88
02/01/2016;09:30;3103;8.15;11.6;9.88
02/01/2016;10:00;3194;8.15;11.6;9.88
02/01/2016;10:30;3219;8.15;11.6;9.88
02/01/2016;11:00;3314;8.15;11.6;9.88
02/01/2016;11:30;3240;8.15;11.6;9.88
02/01/2016;12:00;3304;8.15;11.6;9.88
02/01/2016;12:30;3375;8.15;11.6;9.88
02/01/2016;13:00;3479;8.15;11.6;9.88
02/01/2016;13:30;3285;8.15;11.6;9.88
02/01/2016;14:00;3128;8.15;11.6;9.88
02/01/2016;14:30;3031;8.15;11.6;9.88
02/01/2016;15:00;2982;8.15;11.6;9.88
02/01/2016;15:30;3013;8.15;11.6;9.88
02/01/2016;16:00;2980;8.15;11.6;9.88
02/01/2016;16:30;2959;8.15;11.6;9.88
02/01/2016;17:00;3004;8.15;11.6;9.88
02/01/2016;17:30;3087;8.15;11.6;9.88
02/01/2016;18:00;3391;8.15;11.6;9.88
02/01/2016;18:30;3485;8.15;11.6;9.88
02/01/2016;19:00;3515;8.15;11.6;9.88
02/01/2016;19:30;3502;8.15;11.6;9.88
02/01/2016;20:00;3417;8.15;11.6;9.88
02/01/2016;20:30;3322;8.15;11.6;9.88
02/01/2016;21:00;3186;8.15;11.6;9.88
02/01/2016;21:30;3087;8.15;11.6;9.88
02/01/2016;22:00;3060;8.15;11.6;9.88
02/01/2016;22:30;3140;8.15;11.6;9.88
02/01/2016;23:00;3750;8.15;11.6;9.88
02/01/2016;23:30;3469;8.15;11.6;9.88
03/01/2016;00:00;3581;5.8;10.2;8.0
03/01/2016;00:30;3506;5.8;10.2;8.0
03/01/2016;01:00;3241;5.8;10.2;8.0
03/01/2016;01:30;3188;5.8;10.2;8.0
03/01/2016;02:00;3242;5.8;10.2;8.0
03/01/2016;02:30;3016;5.8;10.2;8.0
03/01/2016;03:00;2780;5.8;10.2;8.0
03/01/2016;03:30;2736;5.8;10.2;8.0
03/01/2016;04:00;2647;5.8;10.2;8.0
03/01/2016;04:30;2627;5.8;10.2;8.0
03/01/2016;05:00;2579;5.8;10.2;8.0
03/01/2016;05:30;2658;5.8;10.2;8.0
03/01/2016;06:00;2651;5.8;10.2;8.0
03/01/2016;06:30;2715;5.8;10.2;8.0
03/01/2016;07:00;2768;5.8;10.2;8.0
03/01/2016;07:30;2841;5.8;10.2;8.0
03/01/2016;08:00;2872;5.8;10.2;8.0
03/01/2016;08:30;2971;5.8;10.2;8.0
03/01/2016;09:00;2927;5.8;10.2;8.0
03/01/2016;09:30;2998;5.8;10.2;8.0
03/01/2016;10:00;3156;5.8;10.2;8.0
03/01/2016;10:30;3232;5.8;10.2;8.0
03/01/2016;11:00;3287;5.8;10.2;8.0
03/01/2016;11:30;3407;5.8;10.2;8.0
03/01/2016;12:00;3489;5.8;10.2;8.0
03/01/2016;12:30;3613;5.8;10.2;8.0
03/01/2016;13:00;3758;5.8;10.2;8.0
03/01/2016;13:30;3547;5.8;10.2;8.0
03/01/2016;14:00;3395;5.8;10.2;8.0
03/01/2016;14:30;3247;5.8;10.2;8.0
03/01/2016;15:00;3157;5.8;10.2;8.0
03/01/2016;15:30;3192;5.8;10.2;8.0
03/01/2016;16:00;3124;5.8;10.2;8.0
03/01/2016;16:30;3106;5.8;10.2;8.0
03/01/2016;17:00;3067;5.8;10.2;8.0
03/01/2016;17:30;3125;5.8;10.2;8.0
03/01/2016;18:00;3355;5.8;10.2;8.0
03/01/2016;18:30;3436;5.8;10.2;8.0
03/01/2016;19:00;3565;5.8;10.2;8.0
03/01/2016;19:30;3519;5.8;10.2;8.0
03/01/2016;20:00;3442;5.8;10.2;8.0
03/01/2016;20:30;3312;5.8;10.2;8.0
03/01/2016;21:00;3299;5.8;10.2;8.0
03/01/2016;21:30;3166;5.8;10.2;8.0
03/01/2016;22:00;3064;5.8;10.2;8.0
03/01/2016;22:30;3177;5.8;10.2;8.0
03/01/2016;23:00;3640;5.8;10.2;8.0
03/01/2016;23:30;3491;5.8;10.2;8.0
04/01/2016;00:00;3590;6.15;12.15;9.15
04/01/2016;00:30;3481;6.15;12.15;9.15
04/01/2016;01:00;3303;6.15;12.15;9.15
04/01/2016;01:30;3259;6.15;12.15;9.15
04/01/2016;02:00;3326;6.15;12.15;9.15
04/01/2016;02:30;3136;6.15;12.15;9.15
04/01/2016;03:00;2992;6.15;12.15;9.15
04/01/2016;03:30;2937;6.15;12.15;9.15
04/01/2016;04:00;2893;6.15;12.15;9.15
04/01/2016;04:30;2944;6.15;12.15;9.15
04/01/2016;05:00;2984;6.15;12.15;9.15
04/01/2016;05:30;3172;6.15;12.15;9.15
