Date;Heures;Consommation;Tmin;Tmoy;Tmax
01/01/2020;00:00;4057;4.25;10.3;7.28
01/01/2020;00:30;4008;4.25;10.3;7.28
01/01/2020;01:00;3814;4.25;10.3;7.28
01/01/2020;01:30;3801;4.25;10.3;7.28
01/01/2020;02:00;3798;4.25;10.3;7.28
01/01/2020;02:30;3619;4.25;10.3;7.28
01/01/2020;03:00;3430;4.25;10.3;7.28
01/01/2020;03:30;3299;4.25;10.3;7.28
01/01/2020;04:00;3196;4.25;10.3;7.28
01/01/2020;04:30;3138;4.25;10.3;7.28
01/01/2020;05:00;3083;4.25;10.3;7.28
01/01/2020;05:30;3097;4.25;10.3;7.28
01/01/2020;06:00;3072;4.25;10.3;7.28
01/01/2020;06:30;3151;4.25;10.3;7.28
01/01/2020;07:00;3120;4.25;10.3;7.28
01/01/2020;07:30;3133;4.25;10.3;7.28
01/01/2020;08:00;3126;4.25;10.3;7.28
01/01/2020;08:30;3097;4.25;10.3;7.28
01/01/2020;09:00;3048;4.25;10.3;7.28
01/01/2020;09:30;3022;4.25;10.3;7.28
01/01/2020;10:00;3058;4.25;10.3;7.28
01/01/2020;10:30;3097;4.25;10.3;7.28
01/01/2020;11:00;3133;4.25;10.3;7.28
01/01/2020;11:30;3182;4.25;10.3;7.28
01/01/2020;12:00;3246;4.25;10.3;7.28
01/01/2020;12:30;3366;4.25;10.3;7.28
01/01/2020;13:00;3481;4.25;10.3;7.28
01/01/2020;13:30;3358;4.25;10.3;7.28
01/01/2020;14:00;3235;4.25;10.3;7.28
01/01/2020;14:30;3118;4.25;10.3;7.28
01/01/2020;15:00;3049;4.25;10.3;7.28
01/01/2020;15:30;3092;4.25;10.3;7.28
01/01/2020;16:00;3032;4.25;10.3;7.28
01/01/2020;16:30;3072;4.25;10.3;7.28
01/01/2020;17:00;3054;4.25;10.3;7.28
01/01/2020;17:30;3152;4.25;10.3;7.28
01/01/2020;18:00;3344;4.25;10.3;7.28
01/01/2020;18:30;3381;4.25;10.3;7.28
01/01/2020;19:00;3424;4.25;10.3;7.28
01/01/2020;19:30;3437;4.25;10.3;7.28
01/01/2020;20:00;3400;4.25;10.3;7.28
01/01/2020;20:30;3265;4.25;10.3;7.28
01/01/2020;21:00;3180;4.25;10.3;7.28
01/01/2020;21:30;3088;4.25;10.3;7.28
01/01/2020;22:00;3013;4.25;10.3;7.28
